subject,seed,stage2_hv,stage3_projected_hv,delta_hv_stage3_minus_stage2,stage2_selected_semantic_on_stage3,stage3_selected_f_semantic,delta_selected_f_semantic_stage3_minus_stage2,stage2_selected_solution_id,stage3_selected_solution_id,stage2_selected_is_injected_seed,stage3_selected_is_injected_seed,stage3_selected_seed_name,stage2_selected_ari_vs_leiden,stage2_selected_nmi_vs_leiden,stage2_selected_equals_leiden,stage3_selected_ari_vs_leiden,stage3_selected_nmi_vs_leiden,stage3_selected_equals_leiden,stage2_vs_stage3_selected_ari,stage2_vs_stage3_selected_nmi,stage2_vs_stage3_selected_partition_equal,stage3_front_size,stage3_projected_front_size,stage3_front_f_semantic_min,stage3_front_f_semantic_mean,stage3_front_f_semantic_max,stage3_front_f_semantic_std,reference_status,stage2_coupling,stage3_coupling,delta_coupling_stage3_minus_stage2,stage2_cohesion,stage3_cohesion,delta_cohesion_stage3_minus_stage2,stage2_imbalance,stage3_imbalance,delta_imbalance_stage3_minus_stage2,stage2_weighted_modularity,stage3_weighted_modularity,delta_weighted_modularity_stage3_minus_stage2,stage2_internal_edge_weight_ratio,stage3_internal_edge_weight_ratio,delta_internal_edge_weight_ratio_stage3_minus_stage2,stage2_internal_external_edge_ratio,stage3_internal_external_edge_ratio,delta_internal_external_edge_ratio_stage3_minus_stage2,stage2_cluster_count,stage3_cluster_count,delta_cluster_count_stage3_minus_stage2,stage2_average_cluster_size,stage3_average_cluster_size,delta_average_cluster_size_stage3_minus_stage2,stage2_max_cluster_size,stage3_max_cluster_size,delta_max_cluster_size_stage3_minus_stage2,stage2_min_cluster_size,stage3_min_cluster_size,delta_min_cluster_size_stage3_minus_stage2,stage2_max_cluster_ratio,stage3_max_cluster_ratio,delta_max_cluster_ratio_stage3_minus_stage2,stage2_singleton_ratio,stage3_singleton_ratio,delta_singleton_ratio_stage3_minus_stage2,stage2_cluster_size_cv,stage3_cluster_size_cv,delta_cluster_size_cv_stage3_minus_stage2,stage2_mojofm_vs_reference,stage3_mojofm_vs_reference,delta_mojofm_vs_reference_stage3_minus_stage2,stage2_pairwise_precision,stage3_pairwise_precision,delta_pairwise_precision_stage3_minus_stage2,stage2_pairwise_recall,stage3_pairwise_recall,delta_pairwise_recall_stage3_minus_stage2,stage2_pairwise_f1,stage3_pairwise_f1,delta_pairwise_f1_stage3_minus_stage2,stage2_ari_vs_reference,stage3_ari_vs_reference,delta_ari_vs_reference_stage3_minus_stage2,stage2_nmi_vs_reference,stage3_nmi_vs_reference,delta_nmi_vs_reference_stage3_minus_stage2,stage2_reference_coverage_ratio,stage3_reference_coverage_ratio,delta_reference_coverage_ratio_stage3_minus_stage2
jpetstore,21,0.40912685773288781643,0.37021192527113711002,-0.038914932461750602333,0.51226006853751826498,0.51226006853751826498,0,seed21_solution000,seed21_solution000,True,True,raw_leiden,1,1,True,1,1,True,1,1,True,100,42,0.27075041628742291255,0.49619340239724152308,0.68597173459885785185,0.10020373507800720003,unavailable,0.25185185185185182677,0.25185185185185182677,0,5.4773809523809520172,5.4773809523809520172,0,0.20412414523193128657,0.20412414523193128657,0,0.44206980643194637715,0.44206980643194637715,0,0.74814814814814811772,0.74814814814814811772,0,2.9705882352941177516,2.9705882352941177516,0,4,4,0,6,6,0,7,7,0,4,4,0,0.29166666666666651864,0.29166666666666651864,0,0,0,0,0.20412414523193128657,0.20412414523193128657,0,,,,,,,,,,,,,,,,,,,,,
jpetstore,22,0.38354141839049382678,0.37637220010906641265,-0.0071692182814274002522,0.51226006853751826498,0.51226006853751826498,0,seed22_solution000,seed22_solution000,True,True,raw_leiden,1,1,True,1,1,True,1,1,True,100,44,0.27075041628742291255,0.48970829720122527329,0.76264268100795540306,0.10948454413920920281,unavailable,0.25185185185185182677,0.25185185185185182677,0,5.4773809523809520172,5.4773809523809520172,0,0.20412414523193128657,0.20412414523193128657,0,0.44206980643194637715,0.44206980643194637715,0,0.74814814814814811772,0.74814814814814811772,0,2.9705882352941177516,2.9705882352941177516,0,4,4,0,6,6,0,7,7,0,4,4,0,0.29166666666666651864,0.29166666666666651864,0,0,0,0,0.20412414523193128657,0.20412414523193128657,0,,,,,,,,,,,,,,,,,,,,,
jpetstore,23,0.40731159757656631992,0.38784903659326802616,-0.019462560983298401313,0.51226006853751826498,0.51226006853751826498,0,seed23_solution000,seed23_solution000,True,True,raw_leiden,1,1,True,1,1,True,1,1,True,100,58,0.26342572455406321197,0.53456902659219740492,0.78037699838282881259,0.1220221174112302992,unavailable,0.25185185185185182677,0.25185185185185182677,0,5.4773809523809520172,5.4773809523809520172,0,0.20412414523193128657,0.20412414523193128657,0,0.44206980643194637715,0.44206980643194637715,0,0.74814814814814811772,0.74814814814814811772,0,2.9705882352941177516,2.9705882352941177516,0,4,4,0,6,6,0,7,7,0,4,4,0,0.29166666666666651864,0.29166666666666651864,0,0,0,0,0.20412414523193128657,0.20412414523193128657,0,,,,,,,,,,,,,,,,,,,,,
jpetstore,24,0.40375029375707921497,0.39068832414476667436,-0.013061969612312200606,0.51226006853751826498,0.51226006853751826498,0,seed24_solution000,seed24_solution000,True,True,raw_leiden,1,1,True,1,1,True,1,1,True,100,55,0.30649877843211220663,0.5162166379506889502,0.78822552454093475216,0.095282328825479697954,unavailable,0.25185185185185182677,0.25185185185185182677,0,5.4773809523809520172,5.4773809523809520172,0,0.20412414523193128657,0.20412414523193128657,0,0.44206980643194637715,0.44206980643194637715,0,0.74814814814814811772,0.74814814814814811772,0,2.9705882352941177516,2.9705882352941177516,0,4,4,0,6,6,0,7,7,0,4,4,0,0.29166666666666651864,0.29166666666666651864,0,0,0,0,0.20412414523193128657,0.20412414523193128657,0,,,,,,,,,,,,,,,,,,,,,
jpetstore,25,0.39318706620902432736,0.3942142695236282024,0.0010272033146037000493,0.51226006853751826498,0.51226006853751826498,0,seed25_solution000,seed25_solution000,True,True,raw_leiden,1,1,True,1,1,True,1,1,True,100,53,0.32545184783488018132,0.52858051293791896708,0.76889574033841745493,0.10044482590009019829,unavailable,0.25185185185185182677,0.25185185185185182677,0,5.4773809523809520172,5.4773809523809520172,0,0.20412414523193128657,0.20412414523193128657,0,0.44206980643194637715,0.44206980643194637715,0,0.74814814814814811772,0.74814814814814811772,0,2.9705882352941177516,2.9705882352941177516,0,4,4,0,6,6,0,7,7,0,4,4,0,0.29166666666666651864,0.29166666666666651864,0,0,0,0,0.20412414523193128657,0.20412414523193128657,0,,,,,,,,,,,,,,,,,,,,,
jpetstore,26,0.40913023204855991644,0.39338069133487357787,-0.015749540713685998561,0.51226006853751826498,0.51226006853751826498,0,seed26_solution000,seed26_solution000,True,True,raw_leiden,1,1,True,1,1,True,1,1,True,100,65,0.28651701579068372672,0.53730304036560505576,0.78042498377845093138,0.097057953961963497336,unavailable,0.25185185185185182677,0.25185185185185182677,0,5.4773809523809520172,5.4773809523809520172,0,0.20412414523193128657,0.20412414523193128657,0,0.44206980643194637715,0.44206980643194637715,0,0.74814814814814811772,0.74814814814814811772,0,2.9705882352941177516,2.9705882352941177516,0,4,4,0,6,6,0,7,7,0,4,4,0,0.29166666666666651864,0.29166666666666651864,0,0,0,0,0.20412414523193128657,0.20412414523193128657,0,,,,,,,,,,,,,,,,,,,,,
jpetstore,27,0.40642060589073847332,0.37962107349570262116,-0.026799532395036001348,0.51226006853751826498,0.51226006853751826498,0,seed27_solution000,seed27_solution000,True,True,raw_leiden,1,1,True,1,1,True,1,1,True,100,46,0.28340748719549141432,0.48203177823363752008,0.68792765565622260304,0.092238573776602300613,unavailable,0.25185185185185182677,0.25185185185185182677,0,5.4773809523809520172,5.4773809523809520172,0,0.20412414523193128657,0.20412414523193128657,0,0.44206980643194637715,0.44206980643194637715,0,0.74814814814814811772,0.74814814814814811772,0,2.9705882352941177516,2.9705882352941177516,0,4,4,0,6,6,0,7,7,0,4,4,0,0.29166666666666651864,0.29166666666666651864,0,0,0,0,0.20412414523193128657,0.20412414523193128657,0,,,,,,,,,,,,,,,,,,,,,
jpetstore,28,0.40969366199730272715,0.37448252130624870571,-0.035211140691054000629,0.51226006853751826498,0.51226006853751826498,0,seed28_solution000,seed28_solution000,True,True,raw_leiden,1,1,True,1,1,True,1,1,True,100,48,0.28651701579068372672,0.52181989087186364529,0.74689519988819697005,0.1051721303899735005,unavailable,0.25185185185185182677,0.25185185185185182677,0,5.4773809523809520172,5.4773809523809520172,0,0.20412414523193128657,0.20412414523193128657,0,0.44206980643194637715,0.44206980643194637715,0,0.74814814814814811772,0.74814814814814811772,0,2.9705882352941177516,2.9705882352941177516,0,4,4,0,6,6,0,7,7,0,4,4,0,0.29166666666666651864,0.29166666666666651864,0,0,0,0,0.20412414523193128657,0.20412414523193128657,0,,,,,,,,,,,,,,,,,,,,,
jpetstore,29,0.40992401036420972327,0.39404277760251432694,-0.015881232761695198569,0.51226006853751826498,0.51226006853751826498,0,seed29_solution000,seed29_solution000,True,True,raw_leiden,1,1,True,1,1,True,1,1,True,100,55,0.26794110049057362488,0.52631344966707505062,0.76945724089570921578,0.1008191203903237021,unavailable,0.25185185185185182677,0.25185185185185182677,0,5.4773809523809520172,5.4773809523809520172,0,0.20412414523193128657,0.20412414523193128657,0,0.44206980643194637715,0.44206980643194637715,0,0.74814814814814811772,0.74814814814814811772,0,2.9705882352941177516,2.9705882352941177516,0,4,4,0,6,6,0,7,7,0,4,4,0,0.29166666666666651864,0.29166666666666651864,0,0,0,0,0.20412414523193128657,0.20412414523193128657,0,,,,,,,,,,,,,,,,,,,,,
daytrader,0,0.17364560843096180087,0.20617415501213040563,0.032528546581168500673,0.62899560929106734797,0.73455240274065902728,0.10555679344959140176,seed0_solution054,seed0_solution041,False,False,,0.73655170574033956843,0.8331392494687025474,False,0.60966549181568530091,0.76469332412221002748,False,0.46391690875524271842,0.66724134299188120334,False,100,64,0.45809508575825641508,0.6952613733919503769,0.92641021627518682635,0.12068815475945370019,available,0.53459409594095941287,0.46402214022140220173,-0.070571955719557100117,14.832683982683983359,5.2646103896103904063,-9.5680735930735920647,0.65929830979834525007,0.47094279148485601594,-0.18835551831348920637,0.26605380935036310186,0.2597882569000963815,-0.0062655524502665000536,0.4654059040590404206,0.53597785977859757622,0.070571955719557100117,0.87057808455565144357,1.1550695825049699383,0.28449149794931871682,10,8,-2,5.2999999999999998224,6.625,1.3249999999999999556,12,12,0,2,1,-1,0.22641509433962250797,0.22641509433962250797,0,0,0.018867924528301698722,0.018867924528301698722,0.65929830979834525007,0.47094279148485601594,-0.18835551831348920637,28.260869565217390686,26.08695652173913615,-2.1739130434782580892,0.18857142857142850101,0.15957446808510630798,-0.02899696048632199874,0.18333333333333320936,0.1666666666666666019,-0.016666666666666600516,0.1859154929577462867,0.16304347826086951212,-0.022872014696876798862,0.065576386118866999975,0.034135595688901801403,-0.031440790429965302655,0.42738794767539822761,0.37208211249829992173,-0.055305835177098403022,1,1,0
daytrader,1,0.19223290711101020944,0.15009411664267860442,-0.04213879046833129971,0.81472336863136662899,0.5960104178630809546,-0.21871295076828550785,seed1_solution064,seed1_solution032,False,False,,0.027421741038506201177,0.34986933723239882488,False,0.91334241693742801438,0.91978768200926475096,False,0.027421741038506201177,0.32478171542422218376,False,100,77,0.4925274372960993241,0.70758515039553404602,0.92383795937649915153,0.10609447423347820316,available,0.62177121771217713775,0.43035055350553502729,-0.19142066420664188842,16.697819464486130414,7.4663299663299644848,-9.2314894981561650411,0.48983981078291177758,0.68602486651689964514,0.19618505573398750674,0.16988764790784430248,0.31524954980868968857,0.14536190190084541385,0.37822878228782280674,0.5696494464944649172,0.19142066420664188842,0.60830860534124631123,1.3236870310825294972,0.71537842574128296391,9,9,0,5.8888888888888892836,5.8888888888888892836,0,11,12,1,1,1,0,0.20754716981132070863,0.22641509433962250797,0.018867924528301698722,0.018867924528301698722,0.018867924528301698722,0,0.48983981078291177758,0.68602486651689964514,0.19618505573398750674,19.565217391304344119,26.08695652173913615,6.5217391304347920311,0.13772455089820351271,0.1674876847290640014,0.029763133830860301343,0.1277777777777777124,0.18888888888888880069,0.061111111111111102168,0.1325648414985589052,0.17754569190600510975,0.044980850407446003325,0.0078173215387778993701,0.045357977013112102393,0.037540655474334001795,0.36432174261483807332,0.39601766720693981627,0.031695924592101500095,1,1,0
daytrader,2,0.18267602270319918678,0.16891176399327040292,-0.013764258709928700597,0.56275487044467675801,0.58347035131700075716,0.020715480872323801392,seed2_solution040,seed2_solution034,True,False,,0.9661642596692544549,0.98335307398387916678,False,0.72859653952857961201,0.82236627580978061136,False,0.76367738762826087306,0.83548845221285394924,False,100,76,0.47002456389604480025,0.70391800482135291617,0.92760160732590479782,0.11472859236368100622,available,0.41789667896678961423,0.45710332103321021924,0.039206642066420500925,7.1547619047619051003,7.0852628852628845024,-0.06949901949902050069,0.8482176148297745355,0.66226146319940515372,-0.18595615163036910422,0.32459676389891201076,0.25698775207309271229,-0.067609011825819201325,0.58210332103321016373,0.54289667896678961423,-0.039206642066420702153,1.3929359823399558582,1.1876892028254288913,-0.20524677951452691138,10,9,-1,5.2999999999999998224,5.8888888888888892836,0.58888888888888935025,13,13,0,1,2,1,0.24528301886792450159,0.24528301886792450159,0,0.056603773584905502092,0,-0.056603773584905502092,0.8482176148297745355,0.66226146319940515372,-0.18595615163036910422,26.08695652173913615,26.08695652173913615,0,0.18139534883720931369,0.16161616161616160214,-0.01977918722104760052,0.21666666666666650753,0.1777777777777777013,-0.038888888888888702156,0.19746835443037960567,0.16931216931216930277,-0.028156185118210400042,0.064432117538711905502,0.037615323707084299953,-0.026816793831627400851,0.42059333337213250514,0.38112094433170812247,-0.039472389040424202267,1,1,0
daytrader,3,0.15509115619875268877,0.22391007235345780635,0.068818916154704798394,0.77874061049372511611,0.54359574924179665523,-0.23514486125192821109,seed3_solution077,seed3_solution043,False,False,,0.22209727808182530562,0.52075590291353113237,False,0.051002546396336001511,0.30455096049170221617,False,0.044216326425271602896,0.23366193484413941284,False,100,74,0.40422798940711851534,0.61786262779200085138,0.90342473686158797364,0.12588840915611360094,available,0.58994464944649427363,0.45018450184501840328,-0.13976014760147600913,7.7755952380952386704,4.7542667708108883318,-3.0213284672843503387,0.31060523836140241372,0.37499258328965640041,0.064387344928253903431,0.18020694332865830334,0.16353784415381050765,-0.016669099174847601397,0.41005535055350550433,0.54981549815498154121,0.13976014760147578708,0.69507427677873334648,1.2213114754098359782,0.52623719863110263173,8,4,-4,6.625,13.25,6.625,10,18,8,3,5,2,0.18867924528301868725,0.33962264150943377583,0.15094339622641500531,0,0,0,0.31060523836140241372,0.37499258328965640041,0.064387344928253903431,26.08695652173913615,21.739130434782605761,-4.3478260869565303892,0.16867469879518071085,0.17379679144385021261,0.0051220926486695000229,0.15555555555555550251,0.36111111111111110494,0.20555555555555540814,0.16184971098265890643,0.23465703971119131199,0.07280732872853240556,0.041743000469992401491,0.070772871565527598059,0.029029871095535300651,0.35912787689584951822,0.30876064408118841786,-0.050367232814661003215,1,1,0
daytrader,4,0.19535866364519530181,0.24492190270348471182,0.049563239058289500216,0.60020368596578577147,0.62294854996394577462,0.022744863998159899066,seed4_solution042,seed4_solution043,False,False,,0.91740897047456460012,0.9479936629491607647,False,0.8311507768534649454,0.89565710765019357353,False,0.76432668526022184974,0.84586330089853245529,False,100,74,0.33447256172508271765,0.59048087430682294485,0.94468861182551155942,0.1659435671703211046,available,0.42573800738007372413,0.44142066420664188842,0.015682656826568098368,7.3237022237022237903,7.2116161616161598147,-0.11208606208606300414,0.71797349397888454714,0.65387635664767762567,-0.06409713733120700474,0.28865762567911662506,0.30470196739559640697,0.016044341716479698645,0.57426199261992605383,0.55857933579335794505,-0.015682656826568098368,1.3488624052004334342,1.2654127481713688397,-0.083449657029064400193,9,10,1,5.8888888888888892836,5.2999999999999998224,-0.58888888888888935025,14,12,-2,1,2,1,0.26415094339622641195,0.22641509433962250797,-0.037735849056603702756,0.018867924528301698722,0,-0.018867924528301698722,0.71797349397888454714,0.65387635664767762567,-0.06409713733120700474,23.91304347826086385,26.08695652173913615,2.1739130434782723,0.16190476190476191243,0.1666666666666666019,0.0047619047619046001377,0.18888888888888880069,0.16111111111111101057,-0.027777777777777599294,0.17435897435897421137,0.1638418079096045088,-0.01051716644936970084,0.039201420466848400925,0.040651783278296702018,0.0014503628114482000448,0.39187065216030642079,0.43384397606991337293,0.041973323909607000715,1,1,0
daytrader,5,0.19056332639215481373,0.18737266262143151274,-0.0031906637707233001175,0.66810918700495913747,0.58432734734644742325,-0.083781839658511700342,seed5_solution037,seed5_solution034,False,False,,0.1452322158787854034,0.48251536996266941593,False,0.91604033475935364716,0.94865574883299275122,False,0.15597169422246900949,0.48490248989790257772,False,100,67,0.48076146393818902647,0.65264506743005801237,0.84501196724162197516,0.095809206509793701234,available,0.34501845018450172375,0.43357933579335777852,0.088560885608855999251,5.6280864197530862114,4.5533648170011806755,-1.0747216027519055359,0.81416788718458155127,0.8102230397578823462,-0.0039448474266991001222,0.17798811290695920606,0.3132732610190491207,0.13528514811208980362,0.6549815498154980542,0.56642066420664205495,-0.088560885608855999251,1.8983957219251335058,1.3063829787234042534,-0.59201274320172925236,9,11,2,5.8888888888888892836,4.8181818181818183433,-1.0707070707070707183,16,12,-4,1,1,0,0.30188679245283012165,0.22641509433962250797,-0.075471698113207502656,0.037735849056603702756,0.075471698113207502656,0.037735849056603702756,0.81416788718458155127,0.8102230397578823462,-0.0039448474266991001222,23.91304347826086385,26.08695652173913615,2.1739130434782723,0.13733905579399130481,0.1891891891891890054,0.051850133395197700592,0.1777777777777777013,0.19444444444444430875,0.016666666666666600516,0.15496368038740920836,0.19178082191780820853,0.036817141530399000171,0.0088864341740271992481,0.068428168755872306739,0.059541734581844800445,0.36223655321701431209,0.44539260397639118816,0.083156050759377000969,1,1,0
daytrader,6,0.20982175696033081302,0.18445799283965200188,-0.02536376412067870012,0.58181152128561763881,0.59149350778491271985,0.0096819864992949006277,seed6_solution038,seed6_solution030,False,False,,0.91740897047456460012,0.94658226906381515153,False,0.91117051221996359089,0.94760748368983915846,False,0.83954966360260652181,0.8956788983590562303,False,99,61,0.49279067365654150024,0.68460313198727196227,0.92118185378198036428,0.095816428827754901443,available,0.42158671586715862345,0.42988929889298882481,0.0083025830258301007436,7.671596304929638066,6.4232711732711740282,-1.2483251316584640378,0.71797349397888454714,0.83872116116576844735,0.12074766718688390021,0.31986401073650938542,0.31407269100366291825,-0.0057913197328465001318,0.57841328413284132104,0.57011070110701111968,-0.0083025830258301007436,1.3719912472647699531,1.3261802575107295432,-0.045810989754040500055,9,11,2,5.8888888888888892836,4.8181818181818183433,-1.0707070707070707183,13,13,0,1,1,0,0.24528301886792450159,0.24528301886792450159,0,0.018867924528301698722,0.056603773584905502092,0.037735849056603702756,0.71797349397888454714,0.83872116116576844735,0.12074766718688390021,23.91304347826086385,26.08695652173913615,2.1739130434782723,0.15714285714285711193,0.16753926701570670543,0.010396409872849600442,0.18333333333333320936,0.1777777777777777013,-0.0055555555555555002564,0.16923076923076921241,0.17250673854447440281,0.0032759693137051001943,0.033233727426269801808,0.043916307703433701826,0.010682580277163700525,0.37695610790973010928,0.43164621796885760396,0.054690110059127501618,1,1,0
daytrader,7,0.19022619662112211225,0.15842834709545511318,-0.031797849525666901926,0.73511672612756084888,0.54686906915457833556,-0.18824765697298270761,seed7_solution073,seed7_solution038,False,True,raw_leiden_perturb_0.05_2,0.40231564091385102477,0.63850833905621362518,False,0.94588863582816284925,0.96958969495127100835,False,0.38449495842915260013,0.62082066591456486204,False,100,76,0.45608402956152077623,0.68488480016125596883,0.92829290261838637299,0.1137599377284806007,available,0.59963099630996286038,0.40959409594095941287,-0.19003690036900350302,6.9395833333333332149,6.6752429388793022014,-0.26434039445403101354,0.34533972108911542565,0.92317960926226916296,0.57783988817315345976,0.19136970918832821309,0.32176264365272777557,0.13039293446439970126,0.40036900369003691758,0.59040590405904036508,0.19003690036900350302,0.66769230769230747402,1.4414414414414411514,0.77374913374913345532,8,11,3,6.625,4.8181818181818183433,-1.8068181818181816567,10,14,4,3,1,-2,0.18867924528301868725,0.26415094339622641195,0.075471698113207502656,0,0.075471698113207502656,0.075471698113207502656,0.34533972108911542565,0.92317960926226916296,0.57783988817315345976,21.739130434782605761,23.91304347826086385,2.1739130434782580892,0.15294117647058810827,0.1666666666666666019,0.013725490196078299343,0.14444444444444440312,0.19444444444444430875,0.050000000000000002776,0.14857142857142840997,0.17948717948717940462,0.030915750915750900979,0.024830206601757200124,0.045169113507427000043,0.020338906905669699304,0.37458353728654392167,0.4284362862962589058,0.053852749009714699635,1,1,0
daytrader,8,0.13711834522681390358,0.13828999457173341003,0.0011716493449194999472,0.63157312385646613428,0.78253928018257001842,0.15096615632610380087,seed8_solution052,seed8_solution042,False,False,,0.85279290013764175171,0.90021665941856043869,False,0.19305890193263938737,0.48068850337039392695,False,0.14856221987208520496,0.4063665089799317065,False,100,68,0.493893343739116919,0.7222889339470990322,0.91879926465613204201,0.10913209389483839729,available,0.44234317343173412684,0.53182656826568264208,0.089483394833948196045,5.4524524087024079932,13.224944561157796485,7.7724921524553884922,0.60347870157431982019,0.69555881476100966943,0.092080113186690001892,0.30536289334295552145,0.15980663900273681111,-0.14555625434021871034,0.55765682656826565111,0.46817343173431730241,-0.089483394833948098901,1.2606882168925963583,0.88031222896790983778,-0.38037598792468652054,8,8,0,6.625,6.625,0,13,17,4,1,2,1,0.24528301886792450159,0.32075471698113200425,0.075471698113207502656,0.018867924528301698722,0,-0.018867924528301698722,0.60347870157431982019,0.69555881476100966943,0.092080113186690001892,26.08695652173913615,19.565217391304344119,-6.5217391304347920311,0.1737089201877934086,0.11538461538461519673,-0.058324304803177899614,0.20555555555555540814,0.14999999999999991118,-0.055555555555555399816,0.1882951653944018866,0.13043478260869550978,-0.057860382785706300501,0.054406140158408500263,-0.020211742059672601485,-0.074617882218081202361,0.39013452643872492676,0.29690546195789668804,-0.093229064480828002792,1,1,0
daytrader,9,0.17750149396965600457,0.19956088755442230598,0.022059393584766200797,0.68934773790220282841,0.55062324798047634911,-0.13872448992172631277,seed9_solution050,seed9_solution034,False,False,,0.56744579352639934466,0.75812445370935765965,False,0.88034901205023374793,0.93070324088999345502,False,0.53605897891883491635,0.72455736729533581908,False,100,66,0.49279067365654150024,0.68854491276754370421,0.91625704635724358749,0.11884630502676610253,available,0.47924354243542421905,0.42250922509225091739,-0.056734317343173301662,6.484848484848485306,7.0262626262626257656,0.54141414141414034855,0.64261835343118467456,0.7735849056603770757,0.13096655222919240114,0.27008223437861672567,0.3214588283452021189,0.051376593966585400175,0.52075645756457544788,0.5774907749077490271,0.056734317343173301662,1.0866217516843115209,1.3668122270742355528,0.28019047538992392088,9,10,1,5.8888888888888892836,5.2999999999999998224,-0.58888888888888935025,11,12,1,1,1,0,0.20754716981132070863,0.22641509433962250797,0.018867924528301698722,0.037735849056603702756,0.037735849056603702756,0,0.64261835343118467456,0.7735849056603770757,0.13096655222919240114,23.91304347826086385,23.91304347826086385,0,0.14948453608247411206,0.17676767676767671245,0.027283140685202399156,0.16111111111111101057,0.19444444444444430875,0.033333333333333201032,0.15508021390374321369,0.18518518518518520266,0.030104971281441801623,0.02263361554276669893,0.056004839814592199954,0.033371224271825400409,0.37350702256687601244,0.42004255993766231869,0.046535537370786202171,1,1,0
daytrader,10,0.18674107370951770202,0.18053186709280860667,-0.0062092066167089001935,0.66605837618065144579,0.53444077439510162542,-0.13161760178554970935,seed10_solution038,seed10_solution032,False,False,,0.71073290747804884759,0.81624071696631772532,False,0.81681806280086211025,0.89062680796051496568,False,0.60490223554012956253,0.73729661885611297301,False,100,67,0.49968393201443950247,0.68324124283270615265,0.87287302451960813165,0.10014216175506310269,available,0.45525830258302568687,0.42204797047970471491,-0.033210332103320902575,8.0281385281385286845,8.4207944832944825464,0.39265595515595380638,0.62035027255749397579,0.64895786875169203523,0.028607596194197698614,0.29386684549502312125,0.32120075553845922611,0.027333910043436101395,0.54474169741697420211,0.57795202952029522958,0.033210332103320902575,1.1965552178318135113,1.3693989071038250582,0.1728436892720114082,10,8,-2,5.2999999999999998224,6.625,1.3249999999999999556,12,13,1,2,1,-1,0.22641509433962250797,0.24528301886792450159,0.018867924528301698722,0,0.018867924528301698722,0.018867924528301698722,0.62035027255749397579,0.64895786875169203523,0.028607596194197698614,26.08695652173913615,26.08695652173913615,0,0.1488095238095238082,0.17937219730941700302,0.030562673499893101142,0.13888888888888881179,0.22222222222222220989,0.083333333333333300952,0.14367816091954010993,0.1985111662531016119,0.054833005333561300743,0.020092396388141101071,0.063066514543609702992,0.042974118155468400693,0.3902955432755850218,0.38804343773371907655,-0.0022521055418656997851,1,1,0
daytrader,11,0.20393360224335460584,0.20059539672649670528,-0.0033382055168577002072,0.76542034501489297771,0.56736347025748834483,-0.19805687475740460513,seed11_solution061,seed11_solution030,False,False,,0.16030680388996140784,0.36960920374201888805,False,0.89112581197603235594,0.9080933438302899452,False,0.13226360867022360357,0.34299341130188437665,False,100,67,0.49924170174897031238,0.69661797092450283841,0.89923282308088214876,0.11283689873357340139,available,0.57702952029520293564,0.43588560885608851336,-0.14114391143911431126,23.901388888888888573,6.0699374699374697428,-17.831451418951417054,0.60406832428611745289,0.64261835343118467456,0.038550029145067200853,0.17239093285766790564,0.31499094511240310901,0.14260001225473500908,0.42297047970479700885,0.56411439114391126459,0.14114391143911431126,0.73301358912869685192,1.294179894179894097,0.56116630505119702299,6,9,3,8.8333333333333339255,5.8888888888888892836,-2.9444444444444446418,16,12,-4,2,1,-1,0.30188679245283012165,0.22641509433962250797,-0.075471698113207502656,0,0.018867924528301698722,0.018867924528301698722,0.60406832428611745289,0.64261835343118467456,0.038550029145067200853,15.217391304347827941,30.434782608695655881,15.217391304347827941,0.116040955631399198,0.19587628865979381243,0.079835333028394406263,0.18888888888888880069,0.21111111111111111049,0.02222222222222210164,0.14376321353065540931,0.20320855614973248882,0.059445342619077100321,-0.021555369256508100789,0.078306384277672502758,0.099861753534180600078,0.22572975506337550344,0.44650036232072781717,0.2207706072573522027,1,1,0
daytrader,12,0.18231829251163100825,0.19045575132894790316,0.0081374588173169001143,0.58332978004933955241,0.58889642725379887089,0.005566647204459300273,seed12_solution034,seed12_solution031,False,False,,0.76508393816831954393,0.83421890521836394861,False,0.83129214998651201896,0.9067255794402168112,False,0.68907286583694282722,0.79499561427028964111,False,100,76,0.46707521777816990438,0.68408536660996777101,0.87555565006286306673,0.10422795537031860624,available,0.43726937269372678774,0.42158671586715862345,-0.015682656826568098368,5.671807359307359242,6.9447688674961405297,1.2729615081887812877,0.51152610232928141798,0.91465657687100565543,0.40313047454172412642,0.30005814616494858038,0.30174849113574181425,0.0016903449707928999354,0.56273062730627310124,0.57841328413284132104,0.015682656826568098368,1.2869198312236287407,1.3719912472647699531,0.08507141604114140665,8,11,3,6.625,4.8181818181818183433,-1.8068181818181816567,12,14,2,3,1,-2,0.22641509433962250797,0.26415094339622641195,0.037735849056603702756,0,0.056603773584905502092,0.056603773584905502092,0.51152610232928141798,0.91465657687100565543,0.40313047454172412642,28.260869565217390686,23.91304347826086385,-4.3478260869565303892,0.17435897435897421137,0.14423076923076910694,-0.030128205128205100966,0.18888888888888880069,0.1666666666666666019,-0.02222222222222210164,0.18133333333333320758,0.15463917525773190897,-0.026694158075601201463,0.052634643377001300024,0.016964487672472099156,-0.035670155704528999641,0.39587126316527337933,0.38519582098138172022,-0.010675442183891700743,1,1,0
