comparison,subject,metric,direction,seed_count,mean_left,mean_right,mean_delta_right_minus_left,median_delta_right_minus_left,std_delta,wins_right,ties,losses_right,proportion_right_improved
stage2_vs_stage3,jpetstore,projected_hv,higher,30,0.40125400666028937513,0.38758006611154999232,-0.013673940548739400153,-0.015953116464939898905,0.01269082382037419951,4,0,26,0.13333333333333330373
stage2_vs_stage3,jpetstore,selected_f_semantic,lower,30,0.512260068537518376,0.51209497851459906403,-0.00016509002291919999184,0,0.010244070375443500159,2,26,2,0.066666666666666596353
stage2_vs_stage3,daytrader,projected_hv,higher,30,0.18483216694142090564,0.18981781771150019189,0.004985650770079399878,0.0017096884750750999254,0.024313712844462698898,16,0,14,0.53333333333333332593
stage2_vs_stage3,daytrader,selected_f_semantic,lower,30,0.63630139860760204229,0.61487564627254276406,-0.021425752335059399661,-0.011601338105673800541,0.13161196285362308789,15,0,15,0.5
stage2_vs_stage3,xerces,projected_hv,higher,30,0.13442197970616959202,0.13688409486984870478,0.0024621151636791001847,-0.00065519624911929998361,0.015540656799913199829,13,0,17,0.43333333333333329263
stage2_vs_stage3,xerces,selected_f_semantic,lower,30,0.39008524726513288394,0.38732198570553860728,-0.0027632615595943000805,-0.0013080166157096999747,0.0053843269342305002945,21,7,2,0.69999999999999984457
