coupling,cohesion,imbalance,weighted_modularity,cluster_count,singleton_ratio,max_cluster_ratio,partition_sha256,seed
0.41789667896678967,6.5407774044137685,0.8929931748074893,0.324596763898912,11,0.07547169811320754,0.24528301886792453,90a727ad67cdb6f3c02b278d77b405b0acd65bb52019939dd3afd822c9132cd6,0
0.41789667896678967,6.5407774044137685,0.8929931748074893,0.324596763898912,11,0.07547169811320754,0.24528301886792453,90a727ad67cdb6f3c02b278d77b405b0acd65bb52019939dd3afd822c9132cd6,1
0.41789667896678967,6.5407774044137685,0.8929931748074893,0.324596763898912,11,0.07547169811320754,0.24528301886792453,90a727ad67cdb6f3c02b278d77b405b0acd65bb52019939dd3afd822c9132cd6,2
0.41789667896678967,6.5407774044137685,0.8929931748074893,0.324596763898912,11,0.07547169811320754,0.24528301886792453,90a727ad67cdb6f3c02b278d77b405b0acd65bb52019939dd3afd822c9132cd6,3
0.41789667896678967,6.5407774044137685,0.8929931748074893,0.324596763898912,11,0.07547169811320754,0.24528301886792453,90a727ad67cdb6f3c02b278d77b405b0acd65bb52019939dd3afd822c9132cd6,4
0.41789667896678967,6.5407774044137685,0.8929931748074893,0.324596763898912,11,0.07547169811320754,0.24528301886792453,90a727ad67cdb6f3c02b278d77b405b0acd65bb52019939dd3afd822c9132cd6,5
0.41789667896678967,6.5407774044137685,0.8929931748074893,0.324596763898912,11,0.07547169811320754,0.24528301886792453,90a727ad67cdb6f3c02b278d77b405b0acd65bb52019939dd3afd822c9132cd6,6
0.41789667896678967,6.5407774044137685,0.8929931748074893,0.324596763898912,11,0.07547169811320754,0.24528301886792453,90a727ad67cdb6f3c02b278d77b405b0acd65bb52019939dd3afd822c9132cd6,7
0.41789667896678967,6.5407774044137685,0.8929931748074893,0.324596763898912,11,0.07547169811320754,0.24528301886792453,90a727ad67cdb6f3c02b278d77b405b0acd65bb52019939dd3afd822c9132cd6,8
0.41789667896678967,6.5407774044137685,0.8929931748074893,0.324596763898912,11,0.07547169811320754,0.24528301886792453,90a727ad67cdb6f3c02b278d77b405b0acd65bb52019939dd3afd822c9132cd6,9
0.41789667896678967,6.5407774044137685,0.8929931748074893,0.324596763898912,11,0.07547169811320754,0.24528301886792453,90a727ad67cdb6f3c02b278d77b405b0acd65bb52019939dd3afd822c9132cd6,10
0.41789667896678967,6.5407774044137685,0.8929931748074893,0.324596763898912,11,0.07547169811320754,0.24528301886792453,90a727ad67cdb6f3c02b278d77b405b0acd65bb52019939dd3afd822c9132cd6,11
0.41789667896678967,6.5407774044137685,0.8929931748074893,0.324596763898912,11,0.07547169811320754,0.24528301886792453,90a727ad67cdb6f3c02b278d77b405b0acd65bb52019939dd3afd822c9132cd6,12
0.41789667896678967,6.5407774044137685,0.8929931748074893,0.324596763898912,11,0.07547169811320754,0.24528301886792453,90a727ad67cdb6f3c02b278d77b405b0acd65bb52019939dd3afd822c9132cd6,13
0.41789667896678967,6.5407774044137685,0.8929931748074893,0.324596763898912,11,0.07547169811320754,0.24528301886792453,90a727ad67cdb6f3c02b278d77b405b0acd65bb52019939dd3afd822c9132cd6,14
0.41789667896678967,6.5407774044137685,0.8929931748074893,0.324596763898912,11,0.07547169811320754,0.24528301886792453,90a727ad67cdb6f3c02b278d77b405b0acd65bb52019939dd3afd822c9132cd6,15
0.41789667896678967,6.5407774044137685,0.8929931748074893,0.324596763898912,11,0.07547169811320754,0.24528301886792453,90a727ad67cdb6f3c02b278d77b405b0acd65bb52019939dd3afd822c9132cd6,16
0.41789667896678967,6.5407774044137685,0.8929931748074893,0.324596763898912,11,0.07547169811320754,0.24528301886792453,90a727ad67cdb6f3c02b278d77b405b0acd65bb52019939dd3afd822c9132cd6,17
0.41789667896678967,6.5407774044137685,0.8929931748074893,0.324596763898912,11,0.07547169811320754,0.24528301886792453,90a727ad67cdb6f3c02b278d77b405b0acd65bb52019939dd3afd822c9132cd6,18
0.41789667896678967,6.5407774044137685,0.8929931748074893,0.324596763898912,11,0.07547169811320754,0.24528301886792453,90a727ad67cdb6f3c02b278d77b405b0acd65bb52019939dd3afd822c9132cd6,19
0.41789667896678967,6.5407774044137685,0.8929931748074893,0.324596763898912,11,0.07547169811320754,0.24528301886792453,90a727ad67cdb6f3c02b278d77b405b0acd65bb52019939dd3afd822c9132cd6,20
0.41789667896678967,6.5407774044137685,0.8929931748074893,0.324596763898912,11,0.07547169811320754,0.24528301886792453,90a727ad67cdb6f3c02b278d77b405b0acd65bb52019939dd3afd822c9132cd6,21
0.41789667896678967,6.5407774044137685,0.8929931748074893,0.324596763898912,11,0.07547169811320754,0.24528301886792453,90a727ad67cdb6f3c02b278d77b405b0acd65bb52019939dd3afd822c9132cd6,22
0.41789667896678967,6.5407774044137685,0.8929931748074893,0.324596763898912,11,0.07547169811320754,0.24528301886792453,90a727ad67cdb6f3c02b278d77b405b0acd65bb52019939dd3afd822c9132cd6,23
0.41789667896678967,6.5407774044137685,0.8929931748074893,0.324596763898912,11,0.07547169811320754,0.24528301886792453,90a727ad67cdb6f3c02b278d77b405b0acd65bb52019939dd3afd822c9132cd6,24
0.41789667896678967,6.5407774044137685,0.8929931748074893,0.324596763898912,11,0.07547169811320754,0.24528301886792453,90a727ad67cdb6f3c02b278d77b405b0acd65bb52019939dd3afd822c9132cd6,25
0.41789667896678967,6.5407774044137685,0.8929931748074893,0.324596763898912,11,0.07547169811320754,0.24528301886792453,90a727ad67cdb6f3c02b278d77b405b0acd65bb52019939dd3afd822c9132cd6,26
0.41789667896678967,6.5407774044137685,0.8929931748074893,0.324596763898912,11,0.07547169811320754,0.24528301886792453,90a727ad67cdb6f3c02b278d77b405b0acd65bb52019939dd3afd822c9132cd6,27
0.41789667896678967,6.5407774044137685,0.8929931748074893,0.324596763898912,11,0.07547169811320754,0.24528301886792453,90a727ad67cdb6f3c02b278d77b405b0acd65bb52019939dd3afd822c9132cd6,28
0.41789667896678967,6.5407774044137685,0.8929931748074893,0.324596763898912,11,0.07547169811320754,0.24528301886792453,90a727ad67cdb6f3c02b278d77b405b0acd65bb52019939dd3afd822c9132cd6,29
