subject,seed,budget,canonical_operating_profile,selection_rule,solution_id,weighted_modularity,modularity_max_in_feasible_front,realised_modularity_loss,eligible_candidate_count,coupling,cohesion,imbalance,cluster_count,max_cluster_ratio,singleton_ratio,label_vector
daytrader,10,0.05,True,minimum_imbalance_within_relative_modularity_band,seed10_solution040,0.2848583386664124,0.2938668454950231,0.030655063566071027,2,0.4663284132841328,8.049805194805195,0.5849056603773585,10,0.2264150943396226,0.0,"[0, 1, 2, 0, 0, 0, 3, 3, 4, 5, 2, 5, 6, 5, 5, 2, 5, 2, 1, 6, 7, 7, 0, 3, 3, 1, 8, 0, 1, 1, 0, 5, 4, 2, 6, 4, 2, 8, 8, 2, 2, 2, 0, 0, 1, 3, 0, 6, 9, 5, 9, 0, 0]"
daytrader,11,0.05,True,minimum_imbalance_within_relative_modularity_band,seed11_solution061,0.172390932857668,0.172390932857668,0.0,1,0.5770295202952029,23.90138888888889,0.6040683242861177,6,0.3018867924528302,0.0,"[0, 1, 2, 3, 3, 4, 3, 1, 2, 4, 2, 3, 2, 0, 1, 1, 0, 2, 1, 2, 1, 1, 4, 0, 3, 1, 3, 0, 1, 1, 1, 0, 1, 2, 1, 2, 2, 3, 5, 2, 3, 0, 2, 0, 1, 1, 2, 2, 2, 1, 5, 3, 2]"
daytrader,12,0.05,True,minimum_imbalance_within_relative_modularity_band,seed12_solution034,0.3000581461649487,0.3000581461649487,0.0,1,0.4372693726937269,5.671807359307359,0.5115261023292814,8,0.2264150943396226,0.0,"[0, 1, 2, 0, 3, 0, 0, 3, 2, 4, 2, 4, 4, 4, 4, 2, 4, 2, 1, 2, 5, 5, 0, 3, 3, 1, 6, 5, 1, 1, 1, 4, 7, 2, 7, 0, 2, 1, 4, 2, 2, 2, 0, 0, 1, 0, 0, 7, 6, 6, 6, 0, 0]"
daytrader,13,0.05,True,minimum_imbalance_within_relative_modularity_band,seed13_solution033,0.324596763898912,0.324596763898912,0.0,1,0.4178966789667896,7.94973544973545,0.7442672801251328,9,0.2452830188679245,0.0188679245283018,"[0, 1, 2, 0, 0, 0, 3, 3, 2, 4, 2, 4, 2, 4, 4, 2, 4, 2, 1, 2, 5, 5, 0, 3, 3, 1, 2, 0, 1, 1, 1, 4, 6, 2, 7, 0, 2, 4, 4, 2, 2, 2, 0, 0, 1, 0, 0, 7, 8, 8, 8, 0, 0]"
daytrader,14,0.05,True,minimum_imbalance_within_relative_modularity_band,seed14_solution042,0.3163976865783416,0.3163976865783416,0.0,1,0.4248154981549815,8.089528527028527,0.631159572968971,8,0.2452830188679245,0.0188679245283018,"[0, 1, 2, 0, 0, 0, 3, 3, 2, 4, 2, 4, 2, 4, 4, 1, 4, 2, 1, 2, 5, 5, 0, 3, 3, 1, 4, 0, 1, 1, 1, 4, 6, 2, 7, 0, 2, 4, 4, 2, 2, 2, 0, 0, 1, 0, 0, 4, 7, 7, 7, 0, 0]"
daytrader,15,0.05,True,minimum_imbalance_within_relative_modularity_band,seed15_solution030,0.196940826649964,0.196940826649964,0.0,1,0.3920664206642066,6.6310356310356315,0.6662808899248897,8,0.2641509433962264,0.0,"[0, 0, 1, 0, 0, 0, 2, 2, 1, 0, 1, 3, 1, 3, 4, 1, 0, 0, 3, 1, 5, 5, 0, 2, 2, 3, 2, 4, 3, 3, 3, 0, 6, 4, 3, 6, 1, 4, 3, 1, 1, 2, 0, 6, 3, 0, 0, 1, 3, 7, 7, 0, 1]"
daytrader,16,0.05,True,minimum_imbalance_within_relative_modularity_band,seed16_solution039,0.282244527069348,0.282244527069348,0.0,2,0.4571033210332103,5.441818598068598,0.6034787015743198,8,0.2452830188679245,0.0,"[0, 1, 2, 0, 0, 0, 3, 3, 2, 4, 1, 4, 2, 4, 4, 2, 4, 2, 1, 2, 5, 5, 0, 3, 3, 1, 1, 0, 1, 1, 1, 4, 6, 1, 6, 0, 2, 4, 4, 1, 0, 2, 0, 0, 1, 0, 6, 5, 7, 7, 1, 0, 0]"
daytrader,17,0.05,True,minimum_imbalance_within_relative_modularity_band,seed17_solution037,0.3008659800043571,0.3110936840456965,0.032876604591679966,3,0.4515682656826568,5.277792207792208,0.7011661953230961,10,0.2264150943396226,0.0377358490566037,"[0, 1, 2, 0, 3, 0, 4, 4, 2, 5, 2, 5, 6, 5, 5, 7, 5, 2, 1, 2, 3, 3, 0, 4, 4, 1, 7, 0, 1, 1, 1, 5, 2, 2, 7, 0, 2, 4, 5, 2, 2, 2, 0, 0, 1, 0, 0, 7, 8, 9, 9, 0, 0]"
daytrader,18,0.05,True,minimum_imbalance_within_relative_modularity_band,seed18_solution034,0.3133921915210848,0.324596763898912,0.03451843525253578,2,0.4285055350553505,6.866421911421912,0.835531691527718,10,0.2641509433962264,0.0566037735849056,"[0, 1, 2, 0, 0, 0, 3, 3, 2, 4, 2, 4, 2, 4, 4, 2, 4, 2, 1, 2, 5, 5, 0, 3, 3, 1, 6, 0, 1, 1, 1, 4, 0, 2, 7, 0, 2, 4, 4, 2, 2, 1, 0, 0, 1, 0, 0, 8, 9, 9, 9, 0, 0]"
daytrader,19,0.05,True,minimum_imbalance_within_relative_modularity_band,seed19_solution030,0.2663247538840703,0.2701040418499204,0.013991971167725051,3,0.4358856088560885,14.142612942612944,0.5059278368978084,8,0.2452830188679245,0.0,"[0, 1, 2, 3, 0, 0, 3, 3, 3, 0, 2, 4, 2, 4, 0, 2, 4, 2, 1, 2, 5, 5, 0, 3, 3, 6, 7, 0, 1, 1, 3, 4, 1, 2, 7, 0, 2, 4, 4, 2, 5, 2, 4, 0, 6, 0, 0, 1, 7, 7, 7, 0, 0]"
daytrader,20,0.05,True,minimum_imbalance_within_relative_modularity_band,seed20_solution038,0.324596763898912,0.324596763898912,0.0,1,0.4178966789667896,7.94973544973545,0.7442672801251328,9,0.2452830188679245,0.0188679245283018,"[0, 1, 2, 0, 0, 0, 3, 3, 2, 4, 2, 4, 2, 4, 4, 2, 4, 2, 1, 2, 5, 5, 0, 3, 3, 1, 2, 0, 1, 1, 1, 4, 6, 2, 6, 0, 2, 4, 4, 2, 2, 2, 0, 0, 1, 0, 0, 7, 8, 8, 8, 0, 0]"
daytrader,21,0.05,True,minimum_imbalance_within_relative_modularity_band,seed21_solution030,0.324596763898912,0.324596763898912,0.0,1,0.4178966789667896,7.0977855477855485,0.8524043017416241,10,0.2641509433962264,0.0566037735849056,"[0, 1, 2, 0, 0, 0, 3, 3, 2, 4, 2, 4, 2, 4, 4, 2, 4, 2, 1, 2, 5, 5, 0, 3, 3, 1, 6, 0, 1, 1, 1, 4, 7, 2, 0, 0, 2, 4, 4, 2, 2, 2, 0, 0, 1, 0, 0, 8, 9, 9, 9, 0, 0]"
daytrader,22,0.05,True,minimum_imbalance_within_relative_modularity_band,seed22_solution037,0.3145546893084243,0.3145546893084243,0.0,2,0.4308118081180812,6.26741440377804,0.8433772316463023,11,0.2264150943396226,0.0566037735849056,"[0, 1, 2, 0, 0, 0, 3, 3, 2, 4, 2, 4, 2, 4, 4, 2, 4, 2, 1, 2, 5, 5, 0, 3, 3, 1, 6, 0, 1, 1, 1, 4, 7, 2, 8, 0, 2, 4, 4, 2, 2, 2, 0, 0, 1, 0, 9, 10, 10, 10, 9, 0, 0]"
daytrader,23,0.05,True,minimum_imbalance_within_relative_modularity_band,seed23_solution055,0.1908154802834928,0.1950265561811521,0.021592320451722595,2,0.4824723247232472,17.90077541506113,0.5597130933657104,7,0.2452830188679245,0.0,"[0, 1, 2, 3, 0, 0, 2, 3, 2, 0, 1, 2, 3, 4, 0, 2, 4, 0, 0, 2, 5, 5, 0, 3, 3, 6, 3, 0, 1, 1, 1, 4, 0, 1, 1, 0, 3, 3, 4, 2, 2, 2, 3, 2, 6, 3, 4, 2, 3, 4, 2, 0, 0]"
daytrader,24,0.05,True,minimum_imbalance_within_relative_modularity_band,seed24_solution029,0.324596763898912,0.324596763898912,0.0,2,0.4178966789667896,6.5407774044137685,0.8929931748074893,11,0.2452830188679245,0.0754716981132075,"[0, 1, 2, 0, 0, 0, 3, 3, 2, 4, 2, 4, 2, 4, 4, 2, 4, 2, 1, 2, 5, 5, 0, 3, 3, 1, 6, 0, 1, 1, 1, 4, 7, 2, 8, 0, 2, 4, 4, 2, 2, 2, 0, 0, 1, 0, 0, 9, 10, 10, 10, 0, 0]"
daytrader,25,0.05,True,minimum_imbalance_within_relative_modularity_band,seed25_solution047,0.3045667610735147,0.3143226790893369,0.03103790679084081,2,0.441420664206642,7.212802012802012,0.6860248665168998,9,0.2452830188679245,0.0,"[0, 1, 2, 0, 0, 0, 3, 3, 3, 4, 2, 4, 2, 4, 4, 2, 4, 2, 1, 2, 5, 5, 0, 3, 3, 1, 6, 0, 1, 1, 6, 4, 7, 2, 2, 0, 2, 4, 4, 2, 2, 2, 0, 0, 1, 0, 0, 8, 8, 6, 7, 0, 0]"
daytrader,26,0.05,True,minimum_imbalance_within_relative_modularity_band,seed26_solution052,0.1414578326479759,0.1438560162239077,0.01667072145386744,2,0.5216789667896679,15.911111111111111,0.4103502485081423,6,0.2264150943396226,0.0,"[0, 1, 1, 2, 3, 0, 4, 4, 0, 0, 3, 3, 4, 0, 1, 3, 2, 0, 1, 1, 4, 1, 0, 4, 4, 5, 3, 2, 4, 3, 4, 2, 4, 1, 3, 3, 1, 3, 4, 2, 1, 4, 0, 0, 5, 1, 0, 3, 1, 3, 0, 0, 2]"
daytrader,27,0.05,True,minimum_imbalance_within_relative_modularity_band,seed27_solution030,0.2697474630996311,0.2697474630996311,0.0,1,0.4372693726937269,7.028957708957708,0.8051542752208253,10,0.2641509433962264,0.0188679245283018,"[0, 1, 2, 0, 0, 0, 3, 4, 2, 0, 2, 5, 2, 6, 5, 2, 5, 2, 1, 2, 7, 7, 0, 4, 4, 1, 8, 0, 1, 1, 1, 5, 6, 2, 9, 0, 2, 5, 5, 2, 2, 2, 0, 0, 1, 0, 0, 8, 3, 3, 3, 0, 0]"
daytrader,28,0.05,True,minimum_imbalance_within_relative_modularity_band,seed28_solution041,0.3217160501286746,0.3218660429800792,0.0004660101762082571,2,0.422970479704797,7.104285714285714,0.7406711859015291,10,0.2264150943396226,0.0377358490566037,"[0, 1, 2, 0, 0, 0, 3, 3, 2, 4, 2, 3, 2, 4, 4, 2, 4, 2, 1, 2, 5, 5, 0, 3, 3, 1, 6, 0, 1, 1, 1, 4, 7, 2, 6, 0, 2, 4, 4, 2, 2, 2, 0, 0, 1, 6, 0, 8, 9, 9, 9, 0, 0]"
daytrader,29,0.05,True,minimum_imbalance_within_relative_modularity_band,seed29_solution040,0.3140104599270162,0.3214603176359253,0.02317504618827183,2,0.4285055350553505,7.350953984287319,0.6906794421782311,9,0.2264150943396226,0.0188679245283018,"[0, 1, 2, 0, 0, 0, 3, 3, 2, 4, 2, 4, 2, 4, 4, 2, 4, 2, 1, 4, 5, 5, 0, 3, 3, 1, 2, 0, 1, 1, 1, 4, 6, 2, 6, 0, 2, 4, 4, 2, 2, 2, 0, 0, 1, 3, 0, 7, 8, 8, 8, 0, 0]"
jpetstore,0,0.05,True,minimum_imbalance_within_relative_modularity_band,seed0_solution006,0.4341197988111571,0.4420698064319465,0.01798360237482821,16,0.2740740740740741,4.8999999999999995,0.0,4,0.25,0.0,"[0, 1, 1, 2, 1, 3, 0, 1, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 1, 0, 1, 2, 0]"
jpetstore,1,0.05,True,minimum_imbalance_within_relative_modularity_band,seed1_solution007,0.4277366255144036,0.4420698064319465,0.032422890477930365,18,0.2740740740740741,4.9,0.0,4,0.25,0.0,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 3, 3, 3, 2, 3, 0, 2, 3, 1, 0, 1, 2, 0]"
jpetstore,2,0.05,True,minimum_imbalance_within_relative_modularity_band,seed2_solution008,0.4277366255144036,0.4420698064319465,0.032422890477930365,25,0.2740740740740741,4.9,0.0,4,0.25,0.0,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 3, 3, 3, 2, 3, 0, 2, 3, 1, 0, 1, 2, 0]"
jpetstore,3,0.05,True,minimum_imbalance_within_relative_modularity_band,seed3_solution007,0.4341197988111571,0.4420698064319465,0.01798360237482821,18,0.2740740740740741,4.8999999999999995,0.0,4,0.25,0.0,"[0, 1, 1, 2, 1, 3, 0, 1, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 1, 0, 1, 2, 0]"
jpetstore,4,0.05,True,minimum_imbalance_within_relative_modularity_band,seed4_solution007,0.4277366255144036,0.4420698064319465,0.032422890477930365,20,0.2740740740740741,4.9,0.0,4,0.25,0.0,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 3, 3, 3, 2, 3, 0, 2, 3, 1, 0, 1, 2, 0]"
jpetstore,5,0.05,True,minimum_imbalance_within_relative_modularity_band,seed5_solution009,0.4277366255144036,0.4420698064319465,0.032422890477930365,24,0.2740740740740741,4.9,0.0,4,0.25,0.0,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 3, 3, 3, 2, 3, 0, 2, 3, 1, 0, 1, 2, 0]"
jpetstore,6,0.05,True,minimum_imbalance_within_relative_modularity_band,seed6_solution011,0.424499314128944,0.4420698064319465,0.03974596782534923,18,0.2839506172839506,4.833333333333334,0.0,4,0.25,0.0,"[0, 1, 1, 2, 1, 1, 0, 1, 3, 0, 2, 3, 3, 3, 2, 3, 0, 2, 3, 2, 0, 1, 2, 0]"
jpetstore,7,0.05,True,minimum_imbalance_within_relative_modularity_band,seed7_solution007,0.4341197988111571,0.4420698064319465,0.01798360237482821,17,0.2740740740740741,4.8999999999999995,0.0,4,0.25,0.0,"[0, 1, 1, 2, 1, 3, 0, 1, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 1, 0, 1, 2, 0]"
jpetstore,8,0.05,True,minimum_imbalance_within_relative_modularity_band,seed8_solution009,0.4341197988111571,0.4420698064319465,0.01798360237482821,25,0.2740740740740741,4.8999999999999995,0.0,4,0.25,0.0,"[0, 1, 1, 2, 1, 3, 0, 1, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 1, 0, 1, 2, 0]"
jpetstore,9,0.05,True,minimum_imbalance_within_relative_modularity_band,seed9_solution008,0.4277366255144036,0.4420698064319465,0.032422890477930365,23,0.2740740740740741,4.9,0.0,4,0.25,0.0,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 3, 3, 3, 2, 3, 0, 2, 3, 1, 0, 1, 2, 0]"
jpetstore,10,0.05,True,minimum_imbalance_within_relative_modularity_band,seed10_solution002,0.4366925773510138,0.4420698064319465,0.012163755594017197,20,0.2518518518518518,4.908333333333333,0.1178511301977579,4,0.2916666666666667,0.0,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 3, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]"
jpetstore,11,0.05,True,minimum_imbalance_within_relative_modularity_band,seed11_solution008,0.4277366255144036,0.4420698064319465,0.032422890477930365,23,0.2740740740740741,4.9,0.0,4,0.25,0.0,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 3, 3, 3, 2, 3, 0, 2, 3, 1, 0, 1, 2, 0]"
jpetstore,12,0.05,True,minimum_imbalance_within_relative_modularity_band,seed12_solution008,0.4277366255144036,0.4420698064319465,0.032422890477930365,24,0.2740740740740741,4.9,0.0,4,0.25,0.0,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 3, 3, 3, 2, 3, 0, 2, 3, 1, 0, 1, 2, 0]"
jpetstore,13,0.05,True,minimum_imbalance_within_relative_modularity_band,seed13_solution009,0.4277366255144036,0.4420698064319465,0.032422890477930365,28,0.2740740740740741,4.9,0.0,4,0.25,0.0,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 3, 3, 3, 2, 3, 0, 2, 3, 1, 0, 1, 2, 0]"
jpetstore,14,0.05,True,minimum_imbalance_within_relative_modularity_band,seed14_solution009,0.4277366255144036,0.4420698064319465,0.032422890477930365,27,0.2740740740740741,4.9,0.0,4,0.25,0.0,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 3, 3, 3, 2, 3, 0, 2, 3, 1, 0, 1, 2, 0]"
jpetstore,15,0.05,True,minimum_imbalance_within_relative_modularity_band,seed15_solution008,0.4341197988111571,0.4420698064319465,0.01798360237482821,22,0.2740740740740741,4.8999999999999995,0.0,4,0.25,0.0,"[0, 1, 1, 2, 1, 3, 0, 1, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 1, 0, 1, 2, 0]"
jpetstore,16,0.05,True,minimum_imbalance_within_relative_modularity_band,seed16_solution007,0.4341197988111571,0.4420698064319465,0.01798360237482821,22,0.2740740740740741,4.8999999999999995,0.0,4,0.25,0.0,"[0, 1, 1, 2, 1, 3, 0, 1, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 1, 0, 1, 2, 0]"
jpetstore,17,0.05,True,minimum_imbalance_within_relative_modularity_band,seed17_solution002,0.4366925773510138,0.4420698064319465,0.012163755594017197,15,0.2518518518518518,4.908333333333333,0.1178511301977579,4,0.2916666666666667,0.0,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 3, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]"
jpetstore,18,0.05,True,minimum_imbalance_within_relative_modularity_band,seed18_solution007,0.4277366255144036,0.4420698064319465,0.032422890477930365,23,0.2740740740740741,4.9,0.0,4,0.25,0.0,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 3, 3, 3, 2, 3, 0, 2, 3, 1, 0, 1, 2, 0]"
jpetstore,19,0.05,True,minimum_imbalance_within_relative_modularity_band,seed19_solution008,0.4341197988111571,0.4420698064319465,0.01798360237482821,18,0.2740740740740741,4.8999999999999995,0.0,4,0.25,0.0,"[0, 1, 1, 2, 1, 3, 0, 1, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 1, 0, 1, 2, 0]"
jpetstore,20,0.05,True,minimum_imbalance_within_relative_modularity_band,seed20_solution002,0.4366925773510138,0.4420698064319465,0.012163755594017197,14,0.2518518518518518,4.908333333333333,0.1178511301977579,4,0.2916666666666667,0.0,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 3, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]"
jpetstore,21,0.05,True,minimum_imbalance_within_relative_modularity_band,seed21_solution008,0.4277366255144036,0.4420698064319465,0.032422890477930365,24,0.2740740740740741,4.9,0.0,4,0.25,0.0,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 3, 3, 3, 2, 3, 0, 2, 3, 1, 0, 1, 2, 0]"
jpetstore,22,0.05,True,minimum_imbalance_within_relative_modularity_band,seed22_solution009,0.4277366255144036,0.4420698064319465,0.032422890477930365,25,0.2740740740740741,4.9,0.0,4,0.25,0.0,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 3, 3, 3, 2, 3, 0, 2, 3, 1, 0, 1, 2, 0]"
jpetstore,23,0.05,True,minimum_imbalance_within_relative_modularity_band,seed23_solution008,0.4277366255144036,0.4420698064319465,0.032422890477930365,21,0.2740740740740741,4.9,0.0,4,0.25,0.0,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 3, 3, 3, 2, 3, 0, 2, 3, 1, 0, 1, 2, 0]"
jpetstore,24,0.05,True,minimum_imbalance_within_relative_modularity_band,seed24_solution009,0.4365279682975159,0.4420698064319465,0.012536115459140107,15,0.2740740740740741,5.219047619047619,0.1178511301977579,4,0.2916666666666667,0.0,"[0, 1, 1, 2, 1, 3, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 1, 0, 1, 2, 0]"
jpetstore,25,0.05,True,minimum_imbalance_within_relative_modularity_band,seed25_solution009,0.4341197988111571,0.4420698064319465,0.01798360237482821,15,0.2740740740740741,4.8999999999999995,0.0,4,0.25,0.0,"[0, 1, 1, 2, 1, 3, 0, 1, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 1, 0, 1, 2, 0]"
jpetstore,26,0.05,True,minimum_imbalance_within_relative_modularity_band,seed26_solution009,0.4277366255144036,0.4420698064319465,0.032422890477930365,27,0.2740740740740741,4.9,0.0,4,0.25,0.0,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 3, 3, 3, 2, 3, 0, 2, 3, 1, 0, 1, 2, 0]"
jpetstore,27,0.05,True,minimum_imbalance_within_relative_modularity_band,seed27_solution007,0.4341197988111571,0.4420698064319465,0.01798360237482821,20,0.2740740740740741,4.8999999999999995,0.0,4,0.25,0.0,"[0, 1, 1, 2, 1, 3, 0, 1, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 1, 0, 1, 2, 0]"
jpetstore,28,0.05,True,minimum_imbalance_within_relative_modularity_band,seed28_solution008,0.4277366255144036,0.4420698064319465,0.032422890477930365,22,0.2740740740740741,4.9,0.0,4,0.25,0.0,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 3, 3, 3, 2, 3, 0, 2, 3, 1, 0, 1, 2, 0]"
jpetstore,29,0.05,True,minimum_imbalance_within_relative_modularity_band,seed29_solution009,0.4341197988111571,0.4420698064319465,0.01798360237482821,26,0.2740740740740741,4.8999999999999995,0.0,4,0.25,0.0,"[0, 1, 1, 2, 1, 3, 0, 1, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 1, 0, 1, 2, 0]"
