subject,stage,seed,profile,budget,status,available_candidate_count,solution_id,label_vector,is_injected_seed,injected_seed_name,injected_seed_category,projected_membership,weighted_modularity,internal_edge_weight_ratio,internal_external_edge_ratio,cluster_count,average_cluster_size,max_cluster_size,min_cluster_size,max_cluster_ratio,singleton_ratio,cluster_size_cv,coupling,cohesion,imbalance,f_semantic,q_loss,gain_imbalance,gain_semantic,equals_leiden,equals_conservative,realised_modularity_loss,permitted_modularity_loss,above_leiden_modularity,exact_leiden_modularity,baseline_weighted_modularity,baseline_imbalance,baseline_semantic
jpetstore,stage3,0,budgeted_semantic_0.000,0,selected,1,seed0_solution000,"[0, 1, 1, 2, 1, 3, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",True,raw_leiden,raw_leiden,True,0.44206980643194632163,0.74814814814814811772,2.9705882352941177516,4,6,7,4,0.29166666666666657415,0,0.20412414523193139759,0.25185185185185182677,5.4773809523809520172,0.20412414523193139759,0.512260068537518376,0,0,0,True,True,0,0,False,True,0.44206980643194632163,0.20412414523193139759,0.512260068537518376
jpetstore,stage3,0,budgeted_semantic_0.005,0.0050000000000000001041,selected,1,seed0_solution000,"[0, 1, 1, 2, 1, 3, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",True,raw_leiden,raw_leiden,True,0.44206980643194632163,0.74814814814814811772,2.9705882352941177516,4,6,7,4,0.29166666666666657415,0,0.20412414523193139759,0.25185185185185182677,5.4773809523809520172,0.20412414523193139759,0.512260068537518376,0,0,0,True,True,0,0.0050000000000000001041,False,True,0.44206980643194632163,0.20412414523193139759,0.512260068537518376
jpetstore,stage3,0,budgeted_semantic_0.010,0.010000000000000000208,selected,1,seed0_solution000,"[0, 1, 1, 2, 1, 3, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",True,raw_leiden,raw_leiden,True,0.44206980643194632163,0.74814814814814811772,2.9705882352941177516,4,6,7,4,0.29166666666666657415,0,0.20412414523193139759,0.25185185185185182677,5.4773809523809520172,0.20412414523193139759,0.512260068537518376,0,0,0,True,True,0,0.010000000000000000208,False,True,0.44206980643194632163,0.20412414523193139759,0.512260068537518376
jpetstore,stage3,0,budgeted_semantic_0.025,0.025000000000000001388,selected,3,seed0_solution001,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",True,raw_leiden_perturb_0.01_4,raw_leiden_perturbation,True,0.43705532693187010285,0.74814814814814811772,2.9705882352941177516,4,6,7,5,0.29166666666666657415,0,0.1666666666666666019,0.25185185185185182677,4.9690476190476191576,0.1666666666666666019,0.46566906033572091905,0.011343184780135299322,0.18350341907227391003,0.090951864225554193699,False,False,0.011343184780135299322,0.025000000000000001388,False,False,0.44206980643194632163,0.20412414523193139759,0.512260068537518376
jpetstore,stage3,0,budgeted_semantic_0.050,0.050000000000000002776,selected,6,seed0_solution001,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",True,raw_leiden_perturb_0.01_4,raw_leiden_perturbation,True,0.43705532693187010285,0.74814814814814811772,2.9705882352941177516,4,6,7,5,0.29166666666666657415,0,0.1666666666666666019,0.25185185185185182677,4.9690476190476191576,0.1666666666666666019,0.46566906033572091905,0.011343184780135299322,0.18350341907227391003,0.090951864225554193699,False,False,0.011343184780135299322,0.050000000000000002776,False,False,0.44206980643194632163,0.20412414523193139759,0.512260068537518376
jpetstore,stage3,0,budgeted_semantic_0.100,0.10000000000000000555,selected,16,seed0_solution015,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 3, 2, 2, 3, 3, 2, 3, 3, 2, 3, 0, 0, 1, 2, 0]",False,,,True,0.40838896509678401792,0.68395061728395045719,2.1640625,4,6,7,5,0.29166666666666657415,0,0.1666666666666666019,0.31604938271604932076,5.6678571428571427049,0.1666666666666666019,0.39950873770827022291,0.076188965735996899697,0.18350341907227391003,0.22010564116611450181,False,False,0.076188965735996899697,0.10000000000000000555,False,False,0.44206980643194632163,0.20412414523193139759,0.512260068537518376
jpetstore,stage3,0,budgeted_semantic_0.150,0.14999999999999991118,selected,31,seed0_solution015,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 3, 2, 2, 3, 3, 2, 3, 3, 2, 3, 0, 0, 1, 2, 0]",False,,,True,0.40838896509678401792,0.68395061728395045719,2.1640625,4,6,7,5,0.29166666666666657415,0,0.1666666666666666019,0.31604938271604932076,5.6678571428571427049,0.1666666666666666019,0.39950873770827022291,0.076188965735996899697,0.18350341907227391003,0.22010564116611450181,False,False,0.076188965735996899697,0.14999999999999991118,False,False,0.44206980643194632163,0.20412414523193139759,0.512260068537518376
jpetstore,stage3,0,budgeted_semantic_0.200,0.2000000000000000111,selected,43,seed0_solution023,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 3, 2, 2, 3, 3, 2, 3, 3, 2, 3, 0, 0, 0, 2, 0]",False,,,False,0.3653254077122389254,0.65925925925925921156,1.9347826086956521063,4,6,7,4,0.29166666666666657415,0,0.20412414523193139759,0.34074074074074067742,5.192857142857142172,0.20412414523193139759,0.35693216733158289466,0.17360244378400369047,0,0.30322078714702527247,False,False,0.17360244378400369047,0.2000000000000000111,False,False,0.44206980643194632163,0.20412414523193139759,0.512260068537518376
jpetstore,stage3,1,budgeted_semantic_0.000,0,selected,1,seed1_solution000,"[0, 1, 1, 2, 1, 3, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",True,raw_leiden,raw_leiden,True,0.44206980643194632163,0.74814814814814811772,2.9705882352941177516,4,6,7,4,0.29166666666666657415,0,0.20412414523193139759,0.25185185185185182677,5.4773809523809520172,0.20412414523193139759,0.512260068537518376,0,0,0,True,True,0,0,False,True,0.44206980643194632163,0.20412414523193139759,0.512260068537518376
jpetstore,stage3,1,budgeted_semantic_0.005,0.0050000000000000001041,selected,2,seed1_solution001,"[0, 1, 1, 2, 2, 3, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",False,,,True,0.43991159884163999472,0.74567901234567901536,2.9320388349514563409,4,6,8,3,0.33333333333333331483,0,0.31180478223116170344,0.25432098765432087362,6.6589285714285706419,0.31180478223116170344,0.51211372451079606449,0.0048820515649456996954,-0.52752523165194664667,0.00028568306551810001464,False,False,0.0048820515649456996954,0.0050000000000000001041,False,False,0.44206980643194632163,0.20412414523193139759,0.512260068537518376
