subject,ssa_lambda,resolution,raw_edge_count,g_ssa_edge_count,new_ssa_edge_count,ssa_weight_share,cluster_count,max_cluster_ratio,singleton_ratio,weighted_modularity,internal_edge_weight_ratio,changed_partition_count,changed_partition_ratio,ari_raw_vs_ssa,nmi_raw_vs_ssa,cluster_size_distribution
xerces-j,0.0,1.0,3780,3780,0,0.0,31,0.14496314496314497,0.013513513513513514,0.6615191429343901,0.7912005751258088,0,0.0,1.0,0.9999999999999993,"{""1"": 11, ""100"": 1, ""11"": 4, ""112"": 1, ""118"": 1, ""16"": 1, ""2"": 1, ""23"": 1, ""34"": 1, ""4"": 1, ""46"": 2, ""5"": 1, ""55"": 1, ""56"": 1, ""62"": 1, ""71"": 1, ""9"": 1}"
xerces-j,0.25,1.0,3780,4148,368,0.14190889799141293,29,0.1928746928746929,0.013513513513513514,0.652311052217195,0.7922259783842471,677,0.8316953316953317,0.701535403390085,0.8623865042281722,"{""1"": 11, ""101"": 1, ""11"": 3, ""118"": 1, ""157"": 1, ""16"": 1, ""2"": 1, ""23"": 1, ""34"": 1, ""35"": 1, ""4"": 1, ""5"": 1, ""54"": 1, ""55"": 1, ""63"": 1, ""9"": 1, ""94"": 1}"
xerces-j,0.5,1.0,3780,4148,368,0.24854679430386586,29,0.19533169533169534,0.013513513513513514,0.6479011094389278,0.7949629405536227,727,0.8931203931203932,0.6779047641785245,0.8416550492312971,"{""1"": 11, ""104"": 1, ""106"": 1, ""11"": 3, ""117"": 1, ""159"": 1, ""17"": 1, ""2"": 1, ""23"": 1, ""26"": 1, ""35"": 1, ""4"": 1, ""44"": 1, ""5"": 1, ""54"": 1, ""65"": 1, ""9"": 1}"
xerces-j,1.0,1.0,3780,4148,368,0.39813773170182937,30,0.18796068796068796,0.013513513513513514,0.6442682286279218,0.7852506966198792,727,0.8931203931203932,0.533355157720885,0.754347359508546,"{""1"": 11, ""104"": 1, ""11"": 3, ""112"": 1, ""15"": 1, ""153"": 1, ""17"": 1, ""2"": 1, ""23"": 1, ""31"": 1, ""32"": 1, ""35"": 1, ""4"": 1, ""44"": 1, ""5"": 1, ""88"": 1, ""9"": 1, ""96"": 1}"
xerces-j,2.0,1.0,3780,4148,368,0.569525766559796,29,0.17813267813267813,0.013513513513513514,0.6459354810156741,0.7959843036282386,727,0.8931203931203932,0.4784882500912495,0.7134252421265833,"{""1"": 11, ""11"": 3, ""114"": 1, ""125"": 1, ""145"": 1, ""15"": 1, ""17"": 1, ""2"": 1, ""23"": 1, ""33"": 1, ""35"": 1, ""4"": 1, ""5"": 1, ""58"": 1, ""88"": 1, ""9"": 1, ""97"": 1}"
xerces-j,3.0,1.0,3780,4148,368,0.6649387688246119,30,0.12039312039312039,0.013513513513513514,0.6474788105822683,0.7798760923815121,738,0.9066339066339066,0.4362661355210186,0.6792093882421134,"{""1"": 11, ""11"": 2, ""15"": 1, ""17"": 1, ""2"": 1, ""23"": 1, ""33"": 1, ""35"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""64"": 1, ""89"": 1, ""9"": 1, ""92"": 1, ""96"": 2, ""97"": 1, ""98"": 1}"
xerces-j,4.0,1.0,3780,4148,368,0.7257297442247478,31,0.18181818181818182,0.013513513513513514,0.6535755525729826,0.7984084043820145,727,0.8931203931203932,0.4510629712596928,0.7013567231365542,"{""1"": 11, ""101"": 1, ""11"": 3, ""112"": 1, ""120"": 1, ""148"": 1, ""15"": 3, ""2"": 1, ""22"": 1, ""23"": 1, ""35"": 1, ""4"": 1, ""5"": 1, ""6"": 1, ""60"": 1, ""78"": 1, ""9"": 1}"
