source,target,type_weight,call_weight,raw_weight
org.mybatis.jpetstore.domain.Product,org.mybatis.jpetstore.web.actions.CatalogActionBean,3.0,0.0,3.0
org.mybatis.jpetstore.domain.Sequence,org.mybatis.jpetstore.mapper.SequenceMapper,3.0,0.0,3.0
org.mybatis.jpetstore.domain.Sequence,org.mybatis.jpetstore.service.OrderService,0.0,8.0,8.0
org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.service.AccountService,2.0,16.0,18.0
org.mybatis.jpetstore.mapper.CategoryMapper,org.mybatis.jpetstore.service.CatalogService,2.0,4.0,6.0
org.mybatis.jpetstore.mapper.ItemMapper,org.mybatis.jpetstore.service.CatalogService,2.0,6.0,8.0
org.mybatis.jpetstore.mapper.ItemMapper,org.mybatis.jpetstore.service.OrderService,2.0,6.0,8.0
org.mybatis.jpetstore.mapper.LineItemMapper,org.mybatis.jpetstore.service.OrderService,2.0,4.0,6.0
org.mybatis.jpetstore.mapper.OrderMapper,org.mybatis.jpetstore.service.OrderService,2.0,8.0,10.0
org.mybatis.jpetstore.mapper.ProductMapper,org.mybatis.jpetstore.service.CatalogService,2.0,6.0,8.0
org.mybatis.jpetstore.mapper.SequenceMapper,org.mybatis.jpetstore.service.OrderService,2.0,4.0,6.0
org.mybatis.jpetstore.service.AccountService,org.mybatis.jpetstore.web.actions.AccountActionBean,1.0,10.0,11.0
org.mybatis.jpetstore.service.CatalogService,org.mybatis.jpetstore.web.actions.AccountActionBean,1.0,6.0,7.0
org.mybatis.jpetstore.service.CatalogService,org.mybatis.jpetstore.web.actions.CartActionBean,1.0,4.0,5.0
org.mybatis.jpetstore.service.CatalogService,org.mybatis.jpetstore.web.actions.CatalogActionBean,1.0,12.0,13.0
org.mybatis.jpetstore.service.OrderService,org.mybatis.jpetstore.web.actions.OrderActionBean,1.0,6.0,7.0
org.mybatis.jpetstore.web.actions.AbstractActionBean,org.mybatis.jpetstore.web.actions.AccountActionBean,1.0,4.0,5.0
org.mybatis.jpetstore.web.actions.AbstractActionBean,org.mybatis.jpetstore.web.actions.CartActionBean,1.0,8.0,9.0
org.mybatis.jpetstore.web.actions.AbstractActionBean,org.mybatis.jpetstore.web.actions.CatalogActionBean,1.0,4.0,5.0
org.mybatis.jpetstore.web.actions.AbstractActionBean,org.mybatis.jpetstore.web.actions.OrderActionBean,1.0,12.0,13.0
org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.web.actions.OrderActionBean,0.0,8.0,8.0
org.mybatis.jpetstore.web.actions.CartActionBean,org.mybatis.jpetstore.web.actions.OrderActionBean,0.0,4.0,4.0
