subject,repetition,random_seed,edge_count,structural_overlap,same_reference_service_ratio,same_leiden_cluster_ratio
jpetstore,305,42305,48,0.20833333333333334,,0.27083333333333331
jpetstore,306,42306,48,0.20833333333333334,,0.27083333333333331
jpetstore,307,42307,48,0.16666666666666666,,0.27083333333333331
jpetstore,308,42308,48,0.14583333333333334,,0.20833333333333334
jpetstore,309,42309,48,0.25,,0.3125
jpetstore,310,42310,48,0.16666666666666666,,0.27083333333333331
jpetstore,311,42311,48,0.16666666666666666,,0.1875
jpetstore,312,42312,48,0.16666666666666666,,0.22916666666666666
jpetstore,313,42313,48,0.20833333333333334,,0.27083333333333331
jpetstore,314,42314,48,0.22916666666666666,,0.20833333333333334
jpetstore,315,42315,48,0.33333333333333331,,0.3125
jpetstore,316,42316,48,0.16666666666666666,,0.22916666666666666
jpetstore,317,42317,48,0.041666666666666664,,0.125
jpetstore,318,42318,48,0.20833333333333334,,0.22916666666666666
jpetstore,319,42319,48,0.20833333333333334,,0.20833333333333334
jpetstore,320,42320,48,0.16666666666666666,,0.22916666666666666
jpetstore,321,42321,48,0.22916666666666666,,0.20833333333333334
jpetstore,322,42322,48,0.14583333333333334,,0.16666666666666666
jpetstore,323,42323,48,0.20833333333333334,,0.125
jpetstore,324,42324,48,0.27083333333333331,,0.33333333333333331
jpetstore,325,42325,48,0.20833333333333334,,0.20833333333333334
jpetstore,326,42326,48,0.22916666666666666,,0.20833333333333334
jpetstore,327,42327,48,0.25,,0.29166666666666669
jpetstore,328,42328,48,0.25,,0.20833333333333334
jpetstore,329,42329,48,0.1875,,0.33333333333333331
jpetstore,330,42330,48,0.25,,0.22916666666666666
jpetstore,331,42331,48,0.16666666666666666,,0.1875
jpetstore,332,42332,48,0.16666666666666666,,0.20833333333333334
jpetstore,333,42333,48,0.1875,,0.14583333333333334
jpetstore,334,42334,48,0.25,,0.16666666666666666
jpetstore,335,42335,48,0.1875,,0.22916666666666666
jpetstore,336,42336,48,0.27083333333333331,,0.33333333333333331
jpetstore,337,42337,48,0.16666666666666666,,0.22916666666666666
jpetstore,338,42338,48,0.20833333333333334,,0.20833333333333334
jpetstore,339,42339,48,0.16666666666666666,,0.1875
jpetstore,340,42340,48,0.20833333333333334,,0.1875
jpetstore,341,42341,48,0.16666666666666666,,0.1875
jpetstore,342,42342,48,0.20833333333333334,,0.27083333333333331
jpetstore,343,42343,48,0.20833333333333334,,0.25
jpetstore,344,42344,48,0.25,,0.35416666666666669
jpetstore,345,42345,48,0.125,,0.25
jpetstore,346,42346,48,0.1875,,0.20833333333333334
jpetstore,347,42347,48,0.1875,,0.16666666666666666
jpetstore,348,42348,48,0.14583333333333334,,0.14583333333333334
jpetstore,349,42349,48,0.22916666666666666,,0.3125
jpetstore,350,42350,48,0.29166666666666669,,0.375
jpetstore,351,42351,48,0.14583333333333334,,0.20833333333333334
jpetstore,352,42352,48,0.20833333333333334,,0.27083333333333331
jpetstore,353,42353,48,0.125,,0.1875
jpetstore,354,42354,48,0.1875,,0.20833333333333334
jpetstore,355,42355,48,0.22916666666666666,,0.33333333333333331
jpetstore,356,42356,48,0.14583333333333334,,0.20833333333333334
jpetstore,357,42357,48,0.1875,,0.14583333333333334
jpetstore,358,42358,48,0.22916666666666666,,0.1875
jpetstore,359,42359,48,0.33333333333333331,,0.3125
jpetstore,360,42360,48,0.1875,,0.29166666666666669
jpetstore,361,42361,48,0.14583333333333334,,0.29166666666666669
jpetstore,362,42362,48,0.125,,0.16666666666666666
jpetstore,363,42363,48,0.16666666666666666,,0.20833333333333334
jpetstore,364,42364,48,0.25,,0.25
jpetstore,365,42365,48,0.1875,,0.35416666666666669
jpetstore,366,42366,48,0.20833333333333334,,0.27083333333333331
jpetstore,367,42367,48,0.14583333333333334,,0.29166666666666669
jpetstore,368,42368,48,0.16666666666666666,,0.16666666666666666
jpetstore,369,42369,48,0.125,,0.20833333333333334
jpetstore,370,42370,48,0.125,,0.22916666666666666
jpetstore,371,42371,48,0.20833333333333334,,0.14583333333333334
jpetstore,372,42372,48,0.10416666666666667,,0.14583333333333334
jpetstore,373,42373,48,0.22916666666666666,,0.20833333333333334
jpetstore,374,42374,48,0.14583333333333334,,0.16666666666666666
jpetstore,375,42375,48,0.1875,,0.27083333333333331
jpetstore,376,42376,48,0.25,,0.20833333333333334
jpetstore,377,42377,48,0.125,,0.16666666666666666
jpetstore,378,42378,48,0.25,,0.29166666666666669
jpetstore,379,42379,48,0.125,,0.20833333333333334
jpetstore,380,42380,48,0.10416666666666667,,0.1875
jpetstore,381,42381,48,0.20833333333333334,,0.27083333333333331
jpetstore,382,42382,48,0.16666666666666666,,0.25
jpetstore,383,42383,48,0.1875,,0.22916666666666666
jpetstore,384,42384,48,0.125,,0.16666666666666666
