subject,seed,solution_id,weighted_modularity,internal_edge_weight_ratio,internal_external_edge_ratio,cluster_count,average_cluster_size,max_cluster_size,min_cluster_size,max_cluster_ratio,singleton_ratio,cluster_size_distribution
jpetstore,0,seed0_solution042,0.39599756134735553,0.6320987654320988,1.7181208053691275,5,4.8,7,2,0.2916666666666667,0.0,"{""2"": 1, ""3"": 1, ""6"": 2, ""7"": 1}"
jpetstore,0,seed0_solution043,0.3975308641975309,0.6320987654320988,1.7181208053691275,5,4.8,6,4,0.25,0.0,"{""4"": 2, ""5"": 2, ""6"": 1}"
jpetstore,0,seed0_solution044,0.4048254839201341,0.6296296296296297,1.7,5,4.8,8,2,0.3333333333333333,0.0,"{""2"": 1, ""3"": 1, ""5"": 1, ""6"": 1, ""8"": 1}"
jpetstore,0,seed0_solution045,0.40194177716811463,0.6271604938271605,1.6821192052980132,5,4.8,7,2,0.2916666666666667,0.0,"{""2"": 1, ""3"": 1, ""5"": 1, ""7"": 2}"
jpetstore,0,seed0_solution046,0.38009754610577645,0.6222222222222222,1.6470588235294117,5,4.8,6,3,0.25,0.0,"{""3"": 1, ""5"": 3, ""6"": 1}"
jpetstore,0,seed0_solution047,0.3713305898491085,0.6172839506172839,1.6129032258064515,5,4.8,8,2,0.3333333333333333,0.0,"{""2"": 2, ""4"": 1, ""8"": 2}"
jpetstore,0,seed0_solution048,0.38646852613930793,0.6172839506172839,1.6129032258064515,5,4.8,8,2,0.3333333333333333,0.0,"{""2"": 1, ""3"": 1, ""4"": 1, ""7"": 1, ""8"": 1}"
jpetstore,0,seed0_solution049,0.3843103185490016,0.6148148148148148,1.5961538461538463,5,4.8,8,2,0.3333333333333333,0.0,"{""2"": 1, ""3"": 2, ""8"": 2}"
jpetstore,0,seed0_solution050,0.37886602652034745,0.6123456790123457,1.5796178343949046,5,4.8,5,4,0.20833333333333334,0.0,"{""4"": 1, ""5"": 4}"
jpetstore,0,seed0_solution051,0.37523243408017065,0.6024691358024692,1.515527950310559,5,4.8,6,4,0.25,0.0,"{""4"": 2, ""5"": 2, ""6"": 1}"
jpetstore,0,seed0_solution052,0.4085688157293094,0.6,1.5,6,4.0,7,2,0.2916666666666667,0.0,"{""2"": 2, ""3"": 1, ""4"": 1, ""6"": 1, ""7"": 1}"
jpetstore,0,seed0_solution053,0.4035543362292334,0.6,1.5,6,4.0,7,2,0.2916666666666667,0.0,"{""2"": 2, ""3"": 1, ""5"": 2, ""7"": 1}"
jpetstore,0,seed0_solution054,0.4031915866483768,0.6,1.5,6,4.0,6,2,0.25,0.0,"{""2"": 2, ""3"": 1, ""5"": 1, ""6"": 2}"
jpetstore,0,seed0_solution055,0.4064106081390031,0.5975308641975309,1.4846625766871167,6,4.0,8,2,0.3333333333333333,0.0,"{""2"": 2, ""3"": 2, ""6"": 1, ""8"": 1}"
