subject,algorithm,graph_type,cluster_count,modularity,average_cluster_size,max_cluster_size,min_cluster_size,max_cluster_ratio,singleton_ratio,internal_external_edge_ratio,internal_edge_weight_ratio
xerces-j,leiden,ssa,34,0.6459111474736996,23.941176470588236,110,1,0.13513513513513514,0.013513513513513514,2.983388622680919,0.7489574594087746
