subject,seed,solution_id,coupling,cohesion,imbalance,pymoo_f0_coupling,pymoo_f1_negative_cohesion,pymoo_f2_imbalance,feasible,is_injected_seed,injected_seed_name,injected_seed_category,label_vector,selection_rule,selected_weighted_modularity,selected_cluster_count,selected_max_cluster_ratio,selected_singleton_ratio
daytrader,11,seed11_solution037,0.41559040590405905,6.772379136015499,0.9358186239726222,0.41559040590405905,-6.772379136015499,0.9358186239726222,True,True,raw_leiden_perturb_0.05_4,raw_leiden_perturbation,"[0, 1, 2, 0, 0, 0, 0, 3, 2, 4, 2, 4, 2, 4, 4, 2, 4, 2, 1, 2, 5, 5, 0, 3, 3, 1, 6, 0, 1, 1, 1, 4, 7, 2, 8, 0, 2, 4, 4, 2, 2, 2, 0, 0, 1, 0, 0, 9, 10, 10, 10, 0, 0]",highest_weighted_modularity_among_feasible_pareto_solutions,0.31651523416756305,11,0.2641509433962264,0.07547169811320754
