subject,seed,threshold,source_front_size,retained_front_size,trimmed_count,trimmed_ratio,retained_pathological_gt_050_ratio,source_front_right_censored,weighted_modularity,imbalance,coupling,cohesion,cluster_count,max_cluster_ratio,distance_to_threshold,imbalance_lower_than_leiden,modularity_not_higher_than_leiden
daytrader,0,0.3,100,54,46,0.45999999999999996,0.0,False,0.2660538093503631,0.6592983097983453,0.5345940959409594,14.832683982683983,10,0.2264150943396226,0.0735849056603774,True,True
daytrader,0,0.35,100,75,25,0.25,0.0,False,0.2660538093503631,0.6592983097983453,0.5345940959409594,14.832683982683983,10,0.2264150943396226,0.12358490566037739,True,True
daytrader,0,0.4,100,100,0,0.0,0.0,False,0.2660538093503631,0.6592983097983453,0.5345940959409594,14.832683982683983,10,0.2264150943396226,0.17358490566037743,True,True
daytrader,0,0.45,100,100,0,0.0,0.0,True,0.2660538093503631,0.6592983097983453,0.5345940959409594,14.832683982683983,10,0.2264150943396226,0.22358490566037742,True,True
daytrader,0,0.5,100,100,0,0.0,0.0,True,0.2660538093503631,0.6592983097983453,0.5345940959409594,14.832683982683983,10,0.2264150943396226,0.2735849056603774,True,True
daytrader,0,0.6,100,100,0,0.0,0.0,True,0.2660538093503631,0.6592983097983453,0.5345940959409594,14.832683982683983,10,0.2264150943396226,0.3735849056603774,True,True
daytrader,1,0.3,97,35,62,0.6391752577319587,0.0,False,0.1698876479078443,0.489839810782912,0.6217712177121771,16.69781946448613,9,0.2075471698113207,0.09245283018867928,True,True
daytrader,1,0.35,97,67,30,0.30927835051546393,0.0,False,0.1698876479078443,0.489839810782912,0.6217712177121771,16.69781946448613,9,0.2075471698113207,0.14245283018867927,True,True
daytrader,1,0.4,97,97,0,0.0,0.0,False,0.1698876479078443,0.489839810782912,0.6217712177121771,16.69781946448613,9,0.2075471698113207,0.1924528301886793,True,True
daytrader,1,0.45,97,97,0,0.0,0.0,True,0.1698876479078443,0.489839810782912,0.6217712177121771,16.69781946448613,9,0.2075471698113207,0.2424528301886793,True,True
daytrader,1,0.5,97,97,0,0.0,0.0,True,0.1698876479078443,0.489839810782912,0.6217712177121771,16.69781946448613,9,0.2075471698113207,0.2924528301886793,True,True
daytrader,1,0.6,97,97,0,0.0,0.0,True,0.1698876479078443,0.489839810782912,0.6217712177121771,16.69781946448613,9,0.2075471698113207,0.39245283018867927,True,True
daytrader,2,0.3,100,46,54,0.54,0.0,False,0.324596763898912,0.8482176148297745,0.4178966789667896,7.154761904761905,10,0.2452830188679245,0.05471698113207549,True,True
daytrader,2,0.35,100,70,30,0.30000000000000004,0.0,False,0.324596763898912,0.8482176148297745,0.4178966789667896,7.154761904761905,10,0.2452830188679245,0.10471698113207548,True,True
daytrader,2,0.4,100,100,0,0.0,0.0,False,0.324596763898912,0.8482176148297745,0.4178966789667896,7.154761904761905,10,0.2452830188679245,0.15471698113207552,True,True
daytrader,2,0.45,100,100,0,0.0,0.0,True,0.324596763898912,0.8482176148297745,0.4178966789667896,7.154761904761905,10,0.2452830188679245,0.2047169811320755,True,True
daytrader,2,0.5,100,100,0,0.0,0.0,True,0.324596763898912,0.8482176148297745,0.4178966789667896,7.154761904761905,10,0.2452830188679245,0.2547169811320755,True,True
daytrader,2,0.6,100,100,0,0.0,0.0,True,0.324596763898912,0.8482176148297745,0.4178966789667896,7.154761904761905,10,0.2452830188679245,0.3547169811320755,True,True
daytrader,3,0.3,100,60,40,0.4,0.0,False,0.1802069433286583,0.3106052383614024,0.5899446494464945,7.775595238095239,8,0.1886792452830188,0.11132075471698119,True,True
daytrader,3,0.35,100,78,22,0.21999999999999997,0.0,False,0.1802069433286583,0.3106052383614024,0.5899446494464945,7.775595238095239,8,0.1886792452830188,0.16132075471698118,True,True
daytrader,3,0.4,100,100,0,0.0,0.0,False,0.1802069433286583,0.3106052383614024,0.5899446494464945,7.775595238095239,8,0.1886792452830188,0.21132075471698122,True,True
daytrader,3,0.45,100,100,0,0.0,0.0,True,0.1802069433286583,0.3106052383614024,0.5899446494464945,7.775595238095239,8,0.1886792452830188,0.26132075471698124,True,True
daytrader,3,0.5,100,100,0,0.0,0.0,True,0.1802069433286583,0.3106052383614024,0.5899446494464945,7.775595238095239,8,0.1886792452830188,0.3113207547169812,True,True
daytrader,3,0.6,100,100,0,0.0,0.0,True,0.1802069433286583,0.3106052383614024,0.5899446494464945,7.775595238095239,8,0.1886792452830188,0.41132075471698115,True,True
daytrader,4,0.3,100,24,76,0.76,0.0,False,0.2886576256791166,0.7179734939788847,0.4257380073800738,7.323702223702224,9,0.2641509433962264,0.03584905660377358,True,True
daytrader,4,0.35,100,51,49,0.49,0.0,False,0.2886576256791166,0.7179734939788847,0.4257380073800738,7.323702223702224,9,0.2641509433962264,0.08584905660377357,True,True
daytrader,4,0.4,100,100,0,0.0,0.0,False,0.2886576256791166,0.7179734939788847,0.4257380073800738,7.323702223702224,9,0.2641509433962264,0.1358490566037736,True,True
daytrader,4,0.45,100,100,0,0.0,0.0,True,0.2886576256791166,0.7179734939788847,0.4257380073800738,7.323702223702224,9,0.2641509433962264,0.1858490566037736,True,True
daytrader,4,0.5,100,100,0,0.0,0.0,True,0.2886576256791166,0.7179734939788847,0.4257380073800738,7.323702223702224,9,0.2641509433962264,0.2358490566037736,True,True
daytrader,4,0.6,100,100,0,0.0,0.0,True,0.2886576256791166,0.7179734939788847,0.4257380073800738,7.323702223702224,9,0.2641509433962264,0.33584905660377357,True,True
daytrader,5,0.3,100,40,60,0.6,0.0,False,0.1431744529622418,0.3998041528380583,0.4538745387453874,3.604196729196729,6,0.2264150943396226,0.0735849056603774,True,True
daytrader,5,0.35,100,68,32,0.31999999999999995,0.0,False,0.1779881129069593,0.8141678871845818,0.3450184501845018,5.628086419753086,9,0.3018867924528302,0.0481132075471698,True,True
daytrader,5,0.4,100,100,0,0.0,0.0,False,0.1779881129069593,0.8141678871845818,0.3450184501845018,5.628086419753086,9,0.3018867924528302,0.09811320754716985,True,True
daytrader,5,0.45,100,100,0,0.0,0.0,True,0.1779881129069593,0.8141678871845818,0.3450184501845018,5.628086419753086,9,0.3018867924528302,0.14811320754716983,True,True
daytrader,5,0.5,100,100,0,0.0,0.0,True,0.1779881129069593,0.8141678871845818,0.3450184501845018,5.628086419753086,9,0.3018867924528302,0.19811320754716982,True,True
daytrader,5,0.6,100,100,0,0.0,0.0,True,0.1779881129069593,0.8141678871845818,0.3450184501845018,5.628086419753086,9,0.3018867924528302,0.2981132075471698,True,True
daytrader,6,0.3,100,36,64,0.64,0.0,False,0.3198640107365095,0.7179734939788848,0.4215867158671587,7.671596304929638,9,0.2452830188679245,0.05471698113207549,True,True
daytrader,6,0.35,100,57,43,0.43000000000000005,0.0,False,0.3198640107365095,0.7179734939788848,0.4215867158671587,7.671596304929638,9,0.2452830188679245,0.10471698113207548,True,True
daytrader,6,0.4,100,100,0,0.0,0.0,False,0.3198640107365095,0.7179734939788848,0.4215867158671587,7.671596304929638,9,0.2452830188679245,0.15471698113207552,True,True
daytrader,6,0.45,100,100,0,0.0,0.0,True,0.3198640107365095,0.7179734939788848,0.4215867158671587,7.671596304929638,9,0.2452830188679245,0.2047169811320755,True,True
daytrader,6,0.5,100,100,0,0.0,0.0,True,0.3198640107365095,0.7179734939788848,0.4215867158671587,7.671596304929638,9,0.2452830188679245,0.2547169811320755,True,True
daytrader,6,0.6,100,100,0,0.0,0.0,True,0.3198640107365095,0.7179734939788848,0.4215867158671587,7.671596304929638,9,0.2452830188679245,0.3547169811320755,True,True
daytrader,7,0.3,100,39,61,0.61,0.0,False,0.1913697091883282,0.3453397210891156,0.5996309963099631,6.939583333333333,8,0.1886792452830188,0.11132075471698119,True,True
daytrader,7,0.35,100,59,41,0.41000000000000003,0.0,False,0.1913697091883282,0.3453397210891156,0.5996309963099631,6.939583333333333,8,0.1886792452830188,0.16132075471698118,True,True
daytrader,7,0.4,100,100,0,0.0,0.0,False,0.1913697091883282,0.3453397210891156,0.5996309963099631,6.939583333333333,8,0.1886792452830188,0.21132075471698122,True,True
daytrader,7,0.45,100,100,0,0.0,0.0,True,0.1913697091883282,0.3453397210891156,0.5996309963099631,6.939583333333333,8,0.1886792452830188,0.26132075471698124,True,True
daytrader,7,0.5,100,100,0,0.0,0.0,True,0.1913697091883282,0.3453397210891156,0.5996309963099631,6.939583333333333,8,0.1886792452830188,0.3113207547169812,True,True
daytrader,7,0.6,100,100,0,0.0,0.0,True,0.1913697091883282,0.3453397210891156,0.5996309963099631,6.939583333333333,8,0.1886792452830188,0.41132075471698115,True,True
daytrader,8,0.3,100,51,49,0.49,0.0,False,0.3053628933429556,0.6034787015743198,0.4423431734317343,5.452452408702408,8,0.2452830188679245,0.05471698113207549,True,True
daytrader,8,0.35,100,71,29,0.29000000000000004,0.0,False,0.3053628933429556,0.6034787015743198,0.4423431734317343,5.452452408702408,8,0.2452830188679245,0.10471698113207548,True,True
daytrader,8,0.4,100,100,0,0.0,0.0,False,0.3053628933429556,0.6034787015743198,0.4423431734317343,5.452452408702408,8,0.2452830188679245,0.15471698113207552,True,True
daytrader,8,0.45,100,100,0,0.0,0.0,True,0.3053628933429556,0.6034787015743198,0.4423431734317343,5.452452408702408,8,0.2452830188679245,0.2047169811320755,True,True
daytrader,8,0.5,100,100,0,0.0,0.0,True,0.3053628933429556,0.6034787015743198,0.4423431734317343,5.452452408702408,8,0.2452830188679245,0.2547169811320755,True,True
daytrader,8,0.6,100,100,0,0.0,0.0,True,0.3053628933429556,0.6034787015743198,0.4423431734317343,5.452452408702408,8,0.2452830188679245,0.3547169811320755,True,True
daytrader,9,0.3,100,44,56,0.56,0.0,False,0.2700822343786168,0.6426183534311849,0.4792435424354243,6.484848484848485,9,0.2075471698113207,0.09245283018867928,True,True
