subject,seed,run_type,calibration_status,bounds_source,class_count,max_raw_edge_weight,imbalance_upper_bound,imbalance_bound_method,calibration_bound_violation,hypervolume,hv_leiden_only,hv_gain_over_leiden,n_solutions,n_non_leiden_partitions,n_injected_seed_solutions,n_non_injected_solutions,exact_leiden_present_in_front,leiden_dominated_by_front,n_solutions_dominating_leiden,runtime_sec,front_source,final_population_size,result_opt_size,feasible_population_size,constraint_violating_population_size,recomputed_nondominated_size,n_unique_objective_vectors,n_unique_canonical_partitions,front_validation_passed,has_feasible_solution,used_infeasible_fallback,solution_id,coupling,cohesion,imbalance,weighted_modularity,internal_edge_weight_ratio,internal_external_edge_ratio,cluster_count,average_cluster_size,maximum_cluster_size,minimum_cluster_size,max_cluster_ratio,singleton_ratio,selected_equals_leiden,selected_is_injected_seed,selected_seed_name,mojofm_vs_reference,pairwise_precision,pairwise_recall,pairwise_f1,ari_vs_reference,nmi_vs_reference,reference_coverage_ratio
xerces-j,0,formal,not_required,theoretical,814,354.0,6.94092409300659,exact_extreme_allocation_over_cluster_count_and_singleton_count,False,0.1345042131321827,0.09965130208110475,0.03485291105107795,100,100,2,98,False,True,1,79.03699904103996,recomputed_nondominated_front,100,100,100,0,100,100,100,True,True,False,seed0_solution017,0.20879942487419123,8.336160470852038,1.2822422354171839,0.6615191429343901,0.7912005751258088,3.789285222421154,30,27.133333333333333,118,1,0.14496314496314497,0.012285012285012284,False,True,raw_leiden_perturb_0.02_2,,,,,,,
xerces-j,1,formal,not_required,theoretical,814,354.0,6.94092409300659,exact_extreme_allocation_over_cluster_count_and_singleton_count,False,0.12965928862032114,0.09965130208110475,0.030007986539216394,100,100,2,98,False,True,1,78.99766729096882,recomputed_nondominated_front,100,100,100,0,100,100,100,True,True,False,seed1_solution021,0.20879942487419123,8.337180593738605,1.2847820672188999,0.6615191429343901,0.7912005751258088,3.789285222421154,30,27.133333333333333,119,1,0.14619164619164618,0.012285012285012284,False,True,raw_leiden_perturb_0.005_1,,,,,,,
xerces-j,2,formal,not_required,theoretical,814,354.0,6.94092409300659,exact_extreme_allocation_over_cluster_count_and_singleton_count,False,0.1282519146941992,0.09965130208110475,0.028600612613094448,100,100,0,100,False,False,0,81.29953883303097,recomputed_nondominated_front,100,100,100,0,100,100,100,True,True,False,seed2_solution019,0.21156002875629043,8.071040518044304,1.3140990007829096,0.6590097036458774,0.7884399712437096,3.7267908114720676,31,26.258064516129032,119,1,0.14619164619164618,0.012285012285012284,False,False,,,,,,,,
xerces-j,3,formal,not_required,theoretical,814,354.0,6.94092409300659,exact_extreme_allocation_over_cluster_count_and_singleton_count,False,0.13766442869910275,0.09965130208110475,0.03801312661799801,100,99,1,99,True,False,0,63.119701499992516,recomputed_nondominated_front,100,100,100,0,100,100,100,True,True,False,seed3_solution018,0.20879942487419123,8.068765336183423,1.314526165589089,0.6615191429343901,0.7912005751258088,3.789285222421154,31,26.258064516129032,118,1,0.14496314496314497,0.013513513513513514,True,True,raw_leiden,,,,,,,
xerces-j,4,formal,not_required,theoretical,814,354.0,6.94092409300659,exact_extreme_allocation_over_cluster_count_and_singleton_count,False,0.1351687615248224,0.09965130208110475,0.03551745944371766,100,99,1,99,True,False,0,52.26746920804726,recomputed_nondominated_front,100,100,100,0,100,100,100,True,True,False,seed4_solution015,0.20879942487419123,8.068765336183423,1.314526165589089,0.6615191429343901,0.7912005751258088,3.789285222421154,31,26.258064516129032,118,1,0.14496314496314497,0.013513513513513514,True,True,raw_leiden,,,,,,,
xerces-j,5,formal,not_required,theoretical,814,354.0,6.94092409300659,exact_extreme_allocation_over_cluster_count_and_singleton_count,False,0.13522812059019865,0.09965130208110475,0.0355768185090939,100,99,1,99,True,False,0,52.740639958006795,recomputed_nondominated_front,100,100,100,0,100,100,100,True,True,False,seed5_solution014,0.20879942487419123,8.068765336183423,1.314526165589089,0.6615191429343901,0.7912005751258088,3.789285222421154,31,26.258064516129032,118,1,0.14496314496314497,0.013513513513513514,True,True,raw_leiden,,,,,,,
xerces-j,6,formal,not_required,theoretical,814,354.0,6.94092409300659,exact_extreme_allocation_over_cluster_count_and_singleton_count,False,0.12176468316306098,0.09965130208110475,0.022113381081956235,100,100,1,99,False,True,1,52.914506750006694,recomputed_nondominated_front,100,100,100,0,100,100,100,True,True,False,seed6_solution019,0.20879942487419123,8.337302013929023,1.2845706063703295,0.6615191429343901,0.7912005751258088,3.789285222421154,30,27.133333333333333,118,1,0.14496314496314497,0.012285012285012284,False,True,raw_leiden_perturb_0.005_2,,,,,,,
xerces-j,7,formal,not_required,theoretical,814,354.0,6.94092409300659,exact_extreme_allocation_over_cluster_count_and_singleton_count,False,0.1262718658922892,0.09965130208110475,0.026620563811184453,100,100,0,100,False,False,0,54.98098741599824,recomputed_nondominated_front,100,100,100,0,100,100,100,True,True,False,seed7_solution022,0.21958303378864127,8.585165176382803,1.2400805641622938,0.6508496541131117,0.7804169662113587,3.5540859088528025,29,28.06896551724138,118,1,0.14496314496314497,0.007371007371007371,False,False,,,,,,,,
xerces-j,8,formal,not_required,theoretical,814,354.0,6.94092409300659,exact_extreme_allocation_over_cluster_count_and_singleton_count,False,0.12759519388279722,0.09965130208110475,0.027943891801692475,100,99,1,99,True,False,0,55.13016100000823,recomputed_nondominated_front,100,100,100,0,100,100,100,True,True,False,seed8_solution014,0.20879942487419123,8.068765336183423,1.314526165589089,0.6615191429343901,0.7912005751258088,3.789285222421154,31,26.258064516129032,118,1,0.14496314496314497,0.013513513513513514,True,True,raw_leiden,,,,,,,
xerces-j,9,formal,not_required,theoretical,814,354.0,6.94092409300659,exact_extreme_allocation_over_cluster_count_and_singleton_count,False,0.12563147766401425,0.09965130208110475,0.025980175582909507,100,99,2,98,True,False,0,55.17129966698121,recomputed_nondominated_front,100,100,100,0,100,100,100,True,True,False,seed9_solution018,0.20879942487419123,8.068765336183423,1.314526165589089,0.6615191429343901,0.7912005751258088,3.789285222421154,31,26.258064516129032,118,1,0.14496314496314497,0.013513513513513514,True,True,raw_leiden,,,,,,,
