subject,seed,run_type,calibration_status,bounds_source,class_count,max_raw_edge_weight,imbalance_upper_bound,imbalance_bound_method,calibration_bound_violation,hypervolume,hv_leiden_only,hv_gain_over_leiden,n_solutions,n_non_leiden_partitions,n_injected_seed_solutions,n_non_injected_solutions,exact_leiden_present_in_front,leiden_dominated_by_front,n_solutions_dominating_leiden,runtime_sec,front_source,final_population_size,result_opt_size,feasible_population_size,constraint_violating_population_size,recomputed_nondominated_size,n_unique_objective_vectors,n_unique_canonical_partitions,front_validation_passed,has_feasible_solution,used_infeasible_fallback,solution_id,coupling,cohesion,imbalance,weighted_modularity,internal_edge_weight_ratio,internal_external_edge_ratio,cluster_count,average_cluster_size,maximum_cluster_size,minimum_cluster_size,max_cluster_ratio,singleton_ratio,selected_equals_leiden,selected_is_injected_seed,selected_seed_name,mojofm_vs_reference,pairwise_precision,pairwise_recall,pairwise_f1,ari_vs_reference,nmi_vs_reference,reference_coverage_ratio
jpetstore,11,formal,not_required,theoretical,24,35.0,1.2909944487358056,exact_extreme_allocation_over_cluster_count,False,0.3938579753241341,0.20490460754415157,0.1889533677799825,100,99,2,98,True,False,0,6.546905750001315,recomputed_nondominated_front,100,100,100,0,100,100,100,True,True,False,seed11_solution000,0.2518518518518518,5.477380952380952,0.20412414523193148,0.44206980643194654,0.7481481481481481,2.9705882352941178,4,6.0,7,4,0.2916666666666667,0.0,True,True,raw_leiden,,,,,,,
jpetstore,12,formal,not_required,theoretical,24,35.0,1.2909944487358056,exact_extreme_allocation_over_cluster_count,False,0.40772255652538963,0.20490460754415157,0.20281794898123806,97,96,2,95,True,False,0,6.577628250000998,recomputed_nondominated_front,100,97,100,0,97,95,97,True,True,False,seed12_solution000,0.2518518518518518,5.477380952380952,0.20412414523193148,0.44206980643194654,0.7481481481481481,2.9705882352941178,4,6.0,7,4,0.2916666666666667,0.0,True,True,raw_leiden,,,,,,,
jpetstore,13,formal,not_required,theoretical,24,35.0,1.2909944487358056,exact_extreme_allocation_over_cluster_count,False,0.38453024765020016,0.20490460754415157,0.1796256401060486,100,99,1,99,True,False,0,6.597040166030638,recomputed_nondominated_front,100,100,100,0,100,99,100,True,True,False,seed13_solution000,0.2518518518518518,5.477380952380952,0.20412414523193148,0.44206980643194654,0.7481481481481481,2.9705882352941178,4,6.0,7,4,0.2916666666666667,0.0,True,True,raw_leiden,,,,,,,
jpetstore,14,formal,not_required,theoretical,24,35.0,1.2909944487358056,exact_extreme_allocation_over_cluster_count,False,0.39471113218938503,0.20490460754415157,0.18980652464523345,89,88,4,85,True,False,0,6.568262874963693,recomputed_nondominated_front,100,89,100,0,89,88,89,True,True,False,seed14_solution000,0.2518518518518518,5.477380952380952,0.20412414523193148,0.44206980643194654,0.7481481481481481,2.9705882352941178,4,6.0,7,4,0.2916666666666667,0.0,True,True,raw_leiden,,,,,,,
jpetstore,15,formal,not_required,theoretical,24,35.0,1.2909944487358056,exact_extreme_allocation_over_cluster_count,False,0.39221776838997796,0.20490460754415157,0.1873131608458264,76,75,3,73,True,False,0,6.484460124978796,recomputed_nondominated_front,100,76,100,0,76,76,76,True,True,False,seed15_solution000,0.2518518518518518,5.477380952380952,0.20412414523193148,0.44206980643194654,0.7481481481481481,2.9705882352941178,4,6.0,7,4,0.2916666666666667,0.0,True,True,raw_leiden,,,,,,,
jpetstore,16,formal,not_required,theoretical,24,35.0,1.2909944487358056,exact_extreme_allocation_over_cluster_count,False,0.3994348942068604,0.20490460754415157,0.19453028666270883,100,99,2,98,True,False,0,6.537878791044932,recomputed_nondominated_front,100,100,100,0,100,100,100,True,True,False,seed16_solution000,0.2518518518518518,5.477380952380952,0.20412414523193148,0.44206980643194654,0.7481481481481481,2.9705882352941178,4,6.0,7,4,0.2916666666666667,0.0,True,True,raw_leiden,,,,,,,
jpetstore,17,formal,not_required,theoretical,24,35.0,1.2909944487358056,exact_extreme_allocation_over_cluster_count,False,0.4053035203453399,0.20490460754415157,0.20039891280118832,87,86,3,84,True,False,0,6.605538917006925,recomputed_nondominated_front,100,87,100,0,87,87,87,True,True,False,seed17_solution000,0.2518518518518518,5.477380952380952,0.20412414523193148,0.44206980643194654,0.7481481481481481,2.9705882352941178,4,6.0,7,4,0.2916666666666667,0.0,True,True,raw_leiden,,,,,,,
jpetstore,18,formal,not_required,theoretical,24,35.0,1.2909944487358056,exact_extreme_allocation_over_cluster_count,False,0.401114300112799,0.20490460754415157,0.19620969256864745,96,95,2,94,True,False,0,6.567867417004891,recomputed_nondominated_front,100,96,100,0,96,96,96,True,True,False,seed18_solution000,0.2518518518518518,5.477380952380952,0.20412414523193148,0.44206980643194654,0.7481481481481481,2.9705882352941178,4,6.0,7,4,0.2916666666666667,0.0,True,True,raw_leiden,,,,,,,
jpetstore,19,formal,not_required,theoretical,24,35.0,1.2909944487358056,exact_extreme_allocation_over_cluster_count,False,0.40787000683489855,0.20490460754415157,0.20296539929074697,100,99,1,99,True,False,0,6.681188000016846,recomputed_nondominated_front,100,100,100,0,100,100,100,True,True,False,seed19_solution000,0.2518518518518518,5.477380952380952,0.20412414523193148,0.44206980643194654,0.7481481481481481,2.9705882352941178,4,6.0,7,4,0.2916666666666667,0.0,True,True,raw_leiden,,,,,,,
jpetstore,20,formal,not_required,theoretical,24,35.0,1.2909944487358056,exact_extreme_allocation_over_cluster_count,False,0.4061171212229795,0.20490460754415157,0.20121251367882792,100,99,1,99,True,False,0,6.5401645000092685,recomputed_nondominated_front,100,100,100,0,100,100,100,True,True,False,seed20_solution000,0.2518518518518518,5.477380952380952,0.20412414523193148,0.44206980643194654,0.7481481481481481,2.9705882352941178,4,6.0,7,4,0.2916666666666667,0.0,True,True,raw_leiden,,,,,,,
jpetstore,21,formal,not_required,theoretical,24,35.0,1.2909944487358056,exact_extreme_allocation_over_cluster_count,False,0.4091268577328878,0.20490460754415157,0.20422225018873624,85,84,3,82,True,False,0,6.525197874987498,recomputed_nondominated_front,100,85,100,0,85,83,85,True,True,False,seed21_solution000,0.2518518518518518,5.477380952380952,0.20412414523193148,0.44206980643194654,0.7481481481481481,2.9705882352941178,4,6.0,7,4,0.2916666666666667,0.0,True,True,raw_leiden,,,,,,,
jpetstore,22,formal,not_required,theoretical,24,35.0,1.2909944487358056,exact_extreme_allocation_over_cluster_count,False,0.3835414183904938,0.20490460754415157,0.17863681084634225,100,99,3,97,True,False,0,6.626772459014319,recomputed_nondominated_front,100,100,100,0,100,100,100,True,True,False,seed22_solution000,0.2518518518518518,5.477380952380952,0.20412414523193148,0.44206980643194654,0.7481481481481481,2.9705882352941178,4,6.0,7,4,0.2916666666666667,0.0,True,True,raw_leiden,,,,,,,
jpetstore,23,formal,not_required,theoretical,24,35.0,1.2909944487358056,exact_extreme_allocation_over_cluster_count,False,0.4073115975765665,0.20490460754415157,0.2024069900324149,100,99,2,98,True,False,0,6.584858208952937,recomputed_nondominated_front,100,100,100,0,100,100,100,True,True,False,seed23_solution000,0.2518518518518518,5.477380952380952,0.20412414523193148,0.44206980643194654,0.7481481481481481,2.9705882352941178,4,6.0,7,4,0.2916666666666667,0.0,True,True,raw_leiden,,,,,,,
jpetstore,24,formal,not_required,theoretical,24,35.0,1.2909944487358056,exact_extreme_allocation_over_cluster_count,False,0.40375029375707927,0.20490460754415157,0.1988456862129277,100,99,1,99,True,False,0,6.627225250005722,recomputed_nondominated_front,100,100,100,0,100,100,100,True,True,False,seed24_solution000,0.2518518518518518,5.477380952380952,0.20412414523193148,0.44206980643194654,0.7481481481481481,2.9705882352941178,4,6.0,7,4,0.2916666666666667,0.0,True,True,raw_leiden,,,,,,,
jpetstore,25,formal,not_required,theoretical,24,35.0,1.2909944487358056,exact_extreme_allocation_over_cluster_count,False,0.39318706620902444,0.20490460754415157,0.18828245866487286,76,75,1,75,True,False,0,6.546328625001479,recomputed_nondominated_front,100,76,100,0,76,76,76,True,True,False,seed25_solution000,0.2518518518518518,5.477380952380952,0.20412414523193148,0.44206980643194654,0.7481481481481481,2.9705882352941178,4,6.0,7,4,0.2916666666666667,0.0,True,True,raw_leiden,,,,,,,
jpetstore,26,formal,not_required,theoretical,24,35.0,1.2909944487358056,exact_extreme_allocation_over_cluster_count,False,0.4091302320485599,0.20490460754415157,0.20422562450440834,96,95,2,94,True,False,0,6.776696708984673,recomputed_nondominated_front,100,96,100,0,96,94,96,True,True,False,seed26_solution000,0.2518518518518518,5.477380952380952,0.20412414523193148,0.44206980643194654,0.7481481481481481,2.9705882352941178,4,6.0,7,4,0.2916666666666667,0.0,True,True,raw_leiden,,,,,,,
jpetstore,27,formal,not_required,theoretical,24,35.0,1.2909944487358056,exact_extreme_allocation_over_cluster_count,False,0.40642060589073864,0.20490460754415157,0.20151599834658707,100,99,1,99,True,False,0,6.60480379202636,recomputed_nondominated_front,100,100,100,0,100,100,100,True,True,False,seed27_solution000,0.2518518518518518,5.477380952380952,0.20412414523193148,0.44206980643194654,0.7481481481481481,2.9705882352941178,4,6.0,7,4,0.2916666666666667,0.0,True,True,raw_leiden,,,,,,,
jpetstore,28,formal,not_required,theoretical,24,35.0,1.2909944487358056,exact_extreme_allocation_over_cluster_count,False,0.4096936619973028,0.20490460754415157,0.2047890544531512,96,95,3,93,True,False,0,6.609736917016562,recomputed_nondominated_front,100,96,100,0,96,94,96,True,True,False,seed28_solution000,0.2518518518518518,5.477380952380952,0.20412414523193148,0.44206980643194654,0.7481481481481481,2.9705882352941178,4,6.0,7,4,0.2916666666666667,0.0,True,True,raw_leiden,,,,,,,
jpetstore,29,formal,not_required,theoretical,24,35.0,1.2909944487358056,exact_extreme_allocation_over_cluster_count,False,0.4099240103642097,0.20490460754415157,0.20501940282005815,85,84,1,84,True,False,0,6.546384167042561,recomputed_nondominated_front,100,85,100,0,85,83,85,True,True,False,seed29_solution000,0.2518518518518518,5.477380952380952,0.20412414523193148,0.44206980643194654,0.7481481481481481,2.9705882352941178,4,6.0,7,4,0.2916666666666667,0.0,True,True,raw_leiden,,,,,,,
