subject,method,pair_count,identical_pair_count,identical_pair_proportion,ari_mean,ari_median,ari_min,ari_max,nmi_mean,nmi_median,nmi_min,nmi_max,cluster_count_mean,cluster_count_std,cluster_count_min,cluster_count_max
jpetstore,stage2,435,435,1,1,1,1,1,1,1,1,1,4,0,4,4
jpetstore,stage3,435,325,0.74712643678160906013,0.96638726957521203786,1,0.68297020898176963311,1,0.97322102898457196751,1,0.75315959112690511468,1,4,0,4,4
daytrader,stage2,435,0,0,0.4729848090910748204,0.49878230066103668161,-0.027202658858906301337,0.99450978517243582289,0.63854693723115230064,0.67936988027170441828,0.15734454374071960014,0.98639103795893556814,8.9000000000000003553,1.2415229801920006913,6,11
daytrader,stage3,435,1,0.0022988505747125998445,0.53436532441613826538,0.69922450097579347261,-0.00099069412016989993539,1,0.68426669008836460417,0.80581866565965087901,0.1530732310146336872,1.000000000000000222,9.4000000000000003553,1.5447352189134953004,4,11
xerces,stage2,435,66,0.15172413793103439739,0.99201472150450797916,0.99701262025539083567,0.93664939412460124224,1,0.99260930943732716969,0.99715150984553357905,0.9452015728622186197,0.99999999999999922284,30.466666666666665009,0.73029674334022154358,28,31
xerces,stage3,435,3,0.0068965517241378997138,0.98944124648634135255,0.99144356090442942175,0.95078844644541438136,1,0.99108243175344756803,0.99284113924130956708,0.96046019040070362838,0.99999999999999922284,30.63333333333333286,0.71839540228413778511,28,31
