subject,algorithm,graph_type,cluster_count,modularity,average_cluster_size,max_cluster_size,min_cluster_size,max_cluster_ratio,singleton_ratio,internal_external_edge_ratio,internal_edge_weight_ratio
jfreechart,leiden,ssa,26,0.500068873279838,24.423076923076923,102,1,0.16062992125984252,0.02204724409448819,1.9406597119567512,0.6599402522046361
