class_id_a,class_id_b,weight,selected_by
org.apache.xerces.dom.ASDOMImplementationImpl,org.apache.xerces.dom.DOMImplementationImpl,0.69484201058727602,a
org.apache.xerces.dom.ASDOMImplementationImpl,org.apache.xerces.dom.DeferredDOMImplementationImpl,0.671681001406359,b
org.apache.xerces.dom.ASDOMImplementationImpl,org.apache.xerces.dom3.as.DOMImplementationAS,0.8340360719926857,both
org.apache.xerces.dom.ASDOMImplementationImpl,org.apache.xerces.parsers.DOMASBuilderImpl,0.69321614410604226,both
org.apache.xerces.dom.ASModelImpl,org.apache.xerces.dom3.as.ASContentModel,0.69317327407305851,b
org.apache.xerces.dom.ASModelImpl,org.apache.xerces.dom3.as.ASModel,0.85618410006118473,both
org.apache.xerces.dom.ASModelImpl,org.apache.xerces.dom3.as.DOMImplementationAS,0.73247300905711743,a
org.apache.xerces.dom.ASModelImpl,org.apache.xerces.dom3.as.DocumentAS,0.72166000169900713,a
org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.AttrNSImpl,0.77297851210758739,both
org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.AttributeMap,0.66885572061891263,b
org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.ElementImpl,0.71165640123769935,a
org.apache.xerces.dom.AttrImpl,org.apache.xerces.impl.xs.opti.AttrImpl,0.84736752635982493,both
org.apache.xerces.dom.AttrNSImpl,org.apache.xerces.dom.ElementNSImpl,0.83231282923514394,both
org.apache.xerces.dom.AttrNSImpl,org.apache.xerces.impl.xs.opti.AttrImpl,0.74892344508700526,b
org.apache.xerces.dom.AttrNSImpl,org.apache.xerces.stax.events.NamespaceImpl,0.7974098796623057,both
org.apache.xerces.dom.AttributeMap,org.apache.xerces.dom.NamedNodeMapImpl,0.76715756256753009,both
org.apache.xerces.dom.AttributeMap,org.apache.xerces.impl.xs.opti.NamedNodeMapImpl,0.75431038207176226,both
org.apache.xerces.dom.CDATASectionImpl,org.apache.xerces.dom.CharacterDataImpl,0.55914919358939863,a
org.apache.xerces.dom.CDATASectionImpl,org.apache.xerces.dom.CommentImpl,0.70374938339543969,both
org.apache.xerces.dom.CDATASectionImpl,org.apache.xerces.dom.DeferredCDATASectionImpl,0.68081384700333092,a
org.apache.xerces.dom.CharacterDataImpl,org.apache.xerces.dom.CharacterDataImpl$1,0.64195910407586632,b
org.apache.xerces.dom.CharacterDataImpl,org.apache.xerces.dom.TextImpl,0.70288115802808393,both
org.apache.xerces.dom.CharacterDataImpl,org.apache.xerces.dom3.as.CharacterDataEditAS,0.67057503632135884,a
org.apache.xerces.dom.CharacterDataImpl,org.apache.xerces.impl.xs.opti.DefaultText,0.66573925630517516,a
org.apache.xerces.dom.CharacterDataImpl$1,org.apache.xerces.dom.DeepNodeListImpl,0.60236658607577187,b
org.apache.xerces.dom.CharacterDataImpl$1,org.apache.xerces.dom.NodeListCache,0.65794336264723818,both
org.apache.xerces.dom.CharacterDataImpl$1,org.apache.xerces.dom.ParentNode$1,0.83152712253534555,both
org.apache.xerces.dom.ChildNode,org.apache.xerces.dom.EntityImpl,0.61725355468149501,a
org.apache.xerces.dom.ChildNode,org.apache.xerces.dom.NodeImpl,0.62598712865179562,a
org.apache.xerces.dom.ChildNode,org.apache.xerces.dom.ParentNode,0.70623653875736725,both
org.apache.xerces.dom.CommentImpl,org.apache.xerces.dom.DeferredCommentImpl,0.6304777614961854,a
org.apache.xerces.dom.CommentImpl,org.apache.xerces.stax.events.CommentImpl,0.65584747171718938,a
org.apache.xerces.dom.CoreDOMImplementationImpl,org.apache.xerces.dom.CoreDocumentImpl,0.71517266638029764,both
org.apache.xerces.dom.CoreDOMImplementationImpl,org.apache.xerces.dom.DOMImplementationImpl,0.80291432226330373,both
org.apache.xerces.dom.CoreDOMImplementationImpl,org.apache.xerces.impl.xs.opti.SchemaDOMImplementation,0.73084086208388621,both
org.apache.xerces.dom.CoreDOMImplementationImpl$RevalidationHandlerHolder,org.apache.xerces.dom.CoreDOMImplementationImpl$XMLDTDLoaderHolder,0.54706502599434004,a
org.apache.xerces.dom.CoreDOMImplementationImpl$RevalidationHandlerHolder,org.apache.xerces.impl.RevalidationHandler,0.61827667191980085,a
org.apache.xerces.dom.CoreDOMImplementationImpl$RevalidationHandlerHolder,org.apache.xerces.jaxp.validation.ValidatorHandlerImpl$1,0.58468757801366644,a
org.apache.xerces.dom.CoreDOMImplementationImpl$XMLDTDLoaderHolder,org.apache.xerces.impl.dtd.XMLDTDLoader,0.70403241097852243,a
org.apache.xerces.dom.CoreDOMImplementationImpl$XMLDTDLoaderHolder,org.apache.xerces.parsers.XMLGrammarPreparser$XMLGrammarLoaderContainer,0.60564451465412938,both
org.apache.xerces.dom.CoreDOMImplementationImpl$XMLDTDLoaderHolder,org.apache.xml.serialize.OutputFormat$DTD,0.60452229774353017,a
org.apache.xerces.dom.CoreDocumentImpl,org.apache.xerces.dom.DOMNormalizer,0.68127224691301014,b
org.apache.xerces.dom.CoreDocumentImpl,org.apache.xerces.dom.DeferredDocumentImpl,0.7139080910203196,a
org.apache.xerces.dom.CoreDocumentImpl,org.apache.xerces.dom.DocumentFragmentImpl,0.61708773792009675,b
org.apache.xerces.dom.CoreDocumentImpl,org.apache.xerces.dom.DocumentImpl,0.80756400776751258,both
org.apache.xerces.dom.CoreDocumentImpl,org.apache.xerces.dom.DocumentTypeImpl,0.68562385569180517,b
org.apache.xerces.dom.CoreDocumentImpl,org.apache.xerces.dom.NodeImpl,0.70639033739831225,b
org.apache.xerces.dom.CoreDocumentImpl,org.apache.xerces.dom.ParentNode,0.66764556459684965,b
org.apache.xerces.dom.CoreDocumentImpl,org.apache.xerces.impl.xs.opti.DefaultDocument,0.67300339320961189,b
org.apache.xerces.dom.DOMConfigurationImpl,org.apache.xerces.jaxp.validation.XMLSchemaValidatorComponentManager,0.68604224287377658,b
org.apache.xerces.dom.DOMConfigurationImpl,org.apache.xerces.parsers.BasicParserConfiguration,0.75476280017228758,a
org.apache.xerces.dom.DOMConfigurationImpl,org.apache.xerces.parsers.DOMParserImpl,0.80452492475519821,both
org.apache.xerces.dom.DOMConfigurationImpl,org.apache.xerces.parsers.XML11DTDConfiguration,0.74391533170211155,a
org.apache.xerces.dom.DOMConfigurationImpl,org.apache.xml.serialize.DOMSerializerImpl,0.72451214696995825,b
org.apache.xerces.dom.DOMErrorImpl,org.apache.xerces.dom.DOMLocatorImpl,0.62139975824969285,a
org.apache.xerces.dom.DOMErrorImpl,org.apache.xerces.util.DOMErrorHandlerWrapper,0.72353098482521561,a
org.apache.xerces.dom.DOMErrorImpl,org.apache.xerces.util.DOMErrorHandlerWrapper$DOMErrorTypeMap,0.54855522257445521,b
org.apache.xerces.dom.DOMErrorImpl,org.apache.xml.serialize.DOMSerializerImpl,0.6143918164534905,a
org.apache.xerces.dom.DOMImplementationImpl,org.apache.xerces.dom.DOMImplementationSourceImpl,0.70780918996509323,b
org.apache.xerces.dom.DOMImplementationImpl,org.apache.xerces.dom.DeferredDOMImplementationImpl,0.76293321595601737,b
org.apache.xerces.dom.DOMImplementationImpl,org.apache.xerces.dom.DocumentImpl,0.70446253298112538,b
org.apache.xerces.dom.DOMImplementationImpl,org.apache.xerces.dom.PSVIDOMImplementationImpl,0.84306233210034032,both
