subject,seed,budget,selection_rule,solution_id,weighted_modularity,modularity_max_in_feasible_front,realised_modularity_loss,eligible_candidate_count,coupling,cohesion,imbalance,cluster_count,max_cluster_ratio,singleton_ratio,label_vector
daytrader,0,0.0,minimum_imbalance_within_relative_modularity_band,seed0_solution054,0.2660538093503631,0.2660538093503631,0.0,1,0.5345940959409594,14.832683982683983,0.6592983097983453,10,0.2264150943396226,0.0,"[0, 1, 2, 3, 3, 3, 4, 4, 2, 5, 2, 0, 1, 5, 5, 2, 5, 2, 1, 2, 6, 6, 3, 4, 4, 7, 0, 3, 1, 1, 1, 5, 8, 2, 2, 3, 2, 5, 1, 2, 2, 2, 3, 3, 7, 3, 3, 0, 9, 9, 9, 3, 8]"
daytrader,0,0.005,minimum_imbalance_within_relative_modularity_band,seed0_solution054,0.2660538093503631,0.2660538093503631,0.0,1,0.5345940959409594,14.832683982683983,0.6592983097983453,10,0.2264150943396226,0.0,"[0, 1, 2, 3, 3, 3, 4, 4, 2, 5, 2, 0, 1, 5, 5, 2, 5, 2, 1, 2, 6, 6, 3, 4, 4, 7, 0, 3, 1, 1, 1, 5, 8, 2, 2, 3, 2, 5, 1, 2, 2, 2, 3, 3, 7, 3, 3, 0, 9, 9, 9, 3, 8]"
daytrader,0,0.01,minimum_imbalance_within_relative_modularity_band,seed0_solution054,0.2660538093503631,0.2660538093503631,0.0,1,0.5345940959409594,14.832683982683983,0.6592983097983453,10,0.2264150943396226,0.0,"[0, 1, 2, 3, 3, 3, 4, 4, 2, 5, 2, 0, 1, 5, 5, 2, 5, 2, 1, 2, 6, 6, 3, 4, 4, 7, 0, 3, 1, 1, 1, 5, 8, 2, 2, 3, 2, 5, 1, 2, 2, 2, 3, 3, 7, 3, 3, 0, 9, 9, 9, 3, 8]"
daytrader,0,0.025,minimum_imbalance_within_relative_modularity_band,seed0_solution054,0.2660538093503631,0.2660538093503631,0.0,1,0.5345940959409594,14.832683982683983,0.6592983097983453,10,0.2264150943396226,0.0,"[0, 1, 2, 3, 3, 3, 4, 4, 2, 5, 2, 0, 1, 5, 5, 2, 5, 2, 1, 2, 6, 6, 3, 4, 4, 7, 0, 3, 1, 1, 1, 5, 8, 2, 2, 3, 2, 5, 1, 2, 2, 2, 3, 3, 7, 3, 3, 0, 9, 9, 9, 3, 8]"
daytrader,0,0.05,minimum_imbalance_within_relative_modularity_band,seed0_solution054,0.2660538093503631,0.2660538093503631,0.0,1,0.5345940959409594,14.832683982683983,0.6592983097983453,10,0.2264150943396226,0.0,"[0, 1, 2, 3, 3, 3, 4, 4, 2, 5, 2, 0, 1, 5, 5, 2, 5, 2, 1, 2, 6, 6, 3, 4, 4, 7, 0, 3, 1, 1, 1, 5, 8, 2, 2, 3, 2, 5, 1, 2, 2, 2, 3, 3, 7, 3, 3, 0, 9, 9, 9, 3, 8]"
daytrader,0,0.1,minimum_imbalance_within_relative_modularity_band,seed0_solution062,0.2450944891137105,0.2660538093503631,0.078778500814666,2,0.5770295202952029,15.675685425685426,0.6317233601050266,10,0.2264150943396226,0.0188679245283018,"[0, 1, 2, 3, 3, 3, 4, 4, 2, 5, 2, 0, 2, 4, 5, 2, 5, 2, 1, 2, 6, 6, 3, 4, 4, 7, 0, 3, 1, 1, 1, 5, 8, 2, 4, 0, 2, 4, 4, 2, 2, 2, 0, 0, 7, 3, 0, 5, 9, 9, 9, 0, 0]"
daytrader,0,0.15,minimum_imbalance_within_relative_modularity_band,seed0_solution062,0.2450944891137105,0.2660538093503631,0.078778500814666,2,0.5770295202952029,15.675685425685426,0.6317233601050266,10,0.2264150943396226,0.0188679245283018,"[0, 1, 2, 3, 3, 3, 4, 4, 2, 5, 2, 0, 2, 4, 5, 2, 5, 2, 1, 2, 6, 6, 3, 4, 4, 7, 0, 3, 1, 1, 1, 5, 8, 2, 4, 0, 2, 4, 4, 2, 2, 2, 0, 0, 7, 3, 0, 5, 9, 9, 9, 0, 0]"
daytrader,0,0.2,minimum_imbalance_within_relative_modularity_band,seed0_solution062,0.2450944891137105,0.2660538093503631,0.078778500814666,2,0.5770295202952029,15.675685425685426,0.6317233601050266,10,0.2264150943396226,0.0188679245283018,"[0, 1, 2, 3, 3, 3, 4, 4, 2, 5, 2, 0, 2, 4, 5, 2, 5, 2, 1, 2, 6, 6, 3, 4, 4, 7, 0, 3, 1, 1, 1, 5, 8, 2, 4, 0, 2, 4, 4, 2, 2, 2, 0, 0, 7, 3, 0, 5, 9, 9, 9, 0, 0]"
daytrader,1,0.0,minimum_imbalance_within_relative_modularity_band,seed1_solution064,0.1698876479078443,0.1698876479078443,0.0,1,0.6217712177121771,16.69781946448613,0.489839810782912,9,0.2075471698113207,0.0188679245283018,"[0, 0, 1, 1, 2, 3, 4, 4, 5, 3, 0, 1, 2, 0, 6, 7, 2, 5, 6, 6, 1, 1, 3, 4, 4, 1, 5, 5, 0, 0, 1, 0, 1, 6, 7, 7, 5, 5, 4, 5, 7, 2, 0, 6, 1, 4, 4, 0, 8, 7, 0, 6, 0]"
daytrader,1,0.005,minimum_imbalance_within_relative_modularity_band,seed1_solution064,0.1698876479078443,0.1698876479078443,0.0,1,0.6217712177121771,16.69781946448613,0.489839810782912,9,0.2075471698113207,0.0188679245283018,"[0, 0, 1, 1, 2, 3, 4, 4, 5, 3, 0, 1, 2, 0, 6, 7, 2, 5, 6, 6, 1, 1, 3, 4, 4, 1, 5, 5, 0, 0, 1, 0, 1, 6, 7, 7, 5, 5, 4, 5, 7, 2, 0, 6, 1, 4, 4, 0, 8, 7, 0, 6, 0]"
daytrader,1,0.01,minimum_imbalance_within_relative_modularity_band,seed1_solution064,0.1698876479078443,0.1698876479078443,0.0,1,0.6217712177121771,16.69781946448613,0.489839810782912,9,0.2075471698113207,0.0188679245283018,"[0, 0, 1, 1, 2, 3, 4, 4, 5, 3, 0, 1, 2, 0, 6, 7, 2, 5, 6, 6, 1, 1, 3, 4, 4, 1, 5, 5, 0, 0, 1, 0, 1, 6, 7, 7, 5, 5, 4, 5, 7, 2, 0, 6, 1, 4, 4, 0, 8, 7, 0, 6, 0]"
