profile_family,stage,subject,budget,permitted_loss,selected_count,median_realised_loss,mean_realised_loss,iqr_realised_loss,maximum_realised_loss,solutions_above_leiden,solutions_equal_leiden_within_tolerance
stage3_balance,stage3,daytrader,0.2000000000000000111,0.2000000000000000111,26,0.087044771912805893321,0.099107533941730496796,0.069933439406427502782,0.1996585123658176919,0,1
stage3_balance,stage3,jpetstore,0,0,26,0,0,0,0,0,26
stage3_balance,stage3,jpetstore,0.0050000000000000001041,0.0050000000000000001041,28,0,0.00069743593784930000331,0,0.0049234248832928000431,0,23
stage3_balance,stage3,jpetstore,0.010000000000000000208,0.010000000000000000208,29,0,0.0011888884582469999487,0,0.0099158052971639997625,0,23
stage3_balance,stage3,jpetstore,0.025000000000000001388,0.025000000000000001388,30,0.011343184780135299322,0.0089182486214640002004,0.0087177029533653006832,0.017983602374828499409,0,7
stage3_balance,stage3,jpetstore,0.050000000000000002776,0.050000000000000002776,30,0.01193965011963789985,0.015695428018470899273,0.021260713965563598354,0.04150433385509690043,0,5
stage3_balance,stage3,jpetstore,0.10000000000000000555,0.10000000000000000555,30,0.023679329200598599192,0.036661127239043501957,0.054778273491425402697,0.097144551478751298146,0,2
stage3_balance,stage3,jpetstore,0.14999999999999991118,0.14999999999999991118,30,0.073141131284434696136,0.070671374030887496032,0.090810985995131696114,0.13855234759103848829,0,0
stage3_balance,stage3,jpetstore,0.2000000000000000111,0.2000000000000000111,30,0.11322498120961800583,0.10428052948653419862,0.087473538315140500488,0.19142055288544421177,0,0
stage3_balance,stage3,xerces,0,0,8,0,-4.4740900713068368301e-05,0,0,1,7
stage3_balance,stage3,xerces,0.0050000000000000001041,0.0050000000000000001041,27,0.0012817117315939000922,0.0015653579367977999998,0.0026398329894878999786,0.004359238430839299655,1,4
stage3_balance,stage3,xerces,0.010000000000000000208,0.010000000000000000208,29,0.0028349467741769999313,0.0037016673120298998131,0.0055219627703780999051,0.0099686795038186008094,1,3
stage3_balance,stage3,xerces,0.025000000000000001388,0.025000000000000001388,30,0.018684242526308299237,0.017665042204860498948,0.0093479456601816002248,0.024538108580830900185,0,0
stage3_balance,stage3,xerces,0.050000000000000002776,0.050000000000000002776,30,0.03927052608421519736,0.03584107259209730334,0.016779893767823298584,0.049608124067667402901,0,0
stage3_balance,stage3,xerces,0.10000000000000000555,0.10000000000000000555,30,0.088939446075269906755,0.082292088399627399964,0.02666965554356889867,0.099988099885752204643,0,0
stage3_balance,stage3,xerces,0.14999999999999991118,0.14999999999999991118,30,0.1261546039347329895,0.1265881142872763987,0.021259604948683001602,0.14704567900942730474,0,0
stage3_balance,stage3,xerces,0.2000000000000000111,0.2000000000000000111,30,0.18624922554348230519,0.18087208591429299043,0.023088049196325701601,0.1998645151029765088,0,0
stage3_semantic,stage3,daytrader,0,0,4,0,0,0,0,0,4
stage3_semantic,stage3,daytrader,0.0050000000000000001041,0.0050000000000000001041,6,0,0.001396210317492800005,0.0028664314706088999535,0.0045553532774785000792,0,4
stage3_semantic,stage3,daytrader,0.010000000000000000208,0.010000000000000000208,9,0.0038219086274786000582,0.003945205399641199713,0.0087312030229193000191,0.0096671806459753002044,0,4
stage3_semantic,stage3,daytrader,0.025000000000000001388,0.025000000000000001388,10,0.0041886309524785001954,0.0045969085865132002303,0.0087312030229193000191,0.010462237268361099934,0,4
stage3_semantic,stage3,daytrader,0.050000000000000002776,0.050000000000000002776,19,0.029593082417483301122,0.022901145987860898473,0.027199391745634300677,0.045315277966673797594,0,3
stage3_semantic,stage3,daytrader,0.10000000000000000555,0.10000000000000000555,24,0.035822446093620702312,0.034371806405132598883,0.03921126843648149729,0.07923889550707799434,0,3
stage3_semantic,stage3,daytrader,0.14999999999999991118,0.14999999999999991118,25,0.070389712111504604275,0.070107437515464401945,0.089518918644339806612,0.14914619898373018825,0,2
stage3_semantic,stage3,daytrader,0.2000000000000000111,0.2000000000000000111,26,0.075890710848131398558,0.083962345606107102736,0.10729315336956860016,0.18713653442487029888,0,2
stage3_semantic,stage3,jpetstore,0,0,26,0,0,0,0,0,26
stage3_semantic,stage3,jpetstore,0.0050000000000000001041,0.0050000000000000001041,28,0.0048820515649456996954,0.0029655803543722001996,0.0048820515649456996954,0.0049234248832928000431,0,11
stage3_semantic,stage3,jpetstore,0.010000000000000000208,0.010000000000000000208,29,0.0048820515649456996954,0.0032052432834340002094,0.0048820515649456996954,0.0099158052971639997625,0,11
stage3_semantic,stage3,jpetstore,0.025000000000000001388,0.025000000000000001388,30,0.011343184780135299322,0.0082962697356474008475,0.0064611332151895996267,0.016997538287558400238,0,4
stage3_semantic,stage3,jpetstore,0.050000000000000002776,0.050000000000000002776,30,0.026834044724557099687,0.028941785442568101344,0.034332958674950501965,0.04711731404417299901,0,0
stage3_semantic,stage3,jpetstore,0.10000000000000000555,0.10000000000000000555,30,0.060932554595541400799,0.054126643727460101163,0.045143461981368197822,0.084691182656304805909,0,0
stage3_semantic,stage3,jpetstore,0.14999999999999991118,0.14999999999999991118,30,0.11239061928962010284,0.111018404231111395,0.021295191730852699313,0.14948179918770390651,0,0
stage3_semantic,stage3,jpetstore,0.2000000000000000111,0.2000000000000000111,30,0.160618117376104097,0.15496583253459839113,0.02734603953910120025,0.1995848877059185067,0,0
stage3_semantic,stage3,xerces,0,0,8,0,-9.9330306001508406185e-05,0,0,1,7
stage3_semantic,stage3,xerces,0.0050000000000000001041,0.0050000000000000001041,27,0.00047066815656369997978,0.0010978410803948999465,0.0014955970283555999716,0.0043510381798397999506,1,4
stage3_semantic,stage3,xerces,0.010000000000000000208,0.010000000000000000208,29,0.001087408284208099974,0.0016507206558061000151,0.0024732438279018000363,0.0065454878492011998176,1,3
stage3_semantic,stage3,xerces,0.025000000000000001388,0.025000000000000001388,30,0.0013571090394112999677,0.0026213213187021001081,0.0028777543344629999932,0.018011553186128400478,1,2
stage3_semantic,stage3,xerces,0.050000000000000002776,0.050000000000000002776,30,0.0013571090394112999677,0.003582377422928200144,0.0035980448191542998421,0.03122023498736760036,1,2
stage3_semantic,stage3,xerces,0.10000000000000000555,0.10000000000000000555,30,0.0013571090394112999677,0.003582377422928200144,0.0035980448191542998421,0.03122023498736760036,1,2
stage3_semantic,stage3,xerces,0.14999999999999991118,0.14999999999999991118,30,0.0013571090394112999677,0.003582377422928200144,0.0035980448191542998421,0.03122023498736760036,1,2
stage3_semantic,stage3,xerces,0.2000000000000000111,0.2000000000000000111,30,0.0013571090394112999677,0.003582377422928200144,0.0035980448191542998421,0.03122023498736760036,1,2
