source,target,flow_type,weight,evidence_method,evidence_statement
org.easymock.internal.matchers.Captures,org.easymock.EasyMock,argument_passing_flow,3,<org.easymock.EasyMock: int captureInt(org.easymock.Capture)>,staticinvoke <org.easymock.EasyMock: void reportMatcher(org.easymock.IArgumentMatcher)>($r0)
org.easymock.Capture,org.easymock.internal.matchers.Captures,argument_passing_flow,3,<org.easymock.EasyMock: long captureLong(org.easymock.Capture)>,specialinvoke $r0.<org.easymock.internal.matchers.Captures: void <init>(org.easymock.Capture)>(r1)
org.easymock.internal.matchers.Captures,org.easymock.EasyMock,argument_passing_flow,3,<org.easymock.EasyMock: long captureLong(org.easymock.Capture)>,staticinvoke <org.easymock.EasyMock: void reportMatcher(org.easymock.IArgumentMatcher)>($r0)
org.easymock.Capture,org.easymock.internal.matchers.Captures,argument_passing_flow,3,<org.easymock.EasyMock: float captureFloat(org.easymock.Capture)>,specialinvoke $r0.<org.easymock.internal.matchers.Captures: void <init>(org.easymock.Capture)>(r1)
org.easymock.internal.matchers.Captures,org.easymock.EasyMock,argument_passing_flow,3,<org.easymock.EasyMock: float captureFloat(org.easymock.Capture)>,staticinvoke <org.easymock.EasyMock: void reportMatcher(org.easymock.IArgumentMatcher)>($r0)
org.easymock.Capture,org.easymock.internal.matchers.Captures,argument_passing_flow,3,<org.easymock.EasyMock: double captureDouble(org.easymock.Capture)>,specialinvoke $r0.<org.easymock.internal.matchers.Captures: void <init>(org.easymock.Capture)>(r1)
org.easymock.internal.matchers.Captures,org.easymock.EasyMock,argument_passing_flow,3,<org.easymock.EasyMock: double captureDouble(org.easymock.Capture)>,staticinvoke <org.easymock.EasyMock: void reportMatcher(org.easymock.IArgumentMatcher)>($r0)
org.easymock.Capture,org.easymock.internal.matchers.Captures,argument_passing_flow,3,<org.easymock.EasyMock: byte captureByte(org.easymock.Capture)>,specialinvoke $r0.<org.easymock.internal.matchers.Captures: void <init>(org.easymock.Capture)>(r1)
org.easymock.internal.matchers.Captures,org.easymock.EasyMock,argument_passing_flow,3,<org.easymock.EasyMock: byte captureByte(org.easymock.Capture)>,staticinvoke <org.easymock.EasyMock: void reportMatcher(org.easymock.IArgumentMatcher)>($r0)
org.easymock.Capture,org.easymock.internal.matchers.Captures,argument_passing_flow,3,<org.easymock.EasyMock: char captureChar(org.easymock.Capture)>,specialinvoke $r0.<org.easymock.internal.matchers.Captures: void <init>(org.easymock.Capture)>(r1)
