class_id,class_name,package,class_file_path
org.easymock.Capture,org.easymock.Capture,org.easymock,/Users/zhuwenkai/Desktop/validation-subjects/easymock/core/target/classes/org/easymock/Capture.class
org.easymock.Capture$1,org.easymock.Capture$1,org.easymock,/Users/zhuwenkai/Desktop/validation-subjects/easymock/core/target/classes/org/easymock/Capture$1.class
org.easymock.CaptureType,org.easymock.CaptureType,org.easymock,/Users/zhuwenkai/Desktop/validation-subjects/easymock/core/target/classes/org/easymock/CaptureType.class
org.easymock.ConstructorArgs,org.easymock.ConstructorArgs,org.easymock,/Users/zhuwenkai/Desktop/validation-subjects/easymock/core/target/classes/org/easymock/ConstructorArgs.class
org.easymock.EasyMock,org.easymock.EasyMock,org.easymock,/Users/zhuwenkai/Desktop/validation-subjects/easymock/core/target/classes/org/easymock/EasyMock.class
org.easymock.EasyMockExtension,org.easymock.EasyMockExtension,org.easymock,/Users/zhuwenkai/Desktop/validation-subjects/easymock/core/target/classes/org/easymock/EasyMockExtension.class
org.easymock.EasyMockListener,org.easymock.EasyMockListener,org.easymock,/Users/zhuwenkai/Desktop/validation-subjects/easymock/core/target/classes/org/easymock/EasyMockListener.class
org.easymock.EasyMockRule,org.easymock.EasyMockRule,org.easymock,/Users/zhuwenkai/Desktop/validation-subjects/easymock/core/target/classes/org/easymock/EasyMockRule.class
org.easymock.EasyMockRunner,org.easymock.EasyMockRunner,org.easymock,/Users/zhuwenkai/Desktop/validation-subjects/easymock/core/target/classes/org/easymock/EasyMockRunner.class
org.easymock.EasyMockSupport,org.easymock.EasyMockSupport,org.easymock,/Users/zhuwenkai/Desktop/validation-subjects/easymock/core/target/classes/org/easymock/EasyMockSupport.class
org.easymock.EasyMockSupport$ObjectMockingHelper,org.easymock.EasyMockSupport$ObjectMockingHelper,org.easymock,/Users/zhuwenkai/Desktop/validation-subjects/easymock/core/target/classes/org/easymock/EasyMockSupport$ObjectMockingHelper.class
org.easymock.IAnswer,org.easymock.IAnswer,org.easymock,/Users/zhuwenkai/Desktop/validation-subjects/easymock/core/target/classes/org/easymock/IAnswer.class
org.easymock.IArgumentMatcher,org.easymock.IArgumentMatcher,org.easymock,/Users/zhuwenkai/Desktop/validation-subjects/easymock/core/target/classes/org/easymock/IArgumentMatcher.class
org.easymock.IExpectationSetters,org.easymock.IExpectationSetters,org.easymock,/Users/zhuwenkai/Desktop/validation-subjects/easymock/core/target/classes/org/easymock/IExpectationSetters.class
org.easymock.IMockBuilder,org.easymock.IMockBuilder,org.easymock,/Users/zhuwenkai/Desktop/validation-subjects/easymock/core/target/classes/org/easymock/IMockBuilder.class
org.easymock.IMocksControl,org.easymock.IMocksControl,org.easymock,/Users/zhuwenkai/Desktop/validation-subjects/easymock/core/target/classes/org/easymock/IMocksControl.class
org.easymock.LogicalOperator,org.easymock.LogicalOperator,org.easymock,/Users/zhuwenkai/Desktop/validation-subjects/easymock/core/target/classes/org/easymock/LogicalOperator.class
org.easymock.LogicalOperator$1,org.easymock.LogicalOperator$1,org.easymock,/Users/zhuwenkai/Desktop/validation-subjects/easymock/core/target/classes/org/easymock/LogicalOperator$1.class
org.easymock.LogicalOperator$2,org.easymock.LogicalOperator$2,org.easymock,/Users/zhuwenkai/Desktop/validation-subjects/easymock/core/target/classes/org/easymock/LogicalOperator$2.class
org.easymock.LogicalOperator$3,org.easymock.LogicalOperator$3,org.easymock,/Users/zhuwenkai/Desktop/validation-subjects/easymock/core/target/classes/org/easymock/LogicalOperator$3.class
org.easymock.LogicalOperator$4,org.easymock.LogicalOperator$4,org.easymock,/Users/zhuwenkai/Desktop/validation-subjects/easymock/core/target/classes/org/easymock/LogicalOperator$4.class
org.easymock.LogicalOperator$5,org.easymock.LogicalOperator$5,org.easymock,/Users/zhuwenkai/Desktop/validation-subjects/easymock/core/target/classes/org/easymock/LogicalOperator$5.class
org.easymock.Mock,org.easymock.Mock,org.easymock,/Users/zhuwenkai/Desktop/validation-subjects/easymock/core/target/classes/org/easymock/Mock.class
org.easymock.MockType,org.easymock.MockType,org.easymock,/Users/zhuwenkai/Desktop/validation-subjects/easymock/core/target/classes/org/easymock/MockType.class
org.easymock.Preview,org.easymock.Preview,org.easymock,/Users/zhuwenkai/Desktop/validation-subjects/easymock/core/target/classes/org/easymock/Preview.class
org.easymock.TestSubject,org.easymock.TestSubject,org.easymock,/Users/zhuwenkai/Desktop/validation-subjects/easymock/core/target/classes/org/easymock/TestSubject.class
org.easymock.internal.AndroidClassProxyFactory,org.easymock.internal.AndroidClassProxyFactory,org.easymock.internal,/Users/zhuwenkai/Desktop/validation-subjects/easymock/core/target/classes/org/easymock/internal/AndroidClassProxyFactory.class
org.easymock.internal.AndroidClassProxyFactory$MockHandler,org.easymock.internal.AndroidClassProxyFactory$MockHandler,org.easymock.internal,/Users/zhuwenkai/Desktop/validation-subjects/easymock/core/target/classes/org/easymock/internal/AndroidClassProxyFactory$MockHandler.class
org.easymock.internal.AndroidSupport,org.easymock.internal.AndroidSupport,org.easymock.internal,/Users/zhuwenkai/Desktop/validation-subjects/easymock/core/target/classes/org/easymock/internal/AndroidSupport.class
org.easymock.internal.ArgumentToString,org.easymock.internal.ArgumentToString,org.easymock.internal,/Users/zhuwenkai/Desktop/validation-subjects/easymock/core/target/classes/org/easymock/internal/ArgumentToString.class
org.easymock.internal.AssertionErrorWrapper,org.easymock.internal.AssertionErrorWrapper,org.easymock.internal,/Users/zhuwenkai/Desktop/validation-subjects/easymock/core/target/classes/org/easymock/internal/AssertionErrorWrapper.class
org.easymock.internal.BridgeMethodResolver,org.easymock.internal.BridgeMethodResolver,org.easymock.internal,/Users/zhuwenkai/Desktop/validation-subjects/easymock/core/target/classes/org/easymock/internal/BridgeMethodResolver.class
org.easymock.internal.ClassInstantiatorFactory,org.easymock.internal.ClassInstantiatorFactory,org.easymock.internal,/Users/zhuwenkai/Desktop/validation-subjects/easymock/core/target/classes/org/easymock/internal/ClassInstantiatorFactory.class
org.easymock.internal.ClassMockingData,org.easymock.internal.ClassMockingData,org.easymock.internal,/Users/zhuwenkai/Desktop/validation-subjects/easymock/core/target/classes/org/easymock/internal/ClassMockingData.class
org.easymock.internal.ClassProxyFactory,org.easymock.internal.ClassProxyFactory,org.easymock.internal,/Users/zhuwenkai/Desktop/validation-subjects/easymock/core/target/classes/org/easymock/internal/ClassProxyFactory.class
org.easymock.internal.ClassProxyFactory$MockMethodInterceptor,org.easymock.internal.ClassProxyFactory$MockMethodInterceptor,org.easymock.internal,/Users/zhuwenkai/Desktop/validation-subjects/easymock/core/target/classes/org/easymock/internal/ClassProxyFactory$MockMethodInterceptor.class
