subject,class_id,class_name,kind,superclass_present,semantic_text,method_count,annotation_count,interface_count,truncated_method_count,input_hash
xerces-j,org.apache.xerces.impl.XML11DocumentScannerImpl,XML11DocumentScannerImpl,class,true,"public class XML11DocumentScannerImpl extends XMLDocumentScannerImpl {
    String getVersionNotSupportedKey();
    boolean isInvalid(int);
    boolean isInvalidLiteral(int);
    int isUnchangedByNormalization(XMLString);
    boolean isValidNCName(int);
    boolean isValidNameChar(int);
    boolean isValidNameStartChar(int);
    boolean isValidNameStartHighSurrogate(int);
    void normalizeWhitespace(XMLString);
    void normalizeWhitespace(XMLString, int);
    boolean scanAttributeValue(XMLString, XMLString, String, boolean, String);
    int scanContent();
    boolean scanPubidLiteral(XMLString);
    boolean versionSupported(String);
}
",14,0,0,0,13add061dd7bc503262fdc8ff276dccd02d93cbac3845791a52a8ab5f0261c69
xerces-j,org.apache.xerces.impl.XML11EntityScanner,XML11EntityScanner,class,true,"public class XML11EntityScanner extends XMLEntityScanner {
    int peekChar();
    int scanChar();
    int scanContent(XMLString);
    boolean scanData(String, XMLStringBuffer);
    int scanLiteral(int, XMLString);
    String scanNCName();
    String scanName();
    String scanNmtoken();
    boolean scanQName(QName);
    boolean skipChar(int);
    boolean skipSpaces();
    boolean skipString(String);
}
",12,0,0,0,245da6b2234afd33ef89c1c72b0e168c2aab71e698547bc30cd7e57cac78353d
xerces-j,org.apache.xerces.impl.XML11NSDocumentScannerImpl,XML11NSDocumentScannerImpl,class,true,"public class XML11NSDocumentScannerImpl extends XML11DocumentScannerImpl {
    XMLDocumentFragmentScannerImpl$Dispatcher createContentDispatcher();
    void reset(XMLComponentManager);
    void scanAttribute(XMLAttributesImpl);
    int scanEndElement();
    boolean scanStartElement();
    boolean scanStartElementAfterName();
    void scanStartElementName();
    void setDTDValidator(XMLDTDValidatorFilter);
}
",8,0,0,0,b0db3a5fa07e534de8f19ecd303276ab5561b642e1b9d9e73fdc39e7fe4f3e45
xerces-j,org.apache.xerces.impl.XML11NSDocumentScannerImpl$NS11ContentDispatcher,XML11NSDocumentScannerImpl$NS11ContentDispatcher,class,true,"public class XML11NSDocumentScannerImpl$NS11ContentDispatcher extends XMLDocumentScannerImpl$ContentDispatcher {
    void reconfigurePipeline();
    boolean scanRootElementHook();
}
",2,0,0,0,ffe69f7eca6340e2123f2e51ba1e34098c8aafbbf6db789c77b4e0c7ec7e2d24
xerces-j,org.apache.xerces.impl.XML11NamespaceBinder,XML11NamespaceBinder,class,true,"public class XML11NamespaceBinder extends XMLNamespaceBinder {
    boolean prefixBoundToNullURI(String, String);
}
",1,0,0,0,d574928342facdeffe7ea447288958c34fec4088f0a840f69ff2f1fc0df44ace
xerces-j,org.apache.xerces.impl.XMLDTDScannerImpl,XMLDTDScannerImpl,class,true,"public class XMLDTDScannerImpl extends XMLScanner implements XMLComponent, XMLDTDScanner, XMLEntityHandler {
    void endEntity(String, Augmentations);
    void ensureEnumerationSize(int);
    XMLDTDContentModelHandler getDTDContentModelHandler();
    XMLDTDHandler getDTDHandler();
    Boolean getFeatureDefault(String);
    Object getPropertyDefault(String);
    String[] getRecognizedFeatures();
    String[] getRecognizedProperties();
    String getScannerStateName(int);
    void init();
    boolean peekReportEntity();
    int popContentStack();
    int popPEStack();
    void pushContentStack(int);
    void pushPEStack(int, boolean);
    void reset();
    void reset(XMLComponentManager);
    String scanAttDefaultDecl(String, String, String, XMLString, XMLString);
    String scanAttType(String, String);
    void scanAttlistDecl();
    void scanChildren(String);
    void scanComment();
    void scanConditionalSect(int);
    boolean scanDTDExternalSubset(boolean);
    boolean scanDTDInternalSubset(boolean, boolean, boolean);
    boolean scanDecls(boolean);
    void scanElementDecl();
    void scanEntityDecl();
    int scanEntityValue(XMLString, XMLString);
    void scanMixed(String);
    void scanNotationDecl();
    void scanPIData(String, XMLString);
    boolean scanTextDecl();
    boolean scanningInternalSubset();
    void setDTDContentModelHandler(XMLDTDContentModelHandler);
    void setDTDHandler(XMLDTDHandler);
    void setInputSource(XMLInputSource);
    void setScannerState(int);
    int skipInvalidEnumerationValue();
    boolean skipSeparator(boolean, boolean);
    void startEntity(String, XMLResourceIdentifier, String, Augmentations);
    String startPE(String, boolean);
}
",42,0,3,0,bd0f86746970f1dc3ffb0f5b3ab3fc8d2c31dee6b3902061987ad21e91a94c0a
xerces-j,org.apache.xerces.impl.XMLDocumentFragmentScannerImpl,XMLDocumentFragmentScannerImpl,class,true,"public class XMLDocumentFragmentScannerImpl extends XMLScanner implements XMLComponent, XMLDocumentScanner, XMLEntityHandler {
    XMLDocumentFragmentScannerImpl$Dispatcher createContentDispatcher();
    void endEntity(String, Augmentations);
    String getDispatcherName(XMLDocumentFragmentScannerImpl$Dispatcher);
    XMLDocumentHandler getDocumentHandler();
    Boolean getFeatureDefault(String);
    Object getPropertyDefault(String);
    String[] getRecognizedFeatures();
    String[] getRecognizedProperties();
    String getScannerStateName(int);
    void handleCharacter(char, String);
    int handleEndElement(QName, boolean);
    void reset(XMLComponentManager);
    void scanAttribute(XMLAttributes);
    boolean scanCDATASection(boolean);
    void scanCharReference();
    void scanComment();
    int scanContent();
    boolean scanDocument(boolean);
    int scanEndElement();
    void scanEntityReference();
    void scanPIData(String, XMLString);
    boolean scanStartElement();
    boolean scanStartElementAfterName();
    void scanStartElementName();
    void scanXMLDeclOrTextDecl(boolean);
    void setDispatcher(XMLDocumentFragmentScannerImpl$Dispatcher);
    void setDocumentHandler(XMLDocumentHandler);
    void setFeature(String, boolean);
    void setInputSource(XMLInputSource);
    void setProperty(String, Object);
    void setScannerState(int);
    void startEntity(String, XMLResourceIdentifier, String, Augmentations);
}
",32,0,3,0,e2ebd3a255c2424d5a974a1648803394dc4056d42ac8dc400730433e199707b6
xerces-j,org.apache.xerces.impl.XMLDocumentFragmentScannerImpl$Dispatcher,XMLDocumentFragmentScannerImpl$Dispatcher,interface,false,"public interface XMLDocumentFragmentScannerImpl$Dispatcher {
    boolean dispatch(boolean);
}
",1,0,0,0,df249ebabd134d4e04d954bfa4d1af72dce564e4fde6bc92b55586a3c371fa6b
xerces-j,org.apache.xerces.impl.XMLDocumentFragmentScannerImpl$ElementStack,XMLDocumentFragmentScannerImpl$ElementStack,class,false,"public class XMLDocumentFragmentScannerImpl$ElementStack {
    void clear();
    void popElement(QName);
    QName pushElement(QName);
}
",3,0,0,0,67dcaf3d56ba4c26e80541bb9d8145d6f9d284e82d63b017a0e64fa893f5aac3
xerces-j,org.apache.xerces.impl.XMLDocumentFragmentScannerImpl$FragmentContentDispatcher,XMLDocumentFragmentScannerImpl$FragmentContentDispatcher,class,false,"public class XMLDocumentFragmentScannerImpl$FragmentContentDispatcher implements XMLDocumentFragmentScannerImpl$Dispatcher {
    boolean dispatch(boolean);
    boolean elementDepthIsZeroHook();
    void endOfFileHook(EOFException);
    boolean scanForDoctypeHook();
    boolean scanRootElementHook();
}
",5,0,1,0,93e4819a7bb19f9367497601aedb2c727b19133ce978275b336c28c5f9d74880
xerces-j,org.apache.xerces.impl.XMLDocumentScannerImpl,XMLDocumentScannerImpl,class,true,"public class XMLDocumentScannerImpl extends XMLDocumentFragmentScannerImpl {
    XMLDocumentFragmentScannerImpl$Dispatcher createContentDispatcher();
    void endEntity(String, Augmentations);
    Boolean getFeatureDefault(String);
    Object getPropertyDefault(String);
    String[] getRecognizedFeatures();
    String[] getRecognizedProperties();
    String getScannerStateName(int);
    void reset(XMLComponentManager);
    boolean scanDoctypeDecl();
    void setFeature(String, boolean);
    void setInputSource(XMLInputSource);
    void setProperty(String, Object);
    void startEntity(String, XMLResourceIdentifier, String, Augmentations);
}
",13,0,0,0,8f4ef82d9f3dcb6e3f5d7cbcf56cd759be01bb70e9f3b9c270b5ca5dfb66cae6
xerces-j,org.apache.xerces.impl.XMLDocumentScannerImpl$ContentDispatcher,XMLDocumentScannerImpl$ContentDispatcher,class,true,"public class XMLDocumentScannerImpl$ContentDispatcher extends XMLDocumentFragmentScannerImpl$FragmentContentDispatcher {
    boolean elementDepthIsZeroHook();
    void endOfFileHook(EOFException);
    void resolveExternalSubsetAndRead();
    boolean scanForDoctypeHook();
    boolean scanRootElementHook();
}
",5,0,0,0,a2e0b1da4f231ff596c22a837af633ccd7787a3b5d1b42f45b15351dad2e8677
xerces-j,org.apache.xerces.impl.XMLDocumentScannerImpl$DTDDispatcher,XMLDocumentScannerImpl$DTDDispatcher,class,false,"public class XMLDocumentScannerImpl$DTDDispatcher implements XMLDocumentFragmentScannerImpl$Dispatcher {
    boolean dispatch(boolean);
}
",1,0,1,0,3a171e6eb1a06d141511cda98efc631def396f8024e4f5eb15f09bd3351b7384
xerces-j,org.apache.xerces.impl.XMLDocumentScannerImpl$PrologDispatcher,XMLDocumentScannerImpl$PrologDispatcher,class,false,"public class XMLDocumentScannerImpl$PrologDispatcher implements XMLDocumentFragmentScannerImpl$Dispatcher {
    boolean dispatch(boolean);
}
",1,0,1,0,155b4135ac7b6e4e928a038fdf5966c3910d47c48aa50d887d6cfd85a4ec38de
xerces-j,org.apache.xerces.impl.XMLDocumentScannerImpl$TrailingMiscDispatcher,XMLDocumentScannerImpl$TrailingMiscDispatcher,class,false,"public class XMLDocumentScannerImpl$TrailingMiscDispatcher implements XMLDocumentFragmentScannerImpl$Dispatcher {
    boolean dispatch(boolean);
}
",1,0,1,0,9b6b1f61e2a75657ca79253df6af426d049db019b63a227ac9e1bd854b95113b
xerces-j,org.apache.xerces.impl.XMLDocumentScannerImpl$XMLDeclDispatcher,XMLDocumentScannerImpl$XMLDeclDispatcher,class,false,"public class XMLDocumentScannerImpl$XMLDeclDispatcher implements XMLDocumentFragmentScannerImpl$Dispatcher {
    boolean dispatch(boolean);
}
",1,0,1,0,63ab5997aedf970b40b9b2715dc2fb65820ffbb655862d119e6d6760d7fed77d
xerces-j,org.apache.xerces.impl.XMLEntityDescription,XMLEntityDescription,interface,false,"public interface XMLEntityDescription extends XMLResourceIdentifier {
    String getEntityName();
    void setEntityName(String);
}
",2,0,1,0,ef57563c066190f1b24df4e576d05ea7888374d1f3a8395ddd6feb1d604ed7a0
xerces-j,org.apache.xerces.impl.XMLEntityHandler,XMLEntityHandler,interface,false,"public interface XMLEntityHandler {
    void endEntity(String, Augmentations);
    void startEntity(String, XMLResourceIdentifier, String, Augmentations);
}
",2,0,0,0,e28b05cae27bdb917f1337e42bd84cb724eb31740214f758dbf567d81e00400b
xerces-j,org.apache.xerces.impl.XMLEntityManager,XMLEntityManager,class,false,"public class XMLEntityManager implements XMLComponent, XMLEntityResolver {
    void absolutizeAgainstUserDir(URI);
    void addExternalEntity(String, String, String, String);
    void addInternalEntity(String, String);
    void addInternalEntity(String, String, int);
    void addUnparsedEntity(String, String, String, String, String);
    void closeReaders();
    Reader createASCIIReader(InputStream);
    Reader createLatin1Reader(InputStream);
    OutputStream createOutputStream(String);
    Reader createReader(InputStream, String, Boolean);
    Reader createUTF16Reader(InputStream, boolean);
    Reader createUTF8Reader(InputStream);
    void endEntity();
    void endExternalSubset();
    String expandSystemId(String, String, boolean);
    String expandSystemIdStrictOff(String, String);
    String expandSystemIdStrictOn(String, String);
    String fixURI(String);
    XMLEntityManager$ScannedEntity getCurrentEntity();
    XMLResourceIdentifier getCurrentResourceIdentifier();
    Hashtable getDeclaredEntities();
    XMLEntityManager$EncodingInfo getEncodingInfo(byte[], int);
    XMLEntityScanner getEntityScanner();
    Boolean getFeatureDefault(String);
    int getParamEntityRefCount(String);
    String getPathWithoutEscapes(String);
    Object getPropertyDefault(String);
    String[] getRecognizedFeatures();
    String[] getRecognizedProperties();
    URI getUserDir();
    boolean hasPEReferences();
    boolean isDeclaredEntity(String);
    boolean isEntityDeclInExternalSubset(String);
    boolean isExternalEntity(String);
    boolean isStandalone();
    boolean isUnparsedEntity(String);
    void notifyHasPEReferences();
    void print(XMLEntityManager$ScannedEntity);
    void reset();
    void reset(XMLComponentManager);
    XMLInputSource resolveEntity(XMLResourceIdentifier);
    void setEntityHandler(XMLEntityHandler);
    void setFeature(String, boolean);
    void setProperty(String, Object);
    void setScannerVersion(short);
    void setStandalone(boolean);
    String setupCurrentEntity(String, XMLInputSource, boolean, boolean);
    void startDTDEntity(XMLInputSource);
    void startDocumentEntity(XMLInputSource);
    void startEntity(String, XMLInputSource, boolean, boolean);
    void startEntity(String, boolean);
    void startExternalSubset();
}
",52,0,2,0,afc354b4a60c5a1acd83df33fffe1234eae1cb24ea08833f999dfcf84f96e128
xerces-j,org.apache.xerces.impl.XMLEntityManager$1,XMLEntityManager$1,class,false,"class XMLEntityManager$1 implements PrivilegedAction {
    Object run();
}
",1,0,1,0,6e0e80686ae868e990695a6fb1e874af34954b5cca6c4189776c22be9a20b916
xerces-j,org.apache.xerces.impl.XMLEntityManager$ByteBufferPool,XMLEntityManager$ByteBufferPool,class,false,"class XMLEntityManager$ByteBufferPool {
    byte[] getBuffer();
    void returnBuffer(byte[]);
    void setBufferSize(int);
}
",3,0,0,0,583d0949e2be6847e77d06660d3945d76facd841b9ddefe3f2921ed5119a5294
xerces-j,org.apache.xerces.impl.XMLEntityManager$CharacterBuffer,XMLEntityManager$CharacterBuffer,class,false,"class XMLEntityManager$CharacterBuffer {
}
",0,0,0,0,249a00830b65d104b60849450f681fb24fbb8dbbe66f718230438a88dd4a2f97
xerces-j,org.apache.xerces.impl.XMLEntityManager$CharacterBufferPool,XMLEntityManager$CharacterBufferPool,class,false,"class XMLEntityManager$CharacterBufferPool {
    XMLEntityManager$CharacterBuffer getBuffer(boolean);
    void init();
    void returnBuffer(XMLEntityManager$CharacterBuffer);
    void setExternalBufferSize(int);
}
",4,0,0,0,1530bcf714aa734e0c409b4122922af493fd02919c5ff89dd14041d81818bcd1
xerces-j,org.apache.xerces.impl.XMLEntityManager$EncodingInfo,XMLEntityManager$EncodingInfo,class,false,"class XMLEntityManager$EncodingInfo {
}
",0,0,0,0,0d6c04add0bd64b5f8c1a257eb775f56626e802bdb7de92a109f6ad8ea20c8ff
xerces-j,org.apache.xerces.impl.XMLEntityManager$Entity,XMLEntityManager$Entity,abstract class,false,"public abstract class XMLEntityManager$Entity {
    void clear();
    boolean isEntityDeclInExternalSubset();
    boolean isExternal();
    boolean isUnparsed();
    void setValues(XMLEntityManager$Entity);
}
",5,0,0,0,f13620f7e9dfe9a132c987d5a6d6961fe075c409fbfcd2fd1df2face6aa953d4
xerces-j,org.apache.xerces.impl.XMLEntityManager$ExternalEntity,XMLEntityManager$ExternalEntity,class,true,"public class XMLEntityManager$ExternalEntity extends XMLEntityManager$Entity {
    void clear();
    boolean isExternal();
    boolean isUnparsed();
    void setValues(XMLEntityManager$Entity);
    void setValues(XMLEntityManager$ExternalEntity);
}
",5,0,0,0,c794e58387a68bd2f76a2a2bc84cc7ff37cfadc5244b76bc6dd075eb835632ae
xerces-j,org.apache.xerces.impl.XMLEntityManager$InternalEntity,XMLEntityManager$InternalEntity,class,true,"public class XMLEntityManager$InternalEntity extends XMLEntityManager$Entity {
    void clear();
    boolean isExternal();
    boolean isUnparsed();
    void setValues(XMLEntityManager$Entity);
    void setValues(XMLEntityManager$InternalEntity);
}
",5,0,0,0,266d4ad4e96abfd9fd8e84ee53dca540e14d433f845c6d330c00cec21bc7bfef
xerces-j,org.apache.xerces.impl.XMLEntityManager$RewindableInputStream,XMLEntityManager$RewindableInputStream,class,true,"public class XMLEntityManager$RewindableInputStream extends InputStream {
    int available();
    void close();
    void mark(int);
    boolean markSupported();
    int read();
    int read(byte[], int, int);
    int readAndBuffer();
    void reset();
    void rewind();
    void setStartOffset(int);
    long skip(long);
}
",11,0,0,0,37bf94f2b788e569ee7987130af39d22bf13dde027c8a9b9511450b5603bba2f
xerces-j,org.apache.xerces.impl.XMLEntityManager$ScannedEntity,XMLEntityManager$ScannedEntity,class,true,"public class XMLEntityManager$ScannedEntity extends XMLEntityManager$Entity {
    int getCharacterOffset();
    int getColumnNumber();
    String getEncoding();
    String getExpandedSystemId();
    int getLineNumber();
    String getLiteralSystemId();
    String getXMLVersion();
    boolean isEncodingExternallySpecified();
    boolean isExternal();
    boolean isUnparsed();
    void setEncodingExternallySpecified(boolean);
    void setReader(InputStream, String, Boolean);
    String toString();
}
",13,0,0,0,52070b85c225809a8a8ae03abc29278327957758b1cf2479242cdddf69cdb236
xerces-j,org.apache.xerces.impl.XMLEntityScanner,XMLEntityScanner,class,false,"public class XMLEntityScanner implements XMLLocator {
    String getBaseSystemId();
    int getCharacterOffset();
    int getColumnNumber();
    String getEncoding();
    String getExpandedSystemId();
    int getLineNumber();
    String getLiteralSystemId();
    String getPublicId();
    String getXMLVersion();
    boolean isExternal();
    boolean load(int, boolean);
    int peekChar();
    void reset(SymbolTable, XMLEntityManager, XMLErrorReporter);
    void resizeBuffer(int, int);
    int scanChar();
    int scanContent(XMLString);
    boolean scanData(String, XMLStringBuffer);
    int scanLiteral(int, XMLString);
    String scanNCName();
    String scanName();
    String scanNmtoken();
    boolean scanQName(QName);
    void setBufferSize(int);
    void setCurrentEntity(XMLEntityManager$ScannedEntity);
    void setEncoding(String);
    void setXMLVersion(String);
    boolean skipChar(int);
    boolean skipDeclSpaces();
    boolean skipSpaces();
    boolean skipString(String);
}
",30,0,1,0,bc114c2b89585b1e3ee038ba2abd14427abb37f733d1ba0ab3fea733b6b195ae
xerces-j,org.apache.xerces.impl.XMLEntityScanner$1,XMLEntityScanner$1,class,true,"class XMLEntityScanner$1 extends EOFException {
    Throwable fillInStackTrace();
}
",1,0,0,0,a27ee9083c0ab4e79d8559fd05b3884a4cdae5614df00c6dfbf08e781f34423c
xerces-j,org.apache.xerces.impl.XMLErrorReporter,XMLErrorReporter,class,false,"public class XMLErrorReporter implements XMLComponent {
    XMLErrorHandler getErrorHandler();
    boolean getFeature(String);
    Boolean getFeatureDefault(String);
    Locale getLocale();
    MessageFormatter getMessageFormatter(String);
    Object getPropertyDefault(String);
    String[] getRecognizedFeatures();
    String[] getRecognizedProperties();
    ErrorHandler getSAXErrorHandler();
    void putMessageFormatter(String, MessageFormatter);
    MessageFormatter removeMessageFormatter(String);
    String reportError(String, String, Object[], short);
    String reportError(String, String, Object[], short, Exception);
    String reportError(XMLLocator, String, String, Object[], short);
    String reportError(XMLLocator, String, String, Object[], short, Exception);
    void reset(XMLComponentManager);
    void setDocumentLocator(XMLLocator);
    void setFeature(String, boolean);
    void setLocale(Locale);
    void setProperty(String, Object);
}
",20,0,1,0,4fd569982aba544eada06ab0abb00cf6dab2d9984222465349e7c13126bb00cf
xerces-j,org.apache.xerces.impl.XMLErrorReporter$1,XMLErrorReporter$1,class,true,"class XMLErrorReporter$1 extends ErrorHandlerProxy {
    XMLErrorHandler getErrorHandler();
}
",1,0,0,0,e3337665b21dddb51967203bdcae367d4541b3ba04a104d58ed5f6cbb512cf07
xerces-j,org.apache.xerces.impl.XMLNSDocumentScannerImpl,XMLNSDocumentScannerImpl,class,true,"public class XMLNSDocumentScannerImpl extends XMLDocumentScannerImpl {
    XMLDocumentFragmentScannerImpl$Dispatcher createContentDispatcher();
    void reset(XMLComponentManager);
    void scanAttribute(XMLAttributesImpl);
    int scanEndElement();
    boolean scanStartElement();
    boolean scanStartElementAfterName();
    void scanStartElementName();
    void setDTDValidator(XMLDTDValidatorFilter);
}
",8,0,0,0,b5f1569686e9f74fc9b12c4da4366ef7c92b1c447c4e16558e1ea94cd21b43da
xerces-j,org.apache.xerces.impl.XMLNSDocumentScannerImpl$NSContentDispatcher,XMLNSDocumentScannerImpl$NSContentDispatcher,class,true,"public class XMLNSDocumentScannerImpl$NSContentDispatcher extends XMLDocumentScannerImpl$ContentDispatcher {
    void reconfigurePipeline();
    boolean scanRootElementHook();
}
",2,0,0,0,52c01ac635bdcc92a82de8485e8b9d2922d251ce15dd3c648ab90ddf8e9ef9f3
xerces-j,org.apache.xerces.impl.XMLNamespaceBinder,XMLNamespaceBinder,class,false,"public class XMLNamespaceBinder implements XMLComponent, XMLDocumentFilter {
    void characters(XMLString, Augmentations);
    void comment(XMLString, Augmentations);
    void doctypeDecl(String, String, String, Augmentations);
    void emptyElement(QName, XMLAttributes, Augmentations);
    void endCDATA(Augmentations);
    void endDocument(Augmentations);
    void endElement(QName, Augmentations);
    void endGeneralEntity(String, Augmentations);
    XMLDocumentHandler getDocumentHandler();
    XMLDocumentSource getDocumentSource();
    Boolean getFeatureDefault(String);
    boolean getOnlyPassPrefixMappingEvents();
    Object getPropertyDefault(String);
    String[] getRecognizedFeatures();
    String[] getRecognizedProperties();
    void handleEndElement(QName, Augmentations, boolean);
    void handleStartElement(QName, XMLAttributes, Augmentations, boolean);
    void ignorableWhitespace(XMLString, Augmentations);
    boolean prefixBoundToNullURI(String, String);
    void processingInstruction(String, XMLString, Augmentations);
    void reset(XMLComponentManager);
    void setDocumentHandler(XMLDocumentHandler);
    void setDocumentSource(XMLDocumentSource);
    void setFeature(String, boolean);
    void setOnlyPassPrefixMappingEvents(boolean);
    void setProperty(String, Object);
    void startCDATA(Augmentations);
    void startDocument(XMLLocator, String, NamespaceContext, Augmentations);
    void startElement(QName, XMLAttributes, Augmentations);
    void startGeneralEntity(String, XMLResourceIdentifier, String, Augmentations);
    void textDecl(String, String, Augmentations);
    void xmlDecl(String, String, String, Augmentations);
}
",32,0,2,0,1caedf13c4e2e708b3503897c665fc60ee82dd7b845017d8ff04e2ef9a8c100c
xerces-j,org.apache.xerces.impl.XMLScanner,XMLScanner,abstract class,false,"public abstract class XMLScanner implements XMLComponent {
    void endEntity(String, Augmentations);
    boolean getFeature(String);
    String getVersionNotSupportedKey();
    void init();
    boolean isInvalid(int);
    boolean isInvalidLiteral(int);
    int isUnchangedByNormalization(XMLString);
    boolean isValidNCName(int);
    boolean isValidNameChar(int);
    boolean isValidNameStartChar(int);
    boolean isValidNameStartHighSurrogate(int);
    void normalizeWhitespace(XMLString);
    void normalizeWhitespace(XMLString, int);
    void reportFatalError(String, Object[]);
    void reset();
    void reset(XMLComponentManager);
    boolean scanAttributeValue(XMLString, XMLString, String, boolean, String);
    int scanCharReferenceValue(XMLStringBuffer, XMLStringBuffer);
    void scanComment(XMLStringBuffer);
    void scanExternalID(String[], boolean);
    void scanPI();
    void scanPIData(String, XMLString);
    String scanPseudoAttribute(boolean, XMLString);
    String scanPseudoAttributeName();
    boolean scanPubidLiteral(XMLString);
    boolean scanSurrogates(XMLStringBuffer);
    void scanXMLDeclOrTextDecl(boolean, String[]);
    void setFeature(String, boolean);
    void setProperty(String, Object);
    void startEntity(String, XMLResourceIdentifier, String, Augmentations);
    boolean versionSupported(String);
}
",31,0,1,0,81a4c4d478735403d8f0aebae8793311a9b3865dd9457d180910bd989232b35e
xerces-j,org.apache.xerces.impl.XMLVersionDetector,XMLVersionDetector,class,false,"public class XMLVersionDetector {
    short determineDocVersion(XMLInputSource);
    void fixupCurrentEntity(XMLEntityManager, char[], int);
    void reset(XMLComponentManager);
    void startDocumentParsing(XMLEntityHandler, short);
}
",4,0,0,0,0d46e6ce7dcc46f9520bc77f6aa1747ddfe517b44d5b5a0de39cf13407067ec0
xerces-j,org.apache.xerces.impl.dtd.BalancedDTDGrammar,BalancedDTDGrammar,class,true,"class BalancedDTDGrammar extends DTDGrammar {
    int addContentSpecNodes(int, int);
    void addContentSpecToElement(XMLElementDecl);
    void addToCurrentGroup(int);
    void element(String, Augmentations);
    void endDTD(Augmentations);
    void endGroup(Augmentations);
    void initializeContentModelStacks();
    void occurrence(short, Augmentations);
    void pcdata(Augmentations);
    void separator(short, Augmentations);
    void startContentModel(String, Augmentations);
    void startGroup(Augmentations);
}
",12,0,0,0,0448b346ac16c6cffff91402378f945f81d80cce413a52e33582ecc2df9c7b18
xerces-j,org.apache.xerces.impl.dtd.DTDGrammar,DTDGrammar,class,false,"public class DTDGrammar implements EntityState, Grammar, XMLDTDContentModelHandler, XMLDTDHandler {
    int addContentSpecNode(short, String);
    int addContentSpecNode(short, int, int);
    void addContentSpecToElement(XMLElementDecl);
    int addUniqueLeafNode(String);
    void any(Augmentations);
    void appendContentSpec(XMLContentSpec, StringBuffer, boolean, int);
    void attributeDecl(String, String, String, String[], String, XMLString, XMLString, Augmentations);
    CMNode buildSyntaxTree(int, XMLContentSpec);
    void comment(XMLString, Augmentations);
    void contentSpecTree(int, XMLContentSpec, DTDGrammar$ChildrenList);
    int createAttributeDecl();
    ContentModelValidator createChildModel(int);
    int createContentSpec();
    int createElementDecl();
    int createEntityDecl();
    int createNotationDecl();
    void element(String, Augmentations);
    void elementDecl(String, String, Augmentations);
    void empty(Augmentations);
    void endAttlist(Augmentations);
    void endConditional(Augmentations);
    void endContentModel(Augmentations);
    void endDTD(Augmentations);
    void endExternalSubset(Augmentations);
    void endGroup(Augmentations);
    void endParameterEntity(String, Augmentations);
    void ensureAttributeDeclCapacity(int);
    void ensureContentSpecCapacity(int);
    void ensureElementDeclCapacity(int);
    void ensureEntityDeclCapacity(int);
    void ensureNotationDeclCapacity(int);
    void externalEntityDecl(String, XMLResourceIdentifier, Augmentations);
    boolean getAttributeDecl(int, XMLAttributeDecl);
    int getAttributeDeclIndex(int, String);
    boolean getAttributeDeclIsExternal(int);
    boolean getContentSpec(int, XMLContentSpec);
    String getContentSpecAsString(int);
    int getContentSpecIndex(int);
    short getContentSpecType(int);
    XMLDTDContentModelSource getDTDContentModelSource();
    XMLDTDSource getDTDSource();
    ContentModelValidator getElementContentModelValidator(int);
    boolean getElementDecl(int, XMLElementDecl);
    int getElementDeclIndex(QName);
    int getElementDeclIndex(String);
    boolean getElementDeclIsExternal(int);
    QName getElementDeclName(int);
    boolean getEntityDecl(int, XMLEntityDecl);
    int getEntityDeclIndex(String);
    int getFirstAttributeDeclIndex(int);
    int getFirstElementDeclIndex();
    XMLGrammarDescription getGrammarDescription();
    int getNextAttributeDeclIndex(int);
    int getNextElementDeclIndex(int);
    boolean getNotationDecl(int, XMLNotationDecl);
    int getNotationDeclIndex(String);
    SymbolTable getSymbolTable();
    void ignoredCharacters(XMLString, Augmentations);
    void initializeContentModelStack();
    void internalEntityDecl(String, XMLString, XMLString, Augmentations);
    boolean isCDATAAttribute(QName, QName);
    boolean isEntityDeclared(String);
    boolean isEntityUnparsed(String);
    boolean isImmutable();
    boolean isNamespaceAware();
    void notationDecl(String, XMLResourceIdentifier, Augmentations);
    void occurrence(short, Augmentations);
    void pcdata(Augmentations);
    void printAttribute(int);
    void printAttributes(int);
    void printElements();
    void processingInstruction(String, XMLString, Augmentations);
    void putElementNameMapping(QName, int, int);
    ContentModelValidator[][] resize(ContentModelValidator[][], int);
    DatatypeValidator[][] resize(DatatypeValidator[][], int);
    Object[][] resize(Object[][], int);
    QName[][] resize(QName[][], int);
    String[][] resize(String[][], int);
    String[][][] resize(String[][][], int);
    byte[][] resize(byte[][], int);
    int[][] resize(int[][], int);
    short[][] resize(short[][], int);
    void separator(short, Augmentations);
    void setAttributeDecl(int, int, XMLAttributeDecl);
    void setContentSpec(int, XMLContentSpec);
    void setContentSpecIndex(int, int);
    void setDTDContentModelSource(XMLDTDContentModelSource);
    void setDTDSource(XMLDTDSource);
    void setElementDecl(int, XMLElementDecl);
    void setEntityDecl(int, XMLEntityDecl);
    void setFirstAttributeDeclIndex(int, int);
    void setNotationDecl(int, XMLNotationDecl);
    void startAttlist(String, Augmentations);
    void startConditional(short, Augmentations);
    void startContentModel(String, Augmentations);
    void startDTD(XMLLocator, Augmentations);
    void startExternalSubset(XMLResourceIdentifier, Augmentations);
    void startGroup(Augmentations);
    void startParameterEntity(String, XMLResourceIdentifier, String, Augmentations);
    void textDecl(String, String, Augmentations);
    void unparsedEntityDecl(String, XMLResourceIdentifier, String, Augmentations);
}
",101,0,4,0,b8a40edd360a454171426386c28a08527a6e0e7214ef954df3e90eb787e7eaf0
