subject,class_id,class_name,kind,superclass_present,semantic_text,method_count,annotation_count,interface_count,truncated_method_count,input_hash
xerces-j,org.apache.xerces.dom.CoreDOMImplementationImpl,CoreDOMImplementationImpl,class,false,"public class CoreDOMImplementationImpl implements DOMImplementation, DOMImplementationLS {
    int assignDocTypeNumber();
    int assignDocumentNumber();
    void checkQName(String);
    CoreDocumentImpl createDocument(DocumentType);
    Document createDocument(String, String, DocumentType);
    DocumentType createDocumentType(String, String, String);
    LSInput createLSInput();
    LSOutput createLSOutput();
    LSParser createLSParser(short, String);
    LSSerializer createLSSerializer();
    DOMImplementation getDOMImplementation();
    XMLDTDLoader getDTDLoader(String);
    Object getFeature(String, String);
    RevalidationHandler getValidator(String, String);
    boolean hasFeature(String, String);
    void releaseDTDLoader(String, XMLDTDLoader);
    void releaseValidator(String, String, RevalidationHandler);
}
",17,0,2,0,8a886053a4c55ca15251df711ec74d4a575606ec742d3431d4497f567de42cb8
xerces-j,org.apache.xerces.dom.CoreDOMImplementationImpl$RevalidationHandlerHolder,CoreDOMImplementationImpl$RevalidationHandlerHolder,class,false,"class CoreDOMImplementationImpl$RevalidationHandlerHolder {
}
",0,0,0,0,d4c1e4d22cf69731eaf96bb474d6c3055764f5fa67d0815f60bf2f6026b080f5
xerces-j,org.apache.xerces.dom.CoreDOMImplementationImpl$XMLDTDLoaderHolder,CoreDOMImplementationImpl$XMLDTDLoaderHolder,class,false,"class CoreDOMImplementationImpl$XMLDTDLoaderHolder {
}
",0,0,0,0,f263555e81ff266c1935394a4cb5cf4bba04abac097afd4a05c8449e6d071fc0
xerces-j,org.apache.xerces.dom.CoreDocumentImpl,CoreDocumentImpl,class,true,"public class CoreDocumentImpl extends ParentNode implements Document {
    void abort();
    void addEventListener(NodeImpl, String, EventListener, boolean);
    Node adoptNode(Node);
    void callUserDataHandlers(Node, Node, short);
    void callUserDataHandlers(Node, Node, short, Hashtable);
    boolean canRenameElements(String, String, ElementImpl);
    void changed();
    int changes();
    void checkDOMNSErr(String, String);
    void checkNamespaceWF(String, int, int);
    void checkQName(String, String);
    void clearIdentifiers();
    Object clone();
    Node cloneNode(boolean);
    void cloneNode(CoreDocumentImpl, boolean);
    void copyEventListeners(NodeImpl, NodeImpl);
    Attr createAttribute(String);
    Attr createAttributeNS(String, String);
    Attr createAttributeNS(String, String, String);
    CDATASection createCDATASection(String);
    Comment createComment(String);
    DocumentFragment createDocumentFragment();
    DocumentType createDocumentType(String, String, String);
    Element createElement(String);
    ElementDefinitionImpl createElementDefinition(String);
    Element createElementNS(String, String);
    Element createElementNS(String, String, String);
    Entity createEntity(String);
    EntityReference createEntityReference(String);
    Notation createNotation(String);
    ProcessingInstruction createProcessingInstruction(String, String);
    Text createTextNode(String);
    void deletedText(CharacterDataImpl, int, int);
    boolean dispatchEvent(NodeImpl, Event);
    void freeNodeListCache(NodeListCache);
    boolean getAsync();
    String getBaseURI();
    DocumentType getDoctype();
    Element getDocumentElement();
    String getDocumentURI();
    DOMConfiguration getDomConfig();
    Element getElementById(String);
    NodeList getElementsByTagName(String);
    NodeList getElementsByTagNameNS(String, String);
    String getEncoding();
    boolean getErrorChecking();
    Object getFeature(String, String);
    Element getIdentifier(String);
    Enumeration getIdentifiers();
    DOMImplementation getImplementation();
    String getInputEncoding();
    boolean getMutationEvents();
    NodeListCache getNodeListCache(ParentNode);
    String getNodeName();
    int getNodeNumber();
    int getNodeNumber(Node);
    short getNodeType();
    Document getOwnerDocument();
    boolean getStandalone();
    boolean getStrictErrorChecking();
    String getTextContent();
    Object getUserData(Node, String);
    Object getUserData(NodeImpl);
    Hashtable getUserDataRecord(Node);
    String getVersion();
    String getXmlEncoding();
    boolean getXmlStandalone();
    String getXmlVersion();
    Node importNode(Node, boolean);
    Node importNode(Node, boolean, boolean, HashMap);
    Node insertBefore(Node, Node);
    void insertedNode(NodeImpl, NodeImpl, boolean);
    void insertedText(CharacterDataImpl, int, int);
    void insertingNode(NodeImpl, boolean);
    boolean isKidOK(Node, Node);
    boolean isNormalizeDocRequired();
    boolean isValidQName(String, String, boolean);
    boolean isXML11Version();
    boolean isXMLName(String, boolean);
    boolean isXMLVersionChanged();
    boolean load(String);
    boolean loadXML(String);
    void modifiedAttrValue(AttrImpl, String);
    void modifiedCharacterData(NodeImpl, String, String, boolean);
    void modifyingCharacterData(NodeImpl, boolean);
    void normalizeDocument();
    void putIdentifier(String, Element);
    void readObject(ObjectInputStream);
    Node removeChild(Node);
    void removeEventListener(NodeImpl, String, EventListener, boolean);
    void removeIdentifier(String);
    Hashtable removeUserDataTable(Node);
    void removedAttrNode(AttrImpl, NodeImpl, String);
    void removedNode(NodeImpl, boolean);
    void removingNode(NodeImpl, NodeImpl, boolean);
    Node renameNode(Node, String, String);
    void renamedAttrNode(Attr, Attr);
    void renamedElement(Element, Element);
    Node replaceChild(Node, Node);
    ElementImpl replaceRenameElement(ElementImpl, String, String);
    void replacedCharacterData(NodeImpl, String, String);
    void replacedNode(NodeImpl);
    void replacedText(CharacterDataImpl);
    void replacingData(NodeImpl);
    void replacingNode(NodeImpl);
    String saveXML(Node);
    void setAsync(boolean);
    void setAttrNode(AttrImpl, AttrImpl);
    void setDocumentURI(String);
    void setEncoding(String);
    void setErrorChecking(boolean);
    void setInputEncoding(String);
    void setMutationEvents(boolean);
    void setStandalone(boolean);
    void setStrictErrorChecking(boolean);
    void setTextContent(String);
    Object setUserData(Node, String, Object, UserDataHandler);
    void setUserData(NodeImpl, Object);
    void setUserDataTable(Node, Hashtable);
    void setVersion(String);
    void setXmlEncoding(String);
    void setXmlStandalone(boolean);
    void setXmlVersion(String);
    void undeferChildren(Node);
    void writeObject(ObjectOutputStream);
}
",125,0,1,0,483a6d2dce2e7da493044c58f374672b70df9016f68c2cfd85419f3db10b7ce5
xerces-j,org.apache.xerces.dom.DOMConfigurationImpl,DOMConfigurationImpl,class,true,"public class DOMConfigurationImpl extends ParserConfigurationSettings implements DOMConfiguration, XMLParserConfiguration {
    void addComponent(XMLComponent);
    boolean canSetParameter(String, Object);
    void checkProperty(String);
    ValidationManager createValidationManager();
    XMLDTDContentModelHandler getDTDContentModelHandler();
    XMLDTDHandler getDTDHandler();
    XMLDocumentHandler getDocumentHandler();
    XMLEntityResolver getEntityResolver();
    XMLErrorHandler getErrorHandler();
    boolean getFeature(String);
    Locale getLocale();
    Object getParameter(String);
    DOMStringList getParameterNames();
    DOMException newFeatureNotFoundError(String);
    DOMException newFeatureNotSupportedError(String);
    DOMException newTypeMismatchError(String);
    void parse(XMLInputSource);
    void reset();
    void setDTDContentModelHandler(XMLDTDContentModelHandler);
    void setDTDHandler(XMLDTDHandler);
    void setDTDValidatorFactory(String);
    void setDocumentHandler(XMLDocumentHandler);
    void setEntityResolver(XMLEntityResolver);
    void setErrorHandler(XMLErrorHandler);
    void setFeature(String, boolean);
    void setLocale(Locale);
    void setParameter(String, Object);
    void setProperty(String, Object);
}
",28,0,2,0,7d3de21c1b788b836a70610108d8c66a8d04ad1576235e23afba0e2ad15e480e
xerces-j,org.apache.xerces.dom.DOMErrorImpl,DOMErrorImpl,class,false,"public class DOMErrorImpl implements DOMError {
    DOMLocatorImpl createDOMLocator(XMLParseException);
    DOMLocator getLocation();
    String getMessage();
    Object getRelatedData();
    Object getRelatedException();
    short getSeverity();
    String getType();
    void reset();
}
",8,0,1,0,e0a4cf247e56a9ae4036cb9d7ef057e5fa45b1aeadf592277901558196803010
xerces-j,org.apache.xerces.dom.DOMImplementationImpl,DOMImplementationImpl,class,true,"public class DOMImplementationImpl extends CoreDOMImplementationImpl implements DOMImplementation {
    CoreDocumentImpl createDocument(DocumentType);
    DOMImplementation getDOMImplementation();
    boolean hasFeature(String, String);
}
",3,0,1,0,5fc1645321c508370122f899daf1eebe8117964647111db3c4bdc81b34879132
xerces-j,org.apache.xerces.dom.DOMImplementationListImpl,DOMImplementationListImpl,class,false,"public class DOMImplementationListImpl implements DOMImplementationList {
    int getLength();
    DOMImplementation item(int);
}
",2,0,1,0,fbceed31d274c88c801419d725f6940f6d2ac0e08ea0319cc50e5bbf3b26a042
xerces-j,org.apache.xerces.dom.DOMImplementationSourceImpl,DOMImplementationSourceImpl,class,false,"public class DOMImplementationSourceImpl implements DOMImplementationSource {
    DOMImplementation getDOMImplementation(String);
    DOMImplementationList getDOMImplementationList(String);
    boolean testImpl(DOMImplementation, String);
}
",3,0,1,0,1ed5bf27e6152dc055e387162a8be9856d3f21dfceb7eadf5c04153f2490db85
xerces-j,org.apache.xerces.dom.DOMInputImpl,DOMInputImpl,class,false,"public class DOMInputImpl implements LSInput {
    String getBaseURI();
    InputStream getByteStream();
    boolean getCertifiedText();
    Reader getCharacterStream();
    String getEncoding();
    String getPublicId();
    String getStringData();
    String getSystemId();
    void setBaseURI(String);
    void setByteStream(InputStream);
    void setCertifiedText(boolean);
    void setCharacterStream(Reader);
    void setEncoding(String);
    void setPublicId(String);
    void setStringData(String);
    void setSystemId(String);
}
",16,0,1,0,78dd6fecbc09be6a1451806e4db036af227c21dd8b4e4c1a269795db9c7cd217
xerces-j,org.apache.xerces.dom.DOMLocatorImpl,DOMLocatorImpl,class,false,"public class DOMLocatorImpl implements DOMLocator {
    int getByteOffset();
    int getColumnNumber();
    int getLineNumber();
    Node getRelatedNode();
    String getUri();
    int getUtf16Offset();
}
",6,0,1,0,590e7acbd9ebb95990c1c9f40e8a7b6a281f96768019a5b2cb8a9184e6b08522
xerces-j,org.apache.xerces.dom.DOMMessageFormatter,DOMMessageFormatter,class,false,"public class DOMMessageFormatter {
    String formatMessage(String, String, Object[]);
    ResourceBundle getResourceBundle(String);
    void init();
    void setLocale(Locale);
}
",4,0,0,0,a1ffe4318308f9dd407e3f92d376e8668c946c25ac7f98ce24251666181738b5
xerces-j,org.apache.xerces.dom.DOMNormalizer,DOMNormalizer,class,false,"public class DOMNormalizer implements XMLDocumentHandler {
    void addNamespaceDecl(String, String, ElementImpl);
    void characters(XMLString, Augmentations);
    void comment(XMLString, Augmentations);
    void doctypeDecl(String, String, String, Augmentations);
    void emptyElement(QName, XMLAttributes, Augmentations);
    void endCDATA(Augmentations);
    void endDocument(Augmentations);
    void endElement(QName, Augmentations);
    void endGeneralEntity(String, Augmentations);
    void expandEntityRef(Node, Node);
    XMLDocumentSource getDocumentSource();
    void ignorableWhitespace(XMLString, Augmentations);
    void isAttrValueWF(DOMErrorHandler, DOMErrorImpl, DOMLocatorImpl, NamedNodeMap, Attr, String, boolean);
    void isCDataWF(DOMErrorHandler, DOMErrorImpl, DOMLocatorImpl, String, boolean);
    void isCommentWF(DOMErrorHandler, DOMErrorImpl, DOMLocatorImpl, String, boolean);
    void isXMLCharWF(DOMErrorHandler, DOMErrorImpl, DOMLocatorImpl, String, boolean);
    void namespaceFixUp(ElementImpl, AttributeMap);
    String normalizeAttributeValue(String, Attr);
    void normalizeDocument(CoreDocumentImpl, DOMConfigurationImpl);
    Node normalizeNode(Node);
    void processDTD(String, String);
    void processingInstruction(String, XMLString, Augmentations);
    void reportDOMError(DOMErrorHandler, DOMErrorImpl, DOMLocatorImpl, String, short, String);
    void setDocumentSource(XMLDocumentSource);
    void startCDATA(Augmentations);
    void startDocument(XMLLocator, String, NamespaceContext, Augmentations);
    void startElement(QName, XMLAttributes, Augmentations);
    void startGeneralEntity(String, XMLResourceIdentifier, String, Augmentations);
    void textDecl(String, String, Augmentations);
    void updateQName(Node, QName);
    void xmlDecl(String, String, String, Augmentations);
}
",31,0,1,0,af19f0958b536fa58192ebb81d9fa7a90e166fcd7e600c4061296897a2649d83
xerces-j,org.apache.xerces.dom.DOMNormalizer$1,DOMNormalizer$1,class,true,"class DOMNormalizer$1 extends RuntimeException {
    Throwable fillInStackTrace();
}
",1,0,0,0,20ce941f171c287a8febb4a5b01792aec27f71fe4be05d05549da3dcf575aee6
xerces-j,org.apache.xerces.dom.DOMNormalizer$XMLAttributesProxy,DOMNormalizer$XMLAttributesProxy,class,false,"public class DOMNormalizer$XMLAttributesProxy implements XMLAttributes {
    int addAttribute(QName, String, String);
    Augmentations getAugmentations(String);
    Augmentations getAugmentations(String, String);
    Augmentations getAugmentations(int);
    int getIndex(String);
    int getIndex(String, String);
    int getLength();
    String getLocalName(int);
    void getName(int, QName);
    String getNonNormalizedValue(int);
    String getPrefix(int);
    String getQName(int);
    String getReportableType(String);
    String getType(String);
    String getType(String, String);
    String getType(int);
    String getURI(int);
    String getValue(String);
    String getValue(String, String);
    String getValue(int);
    boolean isSpecified(int);
    void removeAllAttributes();
    void removeAttributeAt(int);
    void setAttributes(AttributeMap, CoreDocumentImpl, ElementImpl);
    void setAugmentations(int, Augmentations);
    void setName(int, QName);
    void setNonNormalizedValue(int, String);
    void setSpecified(int, boolean);
    void setType(int, String);
    void setValue(int, String);
}
",30,0,1,0,a53ff7eb7a34b09f73c817105e90a68eed3a38ae6d96693bdc7edd21433ea5b4
xerces-j,org.apache.xerces.dom.DOMOutputImpl,DOMOutputImpl,class,false,"public class DOMOutputImpl implements LSOutput {
    OutputStream getByteStream();
    Writer getCharacterStream();
    String getEncoding();
    String getSystemId();
    void setByteStream(OutputStream);
    void setCharacterStream(Writer);
    void setEncoding(String);
    void setSystemId(String);
}
",8,0,1,0,c1e1943c12b81dd2a0f5da067d99aa3a1fdf7cc0f3c3c1da22b11467f0a297a3
xerces-j,org.apache.xerces.dom.DOMStringListImpl,DOMStringListImpl,class,false,"public class DOMStringListImpl implements DOMStringList {
    void add(String);
    boolean contains(String);
    int getLength();
    String item(int);
}
",4,0,1,0,a6fc8498f8d62671c318cf8a0f86b4a30ae9807d072d8703069db74b3e8497d2
xerces-j,org.apache.xerces.dom.DOMXSImplementationSourceImpl,DOMXSImplementationSourceImpl,class,true,"public class DOMXSImplementationSourceImpl extends DOMImplementationSourceImpl {
    DOMImplementation getDOMImplementation(String);
    DOMImplementationList getDOMImplementationList(String);
}
",2,0,0,0,cf2c82144b3d38e6231f3d04248c30aeb7ea253b37a88c6f78476daa97ff8289
xerces-j,org.apache.xerces.dom.DeepNodeListImpl,DeepNodeListImpl,class,false,"public class DeepNodeListImpl implements NodeList {
    int getLength();
    Node item(int);
    Node nextMatchingElementAfter(Node);
}
",3,0,1,0,17bbf6ca867d98f1869fc58e4ab3676824b25f731e37db8028024d1eda60d512
xerces-j,org.apache.xerces.dom.DeferredAttrImpl,DeferredAttrImpl,class,true,"public class DeferredAttrImpl extends AttrImpl implements DeferredNode {
    int getNodeIndex();
    void synchronizeChildren();
    void synchronizeData();
}
",3,0,1,0,ac706eee30eae4b29b50c523142d67f5f990ee10bbdb3ca8dc2faef63b22974d
xerces-j,org.apache.xerces.dom.DeferredAttrNSImpl,DeferredAttrNSImpl,class,true,"public class DeferredAttrNSImpl extends AttrNSImpl implements DeferredNode {
    int getNodeIndex();
    void synchronizeChildren();
    void synchronizeData();
}
",3,0,1,0,b2654f58d845331ba9c6499bcb3bff99dc60f4f59b1658e7e96a75406ea3467c
xerces-j,org.apache.xerces.dom.DeferredCDATASectionImpl,DeferredCDATASectionImpl,class,true,"public class DeferredCDATASectionImpl extends CDATASectionImpl implements DeferredNode {
    int getNodeIndex();
    void synchronizeData();
}
",2,0,1,0,e9af53b37f0f377f42693c4bd7fa4460829674044cb003c13f85fb3032d58d86
xerces-j,org.apache.xerces.dom.DeferredCommentImpl,DeferredCommentImpl,class,true,"public class DeferredCommentImpl extends CommentImpl implements DeferredNode {
    int getNodeIndex();
    void synchronizeData();
}
",2,0,1,0,bf4af5ad99bf22531ce097fd6b8dc4575864123767a140c5909093e0a3fc218c
xerces-j,org.apache.xerces.dom.DeferredDOMImplementationImpl,DeferredDOMImplementationImpl,class,true,"public class DeferredDOMImplementationImpl extends DOMImplementationImpl {
    DOMImplementation getDOMImplementation();
}
",1,0,0,0,d564f8c2d5ceed18cce008e7285be2fca4bfb1f08f21c732015d0c789bcd01b5
xerces-j,org.apache.xerces.dom.DeferredDocumentImpl,DeferredDocumentImpl,class,true,"public class DeferredDocumentImpl extends DocumentImpl implements DeferredNode {
    void appendChild(int, int);
    int binarySearch(int[], int, int, int);
    int clearChunkIndex(int[][], int, int);
    String clearChunkValue(Object[][], int, int);
    int cloneNode(int, boolean);
    void createChunk(Object[][], int);
    void createChunk(int[][], int);
    int createDeferredAttribute(String, String, String, boolean);
    int createDeferredAttribute(String, String, boolean);
    int createDeferredCDATASection(String);
    int createDeferredComment(String);
    int createDeferredDocument();
    int createDeferredDocumentType(String, String, String);
    int createDeferredElement(String);
    int createDeferredElement(String, String);
    int createDeferredElement(String, String, Object);
    int createDeferredElementDefinition(String);
    int createDeferredEntity(String, String, String, String, String);
    int createDeferredEntityReference(String, String);
    int createDeferredNotation(String, String, String, String);
    int createDeferredProcessingInstruction(String, String);
    int createDeferredTextNode(String, boolean);
    int createNode(short);
    void ensureCapacity(int);
    String getAttribute(int, String);
    int getChunkIndex(int[][], int, int);
    String getChunkValue(Object[][], int, int);
    String getDeferredEntityBaseURI(int);
    DOMImplementation getImplementation();
    int getLastChild(int);
    int getLastChild(int, boolean);
    boolean getNamespacesEnabled();
    int getNodeExtra(int);
    int getNodeExtra(int, boolean);
    int getNodeIndex();
    String getNodeName(int);
    String getNodeName(int, boolean);
    DeferredNode getNodeObject(int);
    short getNodeType(int);
    short getNodeType(int, boolean);
    String getNodeURI(int);
    String getNodeURI(int, boolean);
    String getNodeValue(int);
    String getNodeValue(int, boolean);
    String getNodeValue(int, int);
    String getNodeValueString(int);
    String getNodeValueString(int, boolean);
    int getParentNode(int);
    int getParentNode(int, boolean);
    int getPrevSibling(int);
    int getPrevSibling(int, boolean);
    int getRealPrevSibling(int);
    int getRealPrevSibling(int, boolean);
    Object getTypeInfo(int);
    int insertBefore(int, int, int);
    int lookupElementDefinition(String);
    void print();
    void print(int[], int, int, int, int);
    void putIdentifier(String, int);
    void putIdentifier0(String, Element);
    void setAsLastChild(int, int);
    int setAttributeNode(int, int);
    int setChunkIndex(int[][], int, int, int);
    String setChunkValue(Object[][], Object, int, int);
    int setDeferredAttribute(int, String, String, String, boolean);
    int setDeferredAttribute(int, String, String, String, boolean, boolean, Object);
    void setEntityInfo(int, String, String);
    void setIdAttribute(int);
    void setIdAttributeNode(int, int);
    void setInputEncoding(int, String);
    void setInternalSubset(int, String);
    void setNamespacesEnabled(boolean);
    void setTypeInfo(int, Object);
    void synchronizeChildren();
    void synchronizeChildren(AttrImpl, int);
    void synchronizeChildren(ParentNode, int);
    void synchronizeData();
}
",77,0,1,0,7d08e1d031c2e37cc4f84904ca2effd02b05f90d2f8f31d7bc630a67fbcad160
xerces-j,org.apache.xerces.dom.DeferredDocumentImpl$IntVector,DeferredDocumentImpl$IntVector,class,false,"class DeferredDocumentImpl$IntVector {
    void addElement(int);
    int elementAt(int);
    void ensureCapacity(int);
    void removeAllElements();
    int size();
}
",5,0,0,0,15ba6db5c7b2a80f0c18fe5f9a8eba4edb0dac50c7bbeafb9e06beb8057c4b70
xerces-j,org.apache.xerces.dom.DeferredDocumentImpl$RefCount,DeferredDocumentImpl$RefCount,class,false,"class DeferredDocumentImpl$RefCount {
}
",0,0,0,0,4c5b3c8dfa3a8bc432f70b296216d20e41b7aacc5c45aa42c05e87561f060dba
xerces-j,org.apache.xerces.dom.DeferredDocumentTypeImpl,DeferredDocumentTypeImpl,class,true,"public class DeferredDocumentTypeImpl extends DocumentTypeImpl implements DeferredNode {
    int getNodeIndex();
    void synchronizeChildren();
    void synchronizeData();
}
",3,0,1,0,49ec0106319db4175c6232ab7e2e7134d3db73f3434c1c8a4853929f219f8bb0
xerces-j,org.apache.xerces.dom.DeferredElementDefinitionImpl,DeferredElementDefinitionImpl,class,true,"public class DeferredElementDefinitionImpl extends ElementDefinitionImpl implements DeferredNode {
    int getNodeIndex();
    void synchronizeChildren();
    void synchronizeData();
}
",3,0,1,0,e7b46f36baf37a4e80e0672265e63e67aa3a8f1bea8b9bab30a13a1c17e59ce3
xerces-j,org.apache.xerces.dom.DeferredElementImpl,DeferredElementImpl,class,true,"public class DeferredElementImpl extends ElementImpl implements DeferredNode {
    int getNodeIndex();
    void synchronizeChildren();
    void synchronizeData();
}
",3,0,1,0,addf4894d2331e40425be45bc9b792b493863275eb719f49d74426176d4a1045
xerces-j,org.apache.xerces.dom.DeferredElementNSImpl,DeferredElementNSImpl,class,true,"public class DeferredElementNSImpl extends ElementNSImpl implements DeferredNode {
    int getNodeIndex();
    void synchronizeChildren();
    void synchronizeData();
}
",3,0,1,0,4ab3bf0802b2c8cf6e896a04eed45f6b929e76ca4aa932f24621a6dbc6d4164e
xerces-j,org.apache.xerces.dom.DeferredEntityImpl,DeferredEntityImpl,class,true,"public class DeferredEntityImpl extends EntityImpl implements DeferredNode {
    int getNodeIndex();
    void synchronizeChildren();
    void synchronizeData();
}
",3,0,1,0,aa4bbd96fec480e468e4843104dd334550c07b0c366cefe9ac1b11e78d7009da
xerces-j,org.apache.xerces.dom.DeferredEntityReferenceImpl,DeferredEntityReferenceImpl,class,true,"public class DeferredEntityReferenceImpl extends EntityReferenceImpl implements DeferredNode {
    int getNodeIndex();
    void synchronizeChildren();
    void synchronizeData();
}
",3,0,1,0,92a946abb3ca267ea1b94bfdce5a21c9725724d198dd32e683fef3e62247eced
