subject,class_id,class_name,kind,superclass_present,semantic_text,method_count,annotation_count,interface_count,truncated_method_count,input_hash
daytrader,com.ibm.websphere.samples.daytrader.util.Log,Log,class,false,"public class Log {
    void debug(String);
    boolean doActionTrace();
    boolean doDebug();
    boolean doStat();
    boolean doTrace();
    void error(String);
    void error(String, String, String, Throwable);
    void error(String, String, Throwable);
    void error(String, Throwable);
    void error(Throwable, String);
    void error(Throwable, String, String);
    void error(Throwable, String, String, String);
    boolean getActionTrace();
    boolean getTrace();
    void log(String);
    void log(String, String);
    void log(String, String, String);
    void print(String);
    void printCollection(Collection);
    void printCollection(String, Collection);
    void printObject(Object);
    void setActionTrace(boolean);
    void setTrace(boolean);
    void stat(String);
    void trace(String);
    void trace(String, Object);
    void trace(String, Object, Object);
    void trace(String, Object, Object, Object);
    void trace(String, Object, Object, Object, Object);
    void trace(String, Object, Object, Object, Object, Object);
    void trace(String, Object, Object, Object, Object, Object, Object);
    void trace(String, Object, Object, Object, Object, Object, Object, Object);
    void traceEnter(String);
    void traceExit(String);
}
",34,0,0,0,5c88d85e0f49968d803f52175b628c4d465c7d7348b050bedb8c66252dbf3aba
daytrader,com.ibm.websphere.samples.daytrader.util.MDBStats,MDBStats,class,true,"public class MDBStats extends HashMap {
    TimerStat addTiming(String, long, long);
    MDBStats getInstance();
    void reset();
}
",3,0,0,0,3cf888238d2f47f057ddc8a187c5a4e3a5b4d5615adb164ce99408b0a9f50ed5
daytrader,com.ibm.websphere.samples.daytrader.util.TimerStat,TimerStat,class,false,"public class TimerStat {
    double getAvgSecs();
    int getCount();
    double getMax();
    double getMaxSecs();
    double getMin();
    double getMinSecs();
    double getTotalTime();
    void setCount(int);
    void setMax(double);
    void setMin(double);
    void setTotalTime(double);
}
",11,0,0,0,69d7f98dab546a408a5670d85feec4ea45c3b2c941cd2e197665e4370bc7ab9f
daytrader,com.ibm.websphere.samples.daytrader.util.TradeConfig,TradeConfig,class,false,"public class TradeConfig {
    int getAccessMode();
    boolean getActionTrace();
    boolean getDisplayOrderAlerts();
    String getHostname();
    boolean getJDBCDriverNeedsGlobalTransation();
    boolean getLongRun();
    int getMAX_HOLDINGS();
    int getMAX_QUOTES();
    int getMAX_USERS();
    int getMarketSummaryInterval();
    String getNextUserIDFromDeck();
    BigDecimal getOrderFee(String);
    int getOrderProcessingMode();
    String[] getOrderProcessingModeNames();
    String getPage(int);
    int getPercentSentToWebsocket();
    int getPrimIterations();
    boolean getPublishQuotePriceChange();
    BigDecimal getRandomPriceChangeFactor();
    int getRunTimeMode();
    String[] getRunTimeModeNames();
    char getScenarioAction(boolean);
    int getScenarioCount();
    int[][] getScenarioMixes();
    boolean getTrace();
    boolean getUpdateQuotePrices();
    String getUserID();
    int getWebInterface();
    String[] getWebInterfaceNames();
    void incrementScenarioCount();
    void incrementSellDeficit();
    String nextUserID();
    double random();
    String rndAddress();
    String rndBalance();
    BigDecimal rndBigDecimal(float);
    boolean rndBoolean();
    String rndCreditCard();
    String rndEmail(String);
    float rndFloat(int);
    String rndFullName();
    int rndInt(int);
    String rndNewUserID();
    float rndPrice();
    float rndQuantity();
    String rndSymbol();
    String rndSymbols();
    String rndUserID();
    void setAccessMode(int);
    void setActionTrace(boolean);
    void setConfigParam(String, String);
    void setDisplayOrderAlerts(boolean);
    void setJDBCDriverNeedsGlobalTransation(boolean);
    void setLongRun(boolean);
    void setMAX_HOLDINGS(int);
    void setMAX_QUOTES(int);
    void setMAX_USERS(int);
    void setMarketSummaryInterval(int);
    void setOrderProcessingMode(int);
    void setPercentSentToWebsocket(int);
    void setPrimIterations(int);
    void setPublishQuotePriceChange(boolean);
    void setRunTimeMode(int);
    void setRunTimeModeNames(String[]);
    void setScenarioCount(int);
    void setTrace(boolean);
    void setUpdateQuotePrices(boolean);
    void setUseRemoteEJBInterface(boolean);
    void setWebInterface(int);
    boolean useRemoteEJBInterface();
}
",70,0,0,0,e94f37be483cca3b9c8b0bc9d59407688f9d35c2f13aaaeb08c3245d8ba18b52
daytrader,com.ibm.websphere.samples.daytrader.util.WebSocketJMSMessage,WebSocketJMSMessage,interface,false,"@Qualifier
@Retention
@Target
public interface WebSocketJMSMessage extends Annotation {
}
",0,3,1,0,e95b8733d3181d904136f23d47d135939f19ba98573cc973c9f5610fef33a7da
daytrader,com.ibm.websphere.samples.daytrader.web.OrdersAlertFilter,OrdersAlertFilter,class,false,"@WebFilter
public class OrdersAlertFilter implements Filter {
    void destroy();
    void doFilter(ServletRequest, ServletResponse, FilterChain);
    void init(FilterConfig);
}
",3,1,1,0,92772fd1a525dacc0e70f4670f2949914b10b431daada536adc8c55779ef3351
daytrader,com.ibm.websphere.samples.daytrader.web.TradeAppServlet,TradeAppServlet,class,true,"@WebServlet
public class TradeAppServlet extends HttpServlet {
    void doGet(HttpServletRequest, HttpServletResponse);
    void doPost(HttpServletRequest, HttpServletResponse);
    String getServletInfo();
    void init(ServletConfig);
    void performTask(HttpServletRequest, HttpServletResponse);
}
",5,1,0,0,3d2ab00130a8f8132f5a696c290b47eac5f6a24bcc94ba431756875254fb2dfc
daytrader,com.ibm.websphere.samples.daytrader.web.TradeServletAction,TradeServletAction,class,false,"public class TradeServletAction {
    void doAccount(ServletContext, HttpServletRequest, HttpServletResponse, String, String);
    void doAccountUpdate(ServletContext, HttpServletRequest, HttpServletResponse, String, String, String, String, String, String, String);
    void doBuy(ServletContext, HttpServletRequest, HttpServletResponse, String, String, String);
    void doHome(ServletContext, HttpServletRequest, HttpServletResponse, String, String);
    void doLogin(ServletContext, HttpServletRequest, HttpServletResponse, String, String);
    void doLogout(ServletContext, HttpServletRequest, HttpServletResponse, String);
    void doMarketSummary(ServletContext, HttpServletRequest, HttpServletResponse, String);
    void doPortfolio(ServletContext, HttpServletRequest, HttpServletResponse, String, String);
    void doQuotes(ServletContext, HttpServletRequest, HttpServletResponse, String, String);
    void doRegister(ServletContext, HttpServletRequest, HttpServletResponse, String, String, String, String, String, String, String, String);
    void doSell(ServletContext, HttpServletRequest, HttpServletResponse, String, Integer);
    void doWelcome(ServletContext, HttpServletRequest, HttpServletResponse, String);
    void requestDispatch(ServletContext, HttpServletRequest, HttpServletResponse, String, String);
}
",13,0,0,0,bb55e7f4a209cc8d7ab39fdf0df63b8c7a2bd45561128be5de602098b6fe37e8
daytrader,com.ibm.websphere.samples.daytrader.web.TradeWebContextListener,TradeWebContextListener,class,false,"@WebListener
public class TradeWebContextListener implements ServletContextListener {
    void contextDestroyed(ServletContextEvent);
    void contextInitialized(ServletContextEvent);
}
",2,1,1,0,54c23417abe0ec6d2f80bccd8b6382753c53345c2fcad75ef19fd3535ff56790
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.AccountDataJSF,AccountDataJSF,class,false,"@Named
@RequestScoped
public class AccountDataJSF {
    void doAccountData(AccountDataBean, Collection);
    Integer getAccountID();
    OrderData[] getAllOrders();
    BigDecimal getBalance();
    OrderData[] getClosedOrders();
    Date getCreationDate();
    Date getCurrentTime();
    BigDecimal getGain();
    String getGainHTML();
    BigDecimal getGainPercent();
    String getGainPercentHTML();
    BigDecimal getHoldingsTotal();
    Date getLastLogin();
    int getLoginCount();
    int getLogoutCount();
    Integer getNumberHoldings();
    Integer getNumberOfOrderRows();
    Integer getNumberOfOrders();
    BigDecimal getOpenBalance();
    String getProfileID();
    Date getSessionCreationDate();
    BigDecimal getSumOfCashHoldings();
    void home();
    void setAccountID(Integer);
    void setAllOrders(OrderData[]);
    void setBalance(BigDecimal);
    void setClosedOrders(OrderData[]);
    void setCreationDate(Date);
    void setCurrentTime(Date);
    void setGain(BigDecimal);
    void setGainPercent(BigDecimal);
    void setHoldingsTotal(BigDecimal);
    void setLastLogin(Date);
    void setLoginCount(int);
    void setLogoutCount(int);
    void setNumberHoldings(Integer);
    void setNumberOfOrderRows(Integer);
    void setNumberOfOrders(Integer);
    void setOpenBalance(BigDecimal);
    void setProfileID(String);
    void setSessionCreationDate(Date);
    void setSumOfCashHoldings(BigDecimal);
    void toggleShowAllRows();
}
",43,2,0,0,cfff56b2a6a4d45897abb39d483bd8221647b52684a93e655e5c2ed620df3c66
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.ExternalContextProducer,ExternalContextProducer,class,false,"public class ExternalContextProducer {
    ExternalContext produceFacesExternalContext();
}
",1,0,0,0,cf767647279cb1e18a1974b7e25b0ef85cdbe8365b813a1d15750008a1d91a08
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.HoldingData,HoldingData,class,false,"@Named
@SessionScoped
public class HoldingData implements Serializable {
    BigDecimal getBasis();
    BigDecimal getGain();
    String getGainHTML();
    Integer getHoldingID();
    BigDecimal getMarketValue();
    BigDecimal getPrice();
    Date getPurchaseDate();
    BigDecimal getPurchasePrice();
    double getQuantity();
    String getQuoteID();
    void setBasis(BigDecimal);
    void setGain(BigDecimal);
    void setHoldingID(Integer);
    void setMarketValue(BigDecimal);
    void setPrice(BigDecimal);
    void setPurchaseDate(Date);
    void setPurchasePrice(BigDecimal);
    void setQuantity(double);
    void setQuoteID(String);
}
",19,2,1,0,0466b8b5e7e9bbbaec557b72974530d8e3a29c86c3ec24b22f32d026cbd120d4
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.JSFLoginFilter,JSFLoginFilter,class,false,"@WebFilter
public class JSFLoginFilter implements Filter {
    void destroy();
    void doFilter(ServletRequest, ServletResponse, FilterChain);
    void init(FilterConfig);
}
",3,1,1,0,215ce11132c1dc52980218c193843844db4457e16138bb64e44a2650e009350b
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.LoginValidator,LoginValidator,class,false,"@FacesValidator
public class LoginValidator implements Validator {
    void validate(FacesContext, UIComponent, Object);
}
",1,1,1,0,c32c34c8b21acf508805d02f76b762068742452c7c38a20fcdfb1002531a68ca
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.MarketSummaryJSF,MarketSummaryJSF,class,false,"@Named
@RequestScoped
public class MarketSummaryJSF {
    BigDecimal getGainPercent();
    String getGainPercentHTML();
    void getMarketSummary();
    BigDecimal getOpenTSIA();
    Date getSummaryDate();
    BigDecimal getTSIA();
    QuoteData[] getTopGainers();
    QuoteData[] getTopLosers();
    double getVolume();
    void setGainPercent(BigDecimal);
    void setOpenTSIA(BigDecimal);
    void setSummaryDate(Date);
    void setTSIA(BigDecimal);
    void setTopGainers(QuoteData[]);
    void setTopLosers(QuoteData[]);
    void setVolume(double);
}
",16,2,0,0,b993776901ea25956839514f9bc4167f25110ae7ce97e482fed6583815adc7a9
