subject,seed,generation,hypervolume,best_so_far_hypervolume,front_solution_count
daytrader,0,1,0.08752977806439592,0.08752977806439592,16
daytrader,0,2,0.08837657668965627,0.08837657668965627,22
daytrader,0,3,0.08924591006305267,0.08924591006305267,28
daytrader,0,4,0.09008035718067728,0.09008035718067728,30
daytrader,0,5,0.09156656470351149,0.09156656470351149,40
daytrader,0,6,0.09787176686102478,0.09787176686102478,44
daytrader,0,7,0.10045416811017446,0.10045416811017446,53
daytrader,0,8,0.10308462506537999,0.10308462506537999,60
daytrader,0,9,0.10377438988749932,0.10377438988749932,63
daytrader,0,10,0.10460040404995175,0.10460040404995175,72
daytrader,0,11,0.10523837169827925,0.10523837169827925,79
daytrader,0,12,0.10774340367531011,0.10774340367531011,89
daytrader,0,13,0.1078693895792406,0.1078693895792406,100
daytrader,0,14,0.10943004934001371,0.10943004934001371,96
daytrader,0,15,0.11042597787909135,0.11042597787909135,100
daytrader,0,16,0.1113159712337326,0.1113159712337326,100
daytrader,0,17,0.11167042923575032,0.11167042923575032,100
daytrader,0,18,0.11243292462111937,0.11243292462111937,92
daytrader,0,19,0.11306421456951946,0.11306421456951946,96
daytrader,0,20,0.11431298718845231,0.11431298718845231,93
daytrader,0,21,0.11465601939201049,0.11465601939201049,100
daytrader,0,22,0.11470418590536716,0.11470418590536716,99
daytrader,0,23,0.11823873334670279,0.11823873334670279,94
daytrader,0,24,0.1183436018499148,0.1183436018499148,96
daytrader,0,25,0.11854968551441189,0.11854968551441189,100
daytrader,0,26,0.11882992471817683,0.11882992471817683,100
daytrader,0,27,0.11918585115830028,0.11918585115830028,100
daytrader,0,28,0.11935446405019327,0.11935446405019327,100
daytrader,0,29,0.11953216237256221,0.11953216237256221,100
daytrader,0,30,0.12013190238094965,0.12013190238094965,100
daytrader,0,31,0.12219085484904636,0.12219085484904636,100
daytrader,0,32,0.12293898938403379,0.12293898938403379,90
daytrader,0,33,0.12324507789021673,0.12324507789021673,99
daytrader,0,34,0.12749810571544454,0.12749810571544454,100
daytrader,0,35,0.12818160034800544,0.12818160034800544,94
daytrader,0,36,0.1408463945003281,0.1408463945003281,100
daytrader,0,37,0.14174784574868235,0.14174784574868235,98
daytrader,0,38,0.1437663108336611,0.1437663108336611,100
daytrader,0,39,0.14454745394389087,0.14454745394389087,100
daytrader,0,40,0.1452588780610186,0.1452588780610186,99
daytrader,0,41,0.1459873837135331,0.1459873837135331,100
daytrader,0,42,0.14579636509871993,0.1459873837135331,100
daytrader,0,43,0.14636947043834075,0.14636947043834075,100
daytrader,0,44,0.1462046593280656,0.14636947043834075,100
daytrader,0,45,0.1469261837130404,0.1469261837130404,100
daytrader,0,46,0.15064633963499505,0.15064633963499505,100
daytrader,0,47,0.1508703552483158,0.1508703552483158,100
daytrader,0,48,0.15593583384500745,0.15593583384500745,97
daytrader,0,49,0.15582559015916017,0.15593583384500745,100
daytrader,0,50,0.1560120075995395,0.1560120075995395,99
daytrader,0,51,0.15610417470816457,0.15610417470816457,100
daytrader,0,52,0.15610278809771133,0.15610417470816457,100
daytrader,0,53,0.15621150918147994,0.15621150918147994,100
daytrader,0,54,0.15637832275910363,0.15637832275910363,100
daytrader,0,55,0.1568154721042192,0.1568154721042192,100
daytrader,0,56,0.1584131483359233,0.1584131483359233,100
daytrader,0,57,0.15937555076790755,0.15937555076790755,100
daytrader,0,58,0.15976602345648952,0.15976602345648952,100
daytrader,0,59,0.15999559330731858,0.15999559330731858,100
daytrader,0,60,0.16011613944877015,0.16011613944877015,100
daytrader,0,61,0.16598407289795117,0.16598407289795117,100
daytrader,0,62,0.16822456833457855,0.16822456833457855,100
daytrader,0,63,0.1686107442126582,0.1686107442126582,100
daytrader,0,64,0.16845281947153473,0.1686107442126582,100
daytrader,0,65,0.1684950752334219,0.1686107442126582,100
daytrader,0,66,0.1688388955468689,0.1688388955468689,100
daytrader,0,67,0.16892668690676793,0.16892668690676793,100
daytrader,0,68,0.16907994137370186,0.16907994137370186,100
daytrader,0,69,0.16998326136728548,0.16998326136728548,100
daytrader,0,70,0.17023098795141464,0.17023098795141464,100
daytrader,0,71,0.17021781697853913,0.17023098795141464,100
daytrader,0,72,0.1699492339990841,0.17023098795141464,100
daytrader,0,73,0.1702694779626203,0.1702694779626203,100
daytrader,0,74,0.17086813913447663,0.17086813913447663,97
daytrader,0,75,0.17114240944401038,0.17114240944401038,100
daytrader,0,76,0.17130456905093733,0.17130456905093733,100
daytrader,0,77,0.1722590724770476,0.1722590724770476,100
daytrader,0,78,0.1721479043223978,0.1722590724770476,100
daytrader,0,79,0.17247562177613474,0.17247562177613474,100
daytrader,0,80,0.17234467245690172,0.17247562177613474,100
daytrader,0,81,0.17243719158856718,0.17247562177613474,100
daytrader,0,82,0.17247658662884205,0.17247658662884205,100
daytrader,0,83,0.17254358489311372,0.17254358489311372,100
daytrader,0,84,0.17261168631224494,0.17261168631224494,100
daytrader,0,85,0.17284125321408306,0.17284125321408306,100
daytrader,0,86,0.1730594468121572,0.1730594468121572,100
daytrader,0,87,0.17414964632162935,0.17414964632162935,100
daytrader,0,88,0.1743019403259328,0.1743019403259328,100
daytrader,0,89,0.17464880517708897,0.17464880517708897,100
daytrader,0,90,0.17465041756525562,0.17465041756525562,100
daytrader,0,91,0.17453582567065395,0.17465041756525562,100
daytrader,0,92,0.17456763381960114,0.17465041756525562,100
daytrader,0,93,0.17491949940596097,0.17491949940596097,99
daytrader,0,94,0.17447014120335824,0.17491949940596097,100
daytrader,0,95,0.17433059238520449,0.17491949940596097,100
daytrader,0,96,0.17451746865829057,0.17491949940596097,100
daytrader,0,97,0.17496972715433473,0.17496972715433473,100
daytrader,0,98,0.17514444548377642,0.17514444548377642,100
daytrader,0,99,0.17503213245110114,0.17514444548377642,100
daytrader,0,100,0.17477107919460103,0.17514444548377642,100
daytrader,15,1,0.09012669593441587,0.09012669593441587,17
daytrader,15,2,0.09670717780840346,0.09670717780840346,19
daytrader,15,3,0.11220397969073427,0.11220397969073427,25
daytrader,15,4,0.11305852189871346,0.11305852189871346,33
daytrader,15,5,0.1157031713573587,0.1157031713573587,41
daytrader,15,6,0.11892524023440479,0.11892524023440479,50
daytrader,15,7,0.11985851953549642,0.11985851953549642,53
daytrader,15,8,0.1242506493205056,0.1242506493205056,57
daytrader,15,9,0.1257230301424138,0.1257230301424138,57
daytrader,15,10,0.1271986266402916,0.1271986266402916,63
daytrader,15,11,0.12749915817145477,0.12749915817145477,66
daytrader,15,12,0.1283510150317555,0.1283510150317555,70
daytrader,15,13,0.12845011606466472,0.12845011606466472,77
daytrader,15,14,0.12902790553482024,0.12902790553482024,76
daytrader,15,15,0.12913161666336925,0.12913161666336925,82
daytrader,15,16,0.13461801137344964,0.13461801137344964,87
daytrader,15,17,0.13533978826559537,0.13533978826559537,91
daytrader,15,18,0.1434769588350601,0.1434769588350601,91
daytrader,15,19,0.1442373886121942,0.1442373886121942,93
daytrader,15,20,0.14595857713942922,0.14595857713942922,100
daytrader,15,21,0.1472277156715348,0.1472277156715348,100
daytrader,15,22,0.14737249781333026,0.14737249781333026,100
daytrader,15,23,0.14767359641394964,0.14767359641394964,100
daytrader,15,24,0.14953686113946546,0.14953686113946546,100
daytrader,15,25,0.1501515075459738,0.1501515075459738,100
daytrader,15,26,0.15048729605376363,0.15048729605376363,98
daytrader,15,27,0.15133281360586168,0.15133281360586168,100
daytrader,15,28,0.15163542225494894,0.15163542225494894,100
daytrader,15,29,0.1519594633886955,0.1519594633886955,100
daytrader,15,30,0.15265184407324855,0.15265184407324855,96
daytrader,15,31,0.1523818309066296,0.15265184407324855,100
daytrader,15,32,0.15282460969340111,0.15282460969340111,100
daytrader,15,33,0.1530390214472673,0.1530390214472673,100
daytrader,15,34,0.15370586879044737,0.15370586879044737,100
daytrader,15,35,0.15411515841016232,0.15411515841016232,100
daytrader,15,36,0.15437901317193328,0.15437901317193328,100
daytrader,15,37,0.15583490359277777,0.15583490359277777,100
daytrader,15,38,0.15639420630569875,0.15639420630569875,100
daytrader,15,39,0.15678273367469925,0.15678273367469925,100
daytrader,15,40,0.15712488636362287,0.15712488636362287,100
daytrader,15,41,0.15755287497754117,0.15755287497754117,99
daytrader,15,42,0.1579489604869922,0.1579489604869922,100
daytrader,15,43,0.15793141050246817,0.1579489604869922,100
daytrader,15,44,0.15826517059220468,0.15826517059220468,100
