subject,seed,run_type,calibration_status,calibration_bound_violation,hypervolume,hv_leiden_only,hv_gain_over_leiden,n_solutions,n_non_leiden_partitions,n_injected_seed_solutions,n_non_injected_solutions,exact_leiden_present_in_front,leiden_dominated_by_front,n_solutions_dominating_leiden,runtime_sec,front_source,final_population_size,result_opt_size,feasible_population_size,constraint_violating_population_size,recomputed_nondominated_size,n_unique_objective_vectors,n_unique_canonical_partitions,front_validation_passed,has_feasible_solution,used_infeasible_fallback,solution_id,coupling,cohesion,imbalance,weighted_modularity,internal_edge_weight_ratio,internal_external_edge_ratio,cluster_count,average_cluster_size,maximum_cluster_size,minimum_cluster_size,max_cluster_ratio,singleton_ratio,selected_equals_leiden,selected_is_injected_seed,selected_seed_name,mojofm_vs_reference,pairwise_precision,pairwise_recall,pairwise_f1,ari_vs_reference,nmi_vs_reference,reference_coverage_ratio
daytrader,0,smoke,smoke,False,0.4255643447779415,0.09346784174407895,0.3320965030338625,100,100,0,100,False,True,4,5.0342673329869285,recomputed_nondominated_front,100,100,100,0,100,100,100,True,True,False,seed0_solution039,0.4225092250922509,7.351755651755651,0.6670818690439126,0.32167945612804844,0.577490774907749,1.3668122270742358,9,5.888888888888889,12,1,0.22641509433962265,0.018867924528301886,False,False,,30.434782608695656,0.20100502512562815,0.2222222222222222,0.21108179419525067,0.08565937748267949,0.43191756436883844,1.0
daytrader,1,smoke,smoke,False,0.41190612815560235,0.09346784174407895,0.3184382864115234,100,100,0,100,False,False,0,4.983438917028252,recomputed_nondominated_front,100,100,100,0,100,100,100,True,True,False,seed1_solution029,0.4303505535055351,5.668242251575585,0.731238580191551,0.3144780972140901,0.5696494464944649,1.3236870310825295,9,5.888888888888889,13,1,0.24528301886792453,0.03773584905660377,False,False,,23.913043478260864,0.17370892018779344,0.20555555555555555,0.18829516539440203,0.054406140158408514,0.40538191560059256,1.0
