subject,n_seeds,n_seed_noise_pairs,ssa_effect_ari_mean,ssa_effect_ari_std,ssa_effect_dist_mean,ssa_effect_dist_std,seed_noise_ari_mean,seed_noise_ari_std,seed_noise_dist_mean,seed_noise_dist_std,seed_noise_dist_2std_low,seed_noise_dist_2std_high,ssa_effect_dist_in_seed_noise_band,distinct_raw_partitions_across_seeds,seed_noise_identical_pair_frac,reseeds_ge_mean_ssa_effect_frac,mannwhitney_u,mannwhitney_p,distinguishable_p05,verdict
daytrader,30,435,0.8914429100590155,0.09407395799998057,0.10855708994098473,0.09407395799998057,0.9344885798715807,0.1444877509545703,0.06551142012841929,0.14448775095457034,-0.22346408178072139,0.35448692203755994,True,4,0.8068965517241379,0.19310344827586207,10614.0,2.6867397195928788e-14,True,"SSA-effect distance 0.1086 vs seed-noise 0.0655+/-0.1445: same order of magnitude, and SSA-effect lies within the seed-noise +/-2std band [-0.2235, 0.3545]. 19% of pure reseeds move the raw partition >= the mean SSA effect (81% of reseed pairs are identical). Mann-Whitney p=2.69e-14: distributions separable by shape, but effect magnitudes overlap -> SSA effect is comparable to seed noise, not clearly beyond it."
