subject,seed,final_hypervolume,best_hypervolume,plateau_generation_1pct_best_so_far,last_20_relative_best_hv_gain,formal_final_hypervolume,final_hv_abs_difference,final_hv_matches_formal
daytrader,0,0.17477107919460103,0.17514444548377642,87,0.015237843828104126,0.174771079194601,2.7755575615628914e-17,True
daytrader,15,0.1735824830857423,0.1737692837541365,72,0.0,0.1735824830857423,0.0,True
daytrader,29,0.15618594111120518,0.15618594111120518,94,0.04272181635607189,0.1561859411112051,8.326672684688674e-17,True
