subject,seed,solution_id,coupling,cohesion,imbalance,pymoo_f0_coupling,pymoo_f1_negative_cohesion,pymoo_f2_imbalance,feasible,is_injected_seed,injected_seed_name,injected_seed_category,label_vector,selection_rule,selected_weighted_modularity,selected_cluster_count,selected_max_cluster_ratio,selected_singleton_ratio,weighted_modularity,internal_edge_weight_ratio,internal_external_edge_ratio,cluster_count,average_cluster_size,max_cluster_size,min_cluster_size,max_cluster_ratio,singleton_ratio,cluster_size_cv,cluster_size_distribution,mojofm_vs_reference,pairwise_f1,reference_coverage_ratio,ari_vs_reference,nmi_vs_reference,pairwise_precision,pairwise_recall
daytrader,6,seed6_solution038,0.4215867158671587,7.671596304929638,0.7179734939788848,0.4215867158671587,-7.671596304929638,0.7179734939788848,True,False,,,"[0, 1, 2, 0, 0, 0, 3, 3, 4, 4, 2, 4, 2, 4, 4, 2, 4, 2, 1, 2, 5, 5, 0, 3, 3, 1, 4, 0, 1, 1, 1, 4, 6, 2, 7, 0, 2, 4, 4, 2, 2, 2, 0, 0, 1, 0, 0, 6, 8, 8, 8, 0, 0]",highest_weighted_modularity_among_feasible_pareto_solutions,0.31986401073650955,9,0.24528301886792453,0.018867924528301886,0.31986401073650955,0.5784132841328413,1.3719912472647702,9,5.888888888888889,13,1,0.24528301886792453,0.018867924528301886,0.7179734939788848,"{""1"": 1, ""10"": 1, ""11"": 1, ""13"": 1, ""2"": 2, ""3"": 1, ""4"": 1, ""7"": 1}",23.913043478260864,0.1692307692307692,1.0,0.03323372742626997,0.3769561079097301,0.15714285714285714,0.18333333333333332
