class_id,input_hash,embedding_sha256
org.apache.xerces.dom.ASDOMImplementationImpl,8c626a126fb0091c02ec5d76f3e688809d01eff83b77178266f2456756a637b9,d9a02a79c04b0baaf3100a564919d3e4332fef45dce2741bf113ea622f4a11c8
org.apache.xerces.dom.ASModelImpl,b6a43edd683c0de8793551a587146fa5f2c7798726f0728c26d86d26e5e10b6a,f6e4d7f8e374e8cfd6fce6d7e15ccbdcd22b4f9473b89ae88fa046be26ba0fa7
org.apache.xerces.dom.AttrImpl,0a0e90245f0289d143febb5930cbf5c0626b62dede68cce3c6c14a0911ddd903,b507a677e6bcd5f11ca1b58ae5213e9fa6ca310134608f6b55cdc371b04b857e
org.apache.xerces.dom.AttrNSImpl,7b239a27ca426a3225c87365df89f013a2332505f83ba99af6b255b11f2fa471,826732cc39ecabef2179a604f1f4e8611dfb80f67fbcf60f29d172c999635c9e
org.apache.xerces.dom.AttributeMap,2f8a6a7d08010502821b5ab09c2508685fba9704c905768fb4c639526d5406b2,6742dea0c51f0a8cdcf41ff9461d00405e002b2de1916287dc8f25b3e307424b
org.apache.xerces.dom.CDATASectionImpl,d3db0dc3c8cf4f173fc539d3c44653218aafcfa2c0a4ae6b5e1cdb58fed35801,52864a84ba0ff3c39b1d5c29658d08fc119381a1a4793b1e8133dca77215495a
org.apache.xerces.dom.CharacterDataImpl,63eb6b6568c12631af7a5c8a31c9b1912b87537c6d8c34badb17f9fc0101c0a1,571aec5c8abe06d0fa9ccfc69efa85f3f96a68157e563a84f60c2d5754afda22
org.apache.xerces.dom.CharacterDataImpl$1,edf74317d277a9c34790f8cf7c78c1971f831b93089cb98e2230d1086067e2dd,acdfe7f985ea99f7b35009f675108744834ff357aa7a5528d0c78837fefd37b3
org.apache.xerces.dom.ChildNode,d995ade5c12e9ba155f5ea80a43f89069d79775f61f716d4e8f3f89ef6587a37,d13a659758a52f5a49ea3a6062cfac6fa20dd958a09cde3ccbefd575269bcff3
org.apache.xerces.dom.CommentImpl,18ee2662f8fdf172f59d0624258ceac04d610d3322833e26edb7b491f348881e,aa85bbaaa3a2651d89bd19c114e013744a46250ea3f7f94b35c923e948c7e493
org.apache.xerces.dom.CoreDOMImplementationImpl,f421ec6c677aca42f91ae1f1dfaadcb690c69366d7c89d3d008c15080084700c,ce1882ad1530da04bde2c1361cda74349abce10032a712b4242bbcdf0c3b06f1
org.apache.xerces.dom.CoreDOMImplementationImpl$RevalidationHandlerHolder,77ee38167f41fbf4ce3277bdc9238f82011897dac8a3377c4abcc1612854d5b9,082ffc288f8e41b5bb0b78afac7be0e78fe36639b32de31c66c6e8ca89110d52
org.apache.xerces.dom.CoreDOMImplementationImpl$XMLDTDLoaderHolder,16fd86e89dc9b94c4b2fed74071f4f3b61b37771fd141ce15ba5e7bf60cca9e4,7319ab2bf3cfe5838739efec8059d1879568bf26e088eaf01a7bdc0aca2fc34b
org.apache.xerces.dom.CoreDocumentImpl,f2e43932edf90d5a3aa78c66ef9d92882dadfabfbeab53dcb8e8bcb8c647cf06,9712a4cf63ae6d86b6096b7eeecc6390dbc8acd0f146c9402902cc086c21ea47
org.apache.xerces.dom.DOMConfigurationImpl,223efca1f6e2e1b95b2c6c75c5d23a41ebf9f4b06120bb8bbe32f62818f95e8e,f865ff03bb00ddb819de7f10544c44bc28cca57753962b37587d46bb49626cb5
org.apache.xerces.dom.DOMErrorImpl,07aeb2ea1afbb9055449d5433dff703489e56d388778008299cc06b6d2cd3e30,5bb08af7fc2e08abd1131c189b55809ffe69bd0e8dcb78bcb24269ce499060dc
org.apache.xerces.dom.DOMImplementationImpl,1132a1ad49fe163ebb10b432d5e412a62fca1ba57d0225fb589e1f648a8b5205,b6a0e428bfda31ec7fb7fc121126e429581c726704362804c95e7da101da8c21
org.apache.xerces.dom.DOMImplementationListImpl,6e24773a6061e617be23de2de086d670619e5a9107f4edf516e8d11ac18efd03,6e759c352bb16899cdd74f25104c43ea95272add56064984660e482ed457f0d6
org.apache.xerces.dom.DOMImplementationSourceImpl,8419a48283e4c04f6b70ed42ca86661e6901779f6321f7b902f5d2cf513c81fd,c22eea0b1a1d4b3f89cda69d5999e9fb0b1b2e5a6049c3cda9afe6cdb1fa6f27
org.apache.xerces.dom.DOMInputImpl,93d4c2c2f87ae12d17a59efb542dade0846a910776feca7efdad95640dac2c44,7148ee9a235146984b0ab49c571df69baf8190e4948f87e95c289cfa73348399
org.apache.xerces.dom.DOMLocatorImpl,cc03ea9165845f3288d9e1f126efb058c1bbf03252667f4bcc39f277a6b04a63,9b8b0b8055f47b287656083d2238aa59651885c279dc7b4bfc7ecb820247de64
