row_index,class_id,class_name,input_hash
0,org.apache.xerces.dom.ASDOMImplementationImpl,ASDOMImplementationImpl,8c626a126fb0091c02ec5d76f3e688809d01eff83b77178266f2456756a637b9
1,org.apache.xerces.dom.ASModelImpl,ASModelImpl,b6a43edd683c0de8793551a587146fa5f2c7798726f0728c26d86d26e5e10b6a
2,org.apache.xerces.dom.AttrImpl,AttrImpl,0a0e90245f0289d143febb5930cbf5c0626b62dede68cce3c6c14a0911ddd903
3,org.apache.xerces.dom.AttrNSImpl,AttrNSImpl,7b239a27ca426a3225c87365df89f013a2332505f83ba99af6b255b11f2fa471
4,org.apache.xerces.dom.AttributeMap,AttributeMap,2f8a6a7d08010502821b5ab09c2508685fba9704c905768fb4c639526d5406b2
5,org.apache.xerces.dom.CDATASectionImpl,CDATASectionImpl,d3db0dc3c8cf4f173fc539d3c44653218aafcfa2c0a4ae6b5e1cdb58fed35801
6,org.apache.xerces.dom.CharacterDataImpl,CharacterDataImpl,63eb6b6568c12631af7a5c8a31c9b1912b87537c6d8c34badb17f9fc0101c0a1
7,org.apache.xerces.dom.CharacterDataImpl$1,CharacterDataImpl$1,edf74317d277a9c34790f8cf7c78c1971f831b93089cb98e2230d1086067e2dd
8,org.apache.xerces.dom.ChildNode,ChildNode,d995ade5c12e9ba155f5ea80a43f89069d79775f61f716d4e8f3f89ef6587a37
9,org.apache.xerces.dom.CommentImpl,CommentImpl,18ee2662f8fdf172f59d0624258ceac04d610d3322833e26edb7b491f348881e
10,org.apache.xerces.dom.CoreDOMImplementationImpl,CoreDOMImplementationImpl,f421ec6c677aca42f91ae1f1dfaadcb690c69366d7c89d3d008c15080084700c
11,org.apache.xerces.dom.CoreDOMImplementationImpl$RevalidationHandlerHolder,CoreDOMImplementationImpl$RevalidationHandlerHolder,77ee38167f41fbf4ce3277bdc9238f82011897dac8a3377c4abcc1612854d5b9
12,org.apache.xerces.dom.CoreDOMImplementationImpl$XMLDTDLoaderHolder,CoreDOMImplementationImpl$XMLDTDLoaderHolder,16fd86e89dc9b94c4b2fed74071f4f3b61b37771fd141ce15ba5e7bf60cca9e4
13,org.apache.xerces.dom.CoreDocumentImpl,CoreDocumentImpl,f2e43932edf90d5a3aa78c66ef9d92882dadfabfbeab53dcb8e8bcb8c647cf06
14,org.apache.xerces.dom.DOMConfigurationImpl,DOMConfigurationImpl,223efca1f6e2e1b95b2c6c75c5d23a41ebf9f4b06120bb8bbe32f62818f95e8e
15,org.apache.xerces.dom.DOMErrorImpl,DOMErrorImpl,07aeb2ea1afbb9055449d5433dff703489e56d388778008299cc06b6d2cd3e30
16,org.apache.xerces.dom.DOMImplementationImpl,DOMImplementationImpl,1132a1ad49fe163ebb10b432d5e412a62fca1ba57d0225fb589e1f648a8b5205
17,org.apache.xerces.dom.DOMImplementationListImpl,DOMImplementationListImpl,6e24773a6061e617be23de2de086d670619e5a9107f4edf516e8d11ac18efd03
18,org.apache.xerces.dom.DOMImplementationSourceImpl,DOMImplementationSourceImpl,8419a48283e4c04f6b70ed42ca86661e6901779f6321f7b902f5d2cf513c81fd
19,org.apache.xerces.dom.DOMInputImpl,DOMInputImpl,93d4c2c2f87ae12d17a59efb542dade0846a910776feca7efdad95640dac2c44
20,org.apache.xerces.dom.DOMLocatorImpl,DOMLocatorImpl,cc03ea9165845f3288d9e1f126efb058c1bbf03252667f4bcc39f277a6b04a63
21,org.apache.xerces.dom.DOMMessageFormatter,DOMMessageFormatter,48f12f03a95614175094863c7f4bc5e2e3b0f16122b8ae14b9c0a1df4a90b99a
22,org.apache.xerces.dom.DOMNormalizer,DOMNormalizer,58f8c9aa2d1646db703e5829cee8b03732b4ac06355b254177d618b4d783365a
23,org.apache.xerces.dom.DOMNormalizer$1,DOMNormalizer$1,73f9f5da9f8c90f74c29db3467b0a98f4370ba612ed77a26cf0b281164f0c086
24,org.apache.xerces.dom.DOMNormalizer$XMLAttributesProxy,DOMNormalizer$XMLAttributesProxy,566c2efec30c42dabb0f02d6e0165d34c108c8f2821c1d81ff3350f1c7fd53d4
25,org.apache.xerces.dom.DOMOutputImpl,DOMOutputImpl,b14b02368bafc0b2ea87a62d0359615c722d6a2d7a995c8f1742d5678d3b22d6
26,org.apache.xerces.dom.DOMStringListImpl,DOMStringListImpl,7ee6e5d0c2df89316c41fabebee9246dc82bad0d1783df0e7c4ab360e90f0a3b
27,org.apache.xerces.dom.DOMXSImplementationSourceImpl,DOMXSImplementationSourceImpl,7010bfde168e5bdd4acd1c8d2a5dddbab7a82364833a74d3044016447054e2e0
28,org.apache.xerces.dom.DeepNodeListImpl,DeepNodeListImpl,40c6ef0e0acf3548ec7e3bdf0c40dfdffd09e6379d3b0784bd990ddc052db0b9
29,org.apache.xerces.dom.DeferredAttrImpl,DeferredAttrImpl,adcd786d60e39065ef15077590602701c926789d71664e6157d3c94156987755
30,org.apache.xerces.dom.DeferredAttrNSImpl,DeferredAttrNSImpl,bfff3ebe4cfc1a0f9b8065661417f251abfc3102abc3b09e3790c9e0c6885ffb
31,org.apache.xerces.dom.DeferredCDATASectionImpl,DeferredCDATASectionImpl,7f60c03c2d9d286290eaf988ae9ed097563bccfe2b2af879b594196ee59d84ca
32,org.apache.xerces.dom.DeferredCommentImpl,DeferredCommentImpl,43579ff79f471b8e40aa91d0019b6078b6ed3a94864fc2b65a00276009b59127
33,org.apache.xerces.dom.DeferredDOMImplementationImpl,DeferredDOMImplementationImpl,8af1fd02777b37b6d764503398d4d00af37d11e6c306cd199d36954237b5a1d2
34,org.apache.xerces.dom.DeferredDocumentImpl,DeferredDocumentImpl,cf59575966daf8e96bd1f79f971e47ecd07cc2de6488dadae044fbd1af83f576
35,org.apache.xerces.dom.DeferredDocumentImpl$IntVector,DeferredDocumentImpl$IntVector,3ecb0ec65bb98c53f1cc4c8e85336ea5244005381293855babbf8f8ebd632d92
36,org.apache.xerces.dom.DeferredDocumentImpl$RefCount,DeferredDocumentImpl$RefCount,3a4f11f84e7a7182d27df8e2511b1393d94dc713967ac23a56a73f9e3ca1c148
37,org.apache.xerces.dom.DeferredDocumentTypeImpl,DeferredDocumentTypeImpl,1537efbb935cea67d932cded13fb359ffbac44360f7460a72db3c283f219093b
38,org.apache.xerces.dom.DeferredElementDefinitionImpl,DeferredElementDefinitionImpl,19d9bb3cabe04ccaa6e966363d191e072457bab431a3ae67a050e935ca0a5315
39,org.apache.xerces.dom.DeferredElementImpl,DeferredElementImpl,9cb405aba07e0db677ccdfd8bc19d3cc5ff8e6b5cc7fc45cfc85aa04e054b52d
40,org.apache.xerces.dom.DeferredElementNSImpl,DeferredElementNSImpl,655a4262cb2c19681ae93508e72deb735e71d74a2fa440fcad594a67ea6a881b
41,org.apache.xerces.dom.DeferredEntityImpl,DeferredEntityImpl,4930573b6c9f247593d3b1c803102ff2b1955c2d990a1c76ba6067fb4ef53d5e
42,org.apache.xerces.dom.DeferredEntityReferenceImpl,DeferredEntityReferenceImpl,0dbdd1697ab8aa5cc511a216b55c3c46686e35713b2ee21565c7ed0d55d5e2ea
43,org.apache.xerces.dom.DeferredNode,DeferredNode,7841f13e2075095f45961de6689ae0f367c55f684fd8270ac006f74198bf4eb9
44,org.apache.xerces.dom.DeferredNotationImpl,DeferredNotationImpl,6fa0024bbfc0bb13f524016740f09dddbd408147b7b7c3154ed2de6938cc0de8
45,org.apache.xerces.dom.DeferredProcessingInstructionImpl,DeferredProcessingInstructionImpl,fd07635eef6762f23b2db45e369ab29d005d13096cb9cdcc473d5849a27391c2
46,org.apache.xerces.dom.DeferredTextImpl,DeferredTextImpl,7cfde649c116140348f4105a27f154a672a29164cae068021ff3f615956ebcab
47,org.apache.xerces.dom.DocumentFragmentImpl,DocumentFragmentImpl,ca8db4e9435e67c9a47d5ab26c9e08d7b106554349b4729627a83be12ac4100b
48,org.apache.xerces.dom.DocumentImpl,DocumentImpl,f7b2980dc61235d6e126faef3a7626b244d73c76a97b80f5aa85e3ce620bb086
49,org.apache.xerces.dom.DocumentImpl$EnclosingAttr,DocumentImpl$EnclosingAttr,168c4453cb8b1104824909f8b75be70e714e3d4b47d38b081c797fa87f0048b7
50,org.apache.xerces.dom.DocumentImpl$LEntry,DocumentImpl$LEntry,38cef8d6764a1b646c17df8e98c321777fc6458e436225151abf397dd2c51eb3
51,org.apache.xerces.dom.DocumentTypeImpl,DocumentTypeImpl,579272542dfc437641b0627671f0e0289742317a39de65e0000d8d0f621a6ec4
52,org.apache.xerces.dom.ElementDefinitionImpl,ElementDefinitionImpl,818c2cdcdfc3fb379821826442594f6fe990240c143caa14796f7350538fbd84
53,org.apache.xerces.dom.ElementImpl,ElementImpl,859ad9557fdf40ad5d6905c3a4a8406ead62b2efb8882ebf5bcce6fb7ec14bc0
54,org.apache.xerces.dom.ElementNSImpl,ElementNSImpl,ef65eec20a236bba1c0bdf90c4f0626f3e4e9c3a1dbda072cb04a5cc0d804bfb
55,org.apache.xerces.dom.EntityImpl,EntityImpl,16e1b86810b45ce3ae436c2a1bc8898afafe2bbce25becddd4f7efa997bdd5cd
56,org.apache.xerces.dom.EntityReferenceImpl,EntityReferenceImpl,60a3511ccd6d56f851d0324d9ed33b6b27fbe6a360447bd8123a9bfc5cf3c41d
57,org.apache.xerces.dom.LCount,LCount,925835a20e07303c140dfcd3ac627b8b1f12353797ce7202ab0ef975e1fbc79a
58,org.apache.xerces.dom.NamedNodeMapImpl,NamedNodeMapImpl,24aac7cbbdd18d31fd94c9f8449163dc8aedcdf1f49ec8d700209b54af5e1f29
59,org.apache.xerces.dom.NodeImpl,NodeImpl,595a4f6fda8102f17b44cf097aeba3edd5966c3b4aa8968fc66bc07be480ad76
60,org.apache.xerces.dom.NodeIteratorImpl,NodeIteratorImpl,78e016e1cff632e320abbb235d4d124607e318ac28e15800027740fb890bce57
61,org.apache.xerces.dom.NodeListCache,NodeListCache,0ec477be0be5254a1c331415534e3049688225a1028244c0932fde9bb286f4ce
62,org.apache.xerces.dom.NotationImpl,NotationImpl,934c8e5551a7cac102a1f9b650e1ac98e90bad541331a777ed434f831226cc9f
63,org.apache.xerces.dom.ObjectFactory,ObjectFactory,c8a06958a9895235ba26e221d9ec10ac182508d559df82d41849a00fc2e412ae
64,org.apache.xerces.dom.ObjectFactory$ConfigurationError,ObjectFactory$ConfigurationError,c662b9268c9234e681496f21b9ccf5bb8def43078e31d8e7e8603ad845e48cc4
65,org.apache.xerces.dom.PSVIAttrNSImpl,PSVIAttrNSImpl,e0d2a21732e9ddda19063434b887a15a9e6d29edf87216052173d4f84d3b1f51
66,org.apache.xerces.dom.PSVIDOMImplementationImpl,PSVIDOMImplementationImpl,d8dc58a4604cd798ecee3ffe320a15d67104977b07ca5c947d4fafe8e3006151
67,org.apache.xerces.dom.PSVIDocumentImpl,PSVIDocumentImpl,269b4d9a1a42ed41de91e08a624eb4bdd452742262ef883bf8cea84c70df6030
68,org.apache.xerces.dom.PSVIElementNSImpl,PSVIElementNSImpl,9c2f0b2319334720478fbbcf59a93a70b10fc075f45f825d44e66a84cecb9c6a
69,org.apache.xerces.dom.ParentNode,ParentNode,5fcd5b24e575f9757d16bdde58142d118605b30ee3736e999ca71a0cde6942ce
70,org.apache.xerces.dom.ParentNode$1,ParentNode$1,09ddea73a1ce8cbe11e288a77cd30d5c29b1c0e9d4ef996858a47e70ea1c60c1
71,org.apache.xerces.dom.ParentNode$UserDataRecord,ParentNode$UserDataRecord,bb69b73877b312b0f3419bdbb6d76ab118b66bd6b60b0813a1690a6fd1265e35
72,org.apache.xerces.dom.ProcessingInstructionImpl,ProcessingInstructionImpl,03d8a43d927ff4e9d1ebaefb58c49e6d6626e1baa4b07a877f6c51738b64043e
73,org.apache.xerces.dom.RangeExceptionImpl,RangeExceptionImpl,3c50847fce0ca86e4216772614069e590efb769d5a345fa2faf87671ad49430f
74,org.apache.xerces.dom.RangeImpl,RangeImpl,9aca8fa39b4e5a9f5a6ab94724ab4437a2ff91f07cc9ad314a16a75de0ace823
75,org.apache.xerces.dom.SecuritySupport,SecuritySupport,f6393f8504fc98ca4155f5c526bcb8cab0eb27f2a6ba94f98b9384b34f390959
76,org.apache.xerces.dom.SecuritySupport$1,SecuritySupport$1,458dba71e23e6fea78635777fddacf9876c47827179061096fc3d25973c9846d
77,org.apache.xerces.dom.SecuritySupport$2,SecuritySupport$2,c00ea0d51804f8e0888dfdc3209bb29df207beb5281482f2d5ef44008aa426e4
78,org.apache.xerces.dom.SecuritySupport$3,SecuritySupport$3,8af9c2dc032cdaeb80ccbe1c2545e010e555a42a9998fc586c52b1227c5e7e36
79,org.apache.xerces.dom.SecuritySupport$4,SecuritySupport$4,d7f02abfd8f8f6c4cceb48a42ff33f93d8b4ce6a01691c9279c706ba8247caef
80,org.apache.xerces.dom.SecuritySupport$5,SecuritySupport$5,f6e902249758352ac3713e9ce7218d1d933d3ab3ecbb581b0d3df7ef80dd5457
81,org.apache.xerces.dom.SecuritySupport$6,SecuritySupport$6,3f4cadf240e8fca3bf0c74d81829b14c635a81f105172578f16f6837a719ddfd
82,org.apache.xerces.dom.SecuritySupport$7,SecuritySupport$7,d0d28ec3df44f7e041c39724d023a1a9dfa185c7bdeb967f570a0c07d98f6f4b
83,org.apache.xerces.dom.SecuritySupport$8,SecuritySupport$8,86511c70db0dc36cdd481c8014f06736d24332bfcad652e4fd2d1743fc26db67
84,org.apache.xerces.dom.TextImpl,TextImpl,091664128b5a02d5baefcd3c113edc72636df82d949e1a9037878929550c7e8f
85,org.apache.xerces.dom.TreeWalkerImpl,TreeWalkerImpl,4a21a141590551d4244d1c4c0a84b020ab30d05698a8513e46f771c90e35794d
86,org.apache.xerces.dom.events.EventImpl,EventImpl,8271e333980b8de61bdd71477b71aed2ccf2766ed4189fb005e5931155393d74
87,org.apache.xerces.dom.events.MouseEventImpl,MouseEventImpl,37d2e1296461c925a3bce7c992b6c5e3fe68154f2eb442ac0e5aa9cc07a871bc
88,org.apache.xerces.dom.events.MutationEventImpl,MutationEventImpl,0d8c3fcd300a18a0d3c42b694bcfe19b935d562842a88fff52e60331dc5f03b7
89,org.apache.xerces.dom.events.UIEventImpl,UIEventImpl,c84f9a7d86a5fc6fc8e23994ca0cbe236e182b3c6434cf07c2d85f43d219792b
90,org.apache.xerces.dom3.as.ASAttributeDeclaration,ASAttributeDeclaration,e65648cb24eda5963b14af6b60360a3a0fc83ab28abefd553b4161dcf2c82227
91,org.apache.xerces.dom3.as.ASContentModel,ASContentModel,3f53f039b90122392d519fcd86583d3ce29fd44bfc743a42538028042924cdbe
92,org.apache.xerces.dom3.as.ASDataType,ASDataType,8371be7377d6ed665a91c5ae7b9643eacd18e8d6f71503d3248b407bbc7c0451
93,org.apache.xerces.dom3.as.ASElementDeclaration,ASElementDeclaration,29875a0b81d3486e9aa3de18148dce2c16038fb572d4a2064e6483495fe0afd7
94,org.apache.xerces.dom3.as.ASEntityDeclaration,ASEntityDeclaration,69df0fc4f0ebf642b1004196e11ed2285db2a9e110f89cd2d71fe0828ba2b1f1
95,org.apache.xerces.dom3.as.ASModel,ASModel,566ed09574836035106e6d1db476aaa9d4db306fdbf1bd0a2ec8cac1dcb9dba9
96,org.apache.xerces.dom3.as.ASNamedObjectMap,ASNamedObjectMap,d1999e41e210e62f35c2efee29a8775dd7951de061f0e0c20848c21033b82c52
97,org.apache.xerces.dom3.as.ASNotationDeclaration,ASNotationDeclaration,0c6cd40573189d47406dbe485778ee74255141c1cc81ab96b9bed42d1a4b1f99
98,org.apache.xerces.dom3.as.ASObject,ASObject,ae6a96c9b1c7c0ddb0dec2522c0915ef49d164bbfa617b73d7416713b9fc34ef
99,org.apache.xerces.dom3.as.ASObjectList,ASObjectList,e55d0ad33eba23814e14c83f5f4b6db9774b8857fefe608f740a96f7421e56ee
100,org.apache.xerces.dom3.as.CharacterDataEditAS,CharacterDataEditAS,59aee26ea1828964a0647f6cfc847c151135f6c6a599477a67948fbd4e56355f
101,org.apache.xerces.dom3.as.DOMASBuilder,DOMASBuilder,1fa7f1eec8e0ec6caa001118850988f1ba0e37dc494ccb27d35fedd8acc8f397
102,org.apache.xerces.dom3.as.DOMASException,DOMASException,29ff70c9a0e0aeeab979aefc777be1704b0fc28d5db6cf1cb3d47819d0e76efe
103,org.apache.xerces.dom3.as.DOMASWriter,DOMASWriter,20e6f52fce5813a430d79ceeccc5ec9cc859233863ec88b1a0f7bba7dc9a3601
104,org.apache.xerces.dom3.as.DOMImplementationAS,DOMImplementationAS,87bfcd039f1c91199eab4a110bcd6406dc9896ebe97f861b68f3c341c9019a32
105,org.apache.xerces.dom3.as.DocumentAS,DocumentAS,b45b50b0c20774a353257fccc8fb989914710caf18658ec3d1a444ce6043fda0
106,org.apache.xerces.dom3.as.DocumentEditAS,DocumentEditAS,f6ade9bbfcaddba00912efede87676d0668c20ad916ea7b82caa8f3ba86eefd1
107,org.apache.xerces.dom3.as.ElementEditAS,ElementEditAS,7e0832d6534488240b6864f21dc99a99e5933a84672498c834115d873eb2226e
108,org.apache.xerces.dom3.as.NodeEditAS,NodeEditAS,3c0083a297a203dd4aed23f83b3c44e9dc77b1e5c2df4780d747eac5589209f4
109,org.apache.xerces.impl.Constants,Constants,68848625d3140e783f39fe4ea564974d52f4b379672dfa0a14e3c5d714fb27b5
110,org.apache.xerces.impl.Constants$ArrayEnumeration,Constants$ArrayEnumeration,fca14a6b1711e1377df01a97efed9ee66be0dc889995c29e90f621bbd7a612cc
111,org.apache.xerces.impl.ExternalSubsetResolver,ExternalSubsetResolver,fe1cd3bc3c9aed85785eb887e93e69a899a3115f517f9bd00af43c39e5a3cbe5
112,org.apache.xerces.impl.RevalidationHandler,RevalidationHandler,a65a7f392f2903e300b646f4208889d6913ce508e4a2e4c710f7c86dbe45b481
113,org.apache.xerces.impl.Version,Version,7b839d2ed5fd50dc3acc841bb02e432a50701c00e916690e7d52e7116341ef21
114,org.apache.xerces.impl.XML11DTDScannerImpl,XML11DTDScannerImpl,ee77737fce24a42cdd21a80c584b3d5e01820b1659821cebf34b94dd6f8e4d0d
115,org.apache.xerces.impl.XML11DocumentScannerImpl,XML11DocumentScannerImpl,20ab4f8e8e82683a480c06d55412dee141657095007f941c0d25f87c93ed9805
116,org.apache.xerces.impl.XML11EntityScanner,XML11EntityScanner,46ef28d928af9bd3b161501f2dfab293329db50ade36f8e66c708e987b68bde5
117,org.apache.xerces.impl.XML11NSDocumentScannerImpl,XML11NSDocumentScannerImpl,e197dff93739db94ea3e1f68749174412ee9ae24dbd633022dd441906309c187
118,org.apache.xerces.impl.XML11NSDocumentScannerImpl$NS11ContentDispatcher,XML11NSDocumentScannerImpl$NS11ContentDispatcher,424d1946d46c99aa1276a3fa091839288c217f5832346b805a41d4110953bca4
119,org.apache.xerces.impl.XML11NamespaceBinder,XML11NamespaceBinder,74fc30fae573e229f48a073866f51489f52d2c0864dbecb458646039c6e2f119
120,org.apache.xerces.impl.XMLDTDScannerImpl,XMLDTDScannerImpl,e04ece940f608fe466af0c155956d510ab811dc3401ab18743fcb784e0c07b81
121,org.apache.xerces.impl.XMLDocumentFragmentScannerImpl,XMLDocumentFragmentScannerImpl,a856e22df3b508f20b9cff5bc48dd9bc463da8bb43b506f86aaa964241346b63
122,org.apache.xerces.impl.XMLDocumentFragmentScannerImpl$Dispatcher,XMLDocumentFragmentScannerImpl$Dispatcher,c01b5d0814644163997d4dc8a2fac741adf94cea86d90b3172d136dde28bc0b2
