seed,leiden_coupling,selected_coupling,leiden_cohesion,selected_cohesion,leiden_imbalance,selected_imbalance,leiden_modularity,selected_modularity
0,0.2518518518518518,0.2518518518518518,5.477380952380952,5.477380952380952,0.20412414523193148,0.20412414523193148,0.44206980643194654,0.44206980643194654
1,0.2518518518518518,0.2518518518518518,5.477380952380952,5.477380952380952,0.20412414523193148,0.20412414523193148,0.44206980643194654,0.44206980643194654
2,0.2518518518518518,0.2518518518518518,5.477380952380952,5.477380952380952,0.20412414523193148,0.20412414523193148,0.44206980643194654,0.44206980643194654
3,0.2518518518518518,0.2518518518518518,5.477380952380952,5.477380952380952,0.20412414523193148,0.20412414523193148,0.44206980643194654,0.44206980643194654
4,0.2518518518518518,0.2518518518518518,5.477380952380952,5.477380952380952,0.20412414523193148,0.20412414523193148,0.44206980643194654,0.44206980643194654
5,0.2518518518518518,0.2518518518518518,5.477380952380952,5.477380952380952,0.20412414523193148,0.20412414523193148,0.44206980643194654,0.44206980643194654
6,0.2518518518518518,0.2518518518518518,5.477380952380952,5.477380952380952,0.20412414523193148,0.20412414523193148,0.44206980643194654,0.44206980643194654
7,0.2518518518518518,0.2518518518518518,5.477380952380952,5.477380952380952,0.20412414523193148,0.20412414523193148,0.44206980643194654,0.44206980643194654
8,0.2518518518518518,0.2518518518518518,5.477380952380952,5.477380952380952,0.20412414523193148,0.20412414523193148,0.44206980643194654,0.44206980643194654
9,0.2518518518518518,0.2518518518518518,5.477380952380952,5.477380952380952,0.20412414523193148,0.20412414523193148,0.44206980643194654,0.44206980643194654
10,0.2518518518518518,0.2518518518518518,5.477380952380952,4.816666666666666,0.20412414523193148,0.11785113019775793,0.44206980643194654,0.44063709800335327
11,0.2518518518518518,0.2518518518518518,5.477380952380952,5.477380952380952,0.20412414523193148,0.20412414523193148,0.44206980643194654,0.44206980643194654
12,0.2518518518518518,0.2518518518518518,5.477380952380952,5.477380952380952,0.20412414523193148,0.20412414523193148,0.44206980643194654,0.44206980643194654
13,0.2518518518518518,0.2518518518518518,5.477380952380952,5.477380952380952,0.20412414523193148,0.20412414523193148,0.44206980643194654,0.44206980643194654
14,0.2518518518518518,0.2518518518518518,5.477380952380952,5.477380952380952,0.20412414523193148,0.20412414523193148,0.44206980643194654,0.44206980643194654
15,0.2518518518518518,0.2518518518518518,5.477380952380952,5.477380952380952,0.20412414523193148,0.20412414523193148,0.44206980643194654,0.44206980643194654
16,0.2518518518518518,0.2518518518518518,5.477380952380952,5.477380952380952,0.20412414523193148,0.20412414523193148,0.44206980643194654,0.44206980643194654
17,0.2518518518518518,0.2518518518518518,5.477380952380952,5.477380952380952,0.20412414523193148,0.20412414523193148,0.44206980643194654,0.44206980643194654
18,0.2518518518518518,0.2518518518518518,5.477380952380952,5.477380952380952,0.20412414523193148,0.20412414523193148,0.44206980643194654,0.44206980643194654
19,0.2518518518518518,0.2518518518518518,5.477380952380952,5.477380952380952,0.20412414523193148,0.20412414523193148,0.44206980643194654,0.44206980643194654
20,0.2518518518518518,0.2518518518518518,5.477380952380952,5.477380952380952,0.20412414523193148,0.20412414523193148,0.44206980643194654,0.44206980643194654
21,0.2518518518518518,0.2518518518518518,5.477380952380952,5.477380952380952,0.20412414523193148,0.20412414523193148,0.44206980643194654,0.44206980643194654
22,0.2518518518518518,0.2518518518518518,5.477380952380952,5.477380952380952,0.20412414523193148,0.20412414523193148,0.44206980643194654,0.44206980643194654
23,0.2518518518518518,0.2518518518518518,5.477380952380952,5.477380952380952,0.20412414523193148,0.20412414523193148,0.44206980643194654,0.44206980643194654
24,0.2518518518518518,0.2518518518518518,5.477380952380952,5.477380952380952,0.20412414523193148,0.20412414523193148,0.44206980643194654,0.44206980643194654
25,0.2518518518518518,0.2518518518518518,5.477380952380952,5.477380952380952,0.20412414523193148,0.20412414523193148,0.44206980643194654,0.44206980643194654
26,0.2518518518518518,0.2518518518518518,5.477380952380952,5.477380952380952,0.20412414523193148,0.20412414523193148,0.44206980643194654,0.44206980643194654
27,0.2518518518518518,0.2518518518518518,5.477380952380952,5.477380952380952,0.20412414523193148,0.20412414523193148,0.44206980643194654,0.44206980643194654
28,0.2518518518518518,0.2518518518518518,5.477380952380952,5.477380952380952,0.20412414523193148,0.20412414523193148,0.44206980643194654,0.44206980643194654
29,0.2518518518518518,0.2518518518518518,5.477380952380952,5.477380952380952,0.20412414523193148,0.20412414523193148,0.44206980643194654,0.44206980643194654
