subject,seed,solution_id,mojofm_vs_reference,weighted_modularity,coupling,cohesion,imbalance,cluster_count,singleton_count,max_cluster_size,feasible,is_injected_seed,acceptable_strict,acceptable_lenient
daytrader,0,seed0_solution034,21.73913043478261,0.0754491700821067,0.3805350553505535,9.373949579831931,0.8648427650087426,10,1,17,True,False,False,False
daytrader,0,seed0_solution035,21.73913043478261,0.0909126884165521,0.3892988929889299,5.212169312169312,0.6274826093704109,9,0,15,True,False,False,False
daytrader,0,seed0_solution036,17.391304347826086,0.154620715948857,0.3999077490774907,8.219383394383394,0.747846082362506,12,1,13,True,False,False,False
daytrader,0,seed0_solution037,19.565217391304344,0.1615305993927097,0.4059040590405904,8.849517149517151,0.7551885319316793,11,0,13,True,False,False,False
daytrader,0,seed0_solution038,19.565217391304344,0.1391451769107173,0.4142066420664206,9.465006105006106,0.7406711859015291,10,2,14,True,False,False,False
daytrader,0,seed0_solution039,30.434782608695656,0.3216794561280484,0.4225092250922509,7.351755651755651,0.6670818690439126,9,1,12,True,False,False,True
daytrader,0,seed0_solution040,17.391304347826086,0.1411960366144252,0.4294280442804428,10.21834831834832,0.6552360511013335,11,0,13,True,False,False,False
daytrader,0,seed0_solution041,21.73913043478261,0.0827911605914952,0.4335793357933579,2.413064713064713,0.5386453744762338,8,1,13,True,False,False,False
daytrader,0,seed0_solution042,15.217391304347828,0.118350742432701,0.4428044280442804,10.39000814000814,0.5741556247057712,9,0,14,True,False,False,False
daytrader,0,seed0_solution043,17.391304347826086,0.1034961312482128,0.4446494464944649,12.009659090909093,0.5002669276816171,8,0,12,True,False,False,False
daytrader,0,seed0_solution044,19.565217391304344,0.0641097105159244,0.474169741697417,2.3244505494505496,0.4396671772728696,8,0,14,True,False,False,False
daytrader,0,seed0_solution045,17.391304347826086,0.1126288874742992,0.4866236162361623,12.302110389610393,0.3917082923023904,8,0,11,True,False,False,False
daytrader,0,seed0_solution046,17.391304347826086,0.0470266948979453,0.4944649446494465,3.2069444444444444,0.3843688450464785,8,0,10,True,False,False,False
daytrader,0,seed0_solution047,23.913043478260864,0.1089485309636306,0.5009225092250923,4.110732323232323,0.3534904527395319,8,0,11,True,False,False,False
daytrader,0,seed0_solution048,21.73913043478261,-0.014758551932844,0.5050738007380073,1.839192343604108,0.1411946183688279,3,0,21,True,False,False,False
daytrader,0,seed0_solution049,21.73913043478261,0.1183843578518812,0.514760147601476,12.63313492063492,0.4129446910988545,8,0,10,True,False,False,False
daytrader,0,seed0_solution050,23.913043478260864,0.0536026580860826,0.5152214022140221,2.65857683982684,0.3106052383614024,8,0,11,True,False,False,False
daytrader,0,seed0_solution051,17.391304347826086,0.0287259713579608,0.5262915129151291,2.280773420479303,0.0266832747617565,3,0,18,True,False,False,False
daytrader,0,seed0_solution052,26.086956521739136,0.0706005713770237,0.5378228782287823,2.9338293650793648,0.3369919075375802,8,0,10,True,False,False,False
daytrader,0,seed0_solution053,19.565217391304344,0.084186838754919,0.540590405904059,3.4120181405895695,0.253139771037712,7,0,10,True,False,False,False
daytrader,0,seed0_solution054,28.26086956521739,0.0885865226848763,0.5502767527675276,31.923710965867823,0.7942477426358184,9,1,17,True,False,False,False
daytrader,0,seed0_solution055,17.391304347826086,0.0430950737666971,0.5544280442804428,2.8082492556176764,0.1485661863021096,3,0,20,True,False,False,False
daytrader,0,seed0_solution056,23.913043478260864,0.0803105341362454,0.5604243542435424,32.01666666666667,0.7044586680224328,9,0,16,True,False,False,False
daytrader,0,seed0_solution057,17.391304347826086,0.0240334290450838,0.5668819188191881,2.344610709780988,0.0705973091844139,3,0,19,True,False,False,False
daytrader,0,seed0_solution058,17.391304347826086,0.0234943058032979,0.5687269372693727,2.387954363031762,0.0705973091844139,3,0,19,True,False,False,False
daytrader,0,seed0_solution059,15.217391304347828,0.0294935943478438,0.5719557195571956,2.41733746130031,0.0962079153508072,3,0,20,True,False,False,False
daytrader,0,seed0_solution060,21.73913043478261,0.0850623289443227,0.5797970479704797,4.648313492063492,0.2916910345988737,8,0,9,True,False,False,False
daytrader,0,seed0_solution061,17.391304347826086,-0.0258244075175992,0.580719557195572,2.592871066555277,0.106733099047026,3,0,19,True,False,False,False
daytrader,0,seed0_solution062,13.043478260869568,0.0904022872101417,0.5834870848708487,12.669146825396826,0.4197848200242828,8,0,9,True,False,False,False
daytrader,0,seed0_solution063,26.086956521739136,0.1088763003635573,0.584870848708487,13.535155122655125,0.4331411427641131,8,0,11,True,False,False,False
