stage,short_id,class_id,simple_name,fully_qualified_name,package,canonical_order
3,F001,org.apache.xerces.impl.dv.DatatypeException,DatatypeException,org.apache.xerces.impl.dv.DatatypeException,org.apache.xerces.impl.dv,1
3,F002,org.apache.xerces.impl.dv.InvalidDatatypeFacetException,InvalidDatatypeFacetException,org.apache.xerces.impl.dv.InvalidDatatypeFacetException,org.apache.xerces.impl.dv,2
3,F003,org.apache.xerces.impl.dv.SchemaDVFactory,SchemaDVFactory,org.apache.xerces.impl.dv.SchemaDVFactory,org.apache.xerces.impl.dv,3
3,F004,org.apache.xerces.impl.dv.XSFacets,XSFacets,org.apache.xerces.impl.dv.XSFacets,org.apache.xerces.impl.dv,4
3,F005,org.apache.xerces.impl.dv.XSSimpleType,XSSimpleType,org.apache.xerces.impl.dv.XSSimpleType,org.apache.xerces.impl.dv,5
3,F006,org.apache.xerces.impl.dv.util.Base64,Base64,org.apache.xerces.impl.dv.util.Base64,org.apache.xerces.impl.dv.util,6
3,F007,org.apache.xerces.impl.dv.xs.BaseDVFactory,BaseDVFactory,org.apache.xerces.impl.dv.xs.BaseDVFactory,org.apache.xerces.impl.dv.xs,7
3,F008,org.apache.xerces.impl.dv.xs.BaseSchemaDVFactory,BaseSchemaDVFactory,org.apache.xerces.impl.dv.xs.BaseSchemaDVFactory,org.apache.xerces.impl.dv.xs,8
3,F009,org.apache.xerces.impl.dv.xs.ExtendedSchemaDVFactoryImpl,ExtendedSchemaDVFactoryImpl,org.apache.xerces.impl.dv.xs.ExtendedSchemaDVFactoryImpl,org.apache.xerces.impl.dv.xs,9
3,F010,org.apache.xerces.impl.dv.xs.FullDVFactory,FullDVFactory,org.apache.xerces.impl.dv.xs.FullDVFactory,org.apache.xerces.impl.dv.xs,10
3,F011,org.apache.xerces.impl.dv.xs.ListDV$ListData,ListDV$ListData,org.apache.xerces.impl.dv.xs.ListDV$ListData,org.apache.xerces.impl.dv.xs,11
3,F012,org.apache.xerces.impl.dv.xs.SchemaDVFactoryImpl,SchemaDVFactoryImpl,org.apache.xerces.impl.dv.xs.SchemaDVFactoryImpl,org.apache.xerces.impl.dv.xs,12
3,F013,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl,XSSimpleTypeDecl,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl,org.apache.xerces.impl.dv.xs,13
3,F014,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$1,XSSimpleTypeDecl$1,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$1,org.apache.xerces.impl.dv.xs,14
3,F015,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$2,XSSimpleTypeDecl$2,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$2,org.apache.xerces.impl.dv.xs,15
3,F016,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$3,XSSimpleTypeDecl$3,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$3,org.apache.xerces.impl.dv.xs,16
3,F017,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$4,XSSimpleTypeDecl$4,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$4,org.apache.xerces.impl.dv.xs,17
3,F018,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$AbstractObjectList,XSSimpleTypeDecl$AbstractObjectList,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$AbstractObjectList,org.apache.xerces.impl.dv.xs,18
3,F019,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$XSFacetImpl,XSSimpleTypeDecl$XSFacetImpl,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$XSFacetImpl,org.apache.xerces.impl.dv.xs,19
3,F020,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$XSMVFacetImpl,XSSimpleTypeDecl$XSMVFacetImpl,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$XSMVFacetImpl,org.apache.xerces.impl.dv.xs,20
3,F021,org.apache.xerces.impl.dv.xs.XSSimpleTypeDelegate,XSSimpleTypeDelegate,org.apache.xerces.impl.dv.xs.XSSimpleTypeDelegate,org.apache.xerces.impl.dv.xs,21
3,F022,org.apache.xerces.impl.xs.SchemaGrammar,SchemaGrammar,org.apache.xerces.impl.xs.SchemaGrammar,org.apache.xerces.impl.xs,22
3,F023,org.apache.xerces.impl.xs.SchemaGrammar$BuiltinAttrDecl,SchemaGrammar$BuiltinAttrDecl,org.apache.xerces.impl.xs.SchemaGrammar$BuiltinAttrDecl,org.apache.xerces.impl.xs,23
3,F024,org.apache.xerces.impl.xs.SchemaGrammar$BuiltinSchemaGrammar,SchemaGrammar$BuiltinSchemaGrammar,org.apache.xerces.impl.xs.SchemaGrammar$BuiltinSchemaGrammar,org.apache.xerces.impl.xs,24
3,F025,org.apache.xerces.impl.xs.SchemaGrammar$Schema4Annotations,SchemaGrammar$Schema4Annotations,org.apache.xerces.impl.xs.SchemaGrammar$Schema4Annotations,org.apache.xerces.impl.xs,25
3,F026,org.apache.xerces.impl.xs.SchemaGrammar$XSAnyType,SchemaGrammar$XSAnyType,org.apache.xerces.impl.xs.SchemaGrammar$XSAnyType,org.apache.xerces.impl.xs,26
3,F027,org.apache.xerces.impl.xs.SchemaNamespaceSupport,SchemaNamespaceSupport,org.apache.xerces.impl.xs.SchemaNamespaceSupport,org.apache.xerces.impl.xs,27
3,F028,org.apache.xerces.impl.xs.SubstitutionGroupHandler,SubstitutionGroupHandler,org.apache.xerces.impl.xs.SubstitutionGroupHandler,org.apache.xerces.impl.xs,28
