stage,rank_role,focal_cluster_id,source_class,target_class,weight
stage2,highest,C13,org.apache.xerces.impl.xs.XSWildcardDecl,org.apache.xerces.impl.xs.traversers.XSDWildcardTraverser,4
stage2,highest,C13,org.apache.xerces.impl.xs.XSWildcardDecl,org.apache.xerces.impl.xs.util.StringListImpl,2
stage2,highest,C13,org.apache.xerces.impl.xs.XSWildcardDecl,org.apache.xerces.xs.XSAnnotation,1
stage2,highest,C13,org.apache.xerces.impl.xs.XSWildcardDecl,org.apache.xerces.xs.XSObjectList,4
stage2,highest,C13,org.apache.xerces.impl.xs.XSWildcardDecl,org.apache.xerces.xs.XSWildcard,1
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.Container,org.apache.xerces.impl.xs.traversers.LargeContainer,5
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.Container,org.apache.xerces.impl.xs.traversers.OneAttr,3
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.Container,org.apache.xerces.impl.xs.traversers.SmallContainer,5
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.Container,org.apache.xerces.impl.xs.traversers.XSAttributeChecker,354
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.LargeContainer,org.apache.xerces.impl.xs.traversers.OneAttr,2
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.OneAttr,org.apache.xerces.impl.xs.traversers.SmallContainer,2
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.OneAttr,org.apache.xerces.impl.xs.traversers.XSAttributeChecker,96
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSAnnotationInfo,org.apache.xerces.impl.xs.traversers.XSDAbstractTraverser,8
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSAnnotationInfo,org.apache.xerces.impl.xs.traversers.XSDocumentInfo,3
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSAttributeChecker,org.apache.xerces.impl.xs.traversers.XSDAbstractIDConstraintTraverser,15
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSAttributeChecker,org.apache.xerces.impl.xs.traversers.XSDAbstractParticleTraverser,9
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSAttributeChecker,org.apache.xerces.impl.xs.traversers.XSDAbstractTraverser,28
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSAttributeChecker,org.apache.xerces.impl.xs.traversers.XSDAttributeTraverser,9
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSAttributeChecker,org.apache.xerces.impl.xs.traversers.XSDComplexTypeTraverser,153
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSAttributeChecker,org.apache.xerces.impl.xs.traversers.XSDElementTraverser,9
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSAttributeChecker,org.apache.xerces.impl.xs.traversers.XSDGroupTraverser,9
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSAttributeChecker,org.apache.xerces.impl.xs.traversers.XSDHandler,23
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSAttributeChecker,org.apache.xerces.impl.xs.traversers.XSDKeyrefTraverser,11
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSAttributeChecker,org.apache.xerces.impl.xs.traversers.XSDNotationTraverser,7
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSAttributeChecker,org.apache.xerces.impl.xs.traversers.XSDSimpleTypeTraverser,19
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSAttributeChecker,org.apache.xerces.impl.xs.traversers.XSDUniqueOrKeyTraverser,7
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSAttributeChecker,org.apache.xerces.impl.xs.traversers.XSDWildcardTraverser,9
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSAttributeChecker,org.apache.xerces.impl.xs.traversers.XSDocumentInfo,10
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSAttributeChecker,org.apache.xerces.impl.xs.util.XInt,24
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSAttributeChecker,org.apache.xerces.impl.xs.util.XIntPool,61
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSAttributeChecker,org.apache.xerces.util.DOMUtil,22
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDAbstractIDConstraintTraverser,org.apache.xerces.impl.xs.traversers.XSDAbstractTraverser,39
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDAbstractIDConstraintTraverser,org.apache.xerces.impl.xs.traversers.XSDHandler,1
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDAbstractIDConstraintTraverser,org.apache.xerces.impl.xs.traversers.XSDKeyrefTraverser,5
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDAbstractIDConstraintTraverser,org.apache.xerces.impl.xs.traversers.XSDUniqueOrKeyTraverser,5
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDAbstractIDConstraintTraverser,org.apache.xerces.impl.xs.traversers.XSDocumentInfo,1
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDAbstractIDConstraintTraverser,org.apache.xerces.util.DOMUtil,38
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDAbstractParticleTraverser,org.apache.xerces.impl.xs.traversers.XSDAbstractParticleTraverser$ParticleArray,19
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDAbstractParticleTraverser,org.apache.xerces.impl.xs.traversers.XSDAbstractTraverser,21
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDAbstractParticleTraverser,org.apache.xerces.impl.xs.traversers.XSDComplexTypeTraverser,9
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDAbstractParticleTraverser,org.apache.xerces.impl.xs.traversers.XSDElementTraverser,4
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDAbstractParticleTraverser,org.apache.xerces.impl.xs.traversers.XSDGroupTraverser,11
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDAbstractParticleTraverser,org.apache.xerces.impl.xs.traversers.XSDHandler,1
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDAbstractParticleTraverser,org.apache.xerces.impl.xs.traversers.XSDWildcardTraverser,2
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDAbstractParticleTraverser,org.apache.xerces.impl.xs.traversers.XSDocumentInfo,4
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDAbstractParticleTraverser,org.apache.xerces.impl.xs.util.XInt,8
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDAbstractParticleTraverser,org.apache.xerces.impl.xs.util.XSObjectListImpl,8
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDAbstractParticleTraverser,org.apache.xerces.util.DOMUtil,26
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDAbstractParticleTraverser,org.apache.xerces.xs.XSObject,4
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDAbstractTraverser,org.apache.xerces.impl.xs.traversers.XSDAbstractTraverser$FacetInfo,3
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDAbstractTraverser,org.apache.xerces.impl.xs.traversers.XSDAttributeTraverser,51
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDAbstractTraverser,org.apache.xerces.impl.xs.traversers.XSDComplexTypeTraverser,42
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDAbstractTraverser,org.apache.xerces.impl.xs.traversers.XSDElementTraverser,35
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDAbstractTraverser,org.apache.xerces.impl.xs.traversers.XSDGroupTraverser,24
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDAbstractTraverser,org.apache.xerces.impl.xs.traversers.XSDHandler,46
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDAbstractTraverser,org.apache.xerces.impl.xs.traversers.XSDKeyrefTraverser,8
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDAbstractTraverser,org.apache.xerces.impl.xs.traversers.XSDNotationTraverser,13
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDAbstractTraverser,org.apache.xerces.impl.xs.traversers.XSDSimpleTypeTraverser,47
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDAbstractTraverser,org.apache.xerces.impl.xs.traversers.XSDUniqueOrKeyTraverser,2
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDAbstractTraverser,org.apache.xerces.impl.xs.traversers.XSDWildcardTraverser,13
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDAbstractTraverser,org.apache.xerces.impl.xs.traversers.XSDocumentInfo,12
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDAbstractTraverser,org.apache.xerces.impl.xs.util.XInt,12
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDAbstractTraverser,org.apache.xerces.impl.xs.util.XSObjectListImpl,20
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDAbstractTraverser,org.apache.xerces.util.DOMUtil,50
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDAbstractTraverser,org.apache.xerces.xs.XSObject,26
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDAbstractTraverser,org.apache.xerces.xs.XSObjectList,8
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDAbstractTraverser,org.apache.xerces.xs.XSSimpleTypeDefinition,16
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDAbstractTraverser,org.apache.xerces.xs.XSTypeDefinition,5
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDAttributeTraverser,org.apache.xerces.impl.xs.traversers.XSDHandler,16
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDAttributeTraverser,org.apache.xerces.impl.xs.traversers.XSDSimpleTypeTraverser,2
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDAttributeTraverser,org.apache.xerces.impl.xs.traversers.XSDocumentInfo,3
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDAttributeTraverser,org.apache.xerces.impl.xs.util.XInt,6
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDAttributeTraverser,org.apache.xerces.impl.xs.util.XSObjectListImpl,8
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDAttributeTraverser,org.apache.xerces.util.DOMUtil,22
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDAttributeTraverser,org.apache.xerces.xs.XSTypeDefinition,2
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDComplexTypeTraverser,org.apache.xerces.impl.xs.traversers.XSDComplexTypeTraverser$ComplexTypeRecoverableError,74
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDComplexTypeTraverser,org.apache.xerces.impl.xs.traversers.XSDElementTraverser,2
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDComplexTypeTraverser,org.apache.xerces.impl.xs.traversers.XSDGroupTraverser,2
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDComplexTypeTraverser,org.apache.xerces.impl.xs.traversers.XSDHandler,22
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDComplexTypeTraverser,org.apache.xerces.impl.xs.traversers.XSDSimpleTypeTraverser,2
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDComplexTypeTraverser,org.apache.xerces.impl.xs.traversers.XSDocumentInfo,6
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDComplexTypeTraverser,org.apache.xerces.impl.xs.util.XInt,4
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDComplexTypeTraverser,org.apache.xerces.impl.xs.util.XSObjectListImpl,2
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDComplexTypeTraverser,org.apache.xerces.util.DOMUtil,110
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDComplexTypeTraverser,org.apache.xerces.xs.XSObject,12
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDComplexTypeTraverser,org.apache.xerces.xs.XSObjectList,4
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDComplexTypeTraverser,org.apache.xerces.xs.XSTypeDefinition,7
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDElementTraverser,org.apache.xerces.impl.xs.traversers.XSDHandler,32
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDElementTraverser,org.apache.xerces.impl.xs.traversers.XSDSimpleTypeTraverser,2
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDElementTraverser,org.apache.xerces.impl.xs.traversers.XSDUniqueOrKeyTraverser,2
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDElementTraverser,org.apache.xerces.impl.xs.traversers.XSDocumentInfo,4
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDElementTraverser,org.apache.xerces.impl.xs.util.XInt,10
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDElementTraverser,org.apache.xerces.impl.xs.util.XSObjectListImpl,8
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDElementTraverser,org.apache.xerces.util.DOMUtil,38
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDElementTraverser,org.apache.xerces.xs.XSObject,3
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDElementTraverser,org.apache.xerces.xs.XSTypeDefinition,4
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDGroupTraverser,org.apache.xerces.impl.xs.traversers.XSDHandler,20
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDGroupTraverser,org.apache.xerces.impl.xs.traversers.XSDocumentInfo,2
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDGroupTraverser,org.apache.xerces.impl.xs.util.XInt,4
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDGroupTraverser,org.apache.xerces.impl.xs.util.XSObjectListImpl,8
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDGroupTraverser,org.apache.xerces.util.DOMUtil,26
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDHandler,org.apache.xerces.impl.xs.traversers.XSDHandler$XSDKey,11
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDHandler,org.apache.xerces.impl.xs.traversers.XSDKeyrefTraverser,12
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDHandler,org.apache.xerces.impl.xs.traversers.XSDNotationTraverser,12
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDHandler,org.apache.xerces.impl.xs.traversers.XSDSimpleTypeTraverser,16
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDHandler,org.apache.xerces.impl.xs.traversers.XSDUniqueOrKeyTraverser,8
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDHandler,org.apache.xerces.impl.xs.traversers.XSDWildcardTraverser,4
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDHandler,org.apache.xerces.impl.xs.traversers.XSDocumentInfo,45
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDHandler,org.apache.xerces.impl.xs.util.SimpleLocator,9
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDHandler,org.apache.xerces.impl.xs.util.XSInputSource,9
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDHandler,org.apache.xerces.util.DOMUtil,182
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDHandler,org.apache.xerces.util.SymbolHash,77
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDHandler,org.apache.xerces.xs.XSAttributeDeclaration,6
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDHandler,org.apache.xerces.xs.XSAttributeGroupDefinition,3
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDHandler,org.apache.xerces.xs.XSAttributeUse,3
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDHandler,org.apache.xerces.xs.XSElementDeclaration,8
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDHandler,org.apache.xerces.xs.XSModelGroup,3
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDHandler,org.apache.xerces.xs.XSModelGroupDefinition,3
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDHandler,org.apache.xerces.xs.XSNamedMap,24
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDHandler,org.apache.xerces.xs.XSObject,56
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDHandler,org.apache.xerces.xs.XSObjectList,9
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDHandler,org.apache.xerces.xs.XSParticle,5
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDHandler,org.apache.xerces.xs.XSSimpleTypeDefinition,7
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDHandler,org.apache.xerces.xs.XSTypeDefinition,10
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDHandler,org.apache.xerces.xs.datatypes.ObjectList,36
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDKeyrefTraverser,org.apache.xerces.impl.xs.traversers.XSDocumentInfo,1
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDNotationTraverser,org.apache.xerces.impl.xs.traversers.XSDocumentInfo,1
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDNotationTraverser,org.apache.xerces.impl.xs.util.XSObjectListImpl,4
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDNotationTraverser,org.apache.xerces.util.DOMUtil,10
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDSimpleTypeTraverser,org.apache.xerces.impl.xs.traversers.XSDocumentInfo,5
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDSimpleTypeTraverser,org.apache.xerces.impl.xs.util.XInt,2
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDSimpleTypeTraverser,org.apache.xerces.impl.xs.util.XSObjectListImpl,8
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDSimpleTypeTraverser,org.apache.xerces.util.DOMUtil,44
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDSimpleTypeTraverser,org.apache.xerces.xs.XSObject,6
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDSimpleTypeTraverser,org.apache.xerces.xs.XSObjectList,12
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDSimpleTypeTraverser,org.apache.xerces.xs.XSSimpleTypeDefinition,16
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDSimpleTypeTraverser,org.apache.xerces.xs.XSTypeDefinition,4
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDUniqueOrKeyTraverser,org.apache.xerces.impl.xs.traversers.XSDocumentInfo,1
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDUniqueOrKeyTraverser,org.apache.xerces.util.DOMUtil,4
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDWildcardTraverser,org.apache.xerces.impl.xs.traversers.XSDocumentInfo,3
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDWildcardTraverser,org.apache.xerces.impl.xs.util.XInt,8
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDWildcardTraverser,org.apache.xerces.impl.xs.util.XSObjectListImpl,4
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDWildcardTraverser,org.apache.xerces.util.DOMUtil,12
stage2,highest,C13,org.apache.xerces.impl.xs.traversers.XSDocumentInfo,org.apache.xerces.impl.xs.util.XInt,8
stage2,highest,C13,org.apache.xerces.impl.xs.util.ObjectListImpl,org.apache.xerces.xs.datatypes.ObjectList,1
stage2,highest,C13,org.apache.xerces.impl.xs.util.XInt,org.apache.xerces.impl.xs.util.XIntPool,6
stage2,highest,C13,org.apache.xerces.impl.xs.util.XS10TypeHelper,org.apache.xerces.xs.XSTypeDefinition,1
stage2,highest,C13,org.apache.xerces.impl.xs.util.XSInputSource,org.apache.xerces.xs.XSObject,4
stage2,highest,C13,org.apache.xerces.impl.xs.util.XSNamedMap4Types,org.apache.xerces.impl.xs.util.XSNamedMapImpl,7
stage2,highest,C13,org.apache.xerces.impl.xs.util.XSNamedMap4Types,org.apache.xerces.util.SymbolHash,8
stage2,highest,C13,org.apache.xerces.impl.xs.util.XSNamedMap4Types,org.apache.xerces.xs.XSObject,2
stage2,highest,C13,org.apache.xerces.impl.xs.util.XSNamedMap4Types,org.apache.xerces.xs.XSTypeDefinition,4
stage2,highest,C13,org.apache.xerces.impl.xs.util.XSNamedMapImpl,org.apache.xerces.impl.xs.util.XSNamedMapImpl$1,4
stage2,highest,C13,org.apache.xerces.impl.xs.util.XSNamedMapImpl,org.apache.xerces.impl.xs.util.XSNamedMapImpl$XSNamedMapEntry,2
stage2,highest,C13,org.apache.xerces.impl.xs.util.XSNamedMapImpl,org.apache.xerces.util.SymbolHash,9
stage2,highest,C13,org.apache.xerces.impl.xs.util.XSNamedMapImpl,org.apache.xerces.xs.XSNamedMap,1
stage2,highest,C13,org.apache.xerces.impl.xs.util.XSNamedMapImpl,org.apache.xerces.xs.XSObject,12
stage2,highest,C13,org.apache.xerces.impl.xs.util.XSNamedMapImpl$1,org.apache.xerces.impl.xs.util.XSNamedMapImpl$1$1,4
stage2,highest,C13,org.apache.xerces.impl.xs.util.XSNamedMapImpl$1,org.apache.xerces.impl.xs.util.XSNamedMapImpl$XSNamedMapEntry,2
stage2,highest,C13,org.apache.xerces.impl.xs.util.XSNamedMapImpl$XSNamedMapEntry,org.apache.xerces.xs.XSObject,2
stage2,highest,C13,org.apache.xerces.impl.xs.util.XSObjectListImpl,org.apache.xerces.impl.xs.util.XSObjectListImpl$1,2
stage2,highest,C13,org.apache.xerces.impl.xs.util.XSObjectListImpl,org.apache.xerces.impl.xs.util.XSObjectListImpl$XSObjectListIterator,12
stage2,highest,C13,org.apache.xerces.impl.xs.util.XSObjectListImpl,org.apache.xerces.xs.XSObject,6
stage2,highest,C13,org.apache.xerces.impl.xs.util.XSObjectListImpl,org.apache.xerces.xs.XSObjectList,1
stage2,highest,C13,org.apache.xerces.util.DOMUtil,org.apache.xerces.util.DOMUtil$ThrowableMethods,8
stage2,highest,C13,org.apache.xerces.util.SymbolHash,org.apache.xerces.util.SymbolHash$Entry,6
stage2,highest,C13,org.apache.xerces.xs.XSAnnotation,org.apache.xerces.xs.XSAttributeDeclaration,1
stage2,highest,C13,org.apache.xerces.xs.XSAnnotation,org.apache.xerces.xs.XSAttributeGroupDefinition,1
stage2,highest,C13,org.apache.xerces.xs.XSAnnotation,org.apache.xerces.xs.XSElementDeclaration,1
stage2,highest,C13,org.apache.xerces.xs.XSAnnotation,org.apache.xerces.xs.XSFacet,1
stage2,highest,C13,org.apache.xerces.xs.XSAnnotation,org.apache.xerces.xs.XSModelGroup,1
stage2,highest,C13,org.apache.xerces.xs.XSAnnotation,org.apache.xerces.xs.XSModelGroupDefinition,1
stage2,highest,C13,org.apache.xerces.xs.XSAnnotation,org.apache.xerces.xs.XSNotationDeclaration,1
stage2,highest,C13,org.apache.xerces.xs.XSAnnotation,org.apache.xerces.xs.XSObject,1
stage2,highest,C13,org.apache.xerces.xs.XSAnnotation,org.apache.xerces.xs.XSWildcard,1
stage2,highest,C13,org.apache.xerces.xs.XSAttributeDeclaration,org.apache.xerces.xs.XSAttributeUse,1
stage2,highest,C13,org.apache.xerces.xs.XSAttributeDeclaration,org.apache.xerces.xs.XSComplexTypeDefinition,1
stage2,highest,C13,org.apache.xerces.xs.XSAttributeDeclaration,org.apache.xerces.xs.XSObject,1
stage2,highest,C13,org.apache.xerces.xs.XSAttributeDeclaration,org.apache.xerces.xs.XSObjectList,1
stage2,highest,C13,org.apache.xerces.xs.XSAttributeDeclaration,org.apache.xerces.xs.XSSimpleTypeDefinition,1
stage2,highest,C13,org.apache.xerces.xs.XSAttributeGroupDefinition,org.apache.xerces.xs.XSObject,1
stage2,highest,C13,org.apache.xerces.xs.XSAttributeGroupDefinition,org.apache.xerces.xs.XSObjectList,2
stage2,highest,C13,org.apache.xerces.xs.XSAttributeGroupDefinition,org.apache.xerces.xs.XSWildcard,1
stage2,highest,C13,org.apache.xerces.xs.XSAttributeUse,org.apache.xerces.xs.XSObject,1
stage2,highest,C13,org.apache.xerces.xs.XSAttributeUse,org.apache.xerces.xs.XSObjectList,1
stage2,highest,C13,org.apache.xerces.xs.XSComplexTypeDefinition,org.apache.xerces.xs.XSElementDeclaration,1
stage2,highest,C13,org.apache.xerces.xs.XSComplexTypeDefinition,org.apache.xerces.xs.XSObjectList,2
stage2,highest,C13,org.apache.xerces.xs.XSComplexTypeDefinition,org.apache.xerces.xs.XSParticle,1
stage2,highest,C13,org.apache.xerces.xs.XSComplexTypeDefinition,org.apache.xerces.xs.XSSimpleTypeDefinition,1
stage2,highest,C13,org.apache.xerces.xs.XSComplexTypeDefinition,org.apache.xerces.xs.XSTypeDefinition,1
stage2,highest,C13,org.apache.xerces.xs.XSComplexTypeDefinition,org.apache.xerces.xs.XSWildcard,1
stage2,highest,C13,org.apache.xerces.xs.XSElementDeclaration,org.apache.xerces.xs.XSNamedMap,1
stage2,highest,C13,org.apache.xerces.xs.XSElementDeclaration,org.apache.xerces.xs.XSObjectList,1
stage2,highest,C13,org.apache.xerces.xs.XSElementDeclaration,org.apache.xerces.xs.XSTerm,1
stage2,highest,C13,org.apache.xerces.xs.XSElementDeclaration,org.apache.xerces.xs.XSTypeDefinition,1
stage2,highest,C13,org.apache.xerces.xs.XSFacet,org.apache.xerces.xs.XSObject,1
stage2,highest,C13,org.apache.xerces.xs.XSFacet,org.apache.xerces.xs.XSObjectList,1
stage2,highest,C13,org.apache.xerces.xs.XSIDCDefinition,org.apache.xerces.xs.XSObject,1
stage2,highest,C13,org.apache.xerces.xs.XSIDCDefinition,org.apache.xerces.xs.XSObjectList,1
stage2,highest,C13,org.apache.xerces.xs.XSModelGroup,org.apache.xerces.xs.XSModelGroupDefinition,1
stage2,highest,C13,org.apache.xerces.xs.XSModelGroup,org.apache.xerces.xs.XSObjectList,2
stage2,highest,C13,org.apache.xerces.xs.XSModelGroup,org.apache.xerces.xs.XSTerm,1
stage2,highest,C13,org.apache.xerces.xs.XSModelGroupDefinition,org.apache.xerces.xs.XSObject,1
stage2,highest,C13,org.apache.xerces.xs.XSModelGroupDefinition,org.apache.xerces.xs.XSObjectList,1
stage2,highest,C13,org.apache.xerces.xs.XSMultiValueFacet,org.apache.xerces.xs.XSObject,1
stage2,highest,C13,org.apache.xerces.xs.XSMultiValueFacet,org.apache.xerces.xs.XSObjectList,1
stage2,highest,C13,org.apache.xerces.xs.XSMultiValueFacet,org.apache.xerces.xs.datatypes.ObjectList,1
stage2,highest,C13,org.apache.xerces.xs.XSNamedMap,org.apache.xerces.xs.XSObject,2
stage2,highest,C13,org.apache.xerces.xs.XSNotationDeclaration,org.apache.xerces.xs.XSObject,1
stage2,highest,C13,org.apache.xerces.xs.XSNotationDeclaration,org.apache.xerces.xs.XSObjectList,1
stage2,highest,C13,org.apache.xerces.xs.XSObject,org.apache.xerces.xs.XSObjectList,1
stage2,highest,C13,org.apache.xerces.xs.XSObject,org.apache.xerces.xs.XSParticle,1
stage2,highest,C13,org.apache.xerces.xs.XSObject,org.apache.xerces.xs.XSSimpleTypeDefinition,1
stage2,highest,C13,org.apache.xerces.xs.XSObject,org.apache.xerces.xs.XSTerm,1
stage2,highest,C13,org.apache.xerces.xs.XSObject,org.apache.xerces.xs.XSTypeDefinition,1
stage2,highest,C13,org.apache.xerces.xs.XSObjectList,org.apache.xerces.xs.XSParticle,1
stage2,highest,C13,org.apache.xerces.xs.XSObjectList,org.apache.xerces.xs.XSSimpleTypeDefinition,4
