stage,rank_role,focal_cluster_id,source_class,target_class,weight
stage2,highest,C13,org.apache.xerces.impl.dv.DatatypeException,org.apache.xerces.impl.dv.InvalidDatatypeFacetException,3
stage2,highest,C13,org.apache.xerces.impl.dv.DatatypeException,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl,34
stage2,highest,C13,org.apache.xerces.impl.dv.DatatypeException,org.apache.xerces.impl.xs.traversers.XSAttributeChecker,4
stage2,highest,C13,org.apache.xerces.impl.dv.DatatypeException,org.apache.xerces.impl.xs.traversers.XSDAbstractTraverser,4
stage2,highest,C13,org.apache.xerces.impl.dv.DatatypeException,org.apache.xerces.impl.xs.traversers.XSDAttributeTraverser,8
stage2,highest,C13,org.apache.xerces.impl.dv.DatatypeException,org.apache.xerces.impl.xs.traversers.XSDComplexTypeTraverser,4
stage2,highest,C13,org.apache.xerces.impl.dv.DatatypeException,org.apache.xerces.impl.xs.traversers.XSDSimpleTypeTraverser,4
stage2,highest,C13,org.apache.xerces.impl.dv.InvalidDatatypeFacetException,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl,2
stage2,highest,C13,org.apache.xerces.impl.dv.SchemaDVFactory,org.apache.xerces.impl.dv.XSSimpleType,7
stage2,highest,C13,org.apache.xerces.impl.dv.SchemaDVFactory,org.apache.xerces.impl.dv.xs.BaseDVFactory,3
stage2,highest,C13,org.apache.xerces.impl.dv.SchemaDVFactory,org.apache.xerces.impl.dv.xs.BaseSchemaDVFactory,3
stage2,highest,C13,org.apache.xerces.impl.dv.SchemaDVFactory,org.apache.xerces.impl.xs.traversers.XSDComplexTypeTraverser,4
stage2,highest,C13,org.apache.xerces.impl.dv.SchemaDVFactory,org.apache.xerces.impl.xs.traversers.XSDHandler,2
stage2,highest,C13,org.apache.xerces.impl.dv.SchemaDVFactory,org.apache.xerces.impl.xs.traversers.XSDSimpleTypeTraverser,14
stage2,highest,C13,org.apache.xerces.impl.dv.SchemaDVFactory,org.apache.xerces.util.SymbolHash,1
stage2,highest,C13,org.apache.xerces.impl.dv.SchemaDVFactory,org.apache.xerces.xs.XSObjectList,3
stage2,highest,C13,org.apache.xerces.impl.dv.XSFacets,org.apache.xerces.impl.dv.XSSimpleType,1
stage2,highest,C13,org.apache.xerces.impl.dv.XSFacets,org.apache.xerces.impl.dv.xs.BaseDVFactory,2
stage2,highest,C13,org.apache.xerces.impl.dv.XSFacets,org.apache.xerces.impl.dv.xs.BaseSchemaDVFactory,2
stage2,highest,C13,org.apache.xerces.impl.dv.XSFacets,org.apache.xerces.impl.dv.xs.FullDVFactory,2
stage2,highest,C13,org.apache.xerces.impl.dv.XSFacets,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl,4
stage2,highest,C13,org.apache.xerces.impl.dv.XSFacets,org.apache.xerces.impl.dv.xs.XSSimpleTypeDelegate,1
stage2,highest,C13,org.apache.xerces.impl.dv.XSFacets,org.apache.xerces.impl.xs.traversers.XSDAbstractTraverser,5
stage2,highest,C13,org.apache.xerces.impl.dv.XSFacets,org.apache.xerces.impl.xs.traversers.XSDAbstractTraverser$FacetInfo,2
stage2,highest,C13,org.apache.xerces.impl.dv.XSFacets,org.apache.xerces.impl.xs.util.XSObjectListImpl,1
stage2,highest,C13,org.apache.xerces.impl.dv.XSFacets,org.apache.xerces.xs.XSAnnotation,10
stage2,highest,C13,org.apache.xerces.impl.dv.XSFacets,org.apache.xerces.xs.XSObjectList,1
stage2,highest,C13,org.apache.xerces.impl.dv.XSSimpleType,org.apache.xerces.impl.dv.xs.BaseDVFactory,7
stage2,highest,C13,org.apache.xerces.impl.dv.XSSimpleType,org.apache.xerces.impl.dv.xs.BaseSchemaDVFactory,6
stage2,highest,C13,org.apache.xerces.impl.dv.XSSimpleType,org.apache.xerces.impl.dv.xs.ExtendedSchemaDVFactoryImpl,1
stage2,highest,C13,org.apache.xerces.impl.dv.XSSimpleType,org.apache.xerces.impl.dv.xs.FullDVFactory,1
stage2,highest,C13,org.apache.xerces.impl.dv.XSSimpleType,org.apache.xerces.impl.dv.xs.SchemaDVFactoryImpl,1
stage2,highest,C13,org.apache.xerces.impl.dv.XSSimpleType,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl,1
stage2,highest,C13,org.apache.xerces.impl.dv.XSSimpleType,org.apache.xerces.impl.dv.xs.XSSimpleTypeDelegate,20
stage2,highest,C13,org.apache.xerces.impl.dv.XSSimpleType,org.apache.xerces.impl.xs.SchemaGrammar,3
stage2,highest,C13,org.apache.xerces.impl.dv.XSSimpleType,org.apache.xerces.impl.xs.SchemaGrammar$BuiltinAttrDecl,2
stage2,highest,C13,org.apache.xerces.impl.dv.XSSimpleType,org.apache.xerces.impl.xs.SchemaGrammar$Schema4Annotations,2
stage2,highest,C13,org.apache.xerces.impl.dv.XSSimpleType,org.apache.xerces.impl.xs.SchemaGrammar$XSAnyType,1
stage2,highest,C13,org.apache.xerces.impl.dv.XSSimpleType,org.apache.xerces.impl.xs.XSAttributeDecl,2
stage2,highest,C13,org.apache.xerces.impl.dv.XSSimpleType,org.apache.xerces.impl.xs.XSAttributeGroupDecl,2
stage2,highest,C13,org.apache.xerces.impl.dv.XSSimpleType,org.apache.xerces.impl.xs.XSComplexTypeDecl,2
stage2,highest,C13,org.apache.xerces.impl.dv.XSSimpleType,org.apache.xerces.impl.xs.XSConstraints,7
stage2,highest,C13,org.apache.xerces.impl.dv.XSSimpleType,org.apache.xerces.impl.xs.traversers.XSAttributeChecker,9
stage2,highest,C13,org.apache.xerces.impl.dv.XSSimpleType,org.apache.xerces.impl.xs.traversers.XSDAbstractTraverser,14
stage2,highest,C13,org.apache.xerces.impl.dv.XSSimpleType,org.apache.xerces.impl.xs.traversers.XSDAttributeTraverser,12
stage2,highest,C13,org.apache.xerces.impl.dv.XSSimpleType,org.apache.xerces.impl.xs.traversers.XSDComplexTypeTraverser,3
stage2,highest,C13,org.apache.xerces.impl.dv.XSSimpleType,org.apache.xerces.impl.xs.traversers.XSDElementTraverser,2
stage2,highest,C13,org.apache.xerces.impl.dv.XSSimpleType,org.apache.xerces.impl.xs.traversers.XSDSimpleTypeTraverser,9
stage2,highest,C13,org.apache.xerces.impl.dv.XSSimpleType,org.apache.xerces.xs.XSSimpleTypeDefinition,1
stage2,highest,C13,org.apache.xerces.impl.dv.util.Base64,org.apache.xerces.impl.xs.traversers.XSDAbstractTraverser,6
stage2,highest,C13,org.apache.xerces.impl.dv.xs.BaseDVFactory,org.apache.xerces.impl.dv.xs.FullDVFactory,5
stage2,highest,C13,org.apache.xerces.impl.dv.xs.BaseDVFactory,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl,82
stage2,highest,C13,org.apache.xerces.impl.dv.xs.BaseDVFactory,org.apache.xerces.util.SymbolHash,63
stage2,highest,C13,org.apache.xerces.impl.dv.xs.BaseDVFactory,org.apache.xerces.xs.XSObjectList,3
stage2,highest,C13,org.apache.xerces.impl.dv.xs.BaseSchemaDVFactory,org.apache.xerces.impl.dv.xs.ExtendedSchemaDVFactoryImpl,5
stage2,highest,C13,org.apache.xerces.impl.dv.xs.BaseSchemaDVFactory,org.apache.xerces.impl.dv.xs.SchemaDVFactoryImpl,5
stage2,highest,C13,org.apache.xerces.impl.dv.xs.BaseSchemaDVFactory,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl,152
stage2,highest,C13,org.apache.xerces.impl.dv.xs.BaseSchemaDVFactory,org.apache.xerces.impl.xs.XSDeclarationPool,10
stage2,highest,C13,org.apache.xerces.impl.dv.xs.BaseSchemaDVFactory,org.apache.xerces.util.SymbolHash,91
stage2,highest,C13,org.apache.xerces.impl.dv.xs.BaseSchemaDVFactory,org.apache.xerces.xs.XSObjectList,3
stage2,highest,C13,org.apache.xerces.impl.dv.xs.ExtendedSchemaDVFactoryImpl,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl,4
stage2,highest,C13,org.apache.xerces.impl.dv.xs.ExtendedSchemaDVFactoryImpl,org.apache.xerces.util.SymbolHash,16
stage2,highest,C13,org.apache.xerces.impl.dv.xs.FullDVFactory,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl,60
stage2,highest,C13,org.apache.xerces.impl.dv.xs.FullDVFactory,org.apache.xerces.util.SymbolHash,47
stage2,highest,C13,org.apache.xerces.impl.dv.xs.ListDV$ListData,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl,8
stage2,highest,C13,org.apache.xerces.impl.dv.xs.ListDV$ListData,org.apache.xerces.xs.datatypes.ObjectList,1
stage2,highest,C13,org.apache.xerces.impl.dv.xs.SchemaDVFactoryImpl,org.apache.xerces.impl.xs.XSDeclarationPool,2
stage2,highest,C13,org.apache.xerces.impl.dv.xs.SchemaDVFactoryImpl,org.apache.xerces.util.SymbolHash,8
stage2,highest,C13,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$2,16
stage2,highest,C13,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$3,16
stage2,highest,C13,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$4,2
stage2,highest,C13,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$XSFacetImpl,22
stage2,highest,C13,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$XSMVFacetImpl,4
stage2,highest,C13,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl,org.apache.xerces.impl.xs.SchemaGrammar,8
stage2,highest,C13,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl,org.apache.xerces.impl.xs.XSComplexTypeDecl,8
stage2,highest,C13,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl,org.apache.xerces.impl.xs.XSDeclarationPool,6
stage2,highest,C13,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl,org.apache.xerces.impl.xs.traversers.XSDAbstractTraverser,2
stage2,highest,C13,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl,org.apache.xerces.impl.xs.traversers.XSDComplexTypeTraverser,2
stage2,highest,C13,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl,org.apache.xerces.impl.xs.traversers.XSDSimpleTypeTraverser,2
stage2,highest,C13,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl,org.apache.xerces.impl.xs.util.ObjectListImpl,2
stage2,highest,C13,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl,org.apache.xerces.impl.xs.util.ShortListImpl,4
stage2,highest,C13,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl,org.apache.xerces.impl.xs.util.StringListImpl,4
stage2,highest,C13,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl,org.apache.xerces.impl.xs.util.XS10TypeHelper,2
stage2,highest,C13,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl,org.apache.xerces.impl.xs.util.XSObjectListImpl,15
stage2,highest,C13,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl,org.apache.xerces.xs.XSAnnotation,10
stage2,highest,C13,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl,org.apache.xerces.xs.XSFacet,2
stage2,highest,C13,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl,org.apache.xerces.xs.XSMultiValueFacet,2
stage2,highest,C13,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl,org.apache.xerces.xs.XSObject,21
stage2,highest,C13,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl,org.apache.xerces.xs.XSObjectList,31
stage2,highest,C13,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl,org.apache.xerces.xs.XSSimpleTypeDefinition,14
stage2,highest,C13,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl,org.apache.xerces.xs.XSTypeDefinition,16
stage2,highest,C13,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl,org.apache.xerces.xs.datatypes.ObjectList,4
stage2,highest,C13,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$2,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$AbstractObjectList,3
stage2,highest,C13,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$3,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$AbstractObjectList,3
stage2,highest,C13,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$AbstractObjectList,org.apache.xerces.xs.datatypes.ObjectList,7
stage2,highest,C13,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$XSFacetImpl,org.apache.xerces.impl.xs.util.XSObjectListImpl,4
stage2,highest,C13,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$XSFacetImpl,org.apache.xerces.xs.XSAnnotation,2
stage2,highest,C13,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$XSFacetImpl,org.apache.xerces.xs.XSFacet,1
stage2,highest,C13,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$XSFacetImpl,org.apache.xerces.xs.XSObjectList,4
stage2,highest,C13,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$XSMVFacetImpl,org.apache.xerces.xs.XSMultiValueFacet,1
stage2,highest,C13,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$XSMVFacetImpl,org.apache.xerces.xs.XSObjectList,3
stage2,highest,C13,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$XSMVFacetImpl,org.apache.xerces.xs.datatypes.ObjectList,3
stage2,highest,C13,org.apache.xerces.impl.dv.xs.XSSimpleTypeDelegate,org.apache.xerces.xs.XSObject,9
stage2,highest,C13,org.apache.xerces.impl.dv.xs.XSSimpleTypeDelegate,org.apache.xerces.xs.XSObjectList,4
stage2,highest,C13,org.apache.xerces.impl.dv.xs.XSSimpleTypeDelegate,org.apache.xerces.xs.XSSimpleTypeDefinition,42
stage2,highest,C13,org.apache.xerces.impl.dv.xs.XSSimpleTypeDelegate,org.apache.xerces.xs.XSTypeDefinition,16
stage2,highest,C13,org.apache.xerces.impl.xs.SchemaGrammar,org.apache.xerces.impl.xs.SchemaGrammar$Schema4Annotations,3
stage2,highest,C13,org.apache.xerces.impl.xs.SchemaGrammar,org.apache.xerces.impl.xs.SchemaGrammar$XSAnyType,2
stage2,highest,C13,org.apache.xerces.impl.xs.SchemaGrammar,org.apache.xerces.impl.xs.XSAnnotationImpl,8
stage2,highest,C13,org.apache.xerces.impl.xs.SchemaGrammar,org.apache.xerces.impl.xs.XSAttributeDecl,10
stage2,highest,C13,org.apache.xerces.impl.xs.SchemaGrammar,org.apache.xerces.impl.xs.XSAttributeGroupDecl,10
stage2,highest,C13,org.apache.xerces.impl.xs.SchemaGrammar,org.apache.xerces.impl.xs.XSComplexTypeDecl,22
stage2,highest,C13,org.apache.xerces.impl.xs.SchemaGrammar,org.apache.xerces.impl.xs.XSConstraints,14
stage2,highest,C13,org.apache.xerces.impl.xs.SchemaGrammar,org.apache.xerces.impl.xs.XSDDescription,4
stage2,highest,C13,org.apache.xerces.impl.xs.SchemaGrammar,org.apache.xerces.impl.xs.XSElementDecl,19
stage2,highest,C13,org.apache.xerces.impl.xs.SchemaGrammar,org.apache.xerces.impl.xs.XSGrammarBucket,18
stage2,highest,C13,org.apache.xerces.impl.xs.SchemaGrammar,org.apache.xerces.impl.xs.XSGroupDecl,15
stage2,highest,C13,org.apache.xerces.impl.xs.SchemaGrammar,org.apache.xerces.impl.xs.XSLoaderImpl$XSGrammarMerger,42
stage2,highest,C13,org.apache.xerces.impl.xs.SchemaGrammar,org.apache.xerces.impl.xs.XSModelImpl,36
stage2,highest,C13,org.apache.xerces.impl.xs.SchemaGrammar,org.apache.xerces.impl.xs.XSNotationDecl,10
stage2,highest,C13,org.apache.xerces.impl.xs.SchemaGrammar,org.apache.xerces.impl.xs.traversers.XSAttributeChecker,16
stage2,highest,C13,org.apache.xerces.impl.xs.SchemaGrammar,org.apache.xerces.impl.xs.traversers.XSDAbstractParticleTraverser,4
stage2,highest,C13,org.apache.xerces.impl.xs.SchemaGrammar,org.apache.xerces.impl.xs.traversers.XSDAbstractTraverser,3
stage2,highest,C13,org.apache.xerces.impl.xs.SchemaGrammar,org.apache.xerces.impl.xs.traversers.XSDAttributeTraverser,11
stage2,highest,C13,org.apache.xerces.impl.xs.SchemaGrammar,org.apache.xerces.impl.xs.traversers.XSDComplexTypeTraverser,18
stage2,highest,C13,org.apache.xerces.impl.xs.SchemaGrammar,org.apache.xerces.impl.xs.traversers.XSDElementTraverser,14
stage2,highest,C13,org.apache.xerces.impl.xs.SchemaGrammar,org.apache.xerces.impl.xs.traversers.XSDGroupTraverser,12
stage2,highest,C13,org.apache.xerces.impl.xs.SchemaGrammar,org.apache.xerces.impl.xs.traversers.XSDHandler,283
stage2,highest,C13,org.apache.xerces.impl.xs.SchemaGrammar,org.apache.xerces.impl.xs.traversers.XSDKeyrefTraverser,9
