stage,focal_cluster_id,source_class,target_class,weight
stage2,C13,org.apache.xerces.impl.xs.XSLoaderImpl,org.apache.xerces.impl.xs.XSLoaderImpl$XSGrammarMerger,2
stage2,C13,org.apache.xerces.impl.xs.XSLoaderImpl$XSGrammarMerger,org.apache.xerces.impl.xs.util.XSGrammarPool,3
stage2,C13,org.apache.xerces.impl.xs.XSLoaderImpl$XSGrammarMerger,org.apache.xerces.util.XMLGrammarPoolImpl,4
stage2,C13,org.apache.xerces.impl.xs.XSLoaderImpl$XSGrammarMerger,org.apache.xerces.xni.grammars.Grammar,7
stage2,C13,org.apache.xerces.impl.xs.XSLoaderImpl$XSGrammarMerger,org.apache.xerces.xni.grammars.XMLGrammarDescription,3
stage2,C13,org.apache.xerces.impl.xs.XSModelGroupImpl,org.apache.xerces.xs.XSNamespaceItem,1
stage2,C13,org.apache.xerces.impl.xs.XSModelImpl,org.apache.xerces.impl.xs.util.XSGrammarPool,2
stage2,C13,org.apache.xerces.impl.xs.XSModelImpl,org.apache.xerces.xs.StringList,2
stage2,C13,org.apache.xerces.impl.xs.XSModelImpl,org.apache.xerces.xs.XSModel,1
stage2,C13,org.apache.xerces.impl.xs.XSModelImpl,org.apache.xerces.xs.XSNamespaceItem,1
stage2,C13,org.apache.xerces.impl.xs.XSNotationDecl,org.apache.xerces.xs.XSNamespaceItem,3
stage2,C13,org.apache.xerces.impl.xs.XSParticleDecl,org.apache.xerces.impl.xs.models.CMBuilder,8
stage2,C13,org.apache.xerces.impl.xs.XSParticleDecl,org.apache.xerces.xs.XSNamespaceItem,1
stage2,C13,org.apache.xerces.impl.xs.XSWildcardDecl,org.apache.xerces.impl.xs.models.XSDFACM,6
stage2,C13,org.apache.xerces.impl.xs.XSWildcardDecl,org.apache.xerces.xs.StringList,1
stage2,C13,org.apache.xerces.impl.xs.XSWildcardDecl,org.apache.xerces.xs.XSNamespaceItem,1
stage2,C13,org.apache.xerces.impl.xs.identity.Field,org.apache.xerces.impl.xs.traversers.XSDAbstractIDConstraintTraverser,2
stage2,C13,org.apache.xerces.impl.xs.identity.Field$Matcher,org.apache.xerces.impl.xs.util.ShortListImpl,2
stage2,C13,org.apache.xerces.impl.xs.identity.Field$Matcher,org.apache.xerces.xs.XSComplexTypeDefinition,2
stage2,C13,org.apache.xerces.impl.xs.identity.Field$Matcher,org.apache.xerces.xs.XSTypeDefinition,3
stage2,C13,org.apache.xerces.impl.xs.identity.Field$XPath,org.apache.xerces.impl.xs.traversers.XSDAbstractIDConstraintTraverser,2
stage2,C13,org.apache.xerces.impl.xs.identity.IdentityConstraint,org.apache.xerces.impl.xs.traversers.XSDAbstractIDConstraintTraverser,19
stage2,C13,org.apache.xerces.impl.xs.identity.IdentityConstraint,org.apache.xerces.impl.xs.traversers.XSDHandler,8
stage2,C13,org.apache.xerces.impl.xs.identity.IdentityConstraint,org.apache.xerces.impl.xs.traversers.XSDKeyrefTraverser,14
stage2,C13,org.apache.xerces.impl.xs.identity.IdentityConstraint,org.apache.xerces.impl.xs.traversers.XSDUniqueOrKeyTraverser,4
stage2,C13,org.apache.xerces.impl.xs.identity.IdentityConstraint,org.apache.xerces.impl.xs.util.StringListImpl,2
stage2,C13,org.apache.xerces.impl.xs.identity.IdentityConstraint,org.apache.xerces.impl.xs.util.XSObjectListImpl,2
stage2,C13,org.apache.xerces.impl.xs.identity.IdentityConstraint,org.apache.xerces.xs.XSIDCDefinition,2
stage2,C13,org.apache.xerces.impl.xs.identity.IdentityConstraint,org.apache.xerces.xs.XSObjectList,1
stage2,C13,org.apache.xerces.impl.xs.identity.KeyRef,org.apache.xerces.impl.xs.traversers.XSDKeyrefTraverser,2
stage2,C13,org.apache.xerces.impl.xs.identity.KeyRef,org.apache.xerces.xs.XSIDCDefinition,1
stage2,C13,org.apache.xerces.impl.xs.identity.Selector,org.apache.xerces.impl.xs.traversers.XSDAbstractIDConstraintTraverser,2
stage2,C13,org.apache.xerces.impl.xs.identity.Selector$Matcher,org.apache.xerces.xs.XSTypeDefinition,1
stage2,C13,org.apache.xerces.impl.xs.identity.Selector$XPath,org.apache.xerces.impl.xs.traversers.XSDAbstractIDConstraintTraverser,2
stage2,C13,org.apache.xerces.impl.xs.identity.UniqueOrKey,org.apache.xerces.impl.xs.traversers.XSDUniqueOrKeyTraverser,4
stage2,C13,org.apache.xerces.impl.xs.identity.XPathMatcher,org.apache.xerces.xs.XSTypeDefinition,2
stage2,C13,org.apache.xerces.impl.xs.models.CMBuilder,org.apache.xerces.impl.xs.models.XSAllCM,4
stage2,C13,org.apache.xerces.impl.xs.models.XSAllCM,org.apache.xerces.impl.xs.models.XSCMValidator,1
stage2,C13,org.apache.xerces.impl.xs.models.XSAllCM,org.apache.xerces.xni.QName,2
stage2,C13,org.apache.xerces.impl.xs.opti.DefaultDocument,org.apache.xerces.impl.xs.traversers.XSDHandler,2
stage2,C13,org.apache.xerces.impl.xs.opti.ElementImpl,org.apache.xerces.impl.xs.traversers.XSAnnotationInfo,6
stage2,C13,org.apache.xerces.impl.xs.opti.ElementImpl,org.apache.xerces.impl.xs.traversers.XSDHandler,8
stage2,C13,org.apache.xerces.impl.xs.opti.ElementImpl,org.apache.xerces.util.DOMUtil,4
stage2,C13,org.apache.xerces.impl.xs.opti.NodeImpl,org.apache.xerces.util.DOMUtil,12
stage2,C13,org.apache.xerces.impl.xs.opti.SchemaDOMParser,org.apache.xerces.impl.xs.traversers.XSDHandler,33
stage2,C13,org.apache.xerces.impl.xs.opti.SchemaParsingConfig,org.apache.xerces.impl.xs.traversers.XSDHandler,2
stage2,C13,org.apache.xerces.impl.xs.traversers.SchemaContentHandler,org.apache.xerces.impl.xs.traversers.XSDHandler,7
stage2,C13,org.apache.xerces.impl.xs.traversers.StAXSchemaParser,org.apache.xerces.impl.xs.traversers.XSDHandler,11
stage2,C13,org.apache.xerces.impl.xs.traversers.XSAttributeChecker,org.apache.xerces.impl.xs.traversers.XSDAttributeGroupTraverser,13
stage2,C13,org.apache.xerces.impl.xs.traversers.XSAttributeChecker,org.apache.xerces.util.NamespaceSupport,6
stage2,C13,org.apache.xerces.impl.xs.traversers.XSAttributeChecker,org.apache.xerces.util.SymbolTable,8
stage2,C13,org.apache.xerces.impl.xs.traversers.XSAttributeChecker,org.apache.xerces.util.XMLChar,2
stage2,C13,org.apache.xerces.impl.xs.traversers.XSDAbstractIDConstraintTraverser,org.apache.xerces.util.XMLChar,4
stage2,C13,org.apache.xerces.impl.xs.traversers.XSDAbstractTraverser,org.apache.xerces.impl.xs.traversers.XSDAttributeGroupTraverser,27
stage2,C13,org.apache.xerces.impl.xs.traversers.XSDAbstractTraverser,org.apache.xerces.util.SymbolTable,6
stage2,C13,org.apache.xerces.impl.xs.traversers.XSDAttributeGroupTraverser,org.apache.xerces.impl.xs.traversers.XSDHandler,18
stage2,C13,org.apache.xerces.impl.xs.traversers.XSDAttributeGroupTraverser,org.apache.xerces.impl.xs.traversers.XSDocumentInfo,2
stage2,C13,org.apache.xerces.impl.xs.traversers.XSDAttributeGroupTraverser,org.apache.xerces.impl.xs.util.XSObjectListImpl,4
stage2,C13,org.apache.xerces.impl.xs.traversers.XSDAttributeGroupTraverser,org.apache.xerces.util.DOMUtil,20
stage2,C13,org.apache.xerces.impl.xs.traversers.XSDAttributeTraverser,org.apache.xerces.util.SymbolTable,2
stage2,C13,org.apache.xerces.impl.xs.traversers.XSDElementTraverser,org.apache.xerces.util.SymbolTable,3
stage2,C13,org.apache.xerces.impl.xs.traversers.XSDElementTraverser,org.apache.xerces.util.XMLChar,2
stage2,C13,org.apache.xerces.impl.xs.traversers.XSDGroupTraverser,org.apache.xerces.xni.QName,2
stage2,C13,org.apache.xerces.impl.xs.traversers.XSDHandler,org.apache.xerces.impl.xs.traversers.XSDHandler$SAX2XNIUtil,4
stage2,C13,org.apache.xerces.impl.xs.traversers.XSDHandler,org.apache.xerces.impl.xs.traversers.XSDHandler$XSAnnotationGrammarPool,5
stage2,C13,org.apache.xerces.impl.xs.traversers.XSDHandler,org.apache.xerces.parsers.SAXParser,2
stage2,C13,org.apache.xerces.impl.xs.traversers.XSDHandler,org.apache.xerces.parsers.XML11Configuration,19
stage2,C13,org.apache.xerces.impl.xs.traversers.XSDHandler,org.apache.xerces.util.DOMInputSource,3
stage2,C13,org.apache.xerces.impl.xs.traversers.XSDHandler,org.apache.xerces.util.DefaultErrorHandler,6
stage2,C13,org.apache.xerces.impl.xs.traversers.XSDHandler,org.apache.xerces.util.SAXInputSource,5
stage2,C13,org.apache.xerces.impl.xs.traversers.XSDHandler,org.apache.xerces.util.StAXInputSource,7
stage2,C13,org.apache.xerces.impl.xs.traversers.XSDHandler,org.apache.xerces.util.StAXLocationWrapper,4
stage2,C13,org.apache.xerces.impl.xs.traversers.XSDHandler,org.apache.xerces.util.SymbolTable,9
stage2,C13,org.apache.xerces.impl.xs.traversers.XSDHandler,org.apache.xerces.util.XMLChar,4
stage2,C13,org.apache.xerces.impl.xs.traversers.XSDHandler,org.apache.xerces.util.XMLResourceIdentifierImpl,22
stage2,C13,org.apache.xerces.impl.xs.traversers.XSDHandler,org.apache.xerces.xni.QName,4
stage2,C13,org.apache.xerces.impl.xs.traversers.XSDHandler,org.apache.xerces.xni.grammars.XMLGrammarPool,3
stage2,C13,org.apache.xerces.impl.xs.traversers.XSDHandler,org.apache.xerces.xni.parser.XMLComponentManager,27
stage2,C13,org.apache.xerces.impl.xs.traversers.XSDHandler,org.apache.xerces.xni.parser.XMLEntityResolver,1
stage2,C13,org.apache.xerces.impl.xs.traversers.XSDHandler,org.apache.xerces.xni.parser.XMLInputSource,51
stage2,C13,org.apache.xerces.impl.xs.traversers.XSDHandler,org.apache.xerces.xni.parser.XMLParseException,2
stage2,C13,org.apache.xerces.impl.xs.traversers.XSDHandler,org.apache.xerces.xs.StringList,14
stage2,C13,org.apache.xerces.impl.xs.traversers.XSDSimpleTypeTraverser,org.apache.xerces.xni.QName,1
stage2,C13,org.apache.xerces.impl.xs.traversers.XSDocumentInfo,org.apache.xerces.util.NamespaceSupport,2
stage2,C13,org.apache.xerces.impl.xs.traversers.XSDocumentInfo,org.apache.xerces.util.SymbolTable,4
stage2,C13,org.apache.xerces.impl.xs.util.ShortListImpl,org.apache.xerces.xs.ShortList,5
stage2,C13,org.apache.xerces.impl.xs.util.ShortListImpl,org.apache.xerces.xs.XSException,2
stage2,C13,org.apache.xerces.impl.xs.util.SimpleLocator,org.apache.xerces.jaxp.validation.DOMValidatorHelper,7
stage2,C13,org.apache.xerces.impl.xs.util.SimpleLocator,org.apache.xerces.xni.XMLLocator,1
stage2,C13,org.apache.xerces.impl.xs.util.StringListImpl,org.apache.xerces.xs.StringList,1
stage2,C13,org.apache.xerces.impl.xs.util.XSInputSource,org.apache.xerces.xni.parser.XMLInputSource,5
stage2,C13,org.apache.xerces.parsers.AbstractSAXParser,org.apache.xerces.util.SymbolHash,9
stage2,C13,org.apache.xerces.parsers.DOMParserImpl,org.apache.xerces.util.DOMUtil,4
stage2,C13,org.apache.xerces.util.DOMUtil,org.apache.xml.serialize.DOMSerializerImpl,10
stage2,C13,org.apache.xerces.util.PrimeNumberSequenceGenerator,org.apache.xerces.util.SymbolHash,2
stage2,C13,org.apache.xerces.xs.AttributePSVI,org.apache.xerces.xs.XSAttributeDeclaration,1
stage2,C13,org.apache.xerces.xs.ElementPSVI,org.apache.xerces.xs.XSElementDeclaration,1
stage2,C13,org.apache.xerces.xs.ElementPSVI,org.apache.xerces.xs.XSNotationDeclaration,1
stage2,C13,org.apache.xerces.xs.ItemPSVI,org.apache.xerces.xs.XSSimpleTypeDefinition,1
stage2,C13,org.apache.xerces.xs.ItemPSVI,org.apache.xerces.xs.XSTypeDefinition,1
stage2,C13,org.apache.xerces.xs.ShortList,org.apache.xerces.xs.XSAttributeDeclaration,1
stage2,C13,org.apache.xerces.xs.ShortList,org.apache.xerces.xs.XSAttributeUse,1
stage2,C13,org.apache.xerces.xs.ShortList,org.apache.xerces.xs.XSElementDeclaration,1
stage2,C13,org.apache.xerces.xs.StringList,org.apache.xerces.xs.XSIDCDefinition,1
stage2,C13,org.apache.xerces.xs.StringList,org.apache.xerces.xs.XSMultiValueFacet,1
stage2,C13,org.apache.xerces.xs.StringList,org.apache.xerces.xs.XSSimpleTypeDefinition,2
stage2,C13,org.apache.xerces.xs.StringList,org.apache.xerces.xs.XSWildcard,1
stage2,C13,org.apache.xerces.xs.XSAttributeDeclaration,org.apache.xerces.xs.XSModel,1
stage2,C13,org.apache.xerces.xs.XSAttributeDeclaration,org.apache.xerces.xs.XSNamespaceItem,1
stage2,C13,org.apache.xerces.xs.XSAttributeDeclaration,org.apache.xerces.xs.XSValue,1
stage2,C13,org.apache.xerces.xs.XSAttributeGroupDefinition,org.apache.xerces.xs.XSModel,1
stage2,C13,org.apache.xerces.xs.XSAttributeGroupDefinition,org.apache.xerces.xs.XSNamespaceItem,1
stage2,C13,org.apache.xerces.xs.XSAttributeUse,org.apache.xerces.xs.XSValue,1
stage2,C13,org.apache.xerces.xs.XSElementDeclaration,org.apache.xerces.xs.XSModel,2
stage2,C13,org.apache.xerces.xs.XSElementDeclaration,org.apache.xerces.xs.XSNamespaceItem,1
stage2,C13,org.apache.xerces.xs.XSElementDeclaration,org.apache.xerces.xs.XSValue,1
stage2,C13,org.apache.xerces.xs.XSIDCDefinition,org.apache.xerces.xs.XSModel,1
stage2,C13,org.apache.xerces.xs.XSIDCDefinition,org.apache.xerces.xs.XSNamespaceItem,1
stage2,C13,org.apache.xerces.xs.XSModel,org.apache.xerces.xs.XSModelGroupDefinition,1
stage2,C13,org.apache.xerces.xs.XSModel,org.apache.xerces.xs.XSNamedMap,2
stage2,C13,org.apache.xerces.xs.XSModel,org.apache.xerces.xs.XSNamespaceItemList,1
stage2,C13,org.apache.xerces.xs.XSModel,org.apache.xerces.xs.XSNotationDeclaration,1
stage2,C13,org.apache.xerces.xs.XSModel,org.apache.xerces.xs.XSObjectList,2
stage2,C13,org.apache.xerces.xs.XSModel,org.apache.xerces.xs.XSTypeDefinition,1
stage2,C13,org.apache.xerces.xs.XSModelGroupDefinition,org.apache.xerces.xs.XSNamespaceItem,1
stage2,C13,org.apache.xerces.xs.XSNamedMap,org.apache.xerces.xs.XSNamespaceItem,1
stage2,C13,org.apache.xerces.xs.XSNamespaceItem,org.apache.xerces.xs.XSNamespaceItemList,1
stage2,C13,org.apache.xerces.xs.XSNamespaceItem,org.apache.xerces.xs.XSNotationDeclaration,1
stage2,C13,org.apache.xerces.xs.XSNamespaceItem,org.apache.xerces.xs.XSObject,1
stage2,C13,org.apache.xerces.xs.XSNamespaceItem,org.apache.xerces.xs.XSObjectList,1
stage2,C13,org.apache.xerces.xs.XSNamespaceItem,org.apache.xerces.xs.XSTypeDefinition,1
stage2,C13,org.apache.xerces.xs.XSObjectList,org.apache.xerces.xs.XSValue,1
stage2,C13,org.apache.xerces.xs.XSSimpleTypeDefinition,org.apache.xerces.xs.XSValue,2
