stage,short_id,class_id,simple_name,fully_qualified_name,package,canonical_order
1,F001,org.apache.xerces.impl.dv.DatatypeException,DatatypeException,org.apache.xerces.impl.dv.DatatypeException,org.apache.xerces.impl.dv,1
1,F002,org.apache.xerces.impl.dv.InvalidDatatypeFacetException,InvalidDatatypeFacetException,org.apache.xerces.impl.dv.InvalidDatatypeFacetException,org.apache.xerces.impl.dv,2
1,F003,org.apache.xerces.impl.dv.SchemaDVFactory,SchemaDVFactory,org.apache.xerces.impl.dv.SchemaDVFactory,org.apache.xerces.impl.dv,3
1,F004,org.apache.xerces.impl.dv.XSFacets,XSFacets,org.apache.xerces.impl.dv.XSFacets,org.apache.xerces.impl.dv,4
1,F005,org.apache.xerces.impl.dv.XSSimpleType,XSSimpleType,org.apache.xerces.impl.dv.XSSimpleType,org.apache.xerces.impl.dv,5
1,F006,org.apache.xerces.impl.dv.util.Base64,Base64,org.apache.xerces.impl.dv.util.Base64,org.apache.xerces.impl.dv.util,6
1,F007,org.apache.xerces.impl.dv.xs.BaseDVFactory,BaseDVFactory,org.apache.xerces.impl.dv.xs.BaseDVFactory,org.apache.xerces.impl.dv.xs,7
1,F008,org.apache.xerces.impl.dv.xs.BaseSchemaDVFactory,BaseSchemaDVFactory,org.apache.xerces.impl.dv.xs.BaseSchemaDVFactory,org.apache.xerces.impl.dv.xs,8
1,F009,org.apache.xerces.impl.dv.xs.ExtendedSchemaDVFactoryImpl,ExtendedSchemaDVFactoryImpl,org.apache.xerces.impl.dv.xs.ExtendedSchemaDVFactoryImpl,org.apache.xerces.impl.dv.xs,9
1,F010,org.apache.xerces.impl.dv.xs.FullDVFactory,FullDVFactory,org.apache.xerces.impl.dv.xs.FullDVFactory,org.apache.xerces.impl.dv.xs,10
1,F011,org.apache.xerces.impl.dv.xs.ListDV$ListData,ListDV$ListData,org.apache.xerces.impl.dv.xs.ListDV$ListData,org.apache.xerces.impl.dv.xs,11
1,F012,org.apache.xerces.impl.dv.xs.SchemaDVFactoryImpl,SchemaDVFactoryImpl,org.apache.xerces.impl.dv.xs.SchemaDVFactoryImpl,org.apache.xerces.impl.dv.xs,12
1,F013,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl,XSSimpleTypeDecl,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl,org.apache.xerces.impl.dv.xs,13
1,F014,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$1,XSSimpleTypeDecl$1,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$1,org.apache.xerces.impl.dv.xs,14
1,F015,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$2,XSSimpleTypeDecl$2,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$2,org.apache.xerces.impl.dv.xs,15
1,F016,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$3,XSSimpleTypeDecl$3,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$3,org.apache.xerces.impl.dv.xs,16
1,F017,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$4,XSSimpleTypeDecl$4,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$4,org.apache.xerces.impl.dv.xs,17
1,F018,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$AbstractObjectList,XSSimpleTypeDecl$AbstractObjectList,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$AbstractObjectList,org.apache.xerces.impl.dv.xs,18
1,F019,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$XSFacetImpl,XSSimpleTypeDecl$XSFacetImpl,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$XSFacetImpl,org.apache.xerces.impl.dv.xs,19
1,F020,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$XSMVFacetImpl,XSSimpleTypeDecl$XSMVFacetImpl,org.apache.xerces.impl.dv.xs.XSSimpleTypeDecl$XSMVFacetImpl,org.apache.xerces.impl.dv.xs,20
1,F021,org.apache.xerces.impl.dv.xs.XSSimpleTypeDelegate,XSSimpleTypeDelegate,org.apache.xerces.impl.dv.xs.XSSimpleTypeDelegate,org.apache.xerces.impl.dv.xs,21
1,F022,org.apache.xerces.impl.xs.SchemaGrammar,SchemaGrammar,org.apache.xerces.impl.xs.SchemaGrammar,org.apache.xerces.impl.xs,22
1,F023,org.apache.xerces.impl.xs.SchemaGrammar$BuiltinAttrDecl,SchemaGrammar$BuiltinAttrDecl,org.apache.xerces.impl.xs.SchemaGrammar$BuiltinAttrDecl,org.apache.xerces.impl.xs,23
1,F024,org.apache.xerces.impl.xs.SchemaGrammar$BuiltinSchemaGrammar,SchemaGrammar$BuiltinSchemaGrammar,org.apache.xerces.impl.xs.SchemaGrammar$BuiltinSchemaGrammar,org.apache.xerces.impl.xs,24
