subject,algorithm,class_count,raw_edge_count,g_ssa_edge_count,new_ssa_edge_count,new_ssa_edge_ratio,ssa_flow_evidence_count,ssa_weight_share,cross_raw_cluster_ssa_edge_ratio,raw_cluster_count,ssa_cluster_count,cluster_count_delta,ari_raw_vs_ssa,nmi_raw_vs_ssa,raw_max_cluster_ratio,ssa_max_cluster_ratio,max_cluster_ratio,raw_singleton_ratio,ssa_singleton_ratio,singleton_ratio,raw_cluster_size_distribution,ssa_cluster_size_distribution,cluster_size_distribution,raw_weighted_modularity,ssa_weighted_modularity,raw_internal_edge_weight_ratio,ssa_internal_edge_weight_ratio
jpetstore,leiden,24,53,60,7,0.11666666666666667,56,0.2931937172774869,0.4166666666666667,4,4,0,0.519341929746554,0.680797450757146,0.2916666666666667,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,"{""4"": 1, ""6"": 1, ""7"": 2}","{""4"": 1, ""6"": 2, ""8"": 1}","{""4"": 1, ""6"": 2, ""8"": 1}",0.44206980643194665,0.3874848094441852,0.7481481481481481,0.6631762652705061
