class_id,class_name,raw_cluster_id,ssa_cluster_id,raw_cluster_size,ssa_cluster_size,lost_same_cluster_neighbors,gained_same_cluster_neighbors,membership_jaccard
org.mybatis.jpetstore.mapper.ItemMapper,org.mybatis.jpetstore.mapper.ItemMapper,1,2,7,6,org.mybatis.jpetstore.domain.Category;org.mybatis.jpetstore.domain.Product;org.mybatis.jpetstore.mapper.CategoryMapper;org.mybatis.jpetstore.mapper.ProductMapper;org.mybatis.jpetstore.service.CatalogService;org.mybatis.jpetstore.web.actions.CatalogActionBean,org.mybatis.jpetstore.domain.Cart;org.mybatis.jpetstore.domain.CartItem;org.mybatis.jpetstore.domain.Item;org.mybatis.jpetstore.domain.LineItem;org.mybatis.jpetstore.web.actions.CartActionBean,0.0
org.mybatis.jpetstore.domain.LineItem,org.mybatis.jpetstore.domain.LineItem,2,2,6,6,org.mybatis.jpetstore.domain.Sequence;org.mybatis.jpetstore.mapper.LineItemMapper;org.mybatis.jpetstore.mapper.OrderMapper;org.mybatis.jpetstore.mapper.SequenceMapper;org.mybatis.jpetstore.service.OrderService,org.mybatis.jpetstore.domain.Cart;org.mybatis.jpetstore.domain.CartItem;org.mybatis.jpetstore.domain.Item;org.mybatis.jpetstore.mapper.ItemMapper;org.mybatis.jpetstore.web.actions.CartActionBean,0.0
org.mybatis.jpetstore.domain.Order,org.mybatis.jpetstore.domain.Order,0,0,7,8,org.mybatis.jpetstore.domain.Account;org.mybatis.jpetstore.mapper.AccountMapper;org.mybatis.jpetstore.service.AccountService;org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.domain.Sequence;org.mybatis.jpetstore.mapper.LineItemMapper;org.mybatis.jpetstore.mapper.OrderMapper;org.mybatis.jpetstore.mapper.SequenceMapper;org.mybatis.jpetstore.service.OrderService,0.18181818181818182
org.mybatis.jpetstore.web.actions.AbstractActionBean,org.mybatis.jpetstore.web.actions.AbstractActionBean,0,0,7,8,org.mybatis.jpetstore.domain.Account;org.mybatis.jpetstore.mapper.AccountMapper;org.mybatis.jpetstore.service.AccountService;org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.domain.Sequence;org.mybatis.jpetstore.mapper.LineItemMapper;org.mybatis.jpetstore.mapper.OrderMapper;org.mybatis.jpetstore.mapper.SequenceMapper;org.mybatis.jpetstore.service.OrderService,0.18181818181818182
org.mybatis.jpetstore.web.actions.OrderActionBean,org.mybatis.jpetstore.web.actions.OrderActionBean,0,0,7,8,org.mybatis.jpetstore.domain.Account;org.mybatis.jpetstore.mapper.AccountMapper;org.mybatis.jpetstore.service.AccountService;org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.domain.Sequence;org.mybatis.jpetstore.mapper.LineItemMapper;org.mybatis.jpetstore.mapper.OrderMapper;org.mybatis.jpetstore.mapper.SequenceMapper;org.mybatis.jpetstore.service.OrderService,0.18181818181818182
org.mybatis.jpetstore.domain.Sequence,org.mybatis.jpetstore.domain.Sequence,2,0,6,8,org.mybatis.jpetstore.domain.LineItem,org.mybatis.jpetstore.domain.Order;org.mybatis.jpetstore.web.actions.AbstractActionBean;org.mybatis.jpetstore.web.actions.OrderActionBean,0.5
org.mybatis.jpetstore.mapper.LineItemMapper,org.mybatis.jpetstore.mapper.LineItemMapper,2,0,6,8,org.mybatis.jpetstore.domain.LineItem,org.mybatis.jpetstore.domain.Order;org.mybatis.jpetstore.web.actions.AbstractActionBean;org.mybatis.jpetstore.web.actions.OrderActionBean,0.5
org.mybatis.jpetstore.mapper.OrderMapper,org.mybatis.jpetstore.mapper.OrderMapper,2,0,6,8,org.mybatis.jpetstore.domain.LineItem,org.mybatis.jpetstore.domain.Order;org.mybatis.jpetstore.web.actions.AbstractActionBean;org.mybatis.jpetstore.web.actions.OrderActionBean,0.5
org.mybatis.jpetstore.mapper.SequenceMapper,org.mybatis.jpetstore.mapper.SequenceMapper,2,0,6,8,org.mybatis.jpetstore.domain.LineItem,org.mybatis.jpetstore.domain.Order;org.mybatis.jpetstore.web.actions.AbstractActionBean;org.mybatis.jpetstore.web.actions.OrderActionBean,0.5
org.mybatis.jpetstore.service.OrderService,org.mybatis.jpetstore.service.OrderService,2,0,6,8,org.mybatis.jpetstore.domain.LineItem,org.mybatis.jpetstore.domain.Order;org.mybatis.jpetstore.web.actions.AbstractActionBean;org.mybatis.jpetstore.web.actions.OrderActionBean,0.5
org.mybatis.jpetstore.domain.Account,org.mybatis.jpetstore.domain.Account,0,3,7,4,org.mybatis.jpetstore.domain.Order;org.mybatis.jpetstore.web.actions.AbstractActionBean;org.mybatis.jpetstore.web.actions.OrderActionBean,,0.5
org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.mapper.AccountMapper,0,3,7,4,org.mybatis.jpetstore.domain.Order;org.mybatis.jpetstore.web.actions.AbstractActionBean;org.mybatis.jpetstore.web.actions.OrderActionBean,,0.5
org.mybatis.jpetstore.service.AccountService,org.mybatis.jpetstore.service.AccountService,0,3,7,4,org.mybatis.jpetstore.domain.Order;org.mybatis.jpetstore.web.actions.AbstractActionBean;org.mybatis.jpetstore.web.actions.OrderActionBean,,0.5
org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.web.actions.AccountActionBean,0,3,7,4,org.mybatis.jpetstore.domain.Order;org.mybatis.jpetstore.web.actions.AbstractActionBean;org.mybatis.jpetstore.web.actions.OrderActionBean,,0.5
org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.domain.Cart,3,2,4,6,,org.mybatis.jpetstore.domain.LineItem;org.mybatis.jpetstore.mapper.ItemMapper,0.6
org.mybatis.jpetstore.domain.CartItem,org.mybatis.jpetstore.domain.CartItem,3,2,4,6,,org.mybatis.jpetstore.domain.LineItem;org.mybatis.jpetstore.mapper.ItemMapper,0.6
org.mybatis.jpetstore.domain.Item,org.mybatis.jpetstore.domain.Item,3,2,4,6,,org.mybatis.jpetstore.domain.LineItem;org.mybatis.jpetstore.mapper.ItemMapper,0.6
org.mybatis.jpetstore.web.actions.CartActionBean,org.mybatis.jpetstore.web.actions.CartActionBean,3,2,4,6,,org.mybatis.jpetstore.domain.LineItem;org.mybatis.jpetstore.mapper.ItemMapper,0.6
org.mybatis.jpetstore.domain.Category,org.mybatis.jpetstore.domain.Category,1,1,7,6,org.mybatis.jpetstore.mapper.ItemMapper,,0.8333333333333334
org.mybatis.jpetstore.domain.Product,org.mybatis.jpetstore.domain.Product,1,1,7,6,org.mybatis.jpetstore.mapper.ItemMapper,,0.8333333333333334
org.mybatis.jpetstore.mapper.CategoryMapper,org.mybatis.jpetstore.mapper.CategoryMapper,1,1,7,6,org.mybatis.jpetstore.mapper.ItemMapper,,0.8333333333333334
org.mybatis.jpetstore.mapper.ProductMapper,org.mybatis.jpetstore.mapper.ProductMapper,1,1,7,6,org.mybatis.jpetstore.mapper.ItemMapper,,0.8333333333333334
org.mybatis.jpetstore.service.CatalogService,org.mybatis.jpetstore.service.CatalogService,1,1,7,6,org.mybatis.jpetstore.mapper.ItemMapper,,0.8333333333333334
org.mybatis.jpetstore.web.actions.CatalogActionBean,org.mybatis.jpetstore.web.actions.CatalogActionBean,1,1,7,6,org.mybatis.jpetstore.mapper.ItemMapper,,0.8333333333333334
