subject,stage1_profile,stage2_solution_id,selection_rule,seed,population_size,generations,pareto_front_size,stage2_coupling,stage2_cohesion,stage2_imbalance,stage1_cluster_count,stage2_cluster_count,stage1_average_cluster_size,stage2_average_cluster_size,stage1_max_cluster_size,stage2_max_cluster_size,stage1_max_cluster_ratio,stage2_max_cluster_ratio,stage1_singleton_ratio,stage2_singleton_ratio,stage1_cluster_size_distribution,stage2_cluster_size_distribution,stage1_weighted_modularity,stage2_weighted_modularity,stage1_internal_edge_weight_ratio,stage2_internal_edge_weight_ratio,stage1_internal_external_edge_ratio,stage2_internal_external_edge_ratio,ari_stage1_raw_vs_stage2,nmi_stage1_raw_vs_stage2,changed_class_count,changed_partition_ratio
daytrader,raw_reference_leiden,seed0_solution051,highest_weighted_modularity_among_feasible_pareto_solutions,0,100,100,992,0.4907749077490775,7.83265306122449,0.5815484908461298,11,7,4.818181818181818,7.571428571428571,13,14,0.24528301886792453,0.2641509433962264,0.07547169811320754,0.0,"{""1"": 4, ""12"": 1, ""13"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""7"": 1, ""8"": 1}","{""13"": 1, ""14"": 1, ""2"": 2, ""6"": 1, ""8"": 2}",0.324596763898912,0.25283741796135684,0.5821033210332104,0.5092250922509225,1.3929359823399559,1.037593984962406,0.6173396665359117,0.7171106317050543,51,0.9622641509433962
