subject,seed,solution_id,weighted_modularity,internal_edge_weight_ratio,internal_external_edge_ratio,cluster_count,average_cluster_size,max_cluster_size,min_cluster_size,max_cluster_ratio,singleton_ratio,cluster_size_distribution,mojofm_vs_reference,pairwise_f1,reference_coverage_ratio,ari_vs_reference,nmi_vs_reference,pairwise_precision,pairwise_recall
daytrader,3,seed3_solution072,0.07863082695633243,0.45156826568265684,0.8233809924306139,4,13.25,18,10,0.33962264150943394,0.0,"{""10"": 1, ""12"": 1, ""13"": 1, ""18"": 1}",17.391304347826086,0.14942528735632182,1.0,-0.026226274580842552,0.15808354800989183,0.11403508771929824,0.21666666666666667
daytrader,3,seed3_solution073,0.08544773610789624,0.4483394833948339,0.8127090301003345,5,10.6,14,3,0.2641509433962264,0.0,"{""12"": 3, ""14"": 1, ""3"": 1}",26.086956521739136,0.1694915254237288,1.0,0.0093893958510607,0.23702938987751904,0.136986301369863,0.2222222222222222
daytrader,3,seed3_solution074,0.14151346829427708,0.4437269372693727,0.7976782752902156,5,10.6,12,8,0.22641509433962265,0.0,"{""10"": 1, ""11"": 1, ""12"": 2, ""8"": 1}",17.391304347826086,0.14545454545454545,1.0,-0.010547667342799195,0.2380261008405536,0.12307692307692308,0.17777777777777778
daytrader,3,seed3_solution075,0.08014213790661892,0.44142066420664205,0.7902559867877786,13,4.076923076923077,17,1,0.32075471698113206,0.05660377358490566,"{""1"": 3, ""17"": 1, ""2"": 3, ""3"": 4, ""6"": 1, ""9"": 1}",23.913043478260864,0.13089005235602094,1.0,-0.008420105978716095,0.3960542737416063,0.12376237623762376,0.1388888888888889
daytrader,3,seed3_solution076,0.0753472600454787,0.43634686346863466,0.7741407528641571,12,4.416666666666667,17,1,0.32075471698113206,0.05660377358490566,"{""1"": 3, ""17"": 1, ""2"": 2, ""3"": 1, ""4"": 2, ""5"": 1, ""6"": 1, ""7"": 1}",19.565217391304344,0.10026385224274406,1.0,-0.04277642902477021,0.3543054334152412,0.09547738693467336,0.10555555555555556
daytrader,3,seed3_solution077,0.09830350638607864,0.43357933579335795,0.7654723127035831,11,4.818181818181818,15,1,0.2830188679245283,0.05660377358490566,"{""1"": 3, ""15"": 1, ""2"": 1, ""4"": 2, ""6"": 3, ""7"": 1}",23.913043478260864,0.13736263736263737,1.0,0.006109998346165855,0.3868716419731091,0.1358695652173913,0.1388888888888889
daytrader,3,seed3_solution078,0.09065450923190044,0.4188191881918819,0.7206349206349206,11,4.818181818181818,14,1,0.2641509433962264,0.05660377358490566,"{""1"": 3, ""14"": 1, ""2"": 1, ""4"": 1, ""5"": 1, ""6"": 3, ""7"": 1}",23.913043478260864,0.13559322033898305,1.0,0.00824137055121221,0.3829633392265843,0.13793103448275862,0.13333333333333333
daytrader,3,seed3_solution079,0.08679852279380729,0.4035977859778598,0.6767208043310131,11,4.818181818181818,14,1,0.2641509433962264,0.03773584905660377,"{""1"": 2, ""14"": 1, ""2"": 2, ""4"": 1, ""5"": 3, ""6"": 1, ""8"": 1}",19.565217391304344,0.11363636363636365,1.0,-0.016070483248884528,0.3657572588205257,0.11627906976744186,0.1111111111111111
daytrader,3,seed3_solution080,0.06506392035783846,0.39990774907749077,0.6664104534973098,9,5.888888888888889,15,1,0.2830188679245283,0.018867924528301886,"{""1"": 1, ""10"": 1, ""11"": 1, ""15"": 1, ""2"": 3, ""3"": 1, ""7"": 1}",17.391304347826086,0.11165048543689321,1.0,-0.041576486526674054,0.2656203058748884,0.09913793103448276,0.12777777777777777
daytrader,3,seed3_solution081,0.1185136070110702,0.3916051660516605,0.643669446550417,5,10.6,15,5,0.2830188679245283,0.0,"{""11"": 1, ""15"": 2, ""5"": 1, ""7"": 1}",19.565217391304344,0.16386554621848737,1.0,0.001681932693567874,0.23999134811959197,0.13175675675675674,0.21666666666666667
daytrader,3,seed3_solution082,0.11638764450375141,0.3892988929889299,0.6374622356495468,5,10.6,15,5,0.2830188679245283,0.0,"{""12"": 1, ""14"": 1, ""15"": 1, ""5"": 1, ""7"": 1}",17.391304347826086,0.15644820295983086,1.0,-0.006421215637893216,0.23310141845208218,0.12627986348122866,0.20555555555555555
daytrader,3,seed3_solution083,0.05837679225500762,0.38699261992619927,0.6313017306245298,9,5.888888888888889,14,1,0.2641509433962264,0.018867924528301886,"{""1"": 1, ""11"": 2, ""14"": 1, ""2"": 3, ""3"": 1, ""7"": 1}",19.565217391304344,0.11764705882352941,1.0,-0.033190042987103874,0.2812135852990442,0.10526315789473684,0.13333333333333333
daytrader,3,seed3_solution084,0.13516972808104474,0.38699261992619927,0.6313017306245298,5,10.6,14,3,0.2641509433962264,0.0,"{""10"": 1, ""13"": 2, ""14"": 1, ""3"": 1}",15.217391304347828,0.1431578947368421,1.0,-0.022788365095285847,0.21052985483793812,0.1152542372881356,0.18888888888888888
daytrader,3,seed3_solution085,0.08612047000313172,0.3842250922509225,0.6239700374531835,8,6.625,18,1,0.33962264150943394,0.018867924528301886,"{""1"": 1, ""18"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""8"": 2, ""9"": 1}",21.739130434782606,0.13333333333333333,1.0,-0.02339499241573586,0.2969612740757823,0.11372549019607843,0.16111111111111112
daytrader,3,seed3_solution086,0.10778082065876013,0.3805350553505535,0.6142963514519731,5,10.6,16,2,0.3018867924528302,0.0,"{""11"": 1, ""12"": 2, ""16"": 1, ""2"": 1}",17.391304347826086,0.14754098360655737,1.0,-0.02076982250206559,0.21403328421508297,0.11688311688311688,0.2
