subject,front_size,coupling_min,coupling_mean,coupling_max,coupling_std,cohesion_min,cohesion_mean,cohesion_max,cohesion_std,imbalance_min,imbalance_mean,imbalance_max,imbalance_std,f_semantic_min,f_semantic_mean,f_semantic_max,f_semantic_std,spearman_f_semantic_vs_coupling,spearman_f_semantic_vs_coupling_p,spearman_f_semantic_vs_cohesion,spearman_f_semantic_vs_cohesion_p,spearman_f_semantic_vs_imbalance,spearman_f_semantic_vs_imbalance_p,semantic_objective_constant,diagnostic_only
jpetstore,100,0.2518518518518518,0.4238765432098765,0.6444444444444445,0.10149563146671993,4.283333333333333,8.70010238095238,15.538888888888888,2.960082264270548,0.0,0.34835274091795654,0.7144345083117603,0.15242605167188578,0.3562014513514241,0.5463518120765046,0.7842709396752515,0.09929175222278601,0.6096261221371441,1.6794856240829787e-11,0.35203120312031205,0.0003284759239437099,-0.03940464408057845,0.6970959998347679,False,True
daytrader,100,0.17435424354243542,0.5130350553505536,0.8542435424354243,0.1875012381780353,0.8488536155202823,10.77301807767255,65.67432360596061,13.081707243207518,0.046216787599682604,0.7430007427769764,1.643135174119037,0.4220013929973971,0.4580950857582564,0.6952613733919506,0.9264102162751867,0.12068815475945387,0.7954994825299948,4.7995351516168254e-23,0.5915349281002564,9.143056613234288e-11,-0.6337991827247783,1.4655490462002118e-12,False,True
xerces,100,0.12563623292595255,0.5279131560028757,0.960431344356578,0.260738702245321,0.0499087768711113,4.739513886470158,24.382062801844214,5.716983067210575,0.03590083340590284,1.6958369248953182,5.759366795729425,1.6148989073643234,0.38743299874057835,0.6677381004314487,0.962334666962552,0.15698958153283643,0.9094083973064855,4.044904018455488e-39,-0.11769647582855657,0.2435231237550806,-0.6742314685478036,1.4820095213035458e-14,False,True
