subject,seed,stage2_hv,stage3b_projected_hv,delta_hv_stage3b_minus_stage2,stage2_selected_semantic_on_stage3b,stage3b_selected_f_semantic,delta_selected_f_semantic_stage3b_minus_stage2,stage2_selected_solution_id,stage3b_selected_solution_id,stage2_selected_is_injected_seed,stage3b_selected_is_injected_seed,stage3b_selected_seed_name,stage2_selected_ari_vs_leiden,stage2_selected_nmi_vs_leiden,stage2_selected_equals_leiden,stage3b_selected_ari_vs_leiden,stage3b_selected_nmi_vs_leiden,stage3b_selected_equals_leiden,stage2_vs_stage3b_selected_ari,stage2_vs_stage3b_selected_nmi,stage2_vs_stage3b_selected_partition_equal,stage2_vs_stage3a_selected_ari,stage2_vs_stage3a_selected_nmi,stage3b_front_size,stage3b_projected_front_size,stage3b_front_f_semantic_min,stage3b_front_f_semantic_mean,stage3b_front_f_semantic_max,stage3b_front_f_semantic_std,reference_status,stage2_coupling,stage3b_coupling,delta_coupling_stage3b_minus_stage2,stage2_cohesion,stage3b_cohesion,delta_cohesion_stage3b_minus_stage2,stage2_imbalance,stage3b_imbalance,delta_imbalance_stage3b_minus_stage2,stage2_weighted_modularity,stage3b_weighted_modularity,delta_weighted_modularity_stage3b_minus_stage2,stage2_internal_edge_weight_ratio,stage3b_internal_edge_weight_ratio,delta_internal_edge_weight_ratio_stage3b_minus_stage2,stage2_internal_external_edge_ratio,stage3b_internal_external_edge_ratio,delta_internal_external_edge_ratio_stage3b_minus_stage2,stage2_cluster_count,stage3b_cluster_count,delta_cluster_count_stage3b_minus_stage2,stage2_average_cluster_size,stage3b_average_cluster_size,delta_average_cluster_size_stage3b_minus_stage2,stage2_max_cluster_size,stage3b_max_cluster_size,delta_max_cluster_size_stage3b_minus_stage2,stage2_min_cluster_size,stage3b_min_cluster_size,delta_min_cluster_size_stage3b_minus_stage2,stage2_max_cluster_ratio,stage3b_max_cluster_ratio,delta_max_cluster_ratio_stage3b_minus_stage2,stage2_singleton_ratio,stage3b_singleton_ratio,delta_singleton_ratio_stage3b_minus_stage2,stage2_cluster_size_cv,stage3b_cluster_size_cv,delta_cluster_size_cv_stage3b_minus_stage2,stage2_mojofm_vs_reference,stage3b_mojofm_vs_reference,delta_mojofm_vs_reference_stage3b_minus_stage2,stage2_pairwise_precision,stage3b_pairwise_precision,delta_pairwise_precision_stage3b_minus_stage2,stage2_pairwise_recall,stage3b_pairwise_recall,delta_pairwise_recall_stage3b_minus_stage2,stage2_pairwise_f1,stage3b_pairwise_f1,delta_pairwise_f1_stage3b_minus_stage2,stage2_ari_vs_reference,stage3b_ari_vs_reference,delta_ari_vs_reference_stage3b_minus_stage2,stage2_nmi_vs_reference,stage3b_nmi_vs_reference,delta_nmi_vs_reference_stage3b_minus_stage2,stage2_reference_coverage_ratio,stage3b_reference_coverage_ratio,delta_reference_coverage_ratio_stage3b_minus_stage2
jpetstore,10,0.40112088499475301306,0.40785762896096061647,0.0067367439662076034068,0.51226006853751848702,0.51226006853751848702,0,seed10_solution000,seed10_solution002,True,True,raw_leiden,1,1,True,1,1,True,1,1,True,0.8994095779575770333,0.91871780558966453789,100,60,0.28651701579068378223,0.54134127149638122667,0.78658167838724524223,0.11137444663697002034,unavailable,0.25185185185185182677,0.25185185185185182677,0,5.4773809523809520172,5.4773809523809520172,0,0.20412414523193148086,0.20412414523193148086,0,0.44206980643194654368,0.44206980643194654368,0,0.74814814814814811772,0.74814814814814811772,0,2.9705882352941177516,2.9705882352941177516,0,4,4,0,6,6,0,7,7,0,4,4,0,0.29166666666666668517,0.29166666666666668517,0,0,0,0,0.20412414523193148086,0.20412414523193148086,0,,,,,,,,,,,,,,,,,,,,,
jpetstore,11,0.39385797532413407973,0.37692806594347078031,-0.016929909380663299423,0.51226006853751848702,0.51226006853751848702,0,seed11_solution000,seed11_solution000,True,True,raw_leiden,1,1,True,1,1,True,1,1,True,1,1,100,45,0.30162760388834997105,0.48844339525907254362,0.69363009751426729643,0.086801375934820804159,unavailable,0.25185185185185182677,0.25185185185185182677,0,5.4773809523809520172,5.4773809523809520172,0,0.20412414523193148086,0.20412414523193148086,0,0.44206980643194654368,0.44206980643194654368,0,0.74814814814814811772,0.74814814814814811772,0,2.9705882352941177516,2.9705882352941177516,0,4,4,0,6,6,0,7,7,0,4,4,0,0.29166666666666668517,0.29166666666666668517,0,0,0,0,0.20412414523193148086,0.20412414523193148086,0,,,,,,,,,,,,,,,,,,,,,
jpetstore,12,0.40772255652538963444,0.37313501313165925444,-0.034587543393730380004,0.51226006853751848702,0.46566906033572097456,-0.046591008201797512456,seed12_solution000,seed12_solution002,True,False,,1,1,True,0.90692446043165464431,0.92073980549347300695,False,0.90692446043165464431,0.92073980549347300695,False,1,1,100,50,0.28651701579068378223,0.49239332948058761596,0.68553217847275715879,0.091980115585591007421,unavailable,0.25185185185185182677,0.25185185185185182677,0,5.4773809523809520172,4.9690476190476191576,-0.50833333333333285964,0.20412414523193148086,0.16666666666666665741,-0.037457478565264823445,0.44206980643194654368,0.43705532693187043591,-0.0050144795000761077652,0.74814814814814811772,0.74814814814814811772,0,2.9705882352941177516,2.9705882352941177516,0,4,4,0,6,6,0,7,7,0,4,5,1,0.29166666666666668517,0.29166666666666668517,0,0,0,0,0.20412414523193148086,0.16666666666666665741,-0.037457478565264823445,,,,,,,,,,,,,,,,,,,,,
jpetstore,13,0.38453024765020016318,0.40475397009308727858,0.020223722442887115402,0.51226006853751848702,0.51226006853751848702,0,seed13_solution000,seed13_solution000,True,True,raw_leiden,1,1,True,1,1,True,1,1,True,1,1,100,52,0.30576806245195353728,0.51536980973050616761,0.7676821962487049289,0.096875882362340265397,unavailable,0.25185185185185182677,0.25185185185185182677,0,5.4773809523809520172,5.4773809523809520172,0,0.20412414523193148086,0.20412414523193148086,0,0.44206980643194654368,0.44206980643194654368,0,0.74814814814814811772,0.74814814814814811772,0,2.9705882352941177516,2.9705882352941177516,0,4,4,0,6,6,0,7,7,0,4,4,0,0.29166666666666668517,0.29166666666666668517,0,0,0,0,0.20412414523193148086,0.20412414523193148086,0,,,,,,,,,,,,,,,,,,,,,
jpetstore,14,0.39471113218938502776,0.37726231367162704755,-0.017448818517757980207,0.51226006853751848702,0.53359056396179638249,0.021330495424277895467,seed14_solution000,seed14_solution003,True,True,raw_leiden_perturb_0.01_0,1,1,True,0.87659289067739776247,0.91230088891592020506,False,0.87659289067739776247,0.91230088891592020506,False,1,1,100,52,0.30455912623294068009,0.51461912934442832768,0.79006314127088761445,0.10706823791683446612,unavailable,0.25185185185185182677,0.25185185185185182677,0,5.4773809523809520172,5.4202380952380959656,-0.057142857142856051667,0.20412414523193148086,0.20412414523193148086,0,0.44206980643194654368,0.43989330894680706008,-0.0021764974851394836008,0.74814814814814811772,0.74814814814814811772,0,2.9705882352941177516,2.9705882352941177516,0,4,4,0,6,6,0,7,7,0,4,4,0,0.29166666666666668517,0.29166666666666668517,0,0,0,0,0.20412414523193148086,0.20412414523193148086,0,,,,,,,,,,,,,,,,,,,,,
jpetstore,15,0.392217768389977961,0.3900540779076243636,-0.0021636904823535973996,0.51226006853751848702,0.51226006853751848702,0,seed15_solution000,seed15_solution001,True,True,raw_leiden,1,1,True,1,1,True,1,1,True,1,1,100,59,0.30649877843211226214,0.54680560500075492403,0.77010729179169756797,0.10452000629724944591,unavailable,0.25185185185185182677,0.25185185185185182677,0,5.4773809523809520172,5.4773809523809520172,0,0.20412414523193148086,0.20412414523193148086,0,0.44206980643194654368,0.44206980643194654368,0,0.74814814814814811772,0.74814814814814811772,0,2.9705882352941177516,2.9705882352941177516,0,4,4,0,6,6,0,7,7,0,4,4,0,0.29166666666666668517,0.29166666666666668517,0,0,0,0,0.20412414523193148086,0.20412414523193148086,0,,,,,,,,,,,,,,,,,,,,,
jpetstore,16,0.39943489420686040248,0.37929323636438377898,-0.020141657842476623497,0.51226006853751848702,0.5327142246541843873,0.020454156116665900278,seed16_solution000,seed16_solution008,True,False,,1,1,True,0.80569141840818137013,0.84105135411644516008,False,0.80569141840818137013,0.84105135411644516008,False,1,1,99,45,0.28301089687422564811,0.47365185937119874682,0.67842891666505589221,0.087640220933026521943,unavailable,0.25185185185185182677,0.27654320987654318342,0.024691358024691356654,5.4773809523809520172,5.7172619047619042121,0.23988095238095219486,0.20412414523193148086,0.23570226039551586683,0.031578115163584385972,0.44206980643194654368,0.4376863283036126484,-0.004383478128333895274,0.74814814814814811772,0.72345679012345676107,-0.024691358024691356654,2.9705882352941177516,2.6160714285714283811,-0.35451680672268937045,4,4,0,6,6,0,7,8,1,4,4,0,0.29166666666666668517,0.33333333333333331483,0.041666666666666629659,0,0,0,0.20412414523193148086,0.23570226039551586683,0.031578115163584385972,,,,,,,,,,,,,,,,,,,,,
jpetstore,17,0.40530352034533989602,0.38702112130669685808,-0.018282399038643037947,0.51226006853751848702,0.51226006853751848702,0,seed17_solution000,seed17_solution000,True,True,raw_leiden,1,1,True,1,1,True,1,1,True,1,1,100,48,0.30576806245195353728,0.54772271323557608635,0.73886932179031605816,0.099343279287239974473,unavailable,0.25185185185185182677,0.25185185185185182677,0,5.4773809523809520172,5.4773809523809520172,0,0.20412414523193148086,0.20412414523193148086,0,0.44206980643194654368,0.44206980643194654368,0,0.74814814814814811772,0.74814814814814811772,0,2.9705882352941177516,2.9705882352941177516,0,4,4,0,6,6,0,7,7,0,4,4,0,0.29166666666666668517,0.29166666666666668517,0,0,0,0,0.20412414523193148086,0.20412414523193148086,0,,,,,,,,,,,,,,,,,,,,,
jpetstore,18,0.40111430011279902708,0.3912431424711231287,-0.0098711576416758983754,0.51226006853751848702,0.51226006853751848702,0,seed18_solution000,seed18_solution000,True,True,raw_leiden,1,1,True,1,1,True,1,1,True,1,1,100,47,0.28578629981052505737,0.52736116045325376334,0.75724067874921863197,0.10902240785415261148,unavailable,0.25185185185185182677,0.25185185185185182677,0,5.4773809523809520172,5.4773809523809520172,0,0.20412414523193148086,0.20412414523193148086,0,0.44206980643194654368,0.44206980643194654368,0,0.74814814814814811772,0.74814814814814811772,0,2.9705882352941177516,2.9705882352941177516,0,4,4,0,6,6,0,7,7,0,4,4,0,0.29166666666666668517,0.29166666666666668517,0,0,0,0,0.20412414523193148086,0.20412414523193148086,0,,,,,,,,,,,,,,,,,,,,,
jpetstore,19,0.40787000683489854636,0.39018452954366655838,-0.017685477291231987973,0.51226006853751848702,0.51211372451079617552,-0.00014634402672231150433,seed19_solution000,seed19_solution002,True,False,,1,1,True,0.8994095779575770333,0.91871780558966453789,False,0.8994095779575770333,0.91871780558966453789,False,1,1,100,62,0.3381569866667952784,0.57091199678724979805,0.83121872264641805117,0.12210878562423695126,unavailable,0.25185185185185182677,0.25432098765432098464,0.0024691358024691578699,5.4773809523809520172,6.6589285714285706419,1.1815476190476186247,0.20412414523193148086,0.31180478223116175895,0.10768063699923027809,0.44206980643194654368,0.43991159884164032778,-0.002158207590306215895,0.74814814814814811772,0.74567901234567901536,-0.0024691358024691023587,2.9705882352941177516,2.9320388349514563409,-0.03854940034266141069,4,4,0,6,6,0,7,8,1,4,3,-1,0.29166666666666668517,0.33333333333333331483,0.041666666666666629659,0,0,0,0.20412414523193148086,0.31180478223116175895,0.10768063699923027809,,,,,,,,,,,,,,,,,,,,,
jpetstore,20,0.40611712122297949357,0.39503104273214839637,-0.011086078490831097199,0.51226006853751848702,0.51226006853751848702,0,seed20_solution000,seed20_solution000,True,True,raw_leiden,1,1,True,1,1,True,1,1,True,1,1,100,61,0.33310802399248173877,0.53400297027850684994,0.74396510646752922469,0.087311654013353542925,unavailable,0.25185185185185182677,0.25185185185185182677,0,5.4773809523809520172,5.4773809523809520172,0,0.20412414523193148086,0.20412414523193148086,0,0.44206980643194654368,0.44206980643194654368,0,0.74814814814814811772,0.74814814814814811772,0,2.9705882352941177516,2.9705882352941177516,0,4,4,0,6,6,0,7,7,0,4,4,0,0.29166666666666668517,0.29166666666666668517,0,0,0,0,0.20412414523193148086,0.20412414523193148086,0,,,,,,,,,,,,,,,,,,,,,
jpetstore,21,0.40912685773288781643,0.37021192527113716553,-0.038914932461750650905,0.51226006853751848702,0.51226006853751848702,0,seed21_solution000,seed21_solution000,True,True,raw_leiden,1,1,True,1,1,True,1,1,True,1,1,100,42,0.27075041628742291255,0.49619340239724157859,0.68597173459885796287,0.1002037350780072833,unavailable,0.25185185185185182677,0.25185185185185182677,0,5.4773809523809520172,5.4773809523809520172,0,0.20412414523193148086,0.20412414523193148086,0,0.44206980643194654368,0.44206980643194654368,0,0.74814814814814811772,0.74814814814814811772,0,2.9705882352941177516,2.9705882352941177516,0,4,4,0,6,6,0,7,7,0,4,4,0,0.29166666666666668517,0.29166666666666668517,0,0,0,0,0.20412414523193148086,0.20412414523193148086,0,,,,,,,,,,,,,,,,,,,,,
jpetstore,22,0.38354141839049382678,0.37637220010906641265,-0.00716921828142741413,0.51226006853751848702,0.51226006853751848702,0,seed22_solution000,seed22_solution000,True,True,raw_leiden,1,1,True,1,1,True,1,1,True,1,1,100,44,0.27075041628742291255,0.48970829720122543982,0.76264268100795540306,0.10948454413920935546,unavailable,0.25185185185185182677,0.25185185185185182677,0,5.4773809523809520172,5.4773809523809520172,0,0.20412414523193148086,0.20412414523193148086,0,0.44206980643194654368,0.44206980643194654368,0,0.74814814814814811772,0.74814814814814811772,0,2.9705882352941177516,2.9705882352941177516,0,4,4,0,6,6,0,7,7,0,4,4,0,0.29166666666666668517,0.29166666666666668517,0,0,0,0,0.20412414523193148086,0.20412414523193148086,0,,,,,,,,,,,,,,,,,,,,,
jpetstore,23,0.40731159757656648646,0.38784903659326808167,-0.019462560983298404782,0.51226006853751848702,0.51226006853751848702,0,seed23_solution000,seed23_solution000,True,True,raw_leiden,1,1,True,1,1,True,1,1,True,1,1,100,58,0.26342572455406321197,0.53456902659219740492,0.78037699838282881259,0.12202211741123045186,unavailable,0.25185185185185182677,0.25185185185185182677,0,5.4773809523809520172,5.4773809523809520172,0,0.20412414523193148086,0.20412414523193148086,0,0.44206980643194654368,0.44206980643194654368,0,0.74814814814814811772,0.74814814814814811772,0,2.9705882352941177516,2.9705882352941177516,0,4,4,0,6,6,0,7,7,0,4,4,0,0.29166666666666668517,0.29166666666666668517,0,0,0,0,0.20412414523193148086,0.20412414523193148086,0,,,,,,,,,,,,,,,,,,,,,
jpetstore,24,0.40375029375707927048,0.39068832414476689641,-0.013061969612312374078,0.51226006853751848702,0.51226006853751848702,0,seed24_solution000,seed24_solution000,True,True,raw_leiden,1,1,True,1,1,True,1,1,True,1,1,100,55,0.30649877843211226214,0.5162166379506889502,0.78822552454093475216,0.095282328825479878365,unavailable,0.25185185185185182677,0.25185185185185182677,0,5.4773809523809520172,5.4773809523809520172,0,0.20412414523193148086,0.20412414523193148086,0,0.44206980643194654368,0.44206980643194654368,0,0.74814814814814811772,0.74814814814814811772,0,2.9705882352941177516,2.9705882352941177516,0,4,4,0,6,6,0,7,7,0,4,4,0,0.29166666666666668517,0.29166666666666668517,0,0,0,0,0.20412414523193148086,0.20412414523193148086,0,,,,,,,,,,,,,,,,,,,,,
jpetstore,25,0.39318706620902443838,0.3942142695236282024,0.0010272033146037640172,0.51226006853751848702,0.51226006853751848702,0,seed25_solution000,seed25_solution000,True,True,raw_leiden,1,1,True,1,1,True,1,1,True,1,1,100,53,0.32545184783488034785,0.52858051293791918912,0.76889574033841745493,0.10044482590009030931,unavailable,0.25185185185185182677,0.25185185185185182677,0,5.4773809523809520172,5.4773809523809520172,0,0.20412414523193148086,0.20412414523193148086,0,0.44206980643194654368,0.44206980643194654368,0,0.74814814814814811772,0.74814814814814811772,0,2.9705882352941177516,2.9705882352941177516,0,4,4,0,6,6,0,7,7,0,4,4,0,0.29166666666666668517,0.29166666666666668517,0,0,0,0,0.20412414523193148086,0.20412414523193148086,0,,,,,,,,,,,,,,,,,,,,,
jpetstore,26,0.40913023204855991644,0.3933806913348737444,-0.015749540713686172033,0.51226006853751848702,0.51226006853751848702,0,seed26_solution000,seed26_solution000,True,True,raw_leiden,1,1,True,1,1,True,1,1,True,1,1,100,65,0.28651701579068378223,0.53730304036560527781,0.78042498377845093138,0.097057953961963691625,unavailable,0.25185185185185182677,0.25185185185185182677,0,5.4773809523809520172,5.4773809523809520172,0,0.20412414523193148086,0.20412414523193148086,0,0.44206980643194654368,0.44206980643194654368,0,0.74814814814814811772,0.74814814814814811772,0,2.9705882352941177516,2.9705882352941177516,0,4,4,0,6,6,0,7,7,0,4,4,0,0.29166666666666668517,0.29166666666666668517,0,0,0,0,0.20412414523193148086,0.20412414523193148086,0,,,,,,,,,,,,,,,,,,,,,
