subject,class_id,stage3a_input_hash,stage3b_input_hash,stage3a_stage3b_cosine_similarity,cosine_distance,euclidean_distance,body_empty,body_token_count,declaration_token_count,total_token_count,body_tokens_truncated,generated_code_status,stage3a_collision_group,stage3b_collision_group,effectively_unchanged,materially_shifted
jpetstore,org.mybatis.jpetstore.domain.Account,5d95274200b9ab99375a7bc37b5349cfc93695abe59b0a2cd0e43d862583d31f,836223e9668677fb8eeaa4e4c4db3f6f14503e489628c3084019e4eb3e554025,0.804159757197,0.195840242803,0.625819745123,false,45,207,265,0,not_detected,,,false,true
jpetstore,org.mybatis.jpetstore.domain.Cart,ae327ae131da8459f0c754810733634f4636c2e170a0d8a931f5f11d9f3369e3,ab0a8d13e63fa051903bd44e2d6597ee8bdd8bbb84afb45a7ca6e67e170c7f19,0.775016936335,0.224983063665,0.670866668375,false,37,75,121,0,compiler_synthetic_evidence,,,false,true
jpetstore,org.mybatis.jpetstore.domain.CartItem,2a2403051db0607a20d67d1c4b1b8f2b126034d4f2c5720a4b43e8876ca8d6d1,e004475c4603b53c4fe444d74cc119389a82314f8051479f3e2b362b776580f0,0.820891433566,0.179108566434,0.598718301289,false,13,55,77,0,compiler_synthetic_evidence,,,false,true
jpetstore,org.mybatis.jpetstore.domain.Category,bfbe27d957dd8236c5c66e052c5909fa3d85ec699939aa80457af01b52fe5a27,eab81e1147be4f1be016c8344b822381aee3d5a11b291d790c1d36e211f6be6e,0.736627561047,0.263372438953,0.725996996223,false,12,40,61,0,not_detected,,,false,true
jpetstore,org.mybatis.jpetstore.domain.Item,8f2e7798981f368cf27f4eee7ac74d9d8293982b71e3119e5316d51fbf6220cb,d66651d9874ba8e963e8b46c2d16f66e4fa96a4540a84b30f42660c77772ee43,0.763576969836,0.236423030164,0.687808835021,false,37,155,211,0,not_detected,,,false,true
jpetstore,org.mybatis.jpetstore.domain.LineItem,315d9fdaf0eeb121799f5e34b58d0d8a954a0b265d3cda69ab98d8697da46a15,7184d8270fc77b83090d88624768f379ddfd64a856af5fd1b63f95855be689c8,0.835684500205,0.164315499795,0.573114673966,false,22,84,115,0,compiler_synthetic_evidence,,,false,true
jpetstore,org.mybatis.jpetstore.domain.Order,006b4b1ce25257b9bbce3209473d2582368b7b0f284062a709753303e6921bd1,5f711f85c4a0513bd637217a8467712934d7a028a257eab0ec3fbdf70b9b44cb,0.866353331929,0.133646668071,0.517075537506,false,67,386,466,0,not_detected,,,false,true
jpetstore,org.mybatis.jpetstore.domain.Product,e5296ac04efff722891302a63489b01a32f0c86595bc4287e74ced19fe8192c5,847fa19d82ae7e6fbe86b45c03d38ad57c08046d7b4580a1b565a0d9afd33655,0.706054533551,0.293945466449,0.766733646663,false,14,51,74,0,not_detected,,,false,true
jpetstore,org.mybatis.jpetstore.domain.Sequence,51ff6ed36b9c0f4048b21eba64728837120caf4dfe3e6e7b0fc62550ba24a089,abb9aaad117ec9fcb0617a69d8f482f44f4cf48fa2e5461581fb08ee44d8b133,0.771832715281,0.228167284719,0.675533970459,false,8,28,45,0,not_detected,,,false,true
jpetstore,org.mybatis.jpetstore.mapper.AccountMapper,fbf942adc8a5c6036a7bf5498e0ad11c4e470a5bfad8f8846740138145f27ea5,0448e09395c3346af47c2b9115e9cc8b567d96c67409ce6b97d2c2b4ea54bdde,0.808350466789,0.191649533211,0.619207805802,true,0,61,72,0,not_detected,,,false,true
jpetstore,org.mybatis.jpetstore.mapper.CategoryMapper,77045e6e50f73c3cbd199dc5537096c548999d9dabbdce2d12d5ea9ef68c1fd9,4c2b0b9614de47c93d52b3e71d44d77577d0f8f24d5f318430de16a31d338a08,0.752864160004,0.247135839996,0.702984647232,true,0,16,27,0,not_detected,,,false,true
jpetstore,org.mybatis.jpetstore.mapper.ItemMapper,46865703180302cba3a502392172882bd12eef02a25d68b8fadea2e950037bdb,f7a4d34cc83ec41e04e5305afff4f8fa8db765acb0e16f08f36d5e3c436c660b,0.822809404443,0.177190595557,0.595342833828,true,0,33,44,0,not_detected,,,false,true
jpetstore,org.mybatis.jpetstore.mapper.LineItemMapper,40f209695f43ebed808ee266c5265e0d032ff7607933101edec189de1634a1b4,71af6f379965ab0cfb5273fbf7e3733ed5c5b8adb3fd3cac4b06b7a88333a51c,0.822455690586,0.177544309414,0.595928065859,true,0,24,35,0,not_detected,,,false,true
jpetstore,org.mybatis.jpetstore.mapper.OrderMapper,be60bbfe64991d122c53390240b91317703e08e794a236aecd63b3a482beec75,7e8e40f55a2c7915a803664f4374d530ef390d75a7cb12d48749845a092d65c7,0.75818968127,0.24181031873,0.695441787504,true,0,31,42,0,not_detected,,,false,true
jpetstore,org.mybatis.jpetstore.mapper.ProductMapper,afd68148ad4082277eb3d9d64fa5785aa184223a17b106720118f27a4211c9aa,88f2b3ee8fb71f2a5d030a5dd3a006010dce5220299e2df1624cb7a1e546bff5,0.781000388045,0.218999611955,0.661858528067,true,0,26,37,0,not_detected,,,false,true
jpetstore,org.mybatis.jpetstore.mapper.SequenceMapper,397e1f58a092b8af9680028ce2121bbe684304b6880a2851792711c9bccc3bcb,a18094d1f2d3b7eeb9a5d092d8e52dbcac67e6d2b5e1e0701a9e8859cc2e44c8,0.799154121524,0.200845878476,0.633851893342,true,0,20,31,0,not_detected,,,false,true
jpetstore,org.mybatis.jpetstore.service.AccountService,425e493934670a393d66391ffdcbb23d857c4daae14039582ee91b123d4f6299,62fa0263a48f1cdcf9221655e50e39b26e3a9164f982c1b84d14398a18c66be1,0.76718101731,0.23281898269,0.68237865704,false,13,34,57,0,compiler_synthetic_evidence,,,false,true
jpetstore,org.mybatis.jpetstore.service.CatalogService,2eaf41eb5323e93cf5fab878ed1def36c1e531e07ad02f6d860ef4365b2a6386,311b8cd67bd162079413ca08817b5c2f60b2908d6748e84b6127f36c5d91c253,0.748691153051,0.251308846949,0.708892676627,false,23,59,91,0,not_detected,,,false,true
jpetstore,org.mybatis.jpetstore.service.OrderService,2bdfcfd59cb9af71af2221693d603d5e818fbee3f623d987031eb7be80349e6f,ab610247715c7e8af8066b7cf4549313474d223c241d7c1f8e14d0293507f315,0.693240820669,0.306759179331,0.783418027679,false,28,32,71,0,compiler_synthetic_evidence,,,false,true
jpetstore,org.mybatis.jpetstore.web.actions.AbstractActionBean,32836c8944cdd4e745f8b640658a41d2be7ab3cca756bc15792a5fc76df648fa,5685ab07312f08adc9dc5704fe9436f04a6de52929f1ccab34a4af5f43512887,0.808671450048,0.191328549952,0.618629999896,false,7,32,48,0,not_detected,,,false,true
jpetstore,org.mybatis.jpetstore.web.actions.AccountActionBean,384028f5517a4c1b4b78fa9411c0c5f9002cf3bcd068ce35596462980f06fe10,f8889d28106565ed20148a4a22d087326279016eaf2b15316fd95731141ac8f5,0.861789726076,0.138210273924,0.525786097117,false,51,107,172,0,not_detected,,,false,true
jpetstore,org.mybatis.jpetstore.web.actions.CartActionBean,1a7a603e8314ecee38ebe10eaa92d39aed7e4635ea39e2c2aedb544d148ee8e2,6e2082049949bc32797b855bfa06cf8b854060e47407dbd85b81f0d1c8085e08,0.856341793238,0.143658206762,0.536025280155,false,32,70,111,0,not_detected,,,false,true
jpetstore,org.mybatis.jpetstore.web.actions.CatalogActionBean,68da1c85a6cf5cc60a2f9f95190758306deab6f6ee927de687d1f4a5c52c9f55,c7b77c1ac86484ab13836eab214963ec1aa3c82fd8e04f889fd0dcd278382850,0.861646664364,0.138353335636,0.526035685666,false,34,158,201,0,not_detected,,,false,true
jpetstore,org.mybatis.jpetstore.web.actions.OrderActionBean,d36d1de8b4299553a0a5b42104e3e952a27d318675b564280279f283b851efda,e5d67bb4e9044a9c9e70b5900fa93f583f15d7d0ff4d856ecf1a521dbe5b5115,0.855631336994,0.144368663006,0.537371802701,false,64,99,173,0,not_detected,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.TradeAction,033fdf6c2fa49a51a305fe52789247c81b8e17bbf41f418a3ea98b0dfa191659,9ceaa56547c07baa78d4bdf6b484a3a9946e0c2f975f5fde2e4c12e1238a5fba,0.824168416375,0.175831583625,0.593072164064,false,102,264,383,0,not_detected,,,false,true
