subject,class_id,stage3a_input_hash,stage3b_input_hash,stage3a_stage3b_cosine_similarity,cosine_distance,euclidean_distance,body_empty,body_token_count,declaration_token_count,total_token_count,body_tokens_truncated,generated_code_status,stage3a_collision_group,stage3b_collision_group,effectively_unchanged,materially_shifted
daytrader,com.ibm.websphere.samples.daytrader.TradeServices,79faebc4f5a70102505410ea8714fc1c26baa036aa637175132dd4a55b1b8f40,2e5c99ac18edf6b99445dee5d1f4e1faacb80a2de37fcbc55ba20c3fe0fc47f6,0.86936304712,0.13063695288,0.511167254237,true,0,216,227,0,not_detected,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.beans.MarketSummaryDataBean,c0e0176c877f840828c4caa0ca1603ddb7225b66f53d5b840fb0c003f3294a71,4a765f7d3fadf646d0e28002fc19879802b4a1737798462df7beb5913419d3a9,0.866445759987,0.133554240013,0.516841608983,false,46,122,182,0,not_detected,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.beans.RunStatsDataBean,b6e55ef211e1bcc9532314cbe4d459af83d96d462127bc2abdd9ec76b8570a8d,f1b4f274157ac2b7450e3b183d693713b07a328003e954702b16c0d55dbc8259,0.86368475982,0.13631524018,0.522215002521,false,32,190,231,0,not_detected,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.direct.KeySequenceDirect,7b6aafd7330dd4b826621f1e857114857f540c5b2d7441420d524b5e9c4318c6,8c4d35240bd9c35be4c5bafba133d6e9d2a006335e44cd3806b7a23980f13d2d,0.852358185606,0.147641814394,0.543368744579,false,33,32,80,0,not_detected,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.direct.TradeDirect,13e953a2da53b4570061f31d0a9e42f4b1125bbc41935c9ed16dff71dfa99ef1,123a2035996086de8fa8175eaa16db45a0f3933bade8118e2de6a2f59dd7865c,0.854781793554,0.145218206446,0.538951869979,false,256,678,975,31,not_detected,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB,4912385984127e955b6c0d849843e4f4f52283377581b1410b6de9a3bba22757,7ef4a576343bb419e12bc614eccf03f10f1ab81e66a39dc5c60eab7410375f93,0.78044260419,0.21955739581,0.662669905257,false,61,36,114,0,not_detected,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB,2418cc2f34f28cce50e44343c2514a1659b9a3455a18ea6f45f4b3f3f217290f,a3d6c95dfce0bf665e08638c4e4f5597cc03a158fd63fe905000919ce98da1a4,0.800909999546,0.199090000454,0.631128706705,false,45,29,90,0,not_detected,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.ejb3.MarketSummarySingleton,c89e34e1575247704b611fd1b4991a46cc4da1f138e95b64c3262e0008131459,1c4fbd59711a41a7d2c50472d00e2b0ac8a0e4b58957a2128fa33a6886254ffe,0.722288252976,0.277711747024,0.745278460816,false,25,44,81,0,not_detected,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,afe397d01db1e331390f5a45f3c9ee5e0718f8e0c4786528e82a9a96a041ebbf,460c3d5a913a77fae8b055076c0df320746c80407806ed2de6da679f9fe076b2,0.887016105183,0.112983894817,0.475319750375,false,164,323,510,0,not_detected,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean$quotePriceComparator,0f30e2856083ce7809ae33a44b890c6c8ea99f7964d06f567693cbe9834acc7d,e4057b3306b87ab1fd54c1f75d9245218f619182ebd74f8a93208f3d27c7f122,0.834528425994,0.165471574006,0.575273272108,false,4,21,34,0,not_detected,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBLocal,ebb0a71ae821572211f9108ae470bb16755bf374a203a0cabed519823f207842,330ee5d97b95d34d91c65fd3e5496954ee19996fec4ee992a76c708d29dae5fa,0.881459020687,0.118540979313,0.486848319933,true,0,49,60,0,not_detected,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBRemote,3f95dc954e38484462053beb3b05e249e536f1db830393b557d7ccb93dea5c3c,468e5076710d5c6529ad9e1cb8c4ee067c6f07ce361998475269bd51580137d5,0.883855095779,0.116144904221,0.482034242225,true,0,49,60,0,not_detected,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.entities.AccountDataBean,fe52a5446d2684cc6bf34f902d2639c2b5cf29d2cf0d2697f2738fc0ee50e0c8,366e371d0cef0aa11cf309e6182470e782fad152ab0fff29ec8bf24a018277b8,0.844719433237,0.155280566763,0.557325614664,false,50,192,252,0,not_detected,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean,26bf5ddd5afd93758bea2f0ec580c37da14b40090c1eb538ff4f5f803064b02c,aa0f0435351ae07e3618c9cf4d98df5f16e37231cc46dbff55f1cbb492adcb03,0.867560233027,0.132439766973,0.514606692524,false,43,121,173,0,not_detected,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.entities.HoldingDataBean,70d9a4e6f0264fe8807e68d1a19767fe1293b6160bd82ed88e8d97a461a283e7,a49a857d20acff3b8171f032b82ef9893fec8f36acf0f5b43fb791a7fa37decf,0.880575420177,0.119424579823,0.488756048957,false,36,138,183,0,not_detected,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.entities.OrderDataBean,ae0f42373042008c9575a3bf38f5a99e0721d4ef93cf23666a5c7fec29de466c,ca9c10552e06baa78005e4210e312efb9da81cea6a7fc9e00ca782d4482f5319,0.877386354034,0.122613645966,0.49535006364,false,59,228,297,0,not_detected,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.entities.QuoteDataBean,d97a597b2ca04fc97d5f53c0f0470038c74fad862840cc1e56aad74a5391db40,7efc8b2fdb74cf7ccde439f5ad68ed19473249d45ef2aa355608c79cd641a98b,0.885197259249,0.114802740751,0.479202733491,false,43,137,193,0,not_detected,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.util.CompleteOrderThread,b427c2f5f157730fc86ef980d45f643a647c07f814fdab3314fcb1e42a37f531,78501454689062a7c3b7b6b2535cd9ac39fef9f579d351796fe84eb0b1bd921f,0.620564029559,0.379435970441,0.871074197809,false,15,13,38,0,not_detected,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.util.FinancialUtils,2dad4285e08e95ea31d66fcdc09ed215a0fb63a657a79681e349b320c8281737,03bab7e5f97f91b4eb323ec3a3db06a2b0ece0b65cc71ffc523722f02ddd0e9c,0.809936797176,0.190063202824,0.616471174685,false,43,60,119,0,not_detected,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.util.KeyBlock,64a09d222de48169dff2cfb960584f599f85341ad2addcc5b0e197ea8f0a5c55,8a96ed0cc3c0eb2b98f7c39e2883725a40a860f73ef42b87d11e2941f8bca520,0.783317533513,0.216682466487,0.658320900689,false,12,21,42,0,compiler_synthetic_evidence,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.util.KeyBlock$KeyBlockIterator,a5582bf8911a310d1794168c8370f56d7720253dacdcf48ac5bb01fef9160dbf,31894df8b9f44bc97da97bad095aec80ae15fab346efc139561992d99685f0c2,0.817392542963,0.182607457037,0.60428146354,false,35,53,97,0,not_detected,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.util.Log,5c88d85e0f49968d803f52175b628c4d465c7d7348b050bedb8c66252dbf3aba,bddeecb04368daf52ffe0416dce49dc16b75388150207edee746e2586de6d645,0.784505147813,0.215494852187,0.65638533799,false,40,273,324,0,not_detected,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.util.MDBStats,3cf888238d2f47f057ddc8a187c5a4e3a5b4d5615adb164ce99408b0a9f50ed5,6fb66f27ee63f22e6760976d5145c6e217a47f535df2da0da285f99e8d169ab7,0.810001377086,0.189998622914,0.616433225286,false,21,28,62,0,not_detected,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.util.TimerStat,69d7f98dab546a408a5670d85feec4ea45c3b2c941cd2e197665e4370bc7ab9f,795f3cc76733435ef13b29ea49df396c69a32c39f1a2cba6cbfd04bbbf5f4b86,0.819224652386,0.180775347614,0.60136404224,false,15,69,93,0,not_detected,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.util.TradeConfig,e94f37be483cca3b9c8b0bc9d59407688f9d35c2f13aaaeb08c3245d8ba18b52,269d7aefb611a8ac4133f8aba9b1db3bf5fe5b7904b8c6457c76b91e7d187a4c,0.877429564985,0.122570435015,0.49511609508,false,205,487,718,0,not_detected,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.util.WebSocketJMSMessage,e95b8733d3181d904136f23d47d135939f19ba98573cc973c9f5610fef33a7da,623212e7bf56f200f463314b29a8c7fadf2049f1a5fcc6d15011750d8e1fe45a,0.869075958091,0.130924041909,0.511677957214,true,0,19,30,0,not_detected,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.web.OrdersAlertFilter,92772fd1a525dacc0e70f4670f2949914b10b431daada536adc8c55779ef3351,a924db1ed6517ba668b9d77bce06b765cc226e0fdd98de849220eefeffb39aa3,0.779257303433,0.220742696567,0.664377252674,false,22,36,67,0,not_detected,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.web.TradeAppServlet,3d2ab00130a8f8132f5a696c290b47eac5f6a24bcc94ba431756875254fb2dfc,ca5a4a28ef07c15e8dfba851ed462b50d42d32dd8eb0a06a9a5b9d439052b038,0.783543637068,0.216456362932,0.65792525668,false,71,46,130,0,not_detected,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.web.TradeServletAction,bb55e7f4a209cc8d7ab39fdf0df63b8c7a2bd45561128be5de602098b6fe37e8,0464c1820de7c4d43cda3b860e9622ee26b17d9f808435636ea487b58ee7953d,0.832855588349,0.167144411651,0.57820103153,false,126,235,372,0,not_detected,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.web.TradeWebContextListener,54c23417abe0ec6d2f80bccd8b6382753c53345c2fcad75ef19fd3535ff56790,1e3c3843b0aad60dbe912815d2af1855e875b77ea0698db329b17766a4d7e6a5,0.769314072378,0.230685927622,0.679358080019,false,52,33,97,0,not_detected,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.AccountDataJSF,cfff56b2a6a4d45897abb39d483bd8221647b52684a93e655e5c2ed620df3c66,70ec8a0b5d0d797cc556a16b7b60c5c4073ebee804468636ec6af3e7b857d165,0.925194832543,0.0748051674572,0.386746756561,false,76,307,392,0,not_detected,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.ExternalContextProducer,cf767647279cb1e18a1974b7e25b0ef85cdbe8365b813a1d15750008a1d91a08,4992eea1f66e18d37b49ce72655adfc2d688a1e03f9969db389a6525b5e600af,0.871556011239,0.128443988761,0.506726280488,false,6,15,30,0,not_detected,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.HoldingData,0466b8b5e7e9bbbaec557b72974530d8e3a29c86c3ec24b22f32d026cbd120d4,131f1cf1232c928c000bc8040c9a36e9d7d9f3298ee74a78e5e7628be3bec3e5,0.856698109955,0.143301890045,0.535308401604,false,26,133,168,0,not_detected,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.JSFLoginFilter,215ce11132c1dc52980218c193843844db4457e16138bb64e44a2650e009350b,797c79a46ea420a34c0d34106f01b02ead86d84f92868898af1a16ee2a715f57,0.774254972352,0.225745027648,0.671917350607,false,26,37,73,0,not_detected,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.LoginValidator,c32c34c8b21acf508805d02f76b762068742452c7c38a20fcdfb1002531a68ca,2dc1ea616cebb86e31d4ea5c62a979cbe1a70158779b29c18d998bfe57046225,0.693649656977,0.306350343023,0.782703875268,false,25,24,58,0,not_detected,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.MarketSummaryJSF,b993776901ea25956839514f9bc4167f25110ae7ce97e482fed6583815adc7a9,cc92a6267aedc16fa25f64cc3ce40a1478e5300dd82857588de6f3b23ffb6ab8,0.869770705246,0.130229294754,0.510272471891,false,33,130,176,0,not_detected,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.OrderData,f5d70a04f3e76bbc0a742b4be8eaffc786d4f03bb5cfc3bacc2ca4d129020d84,df4b88ff9aa4e9027502864b45d7850909033472896c96c106717e560275053e,0.757546436596,0.242453563404,0.696450578968,false,28,121,158,0,not_detected,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.OrderDataJSF,6f6185d3d371430468e930cbf320195ff438ce3f8c518b352be7e58534216c13,d52cb75cc502a886da2adf280a5804b5ac2fc7a7804f7721ba31bcb0c07c1406,0.733236399507,0.266763600493,0.730441884545,false,25,49,83,0,not_detected,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.PortfolioJSF,6d99cfe661cf7fb2d5f26e23b40798585d64319d63a530b9067da8b7ce6ea506,0096b3b2d9377d0977aa9a447a1e853a1c2dab57358a0dbf346cb35c7f1b0f60,0.858846321242,0.141153678758,0.531354038085,false,59,182,250,0,not_detected,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.QuoteData,0f6f6049b9c714e355cf03efbec5f9e2883315049a6506c8fc8bc7ffc40be36d,784f7afddc85c9693a5ffe5153db201a0ffca0be85c926d542ae55cad3251af6,0.776246520847,0.223753479153,0.668989248505,false,42,146,200,0,not_detected,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.QuoteJSF,b0c3916f092940e14d25e45ab633463056cf3477245e18d2784f37cfc38c145b,2bb3b401ad058a8c05d31549135fe0a049a1846a80c017d15df29cce89762278,0.824842364923,0.175157635077,0.591789548876,false,37,80,126,0,not_detected,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.TradeActionProducer,4277db18ed7ead0dbd11694747de529e6445a9913d4128db077bbcfc4995751a,ed406d161b3901cd21034ca7577df9b8e20a4851eca89a537b68c12b23d4e235,0.828270108508,0.171729891492,0.586055529244,false,6,14,29,0,not_detected,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.TradeAppJSF,2543e97405d6998464b4194d8e699a912bba4c764f3df5147a5d5682ada39c19,3fb06c7c383891bdf7aa5294672127e55b994980c62a3e03f4f8f45e89de88b2,0.845909949322,0.154090050678,0.55511628947,false,116,129,261,0,not_detected,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.TradeConfigJSF,8ff43f56d896f403f186b666ae271e4414c1a4b52de2fb376f9ab5a24b364ad7,f983718dfcb289792d2c8ea863a7ab8de2ecd3cbbf959acccc07197a9ad1babb,0.905446117839,0.0945538821606,0.434966693972,false,134,295,446,0,not_detected,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.web.websocket.ActionDecoder,4f1ade6b8ee5d528e11a33caab76f938b8f815c0d6abae7de7fee37ec0251965,18cd5247e8e1dce98901450b2c17f75e3fc6345c96f005b580920325ab86ef83,0.856216827676,0.143783172324,0.536297633363,false,12,33,54,0,compiler_synthetic_evidence,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.web.websocket.ActionMessage,3948a340df804c01c2a4d36caa6994f81fbbb944ad6559b40402a81f8aed7b64,63907eb3e128a5a6338c51117b2a66ae6e7ab904d50c6827dde1681a199dd5e5,0.651546696653,0.348453303347,0.834955613571,false,18,20,47,0,not_detected,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.web.websocket.ActionMessage$1,57d3596e7f4560971733d7ac639f5f8ee8492847b62455152d3430a62e2994f9,3046ec9f67aca466e214c1767ca7bc48960ce8ae9f67d0a08bed994c7089bf5b,0.518285732371,0.481714267629,0.981563357048,false,15,7,31,0,not_detected,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.web.websocket.JsonDecoder,a14ca8dd66bf5ba6c61a10183b4bbe6b10c2380299efc4546a241e5b1b211835,9388bc496d5007f16de4ccc69e1fbdda77cc25e651f350192667ddd7fd6cc1be,0.857098679668,0.142901320332,0.53472418562,false,12,33,54,0,compiler_synthetic_evidence,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.web.websocket.JsonEncoder,8a52a7f6c1e9e8da7cae8cd162c74e475575194bbcf2ba88398274f666631d5b,480ba5e8fdbe7ed488b0055e0514637f1febea51755da7a8d9026abef0f0872f,0.827219913429,0.172780086571,0.587844749024,false,7,27,43,0,compiler_synthetic_evidence,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.web.websocket.JsonMessage,f10472ed6aed19b4467a0a35a2aa3bdd56cd871b00c8e724bfce2026fc86d7a5,7e83cd6c22872661d1d1686faf5bd3b85b0e04c90d4b31edf5bacd2f5a1969a8,0.702191818558,0.297808181442,0.771823406037,false,5,25,39,0,not_detected,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.web.websocket.MarketSummaryWebSocket,42fefb8b53ecc2359f5423ab59cffee8913b55d5b0d00df1c0ce653deb24cc18,9bc28b524160b64c6b70149c473a2b4343e3f0cd763b060a97b1054f2a63c207,0.854475225053,0.145524774947,0.539406949072,false,76,77,167,0,compiler_synthetic_evidence,,,false,true
daytrader,com.ibm.websphere.samples.daytrader.web.websocket.RecentStockChangeList,a6d05df62b71da261fa4f3333e72b68393e336d74865b338eee45d0dfc077202,5071e4f2e055b6e15304f3648f7cce6c3e0031eacf2a937940d46554782d8d2f,0.836373560837,0.163626439163,0.572116800764,false,24,26,59,0,not_detected,,,false,true
xerces,org.apache.xerces.dom.ASDOMImplementationImpl,7eb08569cb6c35d043be338c87f802c8a82fcdd8114e7d11658aa934cca9150d,8c626a126fb0091c02ec5d76f3e688809d01eff83b77178266f2456756a637b9,0.836032110283,0.163967889717,0.572722204682,false,17,48,76,0,not_detected,,,false,true
xerces,org.apache.xerces.dom.ASModelImpl,ca6058b24723802a65e47757a35fadf73fc14185b279f5cb25cdf6aa38b3f02f,b6a43edd683c0de8793551a587146fa5f2c7798726f0728c26d86d26e5e10b6a,0.895817441274,0.104182558726,0.456473565597,false,66,319,395,0,not_detected,,,false,true
xerces,org.apache.xerces.dom.AttrImpl,f304a71c2aa6e66bff48299c94b28538521f73199b44fce01d6c34f2ebc1dedf,0a0e90245f0289d143febb5930cbf5c0626b62dede68cce3c6c14a0911ddd903,0.845131838744,0.154868161256,0.556448392848,false,118,288,421,0,not_detected,,,false,true
xerces,org.apache.xerces.dom.AttrNSImpl,8c93ad3b01daf545ad180559bdf72bb26e2ad6cf4393aaa4c2f4eb3627b52ff9,7b239a27ca426a3225c87365df89f013a2332505f83ba99af6b255b11f2fa471,0.811296433791,0.188703566209,0.614408205791,false,42,68,120,0,not_detected,,,false,true
xerces,org.apache.xerces.dom.AttributeMap,f8c72c64c0b1aa48147c849247a3da68b418ad60b3ad6d95c65f83cfa73347bb,2f8a6a7d08010502821b5ab09c2508685fba9704c905768fb4c639526d5406b2,0.831314945548,0.168685054452,0.580893126935,false,77,148,238,0,not_detected,,,false,true
xerces,org.apache.xerces.dom.CDATASectionImpl,2944b67e8504fc19387bba868babc7b140c5c1a6b469c1df65564c67366faa18,d3db0dc3c8cf4f173fc539d3c44653218aafcfa2c0a4ae6b5e1cdb58fed35801,0.834354263019,0.165645736981,0.575476294364,false,6,25,40,0,not_detected,,,false,true
xerces,org.apache.xerces.dom.CharacterDataImpl,ff0367dfc1934a12ca4e927ad13e842901c04a5661c1067c27a6974c88f52a0c,63eb6b6568c12631af7a5c8a31c9b1912b87537c6d8c34badb17f9fc0101c0a1,0.844635473214,0.155364526786,0.557512913713,false,52,122,183,0,not_detected,,,false,true
