subject,class_id,body_token_count,invoked_method_token_count,field_token_count,local_token_count,exception_token_count,string_token_count,operation_token_count,invoked_method_proportion,field_proportion,string_proportion,embedding_shift_cosine_distance,neighbour_retention,stage3b_degree,neighbour_change,incident_stage3b_edge_count,incident_structural_overlap_count,incident_structural_overlap_ratio
xerces,org.apache.xerces.dom.DocumentImpl$EnclosingAttr,1,0,0,0,0,0,1,0.0,0.0,0.0,0.219171659468,0.3333333333333333,5,0.6666666666666667,5,0,0.0
xerces,org.apache.xerces.dom.DocumentImpl$LEntry,5,0,4,0,0,0,1,0.0,0.8,0.0,0.37019825696599995,0.3333333333333333,3,0.6666666666666667,3,0,0.0
xerces,org.apache.xerces.dom.DocumentTypeImpl,55,66,102,1,0,0,221,1.2,1.8545454545454545,0.0,0.14711202413400004,0.6666666666666666,4,0.33333333333333337,4,2,0.5
xerces,org.apache.xerces.dom.ElementDefinitionImpl,20,13,8,0,0,0,13,0.65,0.4,0.0,0.21112858281699998,0.6666666666666666,3,0.33333333333333337,3,2,0.6666666666666666
xerces,org.apache.xerces.dom.ElementImpl,120,197,207,25,80,29,712,1.6416666666666666,1.725,0.24166666666666667,0.10689009546700001,0.6666666666666666,6,0.33333333333333337,6,3,0.5
xerces,org.apache.xerces.dom.ElementNSImpl,54,36,86,7,28,27,165,0.6666666666666666,1.5925925925925926,0.5,0.17138023088999998,0.3333333333333333,7,0.6666666666666667,7,2,0.2857142857142857
xerces,org.apache.xerces.dom.EntityImpl,38,65,49,0,0,0,70,1.7105263157894737,1.2894736842105263,0.0,0.16554463346799997,0.3333333333333333,7,0.6666666666666667,7,2,0.2857142857142857
xerces,org.apache.xerces.dom.EntityReferenceImpl,47,31,57,13,0,0,116,0.6595744680851063,1.2127659574468086,0.0,0.16554004604500006,1.0,4,0.0,4,2,0.5
xerces,org.apache.xerces.dom.LCount,12,2,6,0,0,0,9,0.16666666666666666,0.5,0.0,0.35006607998899997,0.0,3,1.0,3,0,0.0
xerces,org.apache.xerces.dom.NamedNodeMapImpl,83,95,99,70,32,12,288,1.144578313253012,1.1927710843373494,0.14457831325301204,0.16426148658399997,1.0,3,0.0,3,1,0.3333333333333333
xerces,org.apache.xerces.dom.NodeImpl,149,239,90,294,24,19,760,1.604026845637584,0.6040268456375839,0.12751677852348994,0.136486931115,0.6666666666666666,10,0.33333333333333337,10,6,0.6
xerces,org.apache.xerces.dom.NodeIteratorImpl,59,34,101,11,8,6,143,0.576271186440678,1.7118644067796611,0.1016949152542373,0.20125390883000005,0.3333333333333333,4,0.6666666666666667,4,0,0.0
xerces,org.apache.xerces.dom.NodeListCache,5,0,4,0,0,0,1,0.0,0.8,0.0,0.392751410462,0.3333333333333333,3,0.6666666666666667,3,1,0.3333333333333333
xerces,org.apache.xerces.dom.NotationImpl,30,27,33,0,8,0,51,0.9,1.1,0.0,0.198597191083,0.3333333333333333,4,0.6666666666666667,4,1,0.25
xerces,org.apache.xerces.dom.ObjectFactory,54,27,48,13,12,29,282,0.5,0.8888888888888888,0.5370370370370371,0.282373385616,1.0,4,0.0,4,0,0.0
xerces,org.apache.xerces.dom.ObjectFactory$ConfigurationError,3,1,2,0,0,0,1,0.3333333333333333,0.6666666666666666,0.0,0.20205534811899994,1.0,4,0.0,4,0,0.0
xerces,org.apache.xerces.dom.PSVIAttrNSImpl,64,57,76,10,12,0,39,0.890625,1.1875,0.0,0.101177388822,1.0,4,0.0,4,3,0.75
xerces,org.apache.xerces.dom.PSVIDOMImplementationImpl,14,7,2,0,0,1,12,0.5,0.14285714285714285,0.07142857142857142,0.17945740875899996,0.3333333333333333,5,0.6666666666666667,5,3,0.6
xerces,org.apache.xerces.dom.PSVIDocumentImpl,29,27,5,0,12,0,24,0.9310344827586207,0.1724137931034483,0.0,0.14253569579000003,0.6666666666666666,3,0.33333333333333337,3,3,1.0
xerces,org.apache.xerces.dom.PSVIElementNSImpl,71,60,102,12,12,0,52,0.8450704225352113,1.4366197183098592,0.0,0.09948365423399996,1.0,4,0.0,4,3,0.75
xerces,org.apache.xerces.dom.ParentNode,108,129,422,36,32,18,427,1.1944444444444444,3.9074074074074074,0.16666666666666666,0.18060416294299997,0.6666666666666666,6,0.33333333333333337,6,6,1.0
xerces,org.apache.xerces.dom.ParentNode$1,6,4,0,0,0,0,3,0.6666666666666666,0.0,0.0,0.21244036372200004,0.6666666666666666,5,0.33333333333333337,5,1,0.2
xerces,org.apache.xerces.dom.ParentNode$UserDataRecord,3,0,2,0,0,0,1,0.0,0.6666666666666666,0.0,0.266528117316,0.3333333333333333,4,0.6666666666666667,4,0,0.0
xerces,org.apache.xerces.dom.ProcessingInstructionImpl,19,13,9,0,0,0,14,0.6842105263157895,0.47368421052631576,0.0,0.19581425236000005,0.6666666666666666,3,0.33333333333333337,3,1,0.3333333333333333
xerces,org.apache.xerces.dom.RangeExceptionImpl,2,0,0,2,0,0,1,0.0,0.0,0.0,0.271405999655,1.0,4,0.0,4,1,0.25
xerces,org.apache.xerces.dom.RangeImpl,134,186,758,113,148,151,1230,1.3880597014925373,5.656716417910448,1.126865671641791,0.14147191978399998,0.6666666666666666,5,0.33333333333333337,5,2,0.4
xerces,org.apache.xerces.dom.SecuritySupport,25,25,0,0,0,0,28,1.0,0.0,0.0,0.18313844454999995,1.0,4,0.0,4,0,0.0
xerces,org.apache.xerces.dom.SecuritySupport$1,3,1,0,0,0,0,4,0.3333333333333333,0.0,0.0,0.25919103100600005,1.0,4,0.0,4,0,0.0
xerces,org.apache.xerces.dom.SecuritySupport$2,3,1,0,0,0,0,3,0.3333333333333333,0.0,0.0,0.254582247918,1.0,4,0.0,4,0,0.0
xerces,org.apache.xerces.dom.SecuritySupport$3,8,1,6,0,0,0,6,0.125,0.75,0.0,0.276302342875,1.0,4,0.0,4,0,0.0
xerces,org.apache.xerces.dom.SecuritySupport$4,9,1,6,0,0,0,2,0.1111111111111111,0.6666666666666666,0.0,0.27039261839100004,1.0,5,0.0,5,0,0.0
xerces,org.apache.xerces.dom.SecuritySupport$5,7,0,4,0,0,0,3,0.0,0.5714285714285714,0.0,0.291249502667,1.0,4,0.0,4,0,0.0
xerces,org.apache.xerces.dom.SecuritySupport$6,10,1,14,0,0,0,6,0.1,1.4,0.0,0.270791799967,1.0,4,0.0,4,0,0.0
xerces,org.apache.xerces.dom.SecuritySupport$7,6,1,2,0,0,0,5,0.16666666666666666,0.3333333333333333,0.0,0.281122672686,1.0,5,0.0,5,0,0.0
xerces,org.apache.xerces.dom.SecuritySupport$8,5,0,2,0,0,0,4,0.0,0.4,0.0,0.247436573261,1.0,4,0.0,4,0,0.0
xerces,org.apache.xerces.dom.TextImpl,72,66,19,61,20,3,320,0.9166666666666666,0.2638888888888889,0.041666666666666664,0.20622892562100004,1.0,3,0.0,3,1,0.3333333333333333
xerces,org.apache.xerces.dom.TreeWalkerImpl,58,80,142,45,4,4,232,1.3793103448275863,2.4482758620689653,0.06896551724137931,0.23631671003,0.3333333333333333,3,0.6666666666666667,3,0,0.0
xerces,org.apache.xerces.dom.events.EventImpl,27,16,26,2,0,0,2,0.5925925925925926,0.9629629629629629,0.0,0.19507685124700003,0.6666666666666666,4,0.33333333333333337,4,1,0.25
xerces,org.apache.xerces.dom.events.MouseEventImpl,24,15,30,4,0,0,2,0.625,1.25,0.0,0.15211286812000002,1.0,3,0.0,3,1,0.3333333333333333
xerces,org.apache.xerces.dom.events.MutationEventImpl,18,9,25,4,0,0,2,0.5,1.3888888888888888,0.0,0.22680975777300005,0.3333333333333333,3,0.6666666666666667,3,1,0.3333333333333333
xerces,org.apache.xerces.dom.events.UIEventImpl,6,2,4,0,0,0,2,0.3333333333333333,0.6666666666666666,0.0,0.15464614149699996,0.6666666666666666,3,0.33333333333333337,3,2,0.6666666666666666
xerces,org.apache.xerces.dom3.as.ASAttributeDeclaration,0,0,0,0,0,0,0,0.0,0.0,0.0,0.07490231546699999,0.6666666666666666,6,0.33333333333333337,6,3,0.5
xerces,org.apache.xerces.dom3.as.ASContentModel,0,0,0,0,0,0,0,0.0,0.0,0.0,0.07454859481999998,1.0,3,0.0,3,2,0.6666666666666666
xerces,org.apache.xerces.dom3.as.ASDataType,0,0,0,0,0,0,0,0.0,0.0,0.0,0.17763114825000004,0.6666666666666666,3,0.33333333333333337,3,1,0.3333333333333333
xerces,org.apache.xerces.dom3.as.ASElementDeclaration,0,0,0,0,0,0,0,0.0,0.0,0.0,0.060326503434000034,0.6666666666666666,6,0.33333333333333337,6,2,0.3333333333333333
xerces,org.apache.xerces.dom3.as.ASEntityDeclaration,0,0,0,0,0,0,0,0.0,0.0,0.0,0.07460270404000002,1.0,5,0.0,5,0,0.0
xerces,org.apache.xerces.dom3.as.ASModel,0,0,0,0,0,0,0,0.0,0.0,0.0,0.07390604925199995,1.0,5,0.0,5,5,1.0
xerces,org.apache.xerces.dom3.as.ASNamedObjectMap,0,0,0,0,0,0,0,0.0,0.0,0.0,0.08374090017799996,0.6666666666666666,4,0.33333333333333337,4,1,0.25
xerces,org.apache.xerces.dom3.as.ASNotationDeclaration,0,0,0,0,0,0,0,0.0,0.0,0.0,0.080942803407,0.6666666666666666,3,0.33333333333333337,3,0,0.0
xerces,org.apache.xerces.dom3.as.ASObject,0,0,0,0,0,0,0,0.0,0.0,0.0,0.10439807500300002,0.6666666666666666,5,0.33333333333333337,5,3,0.6
xerces,org.apache.xerces.dom3.as.ASObjectList,0,0,0,0,0,0,0,0.0,0.0,0.0,0.11605976791399997,1.0,3,0.0,3,0,0.0
xerces,org.apache.xerces.dom3.as.CharacterDataEditAS,0,0,0,0,0,0,0,0.0,0.0,0.0,0.10798277399199996,0.6666666666666666,4,0.33333333333333337,4,1,0.25
xerces,org.apache.xerces.dom3.as.DOMASBuilder,0,0,0,0,0,0,0,0.0,0.0,0.0,0.08055628057499997,1.0,3,0.0,3,2,0.6666666666666666
xerces,org.apache.xerces.dom3.as.DOMASException,3,0,1,2,0,0,1,0.0,0.3333333333333333,0.0,0.28627173008999995,0.6666666666666666,6,0.33333333333333337,6,0,0.0
xerces,org.apache.xerces.dom3.as.DOMASWriter,0,0,0,0,0,0,0,0.0,0.0,0.0,0.08345787620199996,1.0,4,0.0,4,1,0.25
xerces,org.apache.xerces.dom3.as.DOMImplementationAS,0,0,0,0,0,0,0,0.0,0.0,0.0,0.11587869496900005,1.0,5,0.0,5,3,0.6
xerces,org.apache.xerces.dom3.as.DocumentAS,0,0,0,0,0,0,0,0.0,0.0,0.0,0.10387762412299995,0.6666666666666666,5,0.33333333333333337,5,1,0.2
xerces,org.apache.xerces.dom3.as.DocumentEditAS,0,0,0,0,0,0,0,0.0,0.0,0.0,0.11777513264399997,1.0,3,0.0,3,1,0.3333333333333333
xerces,org.apache.xerces.dom3.as.ElementEditAS,0,0,0,0,0,0,0,0.0,0.0,0.0,0.09667350991400003,0.6666666666666666,4,0.33333333333333337,4,1,0.25
xerces,org.apache.xerces.dom3.as.NodeEditAS,0,0,0,0,0,0,0,0.0,0.0,0.0,0.10986037024899997,1.0,3,0.0,3,3,1.0
xerces,org.apache.xerces.impl.Constants,64,15,91,1,0,39,48,0.234375,1.421875,0.609375,0.23963466151699997,0.6666666666666666,4,0.33333333333333337,4,0,0.0
xerces,org.apache.xerces.impl.Constants$ArrayEnumeration,21,6,8,0,16,0,11,0.2857142857142857,0.38095238095238093,0.0,0.202847244913,0.6666666666666666,3,0.33333333333333337,3,0,0.0
xerces,org.apache.xerces.impl.ExternalSubsetResolver,0,0,0,0,0,0,0,0.0,0.0,0.0,0.07701695242600004,0.6666666666666666,3,0.33333333333333337,3,2,0.6666666666666666
xerces,org.apache.xerces.impl.RevalidationHandler,0,0,0,0,0,0,0,0.0,0.0,0.0,0.09061536878999998,0.6666666666666666,4,0.33333333333333337,4,2,0.5
xerces,org.apache.xerces.impl.Version,8,2,3,0,0,2,2,0.25,0.375,0.25,0.393013314163,0.3333333333333333,3,0.6666666666666667,3,0,0.0
xerces,org.apache.xerces.impl.XML11DTDScannerImpl,54,50,41,5,0,10,84,0.9259259259259259,0.7592592592592593,0.18518518518518517,0.10886699249499998,0.6666666666666666,4,0.33333333333333337,4,1,0.25
xerces,org.apache.xerces.impl.XML11DocumentScannerImpl,90,57,327,16,0,37,303,0.6333333333333333,3.6333333333333333,0.4111111111111111,0.12314119232599996,1.0,8,0.0,8,2,0.25
xerces,org.apache.xerces.impl.XML11EntityScanner,55,34,1986,77,0,2,801,0.6181818181818182,36.10909090909091,0.03636363636363636,0.15052775830800003,0.6666666666666666,4,0.33333333333333337,4,2,0.5
xerces,org.apache.xerces.impl.XML11NSDocumentScannerImpl,112,33,644,4,0,79,341,0.29464285714285715,5.75,0.7053571428571429,0.10202160949399997,1.0,5,0.0,5,2,0.4
xerces,org.apache.xerces.impl.XML11NSDocumentScannerImpl$NS11ContentDispatcher,31,9,24,0,0,0,51,0.2903225806451613,0.7741935483870968,0.0,0.09542002195699995,1.0,3,0.0,3,2,0.6666666666666666
xerces,org.apache.xerces.impl.XML11NamespaceBinder,4,3,0,0,0,0,1,0.75,0.0,0.0,0.15537883654600004,0.6666666666666666,3,0.33333333333333337,3,1,0.3333333333333333
xerces,org.apache.xerces.impl.XMLDTDScannerImpl,207,155,1681,20,0,90,1417,0.748792270531401,8.120772946859903,0.43478260869565216,0.09953199314200001,0.6666666666666666,7,0.33333333333333337,7,3,0.42857142857142855
xerces,org.apache.xerces.impl.XMLDocumentFragmentScannerImpl,176,116,760,13,0,99,568,0.6590909090909091,4.318181818181818,0.5625,0.10694762358499998,0.6666666666666666,3,0.33333333333333337,3,1,0.3333333333333333
xerces,org.apache.xerces.impl.XMLDocumentFragmentScannerImpl$Dispatcher,0,0,0,0,0,0,0,0.0,0.0,0.0,0.13056260530700003,0.6666666666666666,3,0.33333333333333337,3,3,1.0
xerces,org.apache.xerces.impl.XMLDocumentFragmentScannerImpl$ElementStack,21,8,21,0,0,0,22,0.38095238095238093,1.0,0.0,0.15039765778799996,0.6666666666666666,3,0.33333333333333337,3,0,0.0
xerces,org.apache.xerces.impl.XMLDocumentFragmentScannerImpl$FragmentContentDispatcher,58,21,78,6,0,13,198,0.3620689655172414,1.3448275862068966,0.22413793103448276,0.11300794292600003,1.0,3,0.0,3,2,0.6666666666666666
xerces,org.apache.xerces.impl.XMLDocumentScannerImpl,96,43,247,0,0,28,238,0.4479166666666667,2.5729166666666665,0.2916666666666667,0.12226387127399996,0.6666666666666666,4,0.33333333333333337,4,3,0.75
xerces,org.apache.xerces.impl.XMLDocumentScannerImpl$ContentDispatcher,58,27,66,0,0,3,59,0.46551724137931033,1.1379310344827587,0.05172413793103448,0.09399051732499997,0.6666666666666666,4,0.33333333333333337,4,3,0.75
xerces,org.apache.xerces.impl.XMLDocumentScannerImpl$DTDDispatcher,37,3,92,0,8,8,110,0.08108108108108109,2.4864864864864864,0.21621621621621623,0.16071237262100002,1.0,4,0.0,4,1,0.25
xerces,org.apache.xerces.impl.XMLDocumentScannerImpl$PrologDispatcher,45,4,85,1,0,20,139,0.08888888888888889,1.8888888888888888,0.4444444444444444,0.159180364814,1.0,4,0.0,4,1,0.25
xerces,org.apache.xerces.impl.XMLDocumentScannerImpl$TrailingMiscDispatcher,19,3,32,0,0,7,92,0.15789473684210525,1.6842105263157894,0.3684210526315789,0.15003375412099995,0.6666666666666666,3,0.33333333333333337,3,0,0.0
xerces,org.apache.xerces.impl.XMLDocumentScannerImpl$XMLDeclDispatcher,31,4,35,0,0,5,46,0.12903225806451613,1.1290322580645162,0.16129032258064516,0.21098663485699998,0.6666666666666666,5,0.33333333333333337,5,0,0.0
xerces,org.apache.xerces.impl.XMLEntityDescription,0,0,0,0,0,0,0,0.0,0.0,0.0,0.104362873829,0.6666666666666666,4,0.33333333333333337,4,2,0.5
xerces,org.apache.xerces.impl.XMLEntityHandler,0,0,0,0,0,0,0,0.0,0.0,0.0,0.09670100925400005,0.6666666666666666,5,0.33333333333333337,5,0,0.0
xerces,org.apache.xerces.impl.XMLEntityManager,239,176,837,94,12,96,1241,0.7364016736401674,3.502092050209205,0.401673640167364,0.13265579022899998,0.3333333333333333,5,0.6666666666666667,5,5,1.0
xerces,org.apache.xerces.impl.XMLEntityManager$1,5,1,0,0,0,2,2,0.2,0.0,0.4,0.29538188352000005,0.0,3,1.0,3,0,0.0
xerces,org.apache.xerces.impl.XMLEntityManager$ByteBufferPool,19,7,32,0,0,0,10,0.3684210526315789,1.6842105263157894,0.0,0.270230574785,0.6666666666666666,3,0.33333333333333337,3,0,0.0
xerces,org.apache.xerces.impl.XMLEntityManager$CharacterBuffer,5,1,2,0,0,0,2,0.2,0.4,0.0,0.326124623291,0.6666666666666666,4,0.33333333333333337,4,1,0.25
xerces,org.apache.xerces.impl.XMLEntityManager$CharacterBufferPool,24,8,84,0,0,0,24,0.3333333333333333,3.5,0.0,0.18703863944800003,0.6666666666666666,4,0.33333333333333337,4,1,0.25
xerces,org.apache.xerces.impl.XMLEntityManager$EncodingInfo,23,0,36,0,0,19,22,0.0,1.565217391304348,0.8260869565217391,0.35315519019999997,0.6666666666666666,4,0.33333333333333337,4,0,0.0
xerces,org.apache.xerces.impl.XMLEntityManager$Entity,13,7,14,0,0,0,3,0.5384615384615384,1.0769230769230769,0.0,0.18426233361800004,1.0,4,0.0,4,2,0.5
xerces,org.apache.xerces.impl.XMLEntityManager$ExternalEntity,16,10,16,0,0,0,9,0.625,1.0,0.0,0.18403524524399995,0.6666666666666666,4,0.33333333333333337,4,1,0.25
xerces,org.apache.xerces.impl.XMLEntityManager$InternalEntity,13,9,8,0,0,0,7,0.6923076923076923,0.6153846153846154,0.0,0.15884508725400004,0.6666666666666666,3,0.33333333333333337,3,1,0.3333333333333333
xerces,org.apache.xerces.impl.XMLEntityManager$RewindableInputStream,47,22,112,7,0,0,59,0.46808510638297873,2.382978723404255,0.0,0.15363459767499998,0.6666666666666666,3,0.33333333333333337,3,1,0.3333333333333333
xerces,org.apache.xerces.impl.XMLEntityManager$ScannedEntity,63,35,84,0,0,0,78,0.5555555555555556,1.3333333333333333,0.0,0.13608646212999997,0.3333333333333333,4,0.6666666666666667,4,3,0.75
xerces,org.apache.xerces.impl.XMLEntityScanner,100,90,1714,57,0,14,597,0.9,17.14,0.14,0.114667392235,1.0,6,0.0,6,5,0.8333333333333334
xerces,org.apache.xerces.impl.XMLEntityScanner$1,3,2,0,0,0,0,1,0.6666666666666666,0.0,0.0,0.105748161023,1.0,3,0.0,3,1,0.3333333333333333
xerces,org.apache.xerces.impl.XMLErrorReporter,60,54,79,8,18,0,122,0.9,1.3166666666666667,0.0,0.16056019219600004,1.0,3,0.0,3,3,1.0
xerces,org.apache.xerces.impl.XMLErrorReporter$1,3,2,2,0,0,0,1,0.6666666666666666,0.6666666666666666,0.0,0.16595262540900002,0.6666666666666666,4,0.33333333333333337,4,2,0.5
xerces,org.apache.xerces.impl.XMLNSDocumentScannerImpl,114,33,652,4,0,83,335,0.2894736842105263,5.719298245614035,0.7280701754385965,0.11166060984199999,0.6666666666666666,6,0.33333333333333337,6,2,0.3333333333333333
xerces,org.apache.xerces.impl.XMLNSDocumentScannerImpl$NSContentDispatcher,31,9,24,0,0,0,51,0.2903225806451613,0.7741935483870968,0.0,0.102993180523,1.0,3,0.0,3,2,0.6666666666666666
xerces,org.apache.xerces.impl.XMLNamespaceBinder,106,112,380,0,0,29,279,1.0566037735849056,3.5849056603773586,0.27358490566037735,0.09531768030800003,0.3333333333333333,4,0.6666666666666667,4,1,0.25
xerces,org.apache.xerces.impl.XMLScanner,174,107,691,29,12,198,858,0.6149425287356322,3.971264367816092,1.1379310344827587,0.120945676334,1.0,6,0.0,6,4,0.6666666666666666
xerces,org.apache.xerces.impl.XMLVersionDetector,62,18,133,8,0,7,86,0.2903225806451613,2.1451612903225805,0.11290322580645161,0.14089269372699997,0.6666666666666666,4,0.33333333333333337,4,0,0.0
xerces,org.apache.xerces.impl.dtd.BalancedDTDGrammar,54,56,108,14,0,0,65,1.037037037037037,2.0,0.0,0.126522298689,1.0,3,0.0,3,1,0.3333333333333333
xerces,org.apache.xerces.impl.dtd.DTDGrammar,253,349,2024,288,36,36,1159,1.3794466403162056,8.0,0.1422924901185771,0.17534812738500005,1.0,5,0.0,5,4,0.8
xerces,org.apache.xerces.impl.dtd.DTDGrammar$ChildrenList,6,1,3,0,0,0,3,0.16666666666666666,0.5,0.0,0.30050729577,0.3333333333333333,3,0.6666666666666667,3,1,0.3333333333333333
xerces,org.apache.xerces.impl.dtd.DTDGrammar$QNameHashtable,29,17,59,0,0,0,78,0.5862068965517241,2.0344827586206895,0.0,0.16375294312,1.0,3,0.0,3,1,0.3333333333333333
xerces,org.apache.xerces.impl.dtd.DTDGrammar$QNameHashtable$PrimeNumberSequenceGenerator,11,3,3,0,0,0,10,0.2727272727272727,0.2727272727272727,0.0,0.181171692805,0.6666666666666666,3,0.33333333333333337,3,1,0.3333333333333333
xerces,org.apache.xerces.impl.dtd.DTDGrammarBucket,13,12,13,0,0,0,7,0.9230769230769231,1.0,0.0,0.163146095913,0.3333333333333333,4,0.6666666666666667,4,0,0.0
xerces,org.apache.xerces.impl.dtd.XML11DTDProcessor,13,15,0,0,0,0,8,1.1538461538461537,0.0,0.0,0.10164342401500004,1.0,3,0.0,3,1,0.3333333333333333
xerces,org.apache.xerces.impl.dtd.XML11DTDValidator,26,4,33,0,0,10,23,0.15384615384615385,1.2692307692307692,0.38461538461538464,0.17794802062000004,0.6666666666666666,4,0.33333333333333337,4,2,0.5
xerces,org.apache.xerces.impl.dtd.XML11NSDTDValidator,45,9,158,0,0,25,126,0.2,3.511111111111111,0.5555555555555556,0.17147021724699996,0.6666666666666666,4,0.33333333333333337,4,1,0.25
xerces,org.apache.xerces.impl.dtd.XMLAttributeDecl,13,4,11,0,0,0,9,0.3076923076923077,0.8461538461538461,0.0,0.129404791924,0.6666666666666666,6,0.33333333333333337,6,1,0.16666666666666666
xerces,org.apache.xerces.impl.dtd.XMLContentSpec,22,14,28,14,0,0,25,0.6363636363636364,1.2727272727272727,0.0,0.22552366273299995,0.6666666666666666,4,0.33333333333333337,4,1,0.25
xerces,org.apache.xerces.impl.dtd.XMLContentSpec$Provider,0,0,0,0,0,0,0,0.0,0.0,0.0,0.11028814072600002,1.0,3,0.0,3,1,0.3333333333333333
xerces,org.apache.xerces.impl.dtd.XMLDTDDescription,27,18,103,0,0,0,78,0.6666666666666666,3.814814814814815,0.0,0.14247647570599997,0.6666666666666666,3,0.33333333333333337,3,1,0.3333333333333333
xerces,org.apache.xerces.impl.dtd.XMLDTDLoader,91,43,217,2,48,0,260,0.4725274725274725,2.3846153846153846,0.0,0.14124134317399994,0.0,5,1.0,5,3,0.6
xerces,org.apache.xerces.impl.dtd.XMLDTDProcessor,169,188,820,38,0,9,611,1.1124260355029585,4.85207100591716,0.05325443786982249,0.09411378921299995,0.6666666666666666,6,0.33333333333333337,6,3,0.5
xerces,org.apache.xerces.impl.dtd.XMLDTDValidator,243,164,1301,62,4,41,808,0.6748971193415638,5.3539094650205765,0.16872427983539096,0.10167687015600002,0.3333333333333333,6,0.6666666666666667,6,3,0.5
xerces,org.apache.xerces.impl.dtd.XMLDTDValidatorFilter,0,0,0,0,0,0,0,0.0,0.0,0.0,0.08909850383700002,0.6666666666666666,4,0.33333333333333337,4,1,0.25
xerces,org.apache.xerces.impl.dtd.XMLElementDecl,22,4,21,6,0,0,9,0.18181818181818182,0.9545454545454546,0.0,0.23106796922399997,1.0,5,0.0,5,1,0.2
xerces,org.apache.xerces.impl.dtd.XMLEntityDecl,21,4,22,0,0,0,2,0.19047619047619047,1.0476190476190477,0.0,0.17597528899799997,1.0,7,0.0,7,0,0.0
xerces,org.apache.xerces.impl.dtd.XMLNSDTDValidator,47,9,168,0,0,29,134,0.19148936170212766,3.574468085106383,0.6170212765957447,0.19031112905799996,0.3333333333333333,3,0.6666666666666667,3,0,0.0
xerces,org.apache.xerces.impl.dtd.XMLNotationDecl,11,2,14,0,0,0,1,0.18181818181818182,1.2727272727272727,0.0,0.18547904343300003,0.6666666666666666,3,0.33333333333333337,3,0,0.0
xerces,org.apache.xerces.impl.dtd.XMLSimpleType,39,5,59,12,0,0,19,0.1282051282051282,1.5128205128205128,0.0,0.26962328692000004,0.3333333333333333,3,0.6666666666666667,3,2,0.6666666666666666
xerces,org.apache.xerces.impl.dtd.models.CMAny,23,16,18,0,0,0,26,0.6956521739130435,0.782608695652174,0.0,0.16133131406800005,1.0,4,0.0,4,1,0.25
xerces,org.apache.xerces.impl.dtd.models.CMBinOp,33,9,40,0,28,16,79,0.2727272727272727,1.2121212121212122,0.48484848484848486,0.1332557863,0.6666666666666666,4,0.33333333333333337,4,0,0.0
xerces,org.apache.xerces.impl.dtd.models.CMLeaf,26,17,24,0,0,0,35,0.6538461538461539,0.9230769230769231,0.0,0.18124076850399995,1.0,3,0.0,3,1,0.3333333333333333
xerces,org.apache.xerces.impl.dtd.models.CMNode,30,20,44,0,0,0,11,0.6666666666666666,1.4666666666666666,0.0,0.15709399341200003,1.0,6,0.0,6,6,1.0
xerces,org.apache.xerces.impl.dtd.models.CMStateSet,44,25,123,1,16,16,103,0.5681818181818182,2.7954545454545454,0.36363636363636365,0.18237041023699996,0.3333333333333333,3,0.6666666666666667,3,1,0.3333333333333333
xerces,org.apache.xerces.impl.dtd.models.CMUniOp,22,9,8,0,4,4,20,0.4090909090909091,0.36363636363636365,0.18181818181818182,0.16663721763600003,0.6666666666666666,5,0.33333333333333337,5,1,0.2
xerces,org.apache.xerces.impl.dtd.models.ContentModelValidator,0,0,0,0,0,0,0,0.0,0.0,0.0,0.10780666359500002,0.6666666666666666,6,0.33333333333333337,6,3,0.5
xerces,org.apache.xerces.impl.dtd.models.DFAContentModel,92,24,314,8,16,22,354,0.2608695652173913,3.4130434782608696,0.2391304347826087,0.13780331162299997,0.6666666666666666,4,0.33333333333333337,4,1,0.25
xerces,org.apache.xerces.impl.dtd.models.MixedContentModel,18,3,49,10,0,0,70,0.16666666666666666,2.7222222222222223,0.0,0.239339742219,1.0,3,0.0,3,1,0.3333333333333333
xerces,org.apache.xerces.impl.dtd.models.SimpleContentModel,24,3,46,10,8,4,50,0.125,1.9166666666666667,0.16666666666666666,0.32077763031600004,1.0,3,0.0,3,1,0.3333333333333333
xerces,org.apache.xerces.impl.dv.DTDDVFactory,21,3,0,0,6,16,12,0.14285714285714285,0.0,0.7619047619047619,0.164320937128,1.0,3,0.0,3,1,0.3333333333333333
xerces,org.apache.xerces.impl.dv.DVFactoryException,2,0,0,0,0,0,2,0.0,0.0,0.0,0.27011272131200004,0.6666666666666666,4,0.33333333333333337,4,0,0.0
xerces,org.apache.xerces.impl.dv.DatatypeException,27,4,12,0,12,32,24,0.14814814814814814,0.4444444444444444,1.1851851851851851,0.24894295058000004,0.6666666666666666,6,0.33333333333333337,6,2,0.3333333333333333
xerces,org.apache.xerces.impl.dv.DatatypeValidator,0,0,0,0,0,0,0,0.0,0.0,0.0,0.15022416413399997,0.6666666666666666,4,0.33333333333333337,4,2,0.5
xerces,org.apache.xerces.impl.dv.InvalidDatatypeFacetException,1,0,0,0,0,0,1,0.0,0.0,0.0,0.206963674449,0.6666666666666666,3,0.33333333333333337,3,1,0.3333333333333333
xerces,org.apache.xerces.impl.dv.InvalidDatatypeValueException,1,0,0,0,0,0,1,0.0,0.0,0.0,0.219546446475,0.6666666666666666,4,0.33333333333333337,4,2,0.5
xerces,org.apache.xerces.impl.dv.ObjectFactory,54,27,48,13,12,29,282,0.5,0.8888888888888888,0.5370370370370371,0.282373385616,1.0,4,0.0,4,0,0.0
