subject,seed,selected_solution_id,selected_is_injected_seed,selected_injected_seed_name,selected_f_semantic,best_front_f_semantic,selected_minus_best_front_f_semantic,stage2_selected_f_semantic_on_stage3b,selected_minus_stage2_semantic,selected_semantic_improved_over_stage2,front_contains_semantic_improvement,structurally_competitive_semantic_improvements,front_semantic_rank_ascending,selected_structural_rank_on_projected_front,selected_equals_leiden,selected_differs_from_stage2,selected_differs_from_stage3a,front_semantic_min,front_semantic_max,front_semantic_std,selected_weighted_modularity,selected_cluster_count
jpetstore,10,seed10_solution002,True,raw_leiden,0.51226006853751848702,0.28651701579068378223,0.22574305274683470479,0.51226006853751848702,0,False,True,18,42,3,True,False,True,0.28651701579068378223,0.78658167838724524223,0.11137444663697002034,0.44206980643194654368,4
jpetstore,11,seed11_solution000,True,raw_leiden,0.51226006853751848702,0.30162760388834997105,0.21063246464916851597,0.51226006853751848702,0,False,True,16,61,1,True,False,False,0.30162760388834997105,0.69363009751426729643,0.086801375934820804159,0.44206980643194654368,4
jpetstore,12,seed12_solution002,False,,0.46566906033572097456,0.28651701579068378223,0.17915204454503719234,0.51226006853751848702,-0.046591008201797512456,True,True,26,38,3,False,True,True,0.28651701579068378223,0.68553217847275715879,0.091980115585591007421,0.43705532693187043591,4
jpetstore,13,seed13_solution000,True,raw_leiden,0.51226006853751848702,0.30576806245195353728,0.20649200608556494974,0.51226006853751848702,0,False,True,11,50,1,True,False,False,0.30576806245195353728,0.7676821962487049289,0.096875882362340265397,0.44206980643194654368,4
jpetstore,14,seed14_solution003,True,raw_leiden_perturb_0.01_0,0.53359056396179638249,0.30455912623294068009,0.2290314377288557024,0.51226006853751848702,0.021330495424277895467,False,True,13,56,4,False,True,True,0.30455912623294068009,0.79006314127088761445,0.10706823791683446612,0.43989330894680706008,4
jpetstore,15,seed15_solution001,True,raw_leiden,0.51226006853751848702,0.30649877843211226214,0.20576129010540622488,0.51226006853751848702,0,False,True,10,38,2,True,False,False,0.30649877843211226214,0.77010729179169756797,0.10452000629724944591,0.44206980643194654368,4
jpetstore,16,seed16_solution008,False,,0.5327142246541843873,0.28301089687422564811,0.24970332777995873919,0.51226006853751848702,0.020454156116665900278,False,True,19,74,9,False,True,True,0.28301089687422564811,0.67842891666505589221,0.087640220933026521943,0.4376863283036126484,4
jpetstore,17,seed17_solution000,True,raw_leiden,0.51226006853751848702,0.30576806245195353728,0.20649200608556494974,0.51226006853751848702,0,False,True,13,39,1,True,False,False,0.30576806245195353728,0.73886932179031605816,0.099343279287239974473,0.44206980643194654368,4
jpetstore,18,seed18_solution000,True,raw_leiden,0.51226006853751848702,0.28578629981052505737,0.22647376872699342965,0.51226006853751848702,0,False,True,8,46,1,True,False,False,0.28578629981052505737,0.75724067874921863197,0.10902240785415261148,0.44206980643194654368,4
jpetstore,19,seed19_solution002,False,,0.51211372451079617552,0.3381569866667952784,0.17395673784400089712,0.51226006853751848702,-0.00014634402672231150433,True,True,15,37,3,False,True,True,0.3381569866667952784,0.83121872264641805117,0.12210878562423695126,0.43991159884164032778,4
jpetstore,20,seed20_solution000,True,raw_leiden,0.51226006853751848702,0.33310802399248173877,0.17915204454503674825,0.51226006853751848702,0,False,True,18,44,1,True,False,False,0.33310802399248173877,0.74396510646752922469,0.087311654013353542925,0.44206980643194654368,4
jpetstore,21,seed21_solution000,True,raw_leiden,0.51226006853751848702,0.27075041628742291255,0.24150965225009557447,0.51226006853751848702,0,False,True,13,54,1,True,False,False,0.27075041628742291255,0.68597173459885796287,0.1002037350780072833,0.44206980643194654368,4
jpetstore,22,seed22_solution000,True,raw_leiden,0.51226006853751848702,0.27075041628742291255,0.24150965225009557447,0.51226006853751848702,0,False,True,18,65,1,True,False,False,0.27075041628742291255,0.76264268100795540306,0.10948454413920935546,0.44206980643194654368,4
jpetstore,23,seed23_solution000,True,raw_leiden,0.51226006853751848702,0.26342572455406321197,0.24883434398345527505,0.51226006853751848702,0,False,True,11,45,1,True,False,False,0.26342572455406321197,0.78037699838282881259,0.12202211741123045186,0.44206980643194654368,4
jpetstore,24,seed24_solution000,True,raw_leiden,0.51226006853751848702,0.30649877843211226214,0.20576129010540622488,0.51226006853751848702,0,False,True,18,51,1,True,False,False,0.30649877843211226214,0.78822552454093475216,0.095282328825479878365,0.44206980643194654368,4
jpetstore,25,seed25_solution000,True,raw_leiden,0.51226006853751848702,0.32545184783488034785,0.18680822070263813917,0.51226006853751848702,0,False,True,13,44,1,True,False,False,0.32545184783488034785,0.76889574033841745493,0.10044482590009030931,0.44206980643194654368,4
jpetstore,26,seed26_solution000,True,raw_leiden,0.51226006853751848702,0.28651701579068378223,0.22574305274683470479,0.51226006853751848702,0,False,True,13,40,1,True,False,False,0.28651701579068378223,0.78042498377845093138,0.097057953961963691625,0.44206980643194654368,4
jpetstore,27,seed27_solution000,True,raw_leiden,0.51226006853751848702,0.28340748719549146983,0.22885258134202701719,0.51226006853751848702,0,False,True,17,65,1,True,False,False,0.28340748719549146983,0.68792765565622260304,0.092238573776602494902,0.44206980643194654368,4
jpetstore,28,seed28_solution000,True,raw_leiden,0.51226006853751848702,0.28651701579068378223,0.22574305274683470479,0.51226006853751848702,0,False,True,14,52,1,True,False,True,0.28651701579068378223,0.7468951998881971921,0.10517213038997369479,0.44206980643194654368,4
jpetstore,29,seed29_solution000,True,raw_leiden,0.51226006853751848702,0.2679411004905737359,0.24431896804694475112,0.51226006853751848702,0,False,True,15,49,1,True,False,False,0.2679411004905737359,0.76945724089570921578,0.10081912039032371597,0.44206980643194654368,4
daytrader,0,seed0_solution041,False,,0.73455240274065902728,0.45809508575825641508,0.2764573169824026122,0.62899560929106757001,0.10555679344959145727,False,True,14,65,42,False,True,True,0.45809508575825641508,0.92641021627518671533,0.12068815475945386673,0.25978825690009654803,8
daytrader,1,seed1_solution032,False,,0.5960104178630809546,0.49252743729609937962,0.10348298056698157499,0.81472336863136662899,-0.21871295076828567439,True,True,64,19,33,False,True,True,0.49252743729609937962,0.92383795937649915153,0.10609447423347828643,0.3152495498086898551,9
daytrader,2,seed2_solution034,False,,0.58347035131700097921,0.47002456389604485576,0.11344578742095612345,0.56275487044467698006,0.020715480872323999151,False,True,9,18,35,False,True,True,0.47002456389604485576,0.92760160732590490884,0.11472859236368108948,0.2569877520730927678,9
daytrader,3,seed3_solution043,False,,0.54359574924179676625,0.40422798940711857085,0.1393677598346781954,0.77874061049372511611,-0.23514486125192834987,True,True,62,32,44,False,True,True,0.40422798940711857085,0.90342473686158819568,0.12588840915611368421,0.16353784415381053541,4
daytrader,4,seed4_solution043,False,,0.62294854996394599667,0.33447256172508288419,0.28847598823886311248,0.60020368596578599352,0.022744863998160003149,False,True,46,67,44,False,True,True,0.33447256172508288419,0.94468861182551167044,0.16594356717032127113,0.30470196739559646248,10
daytrader,5,seed5_solution034,False,,0.58432734734644742325,0.480761463938189193,0.10356588340825823025,0.66810918700495913747,-0.083781839658511714219,True,True,32,28,35,False,True,True,0.480761463938189193,0.8450119672416221972,0.095809206509793742867,0.31327326101904923172,11
daytrader,6,seed6_solution030,False,,0.59149350778491271985,0.49279067365654150024,0.098702834128371219613,0.58181152128561763881,0.009681986499295081039,False,True,8,17,31,False,True,True,0.49279067365654150024,0.92118185378198058633,0.095816428827754970832,0.31407269100366291825,11
daytrader,7,seed7_solution038,True,raw_leiden_perturb_0.05_2,0.54686906915457833556,0.45608402956152094276,0.090785039593057392793,0.73511672612756107092,-0.18824765697298273537,True,True,48,12,39,False,True,True,0.45608402956152094276,0.92829290261838637299,0.11375993772848075336,0.32176264365272799761,11
daytrader,8,seed8_solution042,False,,0.78253928018257001842,0.49389334373911708553,0.28864593644345293288,0.63157312385646613428,0.15096615632610388413,False,True,18,66,43,False,True,True,0.49389334373911708553,0.91879926465613215303,0.10913209389483850831,0.15980663900273692213,8
daytrader,9,seed9_solution034,False,,0.55062324798047634911,0.49279067365654150024,0.05783257432393484887,0.68934773790220282841,-0.1387244899217264793,True,True,35,15,35,False,True,True,0.49279067365654150024,0.91625704635724369851,0.11884630502676617192,0.32145882834520228544,10
daytrader,10,seed10_solution032,False,,0.53444077439510162542,0.49968393201443950247,0.034756842380662122949,0.66605837618065144579,-0.13161760178554982037,True,True,25,9,33,False,True,True,0.49968393201443950247,0.87287302451960813165,0.10014216175506314432,0.32120075553845933714,8
daytrader,11,seed11_solution030,False,,0.56736347025748856687,0.49924170174897031238,0.068121768508518254492,0.76542034501489319975,-0.19805687475740463288,True,True,44,17,31,False,True,True,0.49924170174897031238,0.89923282308088214876,0.11283689873357348465,0.31499094511240310901,9
daytrader,12,seed12_solution031,False,,0.58889642725379909294,0.46707521777816995989,0.12182120947562913305,0.58332978004933977445,0.0055666472044593184876,False,True,13,22,32,False,True,True,0.46707521777816995989,0.87555565006286328877,0.10422795537031866175,0.30174849113574181425,11
daytrader,13,seed13_solution032,False,,0.60267144867585353829,0.48181066796358862359,0.1208607807122649147,0.56229782254486149196,0.040373626130992046335,False,True,11,31,33,False,True,True,0.48181066796358862359,0.92540954529134078488,0.1242783495177184061,0.30104969465285069674,9
daytrader,14,seed14_solution029,False,,0.56093191610184378604,0.47867988040361075797,0.082252035698233028072,0.58557249338859418408,-0.024640577286750398045,True,True,16,17,30,False,True,True,0.47867988040361075797,0.94589274873576367764,0.12240651629049199844,0.32459676389891201076,9
daytrader,15,seed15_solution029,True,raw_leiden_perturb_0.005_4,0.54686906915457833556,0.49401930076575295558,0.052849768388825379972,0.68753391778259542733,-0.14066484862801709177,True,True,35,8,30,False,True,True,0.49401930076575295558,0.8918791763194389155,0.11088034093280660364,0.32176264365272799761,11
daytrader,16,seed16_solution036,False,,0.56870880469639772947,0.48977816007107044527,0.078930644625327284203,0.68580044535045403542,-0.11709164065405630595,True,True,35,18,37,False,True,True,0.48977816007107044527,0.87146872386357265849,0.10222311680406293011,0.32459676389891201076,10
daytrader,17,seed17_solution027,False,,0.53629589846044334323,0.48126666073001456159,0.055029237730428781639,0.6042477202617717591,-0.067951821801328415873,True,True,21,10,28,False,True,True,0.48126666073001456159,0.92067499105518257885,0.11430432364359281727,0.3233561847265151723,10
daytrader,18,seed18_solution032,False,,0.56236981717724643381,0.50030432589065332305,0.062065491286593110765,0.56093191610184378604,0.001437901075402647777,False,True,6,13,33,False,True,True,0.50030432589065332305,0.88318547310405803863,0.10129951096352100837,0.31295210611238954979,11
daytrader,19,seed19_solution031,False,,0.60613760757314660843,0.47377741359808223098,0.13236019397506437745,0.63112782862380600868,-0.024990221050659400248,True,True,16,24,32,False,True,True,0.47377741359808223098,0.94598622252258324217,0.11129907969455291039,0.31246978867390140522,10
daytrader,20,seed20_solution040,False,,0.72120774195686698782,0.42443866834350596484,0.29676907361336102298,0.56229782254486149196,0.15890991941200549586,False,True,10,60,41,False,True,True,0.42443866834350596484,0.91910983945356972136,0.13513854942947348126,0.14590549301480107425,11
daytrader,21,seed21_solution034,False,,0.60246773793424801546,0.47190950008166865359,0.13055823785257936187,0.54295084249335090476,0.059516895440897110703,False,True,7,23,35,False,True,True,0.47190950008166865359,0.88801025560715252105,0.11040354282088810089,0.29887607484239037126,10
daytrader,22,seed22_solution034,False,,0.77501636233877224669,0.4846817547352032518,0.29033460760356899488,0.59866699554001423511,0.17634936679875801158,False,True,22,70,35,False,True,True,0.4846817547352032518,0.91398697438823162109,0.11502792014080213956,0.14013885295679512355,10
daytrader,23,seed23_solution029,True,raw_leiden_perturb_0.05_2,0.54840061217864399801,0.46304752017502659456,0.085353092003617403449,0.73363204201409404348,-0.18523142983545004547,True,True,43,17,30,False,True,True,0.46304752017502659456,0.89545651869313536153,0.11277634686243181994,0.30988757131575001003,10
daytrader,24,seed24_solution038,False,,0.63637908018089106577,0.48607041935551109635,0.15030866082537996942,0.56870880469639772947,0.067670275484493336293,False,True,11,41,39,False,True,True,0.48607041935551109635,0.93341263310460309555,0.11813570178078755535,0.29950519379501922002,11
daytrader,25,seed25_solution026,False,,0.56052835612303653079,0.49212387731729212437,0.068404478805744406422,0.61878704549655016987,-0.058258689373513639076,True,True,13,16,27,False,True,True,0.49212387731729212437,0.93432357032728763357,0.11718243347412940492,0.32459676389891201076,8
daytrader,26,seed26_solution038,False,,0.57622653800679302094,0.48491007794020712929,0.091316460066585891653,0.69512517871377488277,-0.11889864070698186183,True,True,42,15,39,False,True,True,0.48491007794020712929,0.9099287419315446046,0.11635597319463276966,0.32311811096662618192,9
daytrader,27,seed27_solution029,False,,0.61287788121175201805,0.47247402058798948499,0.14040386062376253307,0.59406990716586793866,0.018807974045884079395,False,True,9,24,30,False,True,True,0.47247402058798948499,0.93376149534893504445,0.11152529680086653574,0.307038345406516755,9
daytrader,28,seed28_solution068,False,,0.7889820692666617008,0.47825833250413984921,0.3107237367625218516,0.57758588206777317087,0.21139618719888852993,False,True,16,77,69,False,True,True,0.47825833250413984921,0.93365786570032782699,0.12100688865743237932,0.15772844017646792114,8
daytrader,29,seed29_solution051,False,,0.81306785165725159459,0.50030432589065332305,0.31276352576659827154,0.57352035119314237477,0.23954750046410921982,False,True,10,88,52,False,True,True,0.50030432589065332305,0.89421342547730264805,0.099089160411868895673,0.13502494774717127557,7
xerces,0,seed0_solution018,False,,0.38743299874057834931,0.38743299874057834931,0,0.3900120447652486444,-0.0025790460246702950897,True,True,1,1,19,False,True,True,0.38743299874057834931,0.9623346669625519878,0.1569895815328364308,0.6597544419527798798,30
xerces,1,seed1_solution017,True,raw_leiden_perturb_0.005_1,0.38751061880264836557,0.38751061880264836557,0,0.38751061880264836557,0,False,False,0,1,18,False,True,True,0.38751061880264836557,0.98288393077806113229,0.16644480346612577915,0.66151914293439006975,30
xerces,2,seed2_solution014,True,raw_leiden_perturb_0.02_1,0.38445925714281514729,0.38445925714281514729,0,0.38958419879977645994,-0.0051249416569613126526,True,True,2,1,15,False,True,True,0.38445925714281514729,0.98172255999113600122,0.15917899473443736236,0.66051159611368237545,31
xerces,3,seed3_solution013,True,raw_leiden_perturb_0.01_4,0.3875944403566805585,0.3875944403566805585,0,0.38873194738704031082,-0.0011375070303597523136,True,True,1,1,14,False,True,True,0.3875944403566805585,0.98248716032966565415,0.15864273561380126676,0.66057151256332469202,31
xerces,4,seed4_solution017,True,raw_leiden_perturb_0.01_1,0.38726933998467683029,0.38726933998467683029,0,0.38873194738704031082,-0.0014626074023634805243,True,True,1,1,18,False,True,True,0.38726933998467683029,0.97763987696334209154,0.17218569594886920515,0.66151614119939949887,31
xerces,5,seed5_solution015,False,,0.38740546571461109693,0.38740546571461109693,0,0.38873194738704031082,-0.0013264816724292138872,True,True,1,1,16,False,True,True,0.38740546571461109693,0.97461232347499093809,0.16083637001946479717,0.66050210798495556652,31
xerces,6,seed6_solution017,True,raw_leiden_perturb_0.005_2,0.38822607644591788922,0.38653116374037033154,0.0016949127055475576853,0.38822607644591788922,0,False,True,0,2,18,False,True,True,0.38653116374037033154,0.98239692225363528522,0.15884092748615211144,0.66151914293439006975,30
xerces,7,seed7_solution013,False,,0.38424145078674076803,0.38424145078674076803,0,0.38483979808975687931,-0.00059834730301611127601,True,True,1,1,14,False,True,True,0.38424145078674076803,0.96360488556848356012,0.15147402066272530607,0.65864084788678911586,31
xerces,8,seed8_solution016,True,raw_leiden_perturb_0.02_0,0.3861278771163607626,0.3861278771163607626,0,0.38873194738704031082,-0.0026040702706795482158,True,True,1,1,17,False,True,True,0.3861278771163607626,0.96308213645994855678,0.17433039579616704806,0.66142909874045785479,31
xerces,9,seed9_solution013,False,,0.38708202181436035527,0.38708202181436035527,0,0.39107506298979666237,-0.0039930411754363070997,True,True,1,1,14,False,True,True,0.38708202181436035527,0.97437383287408030341,0.159776991703054011,0.65718917742230009704,31
xerces,10,seed10_solution018,True,raw_leiden_perturb_0.01_0,0.38724960941420849547,0.38724960941420849547,0,0.38873194738704031082,-0.0014823379728318153425,True,True,1,1,19,False,True,True,0.38724960941420849547,0.98133577749649392175,0.15552568184741305535,0.66067126608821691303,31
xerces,11,seed11_solution013,True,raw_leiden,0.38873194738704031082,0.3875760700733629216,0.0011558773136773892176,0.38873194738704031082,0,False,True,1,2,14,False,True,True,0.3875760700733629216,0.97055176419005906308,0.16321332821943840274,0.66151914293439006975,31
xerces,12,seed12_solution013,False,,0.38916781974038427983,0.38618843118982815188,0.0029793885505561279459,0.38873194738704031082,0.0004358723533439690101,False,True,1,2,14,False,True,True,0.38618843118982815188,0.97873796073991770061,0.16314616039140536485,0.66142452130132833865,30
xerces,13,seed13_solution015,True,raw_leiden_perturb_0.02_4,0.38873194738704031082,0.38873194738704031082,0,0.38873194738704031082,0,False,False,0,1,16,False,True,True,0.38873194738704031082,0.98448352132793226499,0.1662474996767436819,0.66151914293439006975,29
xerces,14,seed14_solution014,True,raw_leiden_perturb_0.01_2,0.38600427115074054107,0.38600427115074054107,0,0.38873194738704031082,-0.0027276762362997697409,True,True,1,1,15,False,True,True,0.38600427115074054107,0.97920466526779681438,0.15982543308602209509,0.66120778693885329247,31
xerces,15,seed15_solution015,False,,0.39320302008217400402,0.38515803276901827701,0.0080449873131557270156,0.3916375339145448109,0.0015654861676291931261,False,True,1,2,16,False,True,True,0.38515803276901827701,0.98193428236729962677,0.16871423856757894466,0.65993907015472208499,31
xerces,16,seed16_solution015,True,raw_leiden_perturb_0.005_1,0.38699130386354529954,0.38699130386354529954,0,0.38873194738704031082,-0.00174064352349501128,True,True,1,1,16,False,True,True,0.38699130386354529954,0.9635791210720420219,0.15451809251310727467,0.66079980153820161437,31
xerces,17,seed17_solution010,True,raw_leiden,0.38873194738704031082,0.38760131291441413115,0.0011306344726261796652,0.38873194738704031082,0,False,True,0,2,11,False,True,True,0.38760131291441413115,0.98243802505849120443,0.16762253973005530883,0.66151914293439006975,31
xerces,18,seed18_solution011,False,,0.38627660470144475902,0.38627660470144475902,0,0.39723429384791086871,-0.010957689146466109698,True,True,2,1,12,False,True,True,0.38627660470144475902,0.97378172825657027811,0.15833430315799496002,0.65938533191448744919,30
xerces,19,seed19_solution012,False,,0.38528412233155417965,0.38528412233155417965,0,0.38873194738704031082,-0.0034478250554861311628,True,True,1,1,13,False,True,True,0.38528412233155417965,0.98250547788930331361,0.16662969090505722058,0.66139497447131834207,31
xerces,20,seed20_solution013,False,,0.38583617237821676849,0.38583617237821676849,0,0.3984558900238892587,-0.012619717645672490214,True,True,2,1,14,False,True,True,0.38583617237821676849,0.98315401779450428688,0.16906394479843267487,0.6615125672328364681,31
xerces,21,seed21_solution016,True,raw_leiden_perturb_0.01_4,0.38821765888878678741,0.38821765888878678741,0,0.38873194738704031082,-0.0005142884982535234073,True,True,1,1,17,False,True,True,0.38821765888878678741,0.95948410750182033802,0.154499430939571053,0.65758467295923617169,31
xerces,22,seed22_solution015,True,raw_leiden_perturb_0.01_2,0.38699671449371630949,0.38699671449371630949,0,0.38873194738704031082,-0.0017352328933240013242,True,True,1,1,16,False,True,True,0.38699671449371630949,0.96521970783789234893,0.16434316256891443042,0.66121903145466764951,31
xerces,23,seed23_solution013,True,raw_leiden_perturb_0.02_0,0.38697156881210825752,0.38683143047390922131,0.00014013833819903620537,0.38697156881210825752,0,False,True,0,2,14,False,True,True,0.38683143047390922131,0.97995573191939111535,0.16658762302823057477,0.66151914293439006975,28
xerces,24,seed24_solution012,False,,0.38632029909276310864,0.38632029909276310864,0,0.38692913788909810702,-0.0006088387963349983778,True,True,1,1,13,False,True,True,0.38632029909276310864,0.97908187232564436453,0.16578511744620075263,0.66204481412553806141,30
xerces,25,seed25_solution013,True,raw_leiden,0.38873194738704031082,0.38531531693504450509,0.0034166304519958057284,0.38873194738704031082,0,False,True,1,2,14,False,True,True,0.38531531693504450509,0.96140472620784855895,0.16300830728265588987,0.66151914293439006975,31
xerces,26,seed26_solution017,True,raw_leiden_perturb_0.01_1,0.38721113787416883145,0.38721113787416883145,0,0.38873194738704031082,-0.0015208095128714793631,True,True,1,1,18,False,True,True,0.38721113787416883145,0.97928244928389285295,0.16176197769110781111,0.66049344181892177819,31
xerces,27,seed27_solution020,False,,0.38744239582804995692,0.38744239582804995692,0,0.38873194738704031082,-0.0012895515589903538967,True,True,1,1,21,False,True,True,0.38744239582804995692,0.98023795239813804603,0.15823064709445616716,0.66104479024810203214,31
xerces,28,seed28_solution013,True,raw_leiden_perturb_0.05_0,0.38657629115931035901,0.38657629115931035901,0,0.412906140606569938,-0.026329849447259578987,True,True,4,1,14,False,True,True,0.38657629115931035901,0.98027007935001830852,0.15654662837738811398,0.64960415570778584637,31
xerces,29,seed29_solution010,True,raw_leiden_perturb_0.02_1,0.38763324490143935552,0.38763324490143935552,0,0.38873194738704031082,-0.001098702485600955292,True,True,1,1,11,False,True,True,0.38763324490143935552,0.97247473024549446752,0.17197706847371388439,0.66122506510738243701,31
