subject,seed,stage3a_projected_hv,stage3b_projected_hv,delta_hv_stage3b_minus_stage3a,stage3a_selected_f_semantic_on_stage3a,stage3a_selected_f_semantic_on_stage3b,stage3b_selected_f_semantic_on_stage3a,stage3b_selected_f_semantic_on_stage3b,delta_selected_f_semantic_stage3b_minus_stage3a_on_stage3b,delta_selected_f_semantic_stage3b_minus_stage3a_on_stage3a,stage3a_selected_solution_id,stage3b_selected_solution_id,stage3a_selected_ari_vs_leiden,stage3a_selected_nmi_vs_leiden,stage3a_selected_equals_leiden,stage3b_selected_ari_vs_leiden,stage3b_selected_nmi_vs_leiden,stage3b_selected_equals_leiden,stage3a_vs_stage3b_selected_ari,stage3a_vs_stage3b_selected_nmi,stage3a_vs_stage3b_selected_partition_equal,stage3a_front_size,stage3b_front_size,stage3a_projected_front_size,stage3b_projected_front_size,reference_status
daytrader,26,0.19249437946220765427,0.19614340396539056699,0.0036490245031829127154,0.58493669463870523462,0.59308132513487410442,0.55844775884690422973,0.57622653800679302094,-0.01685478712808108348,-0.026488935791801004882,seed26_solution032,seed26_solution038,0.92550391110704499642,0.95559477452586671919,False,0.90676628217377219787,0.94287128301764255855,False,0.84020490619316356984,0.89727782348291651449,False,100,100,74,72,available
daytrader,27,0.18468949457691888338,0.17095612256179501531,-0.013733372015123868071,0.57155656482176619981,0.55952263442617888867,0.6085960123169773528,0.61287788121175201805,0.053355246785573129387,0.037039447495211152983,seed27_solution027,seed27_solution029,0.81012705795897232974,0.90357475864537462051,False,0.92610132294885172399,0.93505457102226896549,False,0.73953954694311929696,0.83587071084370134777,False,100,100,70,49,available
daytrader,28,0.2184124275616315114,0.20097450376837416863,-0.017437923793257342764,0.66530365895277809862,0.63324876970303023427,0.80879304320045164456,0.7889820692666617008,0.15573329956363146653,0.14348938424767354594,seed28_solution037,seed28_solution068,0.77056673946418141607,0.86154986128660837608,False,0.33057235263062162423,0.54687167773662925807,False,0.25310966983298727184,0.49869874159670929403,False,100,100,56,70,available
daytrader,29,0.15823056817117403527,0.15266590736225782443,-0.0055646608089162108435,0.62768855962981828789,0.62545792779689945995,0.84891859590323037743,0.81306785165725159459,0.18760992386035213464,0.22123003627341208954,seed29_solution040,seed29_solution051,0.35958113094644461594,0.6060581227542524152,False,0.1125659311352995573,0.38916740890711254419,False,0.085692141925483453213,0.32676165079249630541,False,100,100,72,76,available
xerces,0,0.14399716267130457936,0.13548027988038655045,-0.0085168827909180289115,0.38225287713328781614,0.38812310859070531244,0.38283617305887240878,0.38743299874057834931,-0.00069010985012696313134,0.00058329592558459264495,seed0_solution014,seed0_solution018,0.99659411386716645342,0.99554557741211491262,False,0.99769899936564543363,0.99763705874169106291,False,0.99433920525269503532,0.99381609935108206066,False,100,100,76,90,unavailable
xerces,1,0.14188099710721147062,0.12436855970177679298,-0.01751243740543467764,0.3839798991466711886,0.38751061880264836557,0.3839798991466711886,0.38751061880264836557,0,0,seed1_solution012,seed1_solution017,0.99775650722417730254,0.99866863665278038376,False,0.99775650722417730254,0.99866863665278038376,False,1,0.99999999999999933387,False,100,100,84,83,unavailable
xerces,2,0.12539685314008117145,0.15144221188335083017,0.026045358743269658719,0.38036739325010182622,0.38391055598161893947,0.38080597093642998274,0.38445925714281514729,0.00054870116119620782058,0.0004385776863281565241,seed2_solution013,seed2_solution014,0.98858326103548310737,0.98927048981958543017,False,0.99154056647526644941,0.99276288132959900068,False,0.99704247476626739477,0.99650441698893810205,False,100,100,81,86,unavailable
xerces,3,0.14103812913036964383,0.13983279972014178716,-0.001205329410227856668,0.3839798991466711886,0.38873194738704031082,0.38251335202392222623,0.3875944403566805585,-0.0011375070303597523136,-0.0014665471227489623729,seed3_solution009,seed3_solution013,1,0.99999999999999933387,False,0.99653556141746690855,0.99747039272354909301,False,0.99653556141746690855,0.99747039272354909301,False,100,100,78,79,unavailable
xerces,4,0.13814185686746105475,0.13415141951136741461,-0.0039904373560936401422,0.38244998591696066637,0.38788514202911050788,0.38267954266530357366,0.38726933998467683029,-0.00061580204443367758671,0.00022955674834290729081,seed4_solution014,seed4_solution017,0.99417517469090588289,0.99530666282255841892,False,0.99658746136314746433,0.99748876654756624127,False,0.99079795536075032647,0.9927993140760348334,False,100,100,90,86,unavailable
xerces,5,0.12582321957435674276,0.13738027381943876404,0.011557054245082021282,0.38208667370910365246,0.38683767704492766359,0.38267751767415059128,0.38740546571461109693,0.00056778866968343333355,0.00059084396504693881269,seed5_solution017,seed5_solution015,0.99684092241634025822,0.99752956696454520014,False,0.99471931048256068131,0.99589994272236459505,False,0.99784775071772691124,0.99836369304477257103,False,100,100,82,78,unavailable
xerces,6,0.12463059084817909583,0.1262910015173820677,0.0016604106692029718673,0.38246291397637521836,0.38653116374037033154,0.38343837736274732908,0.38822607644591788922,0.0016949127055475576853,0.00097546338637211071898,seed6_solution014,seed6_solution017,0.9833187132276353104,0.98417589218364776027,False,0.99787038240170677916,0.99868062357914688665,False,0.98121903719960124057,0.98283541255276662962,False,100,100,83,72,unavailable
xerces,7,0.13315440539483835991,0.22777871982745157009,0.09462431443261321018,0.3801027133979906214,0.38483979808975687931,0.38006273414768176888,0.38424145078674076803,-0.00059834730301611127601,-3.9979250308852520845e-05,seed7_solution013,seed7_solution013,0.99807648910508173223,0.99773011176172632375,False,0.99514712379112324481,0.99528529458247161354,False,0.99706975000958930622,0.99755537395812110546,False,100,100,82,84,unavailable
