subject,class_id,fqn_for_audit_only,class_kind,is_interface,is_abstract,is_enum,is_annotation,is_generated,is_synthetic,stage3a_declaration_hash,stage3b_full_text_hash,declared_method_count,abstract_or_native_method_count,soot_class_resolved,expected_methods_discovered,concrete_method_count,constructor_count,static_initializer_count,concrete_statement_count,raw_candidate_invoked_methods,raw_candidate_fields,raw_candidate_locals,raw_candidate_exceptions,raw_candidate_strings,raw_candidate_operations,accepted_body_token_count,body_empty_reason,classification,correctness_concern,evidence_notes,raw_body_inventory_hash,jimple_body_hash,permitted_body_evidence_hash,body_loading_failure,active_body_retrieval_status,declaration_exact_match,only_empty_template_addition
jpetstore,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.mapper.AccountMapper,interface,true,true,false,false,false,false,fbf942adc8a5c6036a7bf5498e0ad11c4e470a5bfad8f8846740138145f27ea5,0448e09395c3346af47c2b9115e9cc8b567d96c67409ce6b97d2c2b4ea54bdde,8,8,true,true,0,0,0,0,0,0,0,0,0,0,0,no_concrete_body,A,none,Soot method rows=0; concrete rows=0. javap resolved=true; declared concrete methods=0; abstract/native=8. Local-variable debug metadata is not present in the Soot method_bodies.csv schema; no local names were fabricated. All declared methods are abstract/native or the class has no declared concrete method body.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2,false,not_applicable_no_concrete_body,true,true
xerces,org.apache.xerces.dom3.as.ASContentModel,org.apache.xerces.dom3.as.ASContentModel,interface,true,true,false,false,false,false,d0d87f060de4581202c82b44da9ee3044aadf0c296ada26e7a8ffcb242d25745,3f53f039b90122392d519fcd86583d3ce29fd44bfc743a42538028042924cdbe,11,11,true,true,0,0,0,0,0,0,0,0,0,0,0,no_concrete_body,A,none,Soot method rows=0; concrete rows=0. javap resolved=true; declared concrete methods=0; abstract/native=11. Local-variable debug metadata is not present in the Soot method_bodies.csv schema; no local names were fabricated. All declared methods are abstract/native or the class has no declared concrete method body.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2,false,not_applicable_no_concrete_body,true,true
xerces,org.apache.xerces.dom3.as.ASDataType,org.apache.xerces.dom3.as.ASDataType,interface,true,true,false,false,false,false,6181528876b24785359f6ed9f3dde459cbfe06bbecf3d5641c314fbc26350ef3,8371be7377d6ed665a91c5ae7b9643eacd18e8d6f71503d3248b407bbc7c0451,1,1,true,true,0,0,0,0,0,0,0,0,0,0,0,no_concrete_body,A,none,Soot method rows=0; concrete rows=0. javap resolved=true; declared concrete methods=0; abstract/native=1. Local-variable debug metadata is not present in the Soot method_bodies.csv schema; no local names were fabricated. All declared methods are abstract/native or the class has no declared concrete method body.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2,false,not_applicable_no_concrete_body,true,true
xerces,org.apache.xerces.dom3.as.ASElementDeclaration,org.apache.xerces.dom3.as.ASElementDeclaration,interface,true,true,false,false,false,false,3ff27bc2947cfb67014876ace37eafebe7fe0a4b951014674a957c7704fd860e,29875a0b81d3486e9aa3de18148dce2c16038fb572d4a2064e6483495fe0afd7,16,16,true,true,0,0,0,0,0,0,0,0,0,0,0,no_concrete_body,A,none,Soot method rows=0; concrete rows=0. javap resolved=true; declared concrete methods=0; abstract/native=16. Local-variable debug metadata is not present in the Soot method_bodies.csv schema; no local names were fabricated. All declared methods are abstract/native or the class has no declared concrete method body.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2,false,not_applicable_no_concrete_body,true,true
xerces,org.apache.xerces.dom3.as.ASEntityDeclaration,org.apache.xerces.dom3.as.ASEntityDeclaration,interface,true,true,false,false,false,false,5a4e2757cfc6e70f162d3b32c37a08b47263a580e800b57c39b9770152e9b6b3,69df0fc4f0ebf642b1004196e11ed2285db2a9e110f89cd2d71fe0828ba2b1f1,8,8,true,true,0,0,0,0,0,0,0,0,0,0,0,no_concrete_body,A,none,Soot method rows=0; concrete rows=0. javap resolved=true; declared concrete methods=0; abstract/native=8. Local-variable debug metadata is not present in the Soot method_bodies.csv schema; no local names were fabricated. All declared methods are abstract/native or the class has no declared concrete method body.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2,false,not_applicable_no_concrete_body,true,true
xerces,org.apache.xerces.dom3.as.ASModel,org.apache.xerces.dom3.as.ASModel,interface,true,true,false,false,false,false,ba35372c5bb400b899193488d1340936f4cba63b004685a024ec75001481aa1c,566ed09574836035106e6d1db476aaa9d4db306fdbf1bd0a2ec8cac1dcb9dba9,20,20,true,true,0,0,0,0,0,0,0,0,0,0,0,no_concrete_body,A,none,Soot method rows=0; concrete rows=0. javap resolved=true; declared concrete methods=0; abstract/native=20. Local-variable debug metadata is not present in the Soot method_bodies.csv schema; no local names were fabricated. All declared methods are abstract/native or the class has no declared concrete method body.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2,false,not_applicable_no_concrete_body,true,true
xerces,org.apache.xerces.dom3.as.ASNamedObjectMap,org.apache.xerces.dom3.as.ASNamedObjectMap,interface,true,true,false,false,false,false,19c08e57e191389e6331dac8e350a1d8215c5dac53361c84b0a6c1507dc764db,d1999e41e210e62f35c2efee29a8775dd7951de061f0e0c20848c21033b82c52,8,8,true,true,0,0,0,0,0,0,0,0,0,0,0,no_concrete_body,A,none,Soot method rows=0; concrete rows=0. javap resolved=true; declared concrete methods=0; abstract/native=8. Local-variable debug metadata is not present in the Soot method_bodies.csv schema; no local names were fabricated. All declared methods are abstract/native or the class has no declared concrete method body.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2,false,not_applicable_no_concrete_body,true,true
xerces,org.apache.xerces.dom3.as.ASNotationDeclaration,org.apache.xerces.dom3.as.ASNotationDeclaration,interface,true,true,false,false,false,false,740f81e42d72a57fda0cc690828e42a874e452409d6a76dbafd9567a30e6124f,0c6cd40573189d47406dbe485778ee74255141c1cc81ab96b9bed42d1a4b1f99,4,4,true,true,0,0,0,0,0,0,0,0,0,0,0,no_concrete_body,A,none,Soot method rows=0; concrete rows=0. javap resolved=true; declared concrete methods=0; abstract/native=4. Local-variable debug metadata is not present in the Soot method_bodies.csv schema; no local names were fabricated. All declared methods are abstract/native or the class has no declared concrete method body.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2,false,not_applicable_no_concrete_body,true,true
xerces,org.apache.xerces.dom3.as.ASObject,org.apache.xerces.dom3.as.ASObject,interface,true,true,false,false,false,false,1657bd0dd07c554b23f1f30b9134ba1bf175a5bcea21ad18866617a49d6db074,ae6a96c9b1c7c0ddb0dec2522c0915ef49d164bbfa617b73d7416713b9fc34ef,12,12,true,true,0,0,0,0,0,0,0,0,0,0,0,no_concrete_body,A,none,Soot method rows=0; concrete rows=0. javap resolved=true; declared concrete methods=0; abstract/native=12. Local-variable debug metadata is not present in the Soot method_bodies.csv schema; no local names were fabricated. All declared methods are abstract/native or the class has no declared concrete method body.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2,false,not_applicable_no_concrete_body,true,true
xerces,org.apache.xerces.dom3.as.ASObjectList,org.apache.xerces.dom3.as.ASObjectList,interface,true,true,false,false,false,false,817e6c5ed4fd9bbd207be1179a80a1edc904be3b0cf7b0ff1ab962965782004c,e55d0ad33eba23814e14c83f5f4b6db9774b8857fefe608f740a96f7421e56ee,2,2,true,true,0,0,0,0,0,0,0,0,0,0,0,no_concrete_body,A,none,Soot method rows=0; concrete rows=0. javap resolved=true; declared concrete methods=0; abstract/native=2. Local-variable debug metadata is not present in the Soot method_bodies.csv schema; no local names were fabricated. All declared methods are abstract/native or the class has no declared concrete method body.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2,false,not_applicable_no_concrete_body,true,true
xerces,org.apache.xerces.dom3.as.CharacterDataEditAS,org.apache.xerces.dom3.as.CharacterDataEditAS,interface,true,true,false,false,false,false,ee5f3b81440b85dfee5daaa0df9adcc6f4ce5c0b295a97d937300aaf919aa8b3,59aee26ea1828964a0647f6cfc847c151135f6c6a599477a67948fbd4e56355f,6,6,true,true,0,0,0,0,0,0,0,0,0,0,0,no_concrete_body,A,none,Soot method rows=0; concrete rows=0. javap resolved=true; declared concrete methods=0; abstract/native=6. Local-variable debug metadata is not present in the Soot method_bodies.csv schema; no local names were fabricated. All declared methods are abstract/native or the class has no declared concrete method body.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2,false,not_applicable_no_concrete_body,true,true
xerces,org.apache.xerces.dom3.as.DOMASBuilder,org.apache.xerces.dom3.as.DOMASBuilder,interface,true,true,false,false,false,false,f0b7161760ccd438da2ef92b771dd1a29c82e41795eea63a82a424b98db730d3,1fa7f1eec8e0ec6caa001118850988f1ba0e37dc494ccb27d35fedd8acc8f397,4,4,true,true,0,0,0,0,0,0,0,0,0,0,0,no_concrete_body,A,none,Soot method rows=0; concrete rows=0. javap resolved=true; declared concrete methods=0; abstract/native=4. Local-variable debug metadata is not present in the Soot method_bodies.csv schema; no local names were fabricated. All declared methods are abstract/native or the class has no declared concrete method body.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2,false,not_applicable_no_concrete_body,true,true
xerces,org.apache.xerces.dom3.as.DOMASWriter,org.apache.xerces.dom3.as.DOMASWriter,interface,true,true,false,false,false,false,3f051b86630f06e169294639dfd7815724c5c9d78308856bf1e38c1e0577b91f,20e6f52fce5813a430d79ceeccc5ec9cc859233863ec88b1a0f7bba7dc9a3601,1,1,true,true,0,0,0,0,0,0,0,0,0,0,0,no_concrete_body,A,none,Soot method rows=0; concrete rows=0. javap resolved=true; declared concrete methods=0; abstract/native=1. Local-variable debug metadata is not present in the Soot method_bodies.csv schema; no local names were fabricated. All declared methods are abstract/native or the class has no declared concrete method body.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2,false,not_applicable_no_concrete_body,true,true
xerces,org.apache.xerces.dom3.as.DOMImplementationAS,org.apache.xerces.dom3.as.DOMImplementationAS,interface,true,true,false,false,false,false,f013c5d7e4a21d8abe7461ac4d8dd9b470c65b6d8046f4873862189fd8134193,87bfcd039f1c91199eab4a110bcd6406dc9896ebe97f861b68f3c341c9019a32,3,3,true,true,0,0,0,0,0,0,0,0,0,0,0,no_concrete_body,A,none,Soot method rows=0; concrete rows=0. javap resolved=true; declared concrete methods=0; abstract/native=3. Local-variable debug metadata is not present in the Soot method_bodies.csv schema; no local names were fabricated. All declared methods are abstract/native or the class has no declared concrete method body.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2,false,not_applicable_no_concrete_body,true,true
xerces,org.apache.xerces.dom3.as.DocumentAS,org.apache.xerces.dom3.as.DocumentAS,interface,true,true,false,false,false,false,33ada529ce2e548f0e53ca8c97dc0ceaa44533ffe5eabe20595ba935b5208812,b45b50b0c20774a353257fccc8fb989914710caf18658ec3d1a444ce6043fda0,10,10,true,true,0,0,0,0,0,0,0,0,0,0,0,no_concrete_body,A,none,Soot method rows=0; concrete rows=0. javap resolved=true; declared concrete methods=0; abstract/native=10. Local-variable debug metadata is not present in the Soot method_bodies.csv schema; no local names were fabricated. All declared methods are abstract/native or the class has no declared concrete method body.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2,false,not_applicable_no_concrete_body,true,true
xerces,org.apache.xerces.dom3.as.DocumentEditAS,org.apache.xerces.dom3.as.DocumentEditAS,interface,true,true,false,false,false,false,e9b96677892261bc7b294b0fca0ec8aeb22a35a022c58acf09c07d1146b56d45,f6ade9bbfcaddba00912efede87676d0668c20ad916ea7b82caa8f3ba86eefd1,2,2,true,true,0,0,0,0,0,0,0,0,0,0,0,no_concrete_body,A,none,Soot method rows=0; concrete rows=0. javap resolved=true; declared concrete methods=0; abstract/native=2. Local-variable debug metadata is not present in the Soot method_bodies.csv schema; no local names were fabricated. All declared methods are abstract/native or the class has no declared concrete method body.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2,false,not_applicable_no_concrete_body,true,true
