subject,class_id,fqn_for_audit_only,class_kind,is_interface,is_abstract,is_enum,is_annotation,is_generated,is_synthetic,stage3a_declaration_hash,stage3b_full_text_hash,declared_method_count,abstract_or_native_method_count,soot_class_resolved,expected_methods_discovered,concrete_method_count,constructor_count,static_initializer_count,concrete_statement_count,raw_candidate_invoked_methods,raw_candidate_fields,raw_candidate_locals,raw_candidate_exceptions,raw_candidate_strings,raw_candidate_operations,accepted_body_token_count,body_empty_reason,classification,correctness_concern,evidence_notes,raw_body_inventory_hash,jimple_body_hash,permitted_body_evidence_hash,body_loading_failure,active_body_retrieval_status,declaration_exact_match,only_empty_template_addition
jpetstore,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.mapper.AccountMapper,interface,true,true,false,false,false,false,fbf942adc8a5c6036a7bf5498e0ad11c4e470a5bfad8f8846740138145f27ea5,0448e09395c3346af47c2b9115e9cc8b567d96c67409ce6b97d2c2b4ea54bdde,8,8,true,true,0,0,0,0,0,0,0,0,0,0,0,no_concrete_body,A,none,Soot method rows=0; concrete rows=0. javap resolved=true; declared concrete methods=0; abstract/native=8. Local-variable debug metadata is not present in the Soot method_bodies.csv schema; no local names were fabricated. All declared methods are abstract/native or the class has no declared concrete method body.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2,false,not_applicable_no_concrete_body,true,true
xerces,org.apache.xerces.dom3.as.ElementEditAS,org.apache.xerces.dom3.as.ElementEditAS,interface,true,true,false,false,false,false,857446f29200894e66419793400b1ee8113f4d258f68ae1071c60487496d9d41,7e0832d6534488240b6864f21dc99a99e5933a84672498c834115d873eb2226e,13,13,true,true,0,0,0,0,0,0,0,0,0,0,0,no_concrete_body,A,none,Soot method rows=0; concrete rows=0. javap resolved=true; declared concrete methods=0; abstract/native=13. Local-variable debug metadata is not present in the Soot method_bodies.csv schema; no local names were fabricated. All declared methods are abstract/native or the class has no declared concrete method body.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2,false,not_applicable_no_concrete_body,true,true
xerces,org.apache.xerces.dom3.as.NodeEditAS,org.apache.xerces.dom3.as.NodeEditAS,interface,true,true,false,false,false,false,638b38e2bc5caf60c08c3d074d1d335c89a9a24107e7ce3a3b9ab2e5ec423439,3c0083a297a203dd4aed23f83b3c44e9dc77b1e5c2df4780d747eac5589209f4,5,5,true,true,0,0,0,0,0,0,0,0,0,0,0,no_concrete_body,A,none,Soot method rows=0; concrete rows=0. javap resolved=true; declared concrete methods=0; abstract/native=5. Local-variable debug metadata is not present in the Soot method_bodies.csv schema; no local names were fabricated. All declared methods are abstract/native or the class has no declared concrete method body.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2,false,not_applicable_no_concrete_body,true,true
xerces,org.apache.xerces.impl.ExternalSubsetResolver,org.apache.xerces.impl.ExternalSubsetResolver,interface,true,true,false,false,false,false,c97a266d16aa4fe5c286b08f9ff50cc2a8c5f2a60cc54c1fdb2dbcafae76df2d,fe1cd3bc3c9aed85785eb887e93e69a899a3115f517f9bd00af43c39e5a3cbe5,1,1,true,true,0,0,0,0,0,0,0,0,0,0,0,no_concrete_body,A,none,Soot method rows=0; concrete rows=0. javap resolved=true; declared concrete methods=0; abstract/native=1. Local-variable debug metadata is not present in the Soot method_bodies.csv schema; no local names were fabricated. All declared methods are abstract/native or the class has no declared concrete method body.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2,false,not_applicable_no_concrete_body,true,true
xerces,org.apache.xerces.impl.RevalidationHandler,org.apache.xerces.impl.RevalidationHandler,interface,true,true,false,false,false,false,be2c799675ac4e5695615c1c373976c81eae3acac94eb3c2926274ece11df3e5,a65a7f392f2903e300b646f4208889d6913ce508e4a2e4c710f7c86dbe45b481,1,1,true,true,0,0,0,0,0,0,0,0,0,0,0,no_concrete_body,A,none,Soot method rows=0; concrete rows=0. javap resolved=true; declared concrete methods=0; abstract/native=1. Local-variable debug metadata is not present in the Soot method_bodies.csv schema; no local names were fabricated. All declared methods are abstract/native or the class has no declared concrete method body.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2,false,not_applicable_no_concrete_body,true,true
xerces,org.apache.xerces.impl.XMLDocumentFragmentScannerImpl$Dispatcher,org.apache.xerces.impl.XMLDocumentFragmentScannerImpl$Dispatcher,interface,true,true,false,false,false,false,df249ebabd134d4e04d954bfa4d1af72dce564e4fde6bc92b55586a3c371fa6b,c01b5d0814644163997d4dc8a2fac741adf94cea86d90b3172d136dde28bc0b2,1,1,true,true,0,0,0,0,0,0,0,0,0,0,0,no_concrete_body,A,none,Soot method rows=0; concrete rows=0. javap resolved=true; declared concrete methods=0; abstract/native=1. Local-variable debug metadata is not present in the Soot method_bodies.csv schema; no local names were fabricated. All declared methods are abstract/native or the class has no declared concrete method body.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2,false,not_applicable_no_concrete_body,true,true
xerces,org.apache.xerces.impl.XMLEntityDescription,org.apache.xerces.impl.XMLEntityDescription,interface,true,true,false,false,false,false,ef57563c066190f1b24df4e576d05ea7888374d1f3a8395ddd6feb1d604ed7a0,22a552b843e0ce798aba8def0c2a246416746b77144dc9b9084ac8ba002a040d,2,2,true,true,0,0,0,0,0,0,0,0,0,0,0,no_concrete_body,A,none,Soot method rows=0; concrete rows=0. javap resolved=true; declared concrete methods=0; abstract/native=2. Local-variable debug metadata is not present in the Soot method_bodies.csv schema; no local names were fabricated. All declared methods are abstract/native or the class has no declared concrete method body.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2,false,not_applicable_no_concrete_body,true,true
xerces,org.apache.xerces.impl.XMLEntityHandler,org.apache.xerces.impl.XMLEntityHandler,interface,true,true,false,false,false,false,e28b05cae27bdb917f1337e42bd84cb724eb31740214f758dbf567d81e00400b,9a5e541a55f2d244ad36d768f7b675a5bff48cc3793dd59f678fb69920602048,2,2,true,true,0,0,0,0,0,0,0,0,0,0,0,no_concrete_body,A,none,Soot method rows=0; concrete rows=0. javap resolved=true; declared concrete methods=0; abstract/native=2. Local-variable debug metadata is not present in the Soot method_bodies.csv schema; no local names were fabricated. All declared methods are abstract/native or the class has no declared concrete method body.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2,false,not_applicable_no_concrete_body,true,true
xerces,org.apache.xerces.impl.dtd.XMLContentSpec$Provider,org.apache.xerces.impl.dtd.XMLContentSpec$Provider,interface,true,true,false,false,false,false,066e9dd7aebb19a97a4b65f46a8b6dba2805e3a4b154db6058cd4e80fab5b915,754f7afc848366f1f6030af1ccf8cd47f448f9a5cb8cc9727bc7c3b446f7cafb,1,1,true,true,0,0,0,0,0,0,0,0,0,0,0,no_concrete_body,A,none,Soot method rows=0; concrete rows=0. javap resolved=true; declared concrete methods=0; abstract/native=1. Local-variable debug metadata is not present in the Soot method_bodies.csv schema; no local names were fabricated. All declared methods are abstract/native or the class has no declared concrete method body.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2,false,not_applicable_no_concrete_body,true,true
xerces,org.apache.xerces.impl.dtd.XMLDTDValidatorFilter,org.apache.xerces.impl.dtd.XMLDTDValidatorFilter,interface,true,true,false,false,false,false,52b6dba239557d6c90b98b07655d2680824c092424aeff198b9bbe99f4103fd7,c89e764926d39bc56f6afbd1afe676e038b83e900f7c9fe62c8a953b4ad42712,2,2,true,true,0,0,0,0,0,0,0,0,0,0,0,no_concrete_body,A,none,Soot method rows=0; concrete rows=0. javap resolved=true; declared concrete methods=0; abstract/native=2. Local-variable debug metadata is not present in the Soot method_bodies.csv schema; no local names were fabricated. All declared methods are abstract/native or the class has no declared concrete method body.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2,false,not_applicable_no_concrete_body,true,true
xerces,org.apache.xerces.impl.dtd.models.ContentModelValidator,org.apache.xerces.impl.dtd.models.ContentModelValidator,interface,true,true,false,false,false,false,28400fcffb9c4d1a2a8dd158eeab3ca94c363b159c595a765eeb59cfb12a1e43,ed0e4df3401d503a378231a9076d3d035eba9e51b914a5fff6610976f083e3ca,1,1,true,true,0,0,0,0,0,0,0,0,0,0,0,no_concrete_body,A,none,Soot method rows=0; concrete rows=0. javap resolved=true; declared concrete methods=0; abstract/native=1. Local-variable debug metadata is not present in the Soot method_bodies.csv schema; no local names were fabricated. All declared methods are abstract/native or the class has no declared concrete method body.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2,false,not_applicable_no_concrete_body,true,true
xerces,org.apache.xerces.impl.dv.DatatypeValidator,org.apache.xerces.impl.dv.DatatypeValidator,interface,true,true,false,false,false,false,2fb6568ca2760d165b9cb376df54f8167532c8e1aa46543b565597cf84148736,a55e1547fc59e57fd91f0efcddeabbb1067f389721e058987ed446488fef328f,1,1,true,true,0,0,0,0,0,0,0,0,0,0,0,no_concrete_body,A,none,Soot method rows=0; concrete rows=0. javap resolved=true; declared concrete methods=0; abstract/native=1. Local-variable debug metadata is not present in the Soot method_bodies.csv schema; no local names were fabricated. All declared methods are abstract/native or the class has no declared concrete method body.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2,false,not_applicable_no_concrete_body,true,true
xerces,org.apache.xerces.impl.dv.ValidationContext,org.apache.xerces.impl.dv.ValidationContext,interface,true,true,false,false,false,false,6f737788cf7fd17cf985e896b6dd8fd365f61c25ac99269a6231e70016fd525c,4971dfd0fe39e217a41f8e8afffd3bacd369af50c24ec049e0b39fdb9d96fe01,12,12,true,true,0,0,0,0,0,0,0,0,0,0,0,no_concrete_body,A,none,Soot method rows=0; concrete rows=0. javap resolved=true; declared concrete methods=0; abstract/native=12. Local-variable debug metadata is not present in the Soot method_bodies.csv schema; no local names were fabricated. All declared methods are abstract/native or the class has no declared concrete method body.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2,false,not_applicable_no_concrete_body,true,true
xerces,org.apache.xerces.impl.dv.XSSimpleType,org.apache.xerces.impl.dv.XSSimpleType,interface,true,true,false,false,false,false,3cad5624d6442dad2efdb08ea46daad33619a3ca5f9658329206b70b9bcbe733,881d38feed8c100b991f5b53133e069bad53429d7217d6ff310f6946ed863716,8,8,true,true,0,0,0,0,0,0,0,0,0,0,0,no_concrete_body,A,none,Soot method rows=0; concrete rows=0. javap resolved=true; declared concrete methods=0; abstract/native=8. Local-variable debug metadata is not present in the Soot method_bodies.csv schema; no local names were fabricated. All declared methods are abstract/native or the class has no declared concrete method body.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2,false,not_applicable_no_concrete_body,true,true
xerces,org.apache.xerces.impl.validation.EntityState,org.apache.xerces.impl.validation.EntityState,interface,true,true,false,false,false,false,f31f802b0bb7bfcb230ed7bc48a914ae1fa3882b0a8036c810ce2e84a19e7d29,8966ba6b3f8b8ca50cb0866a1da6c62ca1daf9385c751cdcd3a6f6089e50bf0d,2,2,true,true,0,0,0,0,0,0,0,0,0,0,0,no_concrete_body,A,none,Soot method rows=0; concrete rows=0. javap resolved=true; declared concrete methods=0; abstract/native=2. Local-variable debug metadata is not present in the Soot method_bodies.csv schema; no local names were fabricated. All declared methods are abstract/native or the class has no declared concrete method body.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2,false,not_applicable_no_concrete_body,true,true
xerces,org.apache.xerces.impl.xs.XSElementDeclHelper,org.apache.xerces.impl.xs.XSElementDeclHelper,interface,true,true,false,false,false,false,9a69ad8b38911f1e5e4fa609f66d142393b363a5a54bcdc7af2203b553680539,8e1933f6137717699b9b931b6b1cbb2a15f633bf3c93dbb2c2e6e14528863797,1,1,true,true,0,0,0,0,0,0,0,0,0,0,0,no_concrete_body,A,none,Soot method rows=0; concrete rows=0. javap resolved=true; declared concrete methods=0; abstract/native=1. Local-variable debug metadata is not present in the Soot method_bodies.csv schema; no local names were fabricated. All declared methods are abstract/native or the class has no declared concrete method body.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2,false,not_applicable_no_concrete_body,true,true
xerces,org.apache.xerces.impl.xs.identity.FieldActivator,org.apache.xerces.impl.xs.identity.FieldActivator,interface,true,true,false,false,false,false,18aa2be551cb9ff50fd019423759c445690b15688643bea3eac2a2246ad3f5c8,9f0cf7bac5796f1b3f74873ddde76c0089cd6230c0870819e96837bad510387e,3,3,true,true,0,0,0,0,0,0,0,0,0,0,0,no_concrete_body,A,none,Soot method rows=0; concrete rows=0. javap resolved=true; declared concrete methods=0; abstract/native=3. Local-variable debug metadata is not present in the Soot method_bodies.csv schema; no local names were fabricated. All declared methods are abstract/native or the class has no declared concrete method body.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2,false,not_applicable_no_concrete_body,true,true
xerces,org.apache.xerces.impl.xs.identity.ValueStore,org.apache.xerces.impl.xs.identity.ValueStore,interface,true,true,false,false,false,false,7f05a7ef78cc1325e98c49853411f82ead9cd81f14751558b4616b2539b586a9,bc1b724703944a72501be12da7d6d3c814c1ce6fdfecb0f134844668edf52545,2,2,true,true,0,0,0,0,0,0,0,0,0,0,0,no_concrete_body,A,none,Soot method rows=0; concrete rows=0. javap resolved=true; declared concrete methods=0; abstract/native=2. Local-variable debug metadata is not present in the Soot method_bodies.csv schema; no local names were fabricated. All declared methods are abstract/native or the class has no declared concrete method body.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2,false,not_applicable_no_concrete_body,true,true
xerces,org.apache.xerces.impl.xs.models.XSCMValidator,org.apache.xerces.impl.xs.models.XSCMValidator,interface,true,true,false,false,false,false,fcc7711828fa6f2e46c13d457043819b0751d8542b5b553470533d08a3721b27,e9bdb0e3d87afab92872eaf38784360a4f7cc4dcba069ecd266eff1ac4151a6a,8,8,true,true,0,0,0,0,0,0,0,0,0,0,0,no_concrete_body,A,none,Soot method rows=0; concrete rows=0. javap resolved=true; declared concrete methods=0; abstract/native=8. Local-variable debug metadata is not present in the Soot method_bodies.csv schema; no local names were fabricated. All declared methods are abstract/native or the class has no declared concrete method body.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2,false,not_applicable_no_concrete_body,true,true
xerces,org.apache.xerces.impl.xs.traversers.XSDHandler$1,org.apache.xerces.impl.xs.traversers.XSDHandler$1,class,false,false,false,false,true,true,06df206939e31b78275d51cfb1aa5905e762ddf74c8194f4915bf7801ebab1c4,debbe81d7fe8dee4dfdaf34e0486dd744abbe391896953cab7f197fd1f0b6c58,0,0,true,true,0,0,0,0,0,0,0,0,0,0,0,generated_or_template_equivalent,C,none,Soot method rows=0; concrete rows=0. javap resolved=true; declared concrete methods=0; abstract/native=0. Local-variable debug metadata is not present in the Soot method_bodies.csv schema; no local names were fabricated. Compiler-synthetic class naming/ACC_SYNTHETIC evidence supports generated/template classification.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2,false,not_applicable_no_concrete_body,true,true
xerces,org.apache.xerces.jaxp.JAXPConstants,org.apache.xerces.jaxp.JAXPConstants,interface,true,true,false,false,false,false,8c3fd9c5144354dd87591600e0f7fd9d7b1315527a2eeee32bbe7bb5f91b5993,40aa4bb389e3d73b208c62c3d6f9133dc76c80aeccd660e0b2176963c2baa94b,0,0,true,true,0,0,0,0,0,0,0,0,0,0,0,no_concrete_body,A,none,Soot method rows=0; concrete rows=0. javap resolved=true; declared concrete methods=0; abstract/native=0. Local-variable debug metadata is not present in the Soot method_bodies.csv schema; no local names were fabricated. All declared methods are abstract/native or the class has no declared concrete method body.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2,false,not_applicable_no_concrete_body,true,true
xerces,org.apache.xerces.jaxp.datatype.XMLGregorianCalendarImpl$1,org.apache.xerces.jaxp.datatype.XMLGregorianCalendarImpl$1,class,false,false,false,false,true,true,40f8bc9e33aaafaf785738b5fc05f2c2b704b33c0d176e61c89eaa79329417c0,6244194550725d0cf69b91460434d33e8d53c1dd962b52add7c2812b045ed3e2,0,0,true,true,0,0,0,0,0,0,0,0,0,0,0,generated_or_template_equivalent,C,none,Soot method rows=0; concrete rows=0. javap resolved=true; declared concrete methods=0; abstract/native=0. Local-variable debug metadata is not present in the Soot method_bodies.csv schema; no local names were fabricated. Compiler-synthetic class naming/ACC_SYNTHETIC evidence supports generated/template classification.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2,false,not_applicable_no_concrete_body,true,true
xerces,org.apache.xerces.jaxp.validation.DOMDocumentHandler,org.apache.xerces.jaxp.validation.DOMDocumentHandler,interface,true,true,false,false,false,false,fe39a62c4d16243b4871788327868dcc949f11791cd68f088fa2a50604fd7bc0,dc43f7099ce9962d09f5c2fcac90992957cb522c4994508f7ddf86d71d4709de,7,7,true,true,0,0,0,0,0,0,0,0,0,0,0,no_concrete_body,A,none,Soot method rows=0; concrete rows=0. javap resolved=true; declared concrete methods=0; abstract/native=7. Local-variable debug metadata is not present in the Soot method_bodies.csv schema; no local names were fabricated. All declared methods are abstract/native or the class has no declared concrete method body.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2,false,not_applicable_no_concrete_body,true,true
xerces,org.apache.xerces.jaxp.validation.StAXDocumentHandler,org.apache.xerces.jaxp.validation.StAXDocumentHandler,interface,true,true,false,false,false,false,686549a446505be56a731010a8b831348d2e806cc889156ac3b73119d8acbf4b,510de4e0ea0ce5ef3c2e906f16ba0f0b7ec49393e3258fdd1da7a4e9724da9a0,15,15,true,true,0,0,0,0,0,0,0,0,0,0,0,no_concrete_body,A,none,Soot method rows=0; concrete rows=0. javap resolved=true; declared concrete methods=0; abstract/native=15. Local-variable debug metadata is not present in the Soot method_bodies.csv schema; no local names were fabricated. All declared methods are abstract/native or the class has no declared concrete method body.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2,false,not_applicable_no_concrete_body,true,true
xerces,org.apache.xerces.jaxp.validation.ValidatorHandlerImpl$1,org.apache.xerces.jaxp.validation.ValidatorHandlerImpl$1,class,false,false,false,false,true,true,a187539ccb3ce31a47f95b4e11dbb2e047f13859e54473e3f7b1b534c69d118a,df8cb3094e15b2558f2539e8d773ad93a858d303374c669875a33ed8ce44ff10,0,0,true,true,0,0,0,0,0,0,0,0,0,0,0,generated_or_template_equivalent,C,none,Soot method rows=0; concrete rows=0. javap resolved=true; declared concrete methods=0; abstract/native=0. Local-variable debug metadata is not present in the Soot method_bodies.csv schema; no local names were fabricated. Compiler-synthetic class naming/ACC_SYNTHETIC evidence supports generated/template classification.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2,false,not_applicable_no_concrete_body,true,true
xerces,org.apache.xerces.jaxp.validation.ValidatorHelper,org.apache.xerces.jaxp.validation.ValidatorHelper,interface,true,true,false,false,false,false,3a962a0fe9a25ad150564716650c1e138e273cd5c3c5060416b5c27493ae00f3,78f9bb377d081343e15f340520ef5d2becb5c273298c2725272571c9b75ee95c,1,1,true,true,0,0,0,0,0,0,0,0,0,0,0,no_concrete_body,A,none,Soot method rows=0; concrete rows=0. javap resolved=true; declared concrete methods=0; abstract/native=1. Local-variable debug metadata is not present in the Soot method_bodies.csv schema; no local names were fabricated. All declared methods are abstract/native or the class has no declared concrete method body.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2,false,not_applicable_no_concrete_body,true,true
xerces,org.apache.xerces.jaxp.validation.XSGrammarPoolContainer,org.apache.xerces.jaxp.validation.XSGrammarPoolContainer,interface,true,true,false,false,false,false,5bcafd99800c7061bb0360cdadd0be2441d888cb275eeb6a6de51df208433900,3cae818170d3b637fba8869030288a780bc03b738969d5ddf596f71ccc299d81,3,3,true,true,0,0,0,0,0,0,0,0,0,0,0,no_concrete_body,A,none,Soot method rows=0; concrete rows=0. javap resolved=true; declared concrete methods=0; abstract/native=3. Local-variable debug metadata is not present in the Soot method_bodies.csv schema; no local names were fabricated. All declared methods are abstract/native or the class has no declared concrete method body.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2,false,not_applicable_no_concrete_body,true,true
xerces,org.apache.xerces.parsers.DOMParserImpl$1,org.apache.xerces.parsers.DOMParserImpl$1,class,false,false,false,false,true,true,94e25f24ccfff049692f565b0c626ac93e16da8f247456abd4e683761a341db8,22d65803340a842bc2ad097026e98fc6469ab9abb454aec62c5d193760344204,0,0,true,true,0,0,0,0,0,0,0,0,0,0,0,generated_or_template_equivalent,C,none,Soot method rows=0; concrete rows=0. javap resolved=true; declared concrete methods=0; abstract/native=0. Local-variable debug metadata is not present in the Soot method_bodies.csv schema; no local names were fabricated. Compiler-synthetic class naming/ACC_SYNTHETIC evidence supports generated/template classification.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2,false,not_applicable_no_concrete_body,true,true
xerces,org.apache.xerces.parsers.XML11Configurable,org.apache.xerces.parsers.XML11Configurable,interface,true,true,false,false,false,false,ebaa21c21799d47bac80277d4a6e512b0bebae07dcf9d856843334f9b643666c,d9152410b63a56ce2b797c3ac41c675390de1512ca56ae5c742450d0fbf5420f,0,0,true,true,0,0,0,0,0,0,0,0,0,0,0,no_concrete_body,A,none,Soot method rows=0; concrete rows=0. javap resolved=true; declared concrete methods=0; abstract/native=0. Local-variable debug metadata is not present in the Soot method_bodies.csv schema; no local names were fabricated. All declared methods are abstract/native or the class has no declared concrete method body.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2,false,not_applicable_no_concrete_body,true,true
xerces,org.apache.xerces.util.MessageFormatter,org.apache.xerces.util.MessageFormatter,interface,true,true,false,false,false,false,da80b3ed70a2c52dccdbe87bf4318498ffdda2fd252fba634c2b395774867477,f8b328626ef0d2b189e0c2c824f9ce71e2be1377dbcb72d8737f633e8a773eac,1,1,true,true,0,0,0,0,0,0,0,0,0,0,0,no_concrete_body,A,none,Soot method rows=0; concrete rows=0. javap resolved=true; declared concrete methods=0; abstract/native=1. Local-variable debug metadata is not present in the Soot method_bodies.csv schema; no local names were fabricated. All declared methods are abstract/native or the class has no declared concrete method body.,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2,false,not_applicable_no_concrete_body,true,true
