subject,algorithm,graph_type,cluster_count,modularity,average_cluster_size,max_cluster_size,min_cluster_size,max_cluster_ratio,singleton_ratio,internal_external_edge_ratio,internal_edge_weight_ratio
daytrader,leiden,ssa,12,0.3295751962019364,4.416666666666667,14,1,0.2641509433962264,0.07547169811320754,1.1487179487179486,0.5346062052505967
