seed,source_directory,status,implementation_commit,execution_head,config_sha256,semantic_graph_sha256,runtime_seconds,population_size,generations,front_4d_size,projected_front_size,projected_hv,selected_solution_id,selected_cluster_count,selected_f_semantic,f_semantic_min,f_semantic_mean,f_semantic_max,f_semantic_std,redundancy_spearman_rho,validation_pass,seed_artifact_aggregate_sha256,run_metadata_sha256,run_log_sha256,pareto_front_4d_sha256,projected_front_3d_sha256,partition_labels_sha256,selected_solution_artifact_sha256,projected_hv_artifact_sha256,redundancy_artifact_sha256
20,results/xerces/04_stage3_semantic/formal/seed_20,valid,f47a2d34a3e63dd4a4f6320ed6186080e27c3f21,f47a2d34a3e63dd4a4f6320ed6186080e27c3f21,eddbb3674dacabfac2925f4ef6887bb86c9030f629a231230d6a889e1c28cc27,ab6fc959bfe41ce46fbcfcbbec083a89b7db9d7d302b96877183ff3c8c2a3be9,70.05382537492551,100,100,100,81,0.14830309787509405,seed20_solution012,29,0.3936210469816051,0.3801934350168248,0.6742151812632813,0.98165978450167,0.1628889291828084,0.9303570357035702,True,752b6ba2c02aacc875003bf696f497a0468861c29a530a0f76a88f8bbda10022,a46d3857acdca8d202a1a3bfdb89a93fc57da3ed310d33692972079ba44014d2,bfbf47d1d8cf93909f353f4265fa6d8f621cf7dbe31ab771ce1334ebe22f71b0,f50c4a3fb77ea2164bf5fc7a099bbd93f06ff64d9b26eb34e9b17898e8afad8b,5d8b48b480b511b66207586376383f0affc95132e3ef03d0939b52eb072df9f4,ba3a1bd864507ae961b689faa6ec7f5b99c010a6232a1c7e74b62ccc3705cbe4,e0e281bc66eb14c99d9b302b7cea8179b949644178000b3cea30a60d91de270f,19b5a2c7bdbaaf623ae132df4686478bb1b00f66861862fd0d1fdd06826f2b75,430c150571e5f3a3b3940b4891c11377458f70cc8d9ae356c2aa49c3fb8850a7
21,results/xerces/04_stage3_semantic/formal/seed_21,valid,f47a2d34a3e63dd4a4f6320ed6186080e27c3f21,f47a2d34a3e63dd4a4f6320ed6186080e27c3f21,eddbb3674dacabfac2925f4ef6887bb86c9030f629a231230d6a889e1c28cc27,ab6fc959bfe41ce46fbcfcbbec083a89b7db9d7d302b96877183ff3c8c2a3be9,70.19759049999993,100,100,100,90,0.13188061161718395,seed21_solution011,31,0.3891218500753203,0.383978910178026,0.6776735305062702,0.954429735391312,0.1568151366652523,0.9296249624962495,True,5e5b7b278b6d00985648c8071b649c04d41274d518de5bf7e1671ad1e1f78459,1485cd717ca514d4a73a3f065b825c8a4244aa5d653f20d2986bf23f0a480824,71a6cb5a76a383f0901474934420cfa690fe5c38dcc7ebc7c25ce128d718e6ae,6b44b1866bed3e24b3f55fcbff110ce35b4acc763fc6ecc3bff8cdb1b81e2a7b,e1d629d3fd20ad88e481cdcb1d390bbd55ce4c4d06c10cb2609d1df90b9e6503,f6025c78ab3d488c6c3e79b05bef700337a4184541673725fb2b2c39cd69095e,459b48bf41fa2a538e7e34549fb8a56b5464bb8b3eb4c2a877d2f34d80df8250,794f2a28a6f0e5777c372fdcae050ea75f04dd080ecb8cb06486bec3b5738f74,be277efee6c3903ae9f2a0d2d75702935e96fca12a3346c8076e18e5d7cbe479
22,results/xerces/04_stage3_semantic/formal/seed_22,valid,f47a2d34a3e63dd4a4f6320ed6186080e27c3f21,f47a2d34a3e63dd4a4f6320ed6186080e27c3f21,eddbb3674dacabfac2925f4ef6887bb86c9030f629a231230d6a889e1c28cc27,ab6fc959bfe41ce46fbcfcbbec083a89b7db9d7d302b96877183ff3c8c2a3be9,68.93561120796949,100,100,100,82,0.13458140701902777,seed22_solution014,31,0.3799995976029379,0.3799995976029379,0.6915692990767132,0.9741796841003344,0.165899962291518,0.9324932493249323,True,c0baaa1d4d794cdf0a968ef709701d72bc19307565179f9930608014fe6080ed,ce5b3234c3ceaf96a903ff01c9a590a7a6260dcf87a16ad5e16c53fdfac35460,d3b100efe99cb69ba22057c7e80ac247e68748a1b022c175570ca386f5f26f1c,029513683f14a2f7e9fc686d2d99effb3a5b716f7752f554e0334176899e16d2,80d3912306911b5c5e25c37517280549cd011a1650304c3276788c0758a3d16c,ee8d781c7e5d8d72bb7b68a2c584851912edc06879e3786bcf16958a4355073f,6fe3863241ba5c6dfb5590c418177b473e832f2fef4d0bce10503b1cf3251c1c,b4aba2eacfa55dd11166977ac78012e40e9dc6655bf78cf2169e54b0ed9d4313,52e57f00ec838594fcb9d8014f43b3e1f0c213b8257506c6611b5790a3559f41
23,results/xerces/04_stage3_semantic/formal/seed_23,valid,f47a2d34a3e63dd4a4f6320ed6186080e27c3f21,f47a2d34a3e63dd4a4f6320ed6186080e27c3f21,eddbb3674dacabfac2925f4ef6887bb86c9030f629a231230d6a889e1c28cc27,ab6fc959bfe41ce46fbcfcbbec083a89b7db9d7d302b96877183ff3c8c2a3be9,69.38677370897494,100,100,100,77,0.1254643960822302,seed23_solution017,31,0.3822686186449704,0.3822686186449704,0.6946320620251367,0.979413510661268,0.1521662296627951,0.9085143025160667,True,c46dcb1d8dd7813a5dd509dd9e1ab8dcf81f206e180538507872c6e3c23fd8ea,78a6b9bf2a59f356007ed5abd92fc7857e6e1cf847520b85e5fe58329cc1f4b0,9ab088e44e4a2604c2f97661a4e32618a8b293ca0ef9e724d5048e773644f1a1,94bcfb0267063b054777dee4fc39fb20f4de37b90ceb5c1d7788664b9a2f706f,184c091f69b91957d18de4aad1287197e6bad229b2f35b35ba75506d3937d0d6,833638b638f6a5b1755d9967fb9d0f5065d1ceff04357e9ad63ba7a335be5a13,e460834b6bc5264809332f187ada6192fad1943f372879769f36bf8d7cbfadbf,497e26f53505741e6e26eb72ad565bd3898d553c2259597b5467224f4f347fdb,d867eb5130cb6846f363ac7ca04fa0b1d38052c2ffe4dee956441fee90f16def
24,results/xerces/04_stage3_semantic/formal/seed_24,valid,f47a2d34a3e63dd4a4f6320ed6186080e27c3f21,f47a2d34a3e63dd4a4f6320ed6186080e27c3f21,eddbb3674dacabfac2925f4ef6887bb86c9030f629a231230d6a889e1c28cc27,ab6fc959bfe41ce46fbcfcbbec083a89b7db9d7d302b96877183ff3c8c2a3be9,68.98781312501524,100,100,100,83,0.12731280735011563,seed24_solution018,31,0.382064010770885,0.382064010770885,0.6789624188927987,0.973693475366106,0.16142965000432474,0.8981305074463088,True,18c55c704ec2081bdc5a6232e7964c19574e793b8b123753bf452807237a79f7,40cdf4df0677aae19b40a0916ab927da91e49a28a61c5c3f8d40a8e80d58f5d7,5ec02016bbf4b34f0d53d6bcd0d9cde3d42ebf1aa05824784631c79c0246d771,6becad6af0befea2e2d93bfdcdbff448e49b8c0fd512e6d2187c5eedbc821017,16b356b40ded3fd480508fdd6f15a1f496d45de58c1f10f74b6e9b154835f023,f21a1a23458658d2d0ca7d1d98b68f930ee4179355a270caba6b1c37e6504226,c481a699d159d6bf009f223ef18247cab2114b0826aa4dc362e76176956a7ca4,85b0d706eefb5ff714830edb3994a987abcf9cfa7f77733e14398ce74a218407,e53170c466bdae0183ff4b3ea0614954a1278eacc36721eb4261b6d7205e639c
25,results/xerces/04_stage3_semantic/formal/seed_25,valid,f47a2d34a3e63dd4a4f6320ed6186080e27c3f21,f47a2d34a3e63dd4a4f6320ed6186080e27c3f21,eddbb3674dacabfac2925f4ef6887bb86c9030f629a231230d6a889e1c28cc27,ab6fc959bfe41ce46fbcfcbbec083a89b7db9d7d302b96877183ff3c8c2a3be9,68.7097520410316,100,100,100,89,0.1403191803800426,seed25_solution016,31,0.3820770169557673,0.3820770169557673,0.6787201301496835,0.9795073561128984,0.16428026488495956,0.9065160907219355,True,1e92b2c878bcc725d136077a27841d5bf2ba49295e21aac4225a8eae776334c7,83fc21950db1944fa8af3e8cf436805dbde82f8b1ef2da9cb0ae5b8575e2a7c1,9f184b5a57446b467cd10b89226fd5e6dfd631dabf8ed29db67a1d996a300863,00cfb92b620751278f7bf2bd0d3f552b4b343df593a5570857171547059ead45,ee7d83ad1795a8400db36e7c4ac3409ed00588711fa15444334863eb4e0c5b45,13f793eb1a166de079aabaf05e93d183dc17c770e4189506b1a0ccfb7de8d6b3,c27065a980414b9846d5fd5ee4270f27c15268d1b6421943f7988b38b45374bf,370e3d5500d9d22f4b9d458c4903f322871d8280bc63df29159a6a7ff8438063,8d805db8c3097578548b9576aca7f107a19af092e2a6f71974704bb2cf8a8b52
26,results/xerces/04_stage3_semantic/formal/seed_26,valid,f47a2d34a3e63dd4a4f6320ed6186080e27c3f21,f47a2d34a3e63dd4a4f6320ed6186080e27c3f21,eddbb3674dacabfac2925f4ef6887bb86c9030f629a231230d6a889e1c28cc27,ab6fc959bfe41ce46fbcfcbbec083a89b7db9d7d302b96877183ff3c8c2a3be9,68.87649354094174,100,100,100,87,0.12272416948041764,seed26_solution014,30,0.3803591870127731,0.3803591870127731,0.6788934355375233,0.980317852047724,0.15999265289209455,0.9325468499828857,True,dd3e55e9349f0b2c086103c9055105ee65db573c928f3a91e53d794883fe3344,56320413397072e897636562415edc635fbfa0a6ecb2bf99c03605200535107c,2771a4fb0d57a9c51c294c47b22cb03b07a7b05deec3eacfd913d7cdd7704a1a,d2c3fb5259d2e1169736a18e89d400bc64a15178f7b1b8886e6ace652b382823,95211a71cbcbb74f5f7167b127dc6dde5643a02ff67e6c7f7b71cfb3ceecb950,f62c7ccc1450736e1c1d8e5b057bba99a3fd4a2c7916b1a8ebfdfd4f073582aa,7b740b7d8ccc79a287959e02d7127a2f60657628e01361073ac845628c33fff3,924374af016a1a19526f7320c790652f4765d9a0e75b0412a83d402da5ecd37c,2e709a0df73725d80989d17f5b1dc3d5e7b238016ef62140ed5bc4a7512e0c46
27,results/xerces/04_stage3_semantic/formal/seed_27,valid,f47a2d34a3e63dd4a4f6320ed6186080e27c3f21,f47a2d34a3e63dd4a4f6320ed6186080e27c3f21,eddbb3674dacabfac2925f4ef6887bb86c9030f629a231230d6a889e1c28cc27,ab6fc959bfe41ce46fbcfcbbec083a89b7db9d7d302b96877183ff3c8c2a3be9,68.9253333749948,100,100,100,85,0.13993408634723126,seed27_solution002,31,0.3839798991466712,0.3801065525129582,0.6890291236915723,0.9822435382066154,0.16786203125296595,0.9803749786272107,True,6e6edc9607ab2e34ba1cc0eeb4858e2f611a4a39c6c0713e60c4be4eed58aca2,47e82df358c3cf1cdd4fa3c50439264ff830899381983e5547ee319a63867b6e,83b31a7cd5ff4bdb1f83debfd3d0226d1c9dc41cb5898247ba3e1c17dd521501,b2a67d7cece63a0cdf4a02ce1f5868f0d3e69c304c2626702c5ca293d9198b38,9e2cfcc055bc8ba8b432816fa5f034842de874b222699ec80698f1f8a8cc3711,b6216b8d31d9c02787528653a46a4fd921fd042216b2d975b39950269747e247,579d74033b327a9accb164a405a395f66f0d13c544252e06ecddfccab2bcfd05,893bf51b9a3f8b6b5f9c8d50796a4af193cf966c29a28d55e09fc2471925d68a,8800496c12c84cad1c58ca0e7f6053421f141b805fa97c0f1547afd46c6ca317
28,results/xerces/04_stage3_semantic/formal/seed_28,valid,f47a2d34a3e63dd4a4f6320ed6186080e27c3f21,f47a2d34a3e63dd4a4f6320ed6186080e27c3f21,eddbb3674dacabfac2925f4ef6887bb86c9030f629a231230d6a889e1c28cc27,ab6fc959bfe41ce46fbcfcbbec083a89b7db9d7d302b96877183ff3c8c2a3be9,70.02913708309643,100,100,100,89,0.12538292703752243,seed28_solution013,31,0.381401589474942,0.381401589474942,0.6976205397740101,0.9780266365992464,0.15562435882355583,0.9477824649412836,True,89145dcaa73c756c0feb8fd28fb4a41118eb3603086255075b6fd67ae3f99a6d,76dff1323c1146aeefc3ff6c0724472698433246d23059df30eea8ad263e4ef4,cc73c75aaa06e9ae0c5f348ca790d46f78497af92c21d1050131637c16d66fcd,b46d6d0ff44f408dbdb8d3eb99033747e68e9bd6d5d29085afdad07c849c7428,51815557fbef40f305fca5f6699763fb08d7bc2ab6390d137dd0020dab6a4e75,e23dfc079776eb1190445f695a00ee9495d7dbcc43750f6a32333560daf16e46,56843a81998598dd64f5a0e380c5f19eda8ef000a09af9ccfdd3dfa74255fde1,aa95c1b8fbf0e27e29be1292f3b968ae865a1a25e058fe155463a76f0397ac18,68d1162163e7d6380fcdc4d18edbe5caab08ecf3e7935f931e770f0f2fb95558
29,results/xerces/04_stage3_semantic/formal/seed_29,valid,f47a2d34a3e63dd4a4f6320ed6186080e27c3f21,f47a2d34a3e63dd4a4f6320ed6186080e27c3f21,eddbb3674dacabfac2925f4ef6887bb86c9030f629a231230d6a889e1c28cc27,ab6fc959bfe41ce46fbcfcbbec083a89b7db9d7d302b96877183ff3c8c2a3be9,68.84082349995151,100,100,100,84,0.13182926997707065,seed29_solution011,30,0.3839798991466712,0.3826460377044871,0.6697271889145973,0.9704307843860338,0.1674305417298225,0.9177372801682189,True,c509a4cd15be66601b7d086d0997e29eb5925cee1e5aec4347a77424cc7ebb9c,9323d91c9f8046477e1fb78c291621b7cff6383c3865c51b162e7f05e232fc66,97d7764320dc14c73d0ac51e0d2dad5f277306c4f6c4b7a99b0c3cb79523e285,bce2e6f8eaab230aae84dc66651edf414d59f86a747af4ee30e663878b944d95,b266d68ca484b0fab3ccd900e3ff7328e1bcc71ec7eaae9306e08466812cd45f,f07e4b89bdb301406d5c7530da14f6ac579a2dbc9786e42c3107ac921e9e9155,bf0117a765df6390c9ba6294832f1ddd2a2088df782a5a64d5249e305bb46fc9,c3bcc163d824b9e2536b5117616e9b1f6b409fc75ea0838a1624384b5b084aab,8f3992c1a1257d5dbdeb0639533d2b115ca51bd2805a13912221f109ee06b10a
