subject,seed,stage2_result_dir,stage3_result_dir,stage2_hv,stage3_projected_hv,delta_hv,stage2_selected_solution_id,stage3_selected_solution_id,stage2_selected_semantic_cut,stage3_selected_semantic_cut,delta_semantic_cut,stage3_coupling_semantic_rho,stage2_coupling,stage3_coupling,stage2_cohesion,stage3_cohesion,stage2_imbalance,stage3_imbalance,stage2_weighted_modularity,stage3_weighted_modularity,stage2_internal_edge_weight_ratio,stage3_internal_edge_weight_ratio,stage2_internal_external_edge_ratio,stage3_internal_external_edge_ratio,stage2_cluster_count,stage3_cluster_count,stage2_average_cluster_size,stage3_average_cluster_size,stage2_max_cluster_size,stage3_max_cluster_size,stage2_min_cluster_size,stage3_min_cluster_size,stage2_max_cluster_ratio,stage3_max_cluster_ratio,stage2_singleton_ratio,stage3_singleton_ratio,stage2_cluster_size_cv,stage3_cluster_size_cv,stage2_mojofm_vs_reference,stage3_mojofm_vs_reference,stage2_pairwise_precision,stage3_pairwise_precision,stage2_pairwise_recall,stage3_pairwise_recall,stage2_pairwise_f1,stage3_pairwise_f1,stage2_ari_vs_reference,stage3_ari_vs_reference,stage2_nmi_vs_reference,stage3_nmi_vs_reference,stage2_reference_coverage_ratio,stage3_reference_coverage_ratio,delta_coupling,delta_cohesion,delta_imbalance,delta_weighted_modularity,delta_internal_edge_weight_ratio,delta_internal_external_edge_ratio,delta_max_cluster_ratio,delta_singleton_ratio,delta_cluster_size_cv,delta_cluster_count,delta_average_cluster_size,delta_max_cluster_size,delta_min_cluster_size
jpetstore,0,results/jpetstore/03_stage2_nsga/robustness_final_30seeds/seed_00,results/jpetstore/04_stage3_semantic/validation/seed_00,0.40787796639549129,0.38086979683420186,-0.02700816956128943,seed0_solution000,seed0_solution000,0.59878563847962096,0.59878563847962096,0,0.11420735715051444,0.25185185185185183,0.25185185185185183,5.477380952380952,5.477380952380952,0.2041241452319314,0.20412414523193148,0.44206980643194649,0.44206980643194654,0.74814814814814812,0.74814814814814812,2.9705882352941178,2.9705882352941178,4,4,6,6,7,7,4,4,0.29166666666666669,0.29166666666666669,0,0,0.2041241452319314,0.20412414523193148,,,,,,,,,,,,,,,0,0,8.3266726846886741e-17,5.5511151231257827e-17,0,0,0,0,8.3266726846886741e-17,0,0,0,0
jpetstore,1,results/jpetstore/03_stage2_nsga/robustness_final_30seeds/seed_01,results/jpetstore/04_stage3_semantic/formal/seed_01,0.40485147405653849,0.39355999460512836,-0.011291479451410125,seed1_solution000,seed1_solution000,0.59878563847962096,0.59878563847962096,0,0.2570222331083199,0.25185185185185183,0.25185185185185183,5.477380952380952,5.477380952380952,0.2041241452319314,0.20412414523193148,0.44206980643194649,0.44206980643194654,0.74814814814814812,0.74814814814814812,2.9705882352941178,2.9705882352941178,4,4,6,6,7,7,4,4,0.29166666666666669,0.29166666666666669,0,0,0.2041241452319314,0.20412414523193148,,,,,,,,,,,,,,,0,0,8.3266726846886741e-17,5.5511151231257827e-17,0,0,0,0,8.3266726846886741e-17,0,0,0,0
jpetstore,2,results/jpetstore/03_stage2_nsga/robustness_final_30seeds/seed_02,results/jpetstore/04_stage3_semantic/formal/seed_02,0.41042890000419896,0.37638464367502217,-0.034044256329176792,seed2_solution001,seed2_solution000,0.59878563847962096,0.59878563847962096,0,-0.17743590738750153,0.25185185185185183,0.25185185185185183,5.477380952380952,5.477380952380952,0.2041241452319314,0.20412414523193148,0.44206980643194649,0.44206980643194654,0.74814814814814812,0.74814814814814812,2.9705882352941178,2.9705882352941178,4,4,6,6,7,7,4,4,0.29166666666666669,0.29166666666666669,0,0,0.2041241452319314,0.20412414523193148,,,,,,,,,,,,,,,0,0,8.3266726846886741e-17,5.5511151231257827e-17,0,0,0,0,8.3266726846886741e-17,0,0,0,0
jpetstore,3,results/jpetstore/03_stage2_nsga/robustness_final_30seeds/seed_03,results/jpetstore/04_stage3_semantic/formal/seed_03,0.39642942616537363,0.39907997042047955,0.0026505442551059133,seed3_solution000,seed3_solution000,0.59878563847962096,0.59878563847962096,0,-0.12005077177653967,0.25185185185185183,0.25185185185185183,5.477380952380952,5.477380952380952,0.2041241452319314,0.20412414523193148,0.44206980643194649,0.44206980643194654,0.74814814814814812,0.74814814814814812,2.9705882352941178,2.9705882352941178,4,4,6,6,7,7,4,4,0.29166666666666669,0.29166666666666669,0,0,0.2041241452319314,0.20412414523193148,,,,,,,,,,,,,,,0,0,8.3266726846886741e-17,5.5511151231257827e-17,0,0,0,0,8.3266726846886741e-17,0,0,0,0
jpetstore,4,results/jpetstore/03_stage2_nsga/robustness_final_30seeds/seed_04,results/jpetstore/04_stage3_semantic/formal/seed_04,0.40378611234558714,0.37277963448459556,-0.031006477860991588,seed4_solution000,seed4_solution000,0.59878563847962096,0.59878563847962096,0,0.023101389334261296,0.25185185185185183,0.25185185185185183,5.477380952380952,5.477380952380952,0.2041241452319314,0.20412414523193148,0.44206980643194649,0.44206980643194654,0.74814814814814812,0.74814814814814812,2.9705882352941178,2.9705882352941178,4,4,6,6,7,7,4,4,0.29166666666666669,0.29166666666666669,0,0,0.2041241452319314,0.20412414523193148,,,,,,,,,,,,,,,0,0,8.3266726846886741e-17,5.5511151231257827e-17,0,0,0,0,8.3266726846886741e-17,0,0,0,0
jpetstore,5,results/jpetstore/03_stage2_nsga/robustness_final_30seeds/seed_05,results/jpetstore/04_stage3_semantic/formal/seed_05,0.39038945670391317,0.38604988298482579,-0.0043395737190873862,seed5_solution000,seed5_solution000,0.59878563847962096,0.59878563847962096,0,-0.22268230602758221,0.25185185185185183,0.25185185185185183,5.477380952380952,5.477380952380952,0.2041241452319314,0.20412414523193148,0.44206980643194649,0.44206980643194654,0.74814814814814812,0.74814814814814812,2.9705882352941178,2.9705882352941178,4,4,6,6,7,7,4,4,0.29166666666666669,0.29166666666666669,0,0,0.2041241452319314,0.20412414523193148,,,,,,,,,,,,,,,0,0,8.3266726846886741e-17,5.5511151231257827e-17,0,0,0,0,8.3266726846886741e-17,0,0,0,0
jpetstore,6,results/jpetstore/03_stage2_nsga/robustness_final_30seeds/seed_06,results/jpetstore/04_stage3_semantic/formal/seed_06,0.39815529664132226,0.37231181129388125,-0.02584348534744102,seed6_solution000,seed6_solution000,0.59878563847962096,0.59878563847962096,0,0.27603444726059678,0.25185185185185183,0.25185185185185183,5.477380952380952,5.477380952380952,0.2041241452319314,0.20412414523193148,0.44206980643194649,0.44206980643194654,0.74814814814814812,0.74814814814814812,2.9705882352941178,2.9705882352941178,4,4,6,6,7,7,4,4,0.29166666666666669,0.29166666666666669,0,0,0.2041241452319314,0.20412414523193148,,,,,,,,,,,,,,,0,0,8.3266726846886741e-17,5.5511151231257827e-17,0,0,0,0,8.3266726846886741e-17,0,0,0,0
jpetstore,7,results/jpetstore/03_stage2_nsga/robustness_final_30seeds/seed_07,results/jpetstore/04_stage3_semantic/formal/seed_07,0.38274836879224977,0.40107561226532779,0.018327243473078014,seed7_solution000,seed7_solution000,0.59878563847962096,0.59878563847962096,0,-0.0015452750612143082,0.25185185185185183,0.25185185185185183,5.477380952380952,5.477380952380952,0.2041241452319314,0.20412414523193148,0.44206980643194649,0.44206980643194654,0.74814814814814812,0.74814814814814812,2.9705882352941178,2.9705882352941178,4,4,6,6,7,7,4,4,0.29166666666666669,0.29166666666666669,0,0,0.2041241452319314,0.20412414523193148,,,,,,,,,,,,,,,0,0,8.3266726846886741e-17,5.5511151231257827e-17,0,0,0,0,8.3266726846886741e-17,0,0,0,0
jpetstore,8,results/jpetstore/03_stage2_nsga/robustness_final_30seeds/seed_08,results/jpetstore/04_stage3_semantic/formal/seed_08,0.40916193649272847,0.37932768283520862,-0.029834253657519849,seed8_solution000,seed8_solution000,0.59878563847962096,0.59878563847962096,0,0.12938108937436665,0.25185185185185183,0.25185185185185183,5.477380952380952,5.477380952380952,0.2041241452319314,0.20412414523193148,0.44206980643194649,0.44206980643194654,0.74814814814814812,0.74814814814814812,2.9705882352941178,2.9705882352941178,4,4,6,6,7,7,4,4,0.29166666666666669,0.29166666666666669,0,0,0.2041241452319314,0.20412414523193148,,,,,,,,,,,,,,,0,0,8.3266726846886741e-17,5.5511151231257827e-17,0,0,0,0,8.3266726846886741e-17,0,0,0,0
jpetstore,9,results/jpetstore/03_stage2_nsga/robustness_final_30seeds/seed_09,results/jpetstore/04_stage3_semantic/formal/seed_09,0.40770511044770097,0.36717076683646799,-0.040534343611232981,seed9_solution000,seed9_solution000,0.59878563847962096,0.59878563847962096,0,0.06609497186171151,0.25185185185185183,0.25185185185185183,5.477380952380952,5.477380952380952,0.2041241452319314,0.20412414523193148,0.44206980643194649,0.44206980643194654,0.74814814814814812,0.74814814814814812,2.9705882352941178,2.9705882352941178,4,4,6,6,7,7,4,4,0.29166666666666669,0.29166666666666669,0,0,0.2041241452319314,0.20412414523193148,,,,,,,,,,,,,,,0,0,8.3266726846886741e-17,5.5511151231257827e-17,0,0,0,0,8.3266726846886741e-17,0,0,0,0
