subject,seed,generation,hypervolume,best_so_far_hypervolume,front_solution_count
xerces-j,0,1,0.11127822488252037,0.11127822488252037,12
xerces-j,0,2,0.11487868727472554,0.11487868727472554,23
xerces-j,0,3,0.11540962992465927,0.11540962992465927,37
xerces-j,0,4,0.11574499703942402,0.11574499703942402,50
xerces-j,0,5,0.11585321767539702,0.11585321767539702,65
xerces-j,0,6,0.11658291612928764,0.11658291612928764,74
xerces-j,0,7,0.11664026421336646,0.11664026421336646,89
xerces-j,0,8,0.11675494452314268,0.11675494452314268,100
xerces-j,0,9,0.1167891997739768,0.1167891997739768,100
xerces-j,0,10,0.1168182997262637,0.1168182997262637,100
xerces-j,0,11,0.11656911932688571,0.1168182997262637,100
xerces-j,0,12,0.11670564838863526,0.1168182997262637,100
xerces-j,0,13,0.11677939925734648,0.1168182997262637,100
xerces-j,0,14,0.11689093638944846,0.11689093638944846,100
xerces-j,0,15,0.1175204760582987,0.1175204760582987,100
xerces-j,0,16,0.11771769268603649,0.11771769268603649,100
xerces-j,0,17,0.11773077578123581,0.11773077578123581,100
xerces-j,0,18,0.11779085980007177,0.11779085980007177,100
xerces-j,0,19,0.11769397533994629,0.11779085980007177,100
xerces-j,0,20,0.11844353607044004,0.11844353607044004,100
xerces-j,0,21,0.11846636415654584,0.11846636415654584,100
xerces-j,0,22,0.11927628053929205,0.11927628053929205,100
xerces-j,0,23,0.11926057903107634,0.11927628053929205,100
xerces-j,0,24,0.11927940255207382,0.11927940255207382,100
xerces-j,0,25,0.1194112867350185,0.1194112867350185,100
xerces-j,0,26,0.11942043481950053,0.11942043481950053,100
xerces-j,0,27,0.11946127830311411,0.11946127830311411,100
xerces-j,0,28,0.119464034070785,0.119464034070785,100
xerces-j,0,29,0.11985853173218684,0.11985853173218684,100
xerces-j,0,30,0.1199512281761233,0.1199512281761233,100
xerces-j,0,31,0.11995768323156811,0.11995768323156811,100
xerces-j,0,32,0.11996841522048857,0.11996841522048857,100
xerces-j,0,33,0.12001214310561253,0.12001214310561253,100
xerces-j,0,34,0.1201774243842179,0.1201774243842179,100
xerces-j,0,35,0.12019057763597825,0.12019057763597825,100
xerces-j,0,36,0.12071792101420944,0.12071792101420944,100
xerces-j,0,37,0.12072713352336886,0.12072713352336886,100
xerces-j,0,38,0.12092772052563265,0.12092772052563265,100
xerces-j,0,39,0.1209923877406209,0.1209923877406209,100
xerces-j,0,40,0.12099235000581345,0.1209923877406209,100
xerces-j,0,41,0.12102762898883501,0.12102762898883501,100
xerces-j,0,42,0.12099493635341568,0.12102762898883501,100
xerces-j,0,43,0.121009260064092,0.12102762898883501,100
xerces-j,0,44,0.12101675997970172,0.12102762898883501,100
xerces-j,0,45,0.12102310470760971,0.12102762898883501,100
xerces-j,0,46,0.12103174589537266,0.12103174589537266,100
xerces-j,0,47,0.12106808265967794,0.12106808265967794,100
xerces-j,0,48,0.12113118401982349,0.12113118401982349,100
xerces-j,0,49,0.12112227523072662,0.12113118401982349,100
xerces-j,0,50,0.12137912646017236,0.12137912646017236,100
xerces-j,0,51,0.12143943390770674,0.12143943390770674,100
xerces-j,0,52,0.121465075609306,0.121465075609306,100
xerces-j,0,53,0.1214879626588182,0.1214879626588182,100
xerces-j,0,54,0.12150414770613967,0.12150414770613967,100
xerces-j,0,55,0.12150442731485457,0.12150442731485457,100
xerces-j,0,56,0.12149147887196285,0.12150442731485457,100
xerces-j,0,57,0.1214897844367403,0.12150442731485457,100
xerces-j,0,58,0.12236725464260335,0.12236725464260335,100
xerces-j,0,59,0.12476591715112094,0.12476591715112094,100
xerces-j,0,60,0.12477238562684509,0.12477238562684509,100
xerces-j,0,61,0.1247921637250385,0.1247921637250385,100
xerces-j,0,62,0.12483296159834253,0.12483296159834253,100
xerces-j,0,63,0.12485257189806939,0.12485257189806939,100
xerces-j,0,64,0.1248844204549734,0.1248844204549734,100
xerces-j,0,65,0.12488030595387377,0.1248844204549734,100
xerces-j,0,66,0.1249203307206174,0.1249203307206174,100
xerces-j,0,67,0.1248972889501919,0.1249203307206174,100
xerces-j,0,68,0.12490120055545445,0.1249203307206174,100
xerces-j,0,69,0.12494295569026283,0.12494295569026283,100
xerces-j,0,70,0.12489845025701916,0.12494295569026283,100
xerces-j,0,71,0.12487324555641693,0.12494295569026283,100
xerces-j,0,72,0.12486393030881271,0.12494295569026283,100
xerces-j,0,73,0.12486084937251417,0.12494295569026283,100
xerces-j,0,74,0.12493210098805028,0.12494295569026283,100
xerces-j,0,75,0.12492342978516902,0.12494295569026283,100
xerces-j,0,76,0.1305239595836612,0.1305239595836612,94
xerces-j,0,77,0.13056626890742984,0.13056626890742984,100
xerces-j,0,78,0.13058191345005282,0.13058191345005282,100
xerces-j,0,79,0.13058443368572364,0.13058443368572364,100
