subject,seed,solution_id,coupling,cohesion,imbalance,pymoo_f0_coupling,pymoo_f1_negative_cohesion,pymoo_f2_imbalance,feasible,is_injected_seed,injected_seed_name,injected_seed_category,label_vector,selection_rule,selected_weighted_modularity,selected_cluster_count,selected_max_cluster_ratio,selected_singleton_ratio,weighted_modularity,internal_edge_weight_ratio,internal_external_edge_ratio,cluster_count,average_cluster_size,max_cluster_size,min_cluster_size,max_cluster_ratio,singleton_ratio,cluster_size_cv,cluster_size_distribution,mojofm_vs_reference,pairwise_f1,reference_coverage_ratio,ari_vs_reference,nmi_vs_reference,pairwise_precision,pairwise_recall
daytrader,23,seed23_solution054,0.477859778597786,17.73930831073688,0.5685478933328062,0.477859778597786,-17.73930831073688,0.5685478933328062,True,False,,,"[0, 1, 2, 3, 0, 0, 2, 3, 2, 0, 1, 2, 3, 4, 0, 2, 4, 0, 0, 2, 5, 5, 0, 3, 3, 6, 3, 0, 1, 1, 1, 4, 0, 1, 1, 0, 3, 3, 4, 2, 2, 2, 0, 2, 6, 3, 4, 2, 3, 4, 3, 0, 0]",highest_weighted_modularity_among_feasible_pareto_solutions,0.19502655618115217,7,0.2641509433962264,0.0,0.19502655618115217,0.522140221402214,1.0926640926640927,7,7.571428571428571,14,2,0.2641509433962264,0.0,0.5685478933328062,"{""11"": 2, ""14"": 1, ""2"": 2, ""6"": 1, ""7"": 1}",15.217391304347828,0.12887828162291168,1.0,-0.023665796939809754,0.2844567066670374,0.11297071129707113,0.15
