source_class_id,rank,target_class_id,weight
org.apache.xerces.dom.DOMNormalizer$1,3,org.apache.xerces.dom3.as.DOMASException,0.56864437398599421
org.apache.xerces.dom.DOMNormalizer$XMLAttributesProxy,1,org.apache.xerces.util.AttributesProxy,0.79917531250791052
org.apache.xerces.dom.DOMNormalizer$XMLAttributesProxy,2,org.apache.xerces.xni.XMLAttributes,0.78297605967443229
org.apache.xerces.dom.DOMNormalizer$XMLAttributesProxy,3,org.apache.xerces.util.XMLAttributesImpl,0.75477521794596147
org.apache.xerces.dom.DOMOutputImpl,1,org.apache.xerces.dom.DOMInputImpl,0.75586944444901549
org.apache.xerces.dom.DOMOutputImpl,2,org.apache.xml.serialize.DOMSerializerImpl,0.70506102369265267
org.apache.xerces.dom.DOMOutputImpl,3,org.apache.xerces.dom3.as.DOMASWriter,0.62904791016637984
org.apache.xerces.dom.DOMStringListImpl,1,org.apache.xerces.dom.DOMImplementationListImpl,0.77511953188816829
org.apache.xerces.dom.DOMStringListImpl,2,org.apache.xerces.impl.xs.util.StringListImpl,0.7585316412685289
org.apache.xerces.dom.DOMStringListImpl,3,org.apache.xerces.xs.StringList,0.7170961825028348
org.apache.xerces.dom.DOMXSImplementationSourceImpl,1,org.apache.xerces.dom.DOMImplementationSourceImpl,0.91300293014242262
org.apache.xerces.dom.DOMXSImplementationSourceImpl,2,org.apache.xerces.impl.xs.XSImplementationImpl,0.74255194410931225
org.apache.xerces.dom.DOMXSImplementationSourceImpl,3,org.apache.xerces.dom.DOMImplementationImpl,0.68660355251566541
org.apache.xerces.dom.DeepNodeListImpl,1,org.apache.xerces.dom.ParentNode$1,0.68362897751060137
org.apache.xerces.dom.DeepNodeListImpl,2,org.apache.xerces.dom.CharacterDataImpl$1,0.6546469974914888
org.apache.xerces.dom.DeepNodeListImpl,3,org.apache.xerces.dom.DOMImplementationListImpl,0.63603584893339538
org.apache.xerces.dom.DeferredAttrImpl,1,org.apache.xerces.dom.DeferredAttrNSImpl,0.92843203750054737
org.apache.xerces.dom.DeferredAttrImpl,2,org.apache.xerces.dom.DeferredElementImpl,0.80070555675947042
org.apache.xerces.dom.DeferredAttrImpl,3,org.apache.xerces.dom.DeferredElementNSImpl,0.75629061478207849
org.apache.xerces.dom.DeferredAttrNSImpl,1,org.apache.xerces.dom.DeferredAttrImpl,0.92843203750054737
org.apache.xerces.dom.DeferredAttrNSImpl,2,org.apache.xerces.dom.DeferredElementNSImpl,0.85988379816460625
org.apache.xerces.dom.DeferredAttrNSImpl,3,org.apache.xerces.dom.DeferredElementImpl,0.7689316994140134
org.apache.xerces.dom.DeferredCDATASectionImpl,1,org.apache.xerces.dom.DeferredTextImpl,0.76897123593034933
org.apache.xerces.dom.DeferredCDATASectionImpl,2,org.apache.xerces.dom.DeferredElementImpl,0.74194003476510917
