subject,seed,run_type,calibration_status,bounds_source,class_count,max_raw_edge_weight,imbalance_upper_bound,imbalance_bound_method,calibration_bound_violation,hypervolume,hv_leiden_only,hv_gain_over_leiden,n_solutions,n_non_leiden_partitions,n_injected_seed_solutions,n_non_injected_solutions,exact_leiden_present_in_front,leiden_dominated_by_front,n_solutions_dominating_leiden,runtime_sec,front_source,final_population_size,result_opt_size,feasible_population_size,constraint_violating_population_size,recomputed_nondominated_size,n_unique_objective_vectors,n_unique_canonical_partitions,front_validation_passed,has_feasible_solution,used_infeasible_fallback,solution_id,coupling,cohesion,imbalance,weighted_modularity,internal_edge_weight_ratio,internal_external_edge_ratio,cluster_count,average_cluster_size,maximum_cluster_size,minimum_cluster_size,max_cluster_ratio,singleton_ratio,selected_equals_leiden,selected_is_injected_seed,selected_seed_name,mojofm_vs_reference,pairwise_precision,pairwise_recall,pairwise_f1,ari_vs_reference,nmi_vs_reference,reference_coverage_ratio
jpetstore,0,formal,not_required,theoretical,24,35.0,0.9464847243000458,exact_extreme_allocation_over_cluster_count_and_singleton_count,False,0.38853439926036243,0.19238440920017333,0.1961499900601891,100,99,2,98,True,False,0,5.691307083994616,recomputed_nondominated_front,100,100,100,0,100,100,100,True,True,False,seed0_solution000,0.2518518518518518,5.477380952380952,0.20412414523193148,0.44206980643194654,0.7481481481481481,2.9705882352941178,4,6.0,7,4,0.2916666666666667,0.0,True,True,raw_leiden,,,,,,,
jpetstore,1,formal,not_required,theoretical,24,35.0,0.9464847243000458,exact_extreme_allocation_over_cluster_count_and_singleton_count,False,0.39391887313684715,0.19238440920017333,0.20153446393667382,100,99,2,98,True,False,0,5.4685585830011405,recomputed_nondominated_front,100,100,100,0,100,100,100,True,True,False,seed1_solution000,0.2518518518518518,5.477380952380952,0.20412414523193148,0.44206980643194654,0.7481481481481481,2.9705882352941178,4,6.0,7,4,0.2916666666666667,0.0,True,True,raw_leiden,,,,,,,
jpetstore,2,formal,not_required,theoretical,24,35.0,0.9464847243000458,exact_extreme_allocation_over_cluster_count_and_singleton_count,False,0.38568683486845773,0.19238440920017333,0.1933024256682844,98,97,2,96,True,False,0,5.513488541007973,recomputed_nondominated_front,100,98,100,0,98,96,98,True,True,False,seed2_solution000,0.2518518518518518,5.477380952380952,0.20412414523193148,0.44206980643194654,0.7481481481481481,2.9705882352941178,4,6.0,7,4,0.2916666666666667,0.0,True,True,raw_leiden,,,,,,,
jpetstore,3,formal,not_required,theoretical,24,35.0,0.9464847243000458,exact_extreme_allocation_over_cluster_count_and_singleton_count,False,0.39064738805887783,0.19238440920017333,0.1982629788587045,100,99,2,98,True,False,0,5.502449958992656,recomputed_nondominated_front,100,100,100,0,100,100,100,True,True,False,seed3_solution000,0.2518518518518518,5.477380952380952,0.20412414523193148,0.44206980643194654,0.7481481481481481,2.9705882352941178,4,6.0,7,4,0.2916666666666667,0.0,True,True,raw_leiden,,,,,,,
jpetstore,4,formal,not_required,theoretical,24,35.0,0.9464847243000458,exact_extreme_allocation_over_cluster_count_and_singleton_count,False,0.37973151523351933,0.19238440920017333,0.187347106033346,97,96,1,96,True,False,0,5.526752082980238,recomputed_nondominated_front,100,97,100,0,97,96,97,True,True,False,seed4_solution000,0.2518518518518518,5.477380952380952,0.20412414523193148,0.44206980643194654,0.7481481481481481,2.9705882352941178,4,6.0,7,4,0.2916666666666667,0.0,True,True,raw_leiden,,,,,,,
jpetstore,5,formal,not_required,theoretical,24,35.0,0.9464847243000458,exact_extreme_allocation_over_cluster_count_and_singleton_count,False,0.38743194239975165,0.19238440920017333,0.19504753319957832,100,99,2,98,True,False,0,5.548111084033735,recomputed_nondominated_front,100,100,100,0,100,100,100,True,True,False,seed5_solution000,0.2518518518518518,5.477380952380952,0.20412414523193148,0.44206980643194654,0.7481481481481481,2.9705882352941178,4,6.0,7,4,0.2916666666666667,0.0,True,True,raw_leiden,,,,,,,
jpetstore,6,formal,not_required,theoretical,24,35.0,0.9464847243000458,exact_extreme_allocation_over_cluster_count_and_singleton_count,False,0.3894023951226517,0.19238440920017333,0.19701798592247835,100,99,3,97,True,False,0,5.498788665980101,recomputed_nondominated_front,100,100,100,0,100,100,100,True,True,False,seed6_solution000,0.2518518518518518,5.477380952380952,0.20412414523193148,0.44206980643194654,0.7481481481481481,2.9705882352941178,4,6.0,7,4,0.2916666666666667,0.0,True,True,raw_leiden,,,,,,,
jpetstore,7,formal,not_required,theoretical,24,35.0,0.9464847243000458,exact_extreme_allocation_over_cluster_count_and_singleton_count,False,0.385826847773293,0.19238440920017333,0.19344243857311968,96,95,2,94,True,False,0,5.522967167024035,recomputed_nondominated_front,100,96,100,0,96,95,96,True,True,False,seed7_solution000,0.2518518518518518,5.477380952380952,0.20412414523193148,0.44206980643194654,0.7481481481481481,2.9705882352941178,4,6.0,7,4,0.2916666666666667,0.0,True,True,raw_leiden,,,,,,,
jpetstore,8,formal,not_required,theoretical,24,35.0,0.9464847243000458,exact_extreme_allocation_over_cluster_count_and_singleton_count,False,0.3922993207419457,0.19238440920017333,0.19991491154177235,100,99,3,97,True,False,0,5.502171083004214,recomputed_nondominated_front,100,100,100,0,100,100,100,True,True,False,seed8_solution000,0.2518518518518518,5.477380952380952,0.20412414523193148,0.44206980643194654,0.7481481481481481,2.9705882352941178,4,6.0,7,4,0.2916666666666667,0.0,True,True,raw_leiden,,,,,,,
jpetstore,9,formal,not_required,theoretical,24,35.0,0.9464847243000458,exact_extreme_allocation_over_cluster_count_and_singleton_count,False,0.38655262666863716,0.19238440920017333,0.19416821746846383,100,99,2,98,True,False,0,5.5099023330258206,recomputed_nondominated_front,100,100,100,0,100,100,100,True,True,False,seed9_solution000,0.2518518518518518,5.477380952380952,0.20412414523193148,0.44206980643194654,0.7481481481481481,2.9705882352941178,4,6.0,7,4,0.2916666666666667,0.0,True,True,raw_leiden,,,,,,,
