source,target,type_weight,call_weight,raw_weight
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.TradeServices,5.0,38.0,43.0
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.beans.MarketSummaryDataBean,3.0,2.0,5.0
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.beans.RunStatsDataBean,1.0,0.0,1.0
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.direct.TradeDirect,0.0,6.0,6.0
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,0.0,4.0,4.0
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.entities.AccountDataBean,4.0,0.0,4.0
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean,3.0,0.0,3.0
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.entities.HoldingDataBean,1.0,0.0,1.0
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.entities.OrderDataBean,4.0,6.0,10.0
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.entities.QuoteDataBean,3.0,2.0,5.0
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.util.Log,0.0,108.0,108.0
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.util.TradeConfig,0.0,16.0,16.0
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.web.OrdersAlertFilter,0.0,2.0,2.0
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.web.TestServlet,0.0,4.0,4.0
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.web.TradeConfigServlet,0.0,4.0,4.0
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.web.TradeServletAction,0.0,2.0,2.0
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.web.jsf.AccountDataJSF,1.0,8.0,9.0
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.web.jsf.MarketSummaryJSF,1.0,2.0,3.0
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.web.jsf.OrderDataJSF,1.0,2.0,3.0
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.web.jsf.PortfolioJSF,1.0,8.0,9.0
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.web.jsf.QuoteJSF,1.0,4.0,5.0
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.web.jsf.TradeActionProducer,1.0,2.0,3.0
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.web.jsf.TradeAppJSF,1.0,16.0,17.0
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.web.jsf.TradeConfigJSF,0.0,4.0,4.0
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.web.websocket.MarketSummaryWebSocket,0.0,4.0,4.0
com.ibm.websphere.samples.daytrader.TradeServices,com.ibm.websphere.samples.daytrader.beans.MarketSummaryDataBean,1.0,0.0,1.0
com.ibm.websphere.samples.daytrader.TradeServices,com.ibm.websphere.samples.daytrader.beans.RunStatsDataBean,1.0,0.0,1.0
com.ibm.websphere.samples.daytrader.TradeServices,com.ibm.websphere.samples.daytrader.direct.TradeDirect,1.0,0.0,1.0
com.ibm.websphere.samples.daytrader.TradeServices,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB,1.0,2.0,3.0
com.ibm.websphere.samples.daytrader.TradeServices,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBLocal,1.0,0.0,1.0
com.ibm.websphere.samples.daytrader.TradeServices,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBRemote,1.0,0.0,1.0
com.ibm.websphere.samples.daytrader.TradeServices,com.ibm.websphere.samples.daytrader.entities.AccountDataBean,3.0,0.0,3.0
com.ibm.websphere.samples.daytrader.TradeServices,com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean,3.0,0.0,3.0
com.ibm.websphere.samples.daytrader.TradeServices,com.ibm.websphere.samples.daytrader.entities.HoldingDataBean,1.0,0.0,1.0
com.ibm.websphere.samples.daytrader.TradeServices,com.ibm.websphere.samples.daytrader.entities.OrderDataBean,3.0,0.0,3.0
com.ibm.websphere.samples.daytrader.TradeServices,com.ibm.websphere.samples.daytrader.entities.QuoteDataBean,3.0,0.0,3.0
com.ibm.websphere.samples.daytrader.TradeServices,com.ibm.websphere.samples.daytrader.util.CompleteOrderThread,0.0,2.0,2.0
com.ibm.websphere.samples.daytrader.TradeServices,com.ibm.websphere.samples.daytrader.web.OrdersAlertFilter,0.0,2.0,2.0
com.ibm.websphere.samples.daytrader.TradeServices,com.ibm.websphere.samples.daytrader.web.TradeServletAction,1.0,26.0,27.0
com.ibm.websphere.samples.daytrader.beans.MarketSummaryDataBean,com.ibm.websphere.samples.daytrader.direct.TradeDirect,1.0,2.0,3.0
com.ibm.websphere.samples.daytrader.beans.MarketSummaryDataBean,com.ibm.websphere.samples.daytrader.ejb3.MarketSummarySingleton,3.0,2.0,5.0
com.ibm.websphere.samples.daytrader.beans.MarketSummaryDataBean,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,1.0,0.0,1.0
com.ibm.websphere.samples.daytrader.beans.MarketSummaryDataBean,com.ibm.websphere.samples.daytrader.entities.QuoteDataBean,0.0,24.0,24.0
com.ibm.websphere.samples.daytrader.beans.MarketSummaryDataBean,com.ibm.websphere.samples.daytrader.util.FinancialUtils,0.0,4.0,4.0
com.ibm.websphere.samples.daytrader.beans.MarketSummaryDataBean,com.ibm.websphere.samples.daytrader.util.Log,0.0,2.0,2.0
com.ibm.websphere.samples.daytrader.beans.MarketSummaryDataBean,com.ibm.websphere.samples.daytrader.util.TradeConfig,0.0,6.0,6.0
com.ibm.websphere.samples.daytrader.beans.MarketSummaryDataBean,com.ibm.websphere.samples.daytrader.web.jsf.MarketSummaryJSF,0.0,12.0,12.0
com.ibm.websphere.samples.daytrader.beans.MarketSummaryDataBean,com.ibm.websphere.samples.daytrader.web.websocket.MarketSummaryWebSocket,0.0,2.0,2.0
com.ibm.websphere.samples.daytrader.beans.RunStatsDataBean,com.ibm.websphere.samples.daytrader.direct.TradeDirect,1.0,26.0,27.0
com.ibm.websphere.samples.daytrader.beans.RunStatsDataBean,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,1.0,0.0,1.0
com.ibm.websphere.samples.daytrader.beans.RunStatsDataBean,com.ibm.websphere.samples.daytrader.web.TradeConfigServlet,0.0,2.0,2.0
com.ibm.websphere.samples.daytrader.beans.RunStatsDataBean,com.ibm.websphere.samples.daytrader.web.jsf.TradeConfigJSF,0.0,2.0,2.0
com.ibm.websphere.samples.daytrader.direct.KeySequenceDirect,com.ibm.websphere.samples.daytrader.direct.TradeDirect,0.0,6.0,6.0
com.ibm.websphere.samples.daytrader.direct.KeySequenceDirect,com.ibm.websphere.samples.daytrader.util.KeyBlock,0.0,2.0,2.0
com.ibm.websphere.samples.daytrader.direct.KeySequenceDirect,com.ibm.websphere.samples.daytrader.util.Log,0.0,6.0,6.0
com.ibm.websphere.samples.daytrader.direct.TradeDirect,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB,0.0,2.0,2.0
com.ibm.websphere.samples.daytrader.direct.TradeDirect,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,0.0,4.0,4.0
com.ibm.websphere.samples.daytrader.direct.TradeDirect,com.ibm.websphere.samples.daytrader.entities.AccountDataBean,9.0,8.0,17.0
com.ibm.websphere.samples.daytrader.direct.TradeDirect,com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean,7.0,20.0,27.0
com.ibm.websphere.samples.daytrader.direct.TradeDirect,com.ibm.websphere.samples.daytrader.entities.HoldingDataBean,6.0,14.0,20.0
com.ibm.websphere.samples.daytrader.direct.TradeDirect,com.ibm.websphere.samples.daytrader.entities.OrderDataBean,7.0,40.0,47.0
com.ibm.websphere.samples.daytrader.direct.TradeDirect,com.ibm.websphere.samples.daytrader.entities.QuoteDataBean,10.0,40.0,50.0
com.ibm.websphere.samples.daytrader.direct.TradeDirect,com.ibm.websphere.samples.daytrader.util.CompleteOrderThread,0.0,4.0,4.0
com.ibm.websphere.samples.daytrader.direct.TradeDirect,com.ibm.websphere.samples.daytrader.util.Log,0.0,260.0,260.0
com.ibm.websphere.samples.daytrader.direct.TradeDirect,com.ibm.websphere.samples.daytrader.util.MDBStats,0.0,8.0,8.0
com.ibm.websphere.samples.daytrader.direct.TradeDirect,com.ibm.websphere.samples.daytrader.util.TradeConfig,0.0,10.0,10.0
com.ibm.websphere.samples.daytrader.direct.TradeDirect,com.ibm.websphere.samples.daytrader.web.TradeBuildDB,0.0,12.0,12.0
com.ibm.websphere.samples.daytrader.direct.TradeDirect,com.ibm.websphere.samples.daytrader.web.TradeConfigServlet,0.0,4.0,4.0
com.ibm.websphere.samples.daytrader.direct.TradeDirect,com.ibm.websphere.samples.daytrader.web.TradeWebContextListener,0.0,2.0,2.0
com.ibm.websphere.samples.daytrader.direct.TradeDirect,com.ibm.websphere.samples.daytrader.web.jsf.TradeConfigJSF,0.0,4.0,4.0
com.ibm.websphere.samples.daytrader.direct.TradeDirect,com.ibm.websphere.samples.daytrader.web.prims.PingJDBCRead,0.0,4.0,4.0
com.ibm.websphere.samples.daytrader.direct.TradeDirect,com.ibm.websphere.samples.daytrader.web.prims.PingJDBCRead2JSP,0.0,4.0,4.0
com.ibm.websphere.samples.daytrader.direct.TradeDirect,com.ibm.websphere.samples.daytrader.web.prims.PingJDBCWrite,0.0,4.0,4.0
com.ibm.websphere.samples.daytrader.direct.TradeDirect,com.ibm.websphere.samples.daytrader.web.prims.PingServlet2DB,0.0,4.0,4.0
com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBLocal,1.0,0.0,1.0
com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB,com.ibm.websphere.samples.daytrader.util.Log,0.0,30.0,30.0
com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB,com.ibm.websphere.samples.daytrader.util.MDBStats,1.0,6.0,7.0
com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB,com.ibm.websphere.samples.daytrader.util.TimerStat,0.0,20.0,20.0
com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB,com.ibm.websphere.samples.daytrader.util.Log,0.0,26.0,26.0
com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB,com.ibm.websphere.samples.daytrader.util.MDBStats,1.0,6.0,7.0
com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB,com.ibm.websphere.samples.daytrader.util.TimerStat,0.0,20.0,20.0
com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB,com.ibm.websphere.samples.daytrader.util.TradeConfig,0.0,4.0,4.0
com.ibm.websphere.samples.daytrader.ejb3.MarketSummarySingleton,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,1.0,2.0,3.0
com.ibm.websphere.samples.daytrader.ejb3.MarketSummarySingleton,com.ibm.websphere.samples.daytrader.entities.QuoteDataBean,0.0,6.0,6.0
com.ibm.websphere.samples.daytrader.ejb3.MarketSummarySingleton,com.ibm.websphere.samples.daytrader.util.Log,0.0,10.0,10.0
com.ibm.websphere.samples.daytrader.ejb3.MarketSummarySingleton,com.ibm.websphere.samples.daytrader.util.TradeConfig,0.0,2.0,2.0
com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean$quotePriceComparator,2.0,0.0,2.0
com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBLocal,1.0,2.0,3.0
com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBRemote,1.0,0.0,1.0
com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,com.ibm.websphere.samples.daytrader.entities.AccountDataBean,5.0,24.0,29.0
com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean,3.0,42.0,45.0
com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,com.ibm.websphere.samples.daytrader.entities.HoldingDataBean,3.0,8.0,11.0
com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,com.ibm.websphere.samples.daytrader.entities.OrderDataBean,4.0,52.0,56.0
com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,com.ibm.websphere.samples.daytrader.entities.QuoteDataBean,7.0,42.0,49.0
com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,com.ibm.websphere.samples.daytrader.util.CompleteOrderThread,0.0,2.0,2.0
com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,com.ibm.websphere.samples.daytrader.util.Log,0.0,142.0,142.0
com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,com.ibm.websphere.samples.daytrader.util.TradeConfig,0.0,14.0,14.0
com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2CMROne2Many,1.0,2.0,3.0
com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2CMROne2One,1.0,2.0,3.0
com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2Entity,1.0,2.0,3.0
com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2Entity2JSP,1.0,2.0,3.0
com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2EntityCollection,1.0,2.0,3.0
com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2TwoPhase,1.0,2.0,3.0
com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean$quotePriceComparator,com.ibm.websphere.samples.daytrader.entities.QuoteDataBean,0.0,4.0,4.0
com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBLocal,com.ibm.websphere.samples.daytrader.entities.QuoteDataBean,2.0,0.0,2.0
com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBLocal,com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2SessionLocal,1.0,2.0,3.0
com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBRemote,com.ibm.websphere.samples.daytrader.entities.QuoteDataBean,2.0,0.0,2.0
com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBRemote,com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2SessionRemote,1.0,2.0,3.0
com.ibm.websphere.samples.daytrader.entities.AccountDataBean,com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean,6.0,6.0,12.0
com.ibm.websphere.samples.daytrader.entities.AccountDataBean,com.ibm.websphere.samples.daytrader.entities.HoldingDataBean,4.0,0.0,4.0
com.ibm.websphere.samples.daytrader.entities.AccountDataBean,com.ibm.websphere.samples.daytrader.entities.OrderDataBean,4.0,0.0,4.0
com.ibm.websphere.samples.daytrader.entities.AccountDataBean,com.ibm.websphere.samples.daytrader.util.Log,0.0,2.0,2.0
com.ibm.websphere.samples.daytrader.entities.AccountDataBean,com.ibm.websphere.samples.daytrader.util.TradeConfig,0.0,14.0,14.0
com.ibm.websphere.samples.daytrader.entities.AccountDataBean,com.ibm.websphere.samples.daytrader.web.TradeBuildDB,0.0,2.0,2.0
com.ibm.websphere.samples.daytrader.entities.AccountDataBean,com.ibm.websphere.samples.daytrader.web.TradeServletAction,0.0,2.0,2.0
com.ibm.websphere.samples.daytrader.entities.AccountDataBean,com.ibm.websphere.samples.daytrader.web.jsf.AccountDataJSF,1.0,16.0,17.0
com.ibm.websphere.samples.daytrader.entities.AccountDataBean,com.ibm.websphere.samples.daytrader.web.jsf.TradeAppJSF,0.0,2.0,2.0
com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean,com.ibm.websphere.samples.daytrader.util.Log,0.0,2.0,2.0
com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean,com.ibm.websphere.samples.daytrader.util.TradeConfig,0.0,14.0,14.0
com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean,com.ibm.websphere.samples.daytrader.web.TradeServletAction,0.0,2.0,2.0
com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean,com.ibm.websphere.samples.daytrader.web.jsf.TradeAppJSF,0.0,12.0,12.0
com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean,com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2CMROne2One,0.0,2.0,2.0
com.ibm.websphere.samples.daytrader.entities.HoldingDataBean,com.ibm.websphere.samples.daytrader.entities.OrderDataBean,4.0,0.0,4.0
com.ibm.websphere.samples.daytrader.entities.HoldingDataBean,com.ibm.websphere.samples.daytrader.entities.QuoteDataBean,4.0,2.0,6.0
com.ibm.websphere.samples.daytrader.entities.HoldingDataBean,com.ibm.websphere.samples.daytrader.util.FinancialUtils,0.0,4.0,4.0
com.ibm.websphere.samples.daytrader.entities.HoldingDataBean,com.ibm.websphere.samples.daytrader.util.Log,0.0,2.0,2.0
com.ibm.websphere.samples.daytrader.entities.HoldingDataBean,com.ibm.websphere.samples.daytrader.util.TradeConfig,0.0,10.0,10.0
com.ibm.websphere.samples.daytrader.entities.HoldingDataBean,com.ibm.websphere.samples.daytrader.web.TradeScenarioServlet,0.0,4.0,4.0
com.ibm.websphere.samples.daytrader.entities.HoldingDataBean,com.ibm.websphere.samples.daytrader.web.TradeServletAction,0.0,2.0,2.0
com.ibm.websphere.samples.daytrader.entities.HoldingDataBean,com.ibm.websphere.samples.daytrader.web.jsf.PortfolioJSF,0.0,18.0,18.0
com.ibm.websphere.samples.daytrader.entities.HoldingDataBean,com.ibm.websphere.samples.daytrader.web.prims.ejb3.PingServlet2Session2EntityCollection,0.0,2.0,2.0
com.ibm.websphere.samples.daytrader.entities.OrderDataBean,com.ibm.websphere.samples.daytrader.entities.QuoteDataBean,4.0,2.0,6.0
com.ibm.websphere.samples.daytrader.entities.OrderDataBean,com.ibm.websphere.samples.daytrader.util.Log,0.0,2.0,2.0
com.ibm.websphere.samples.daytrader.entities.OrderDataBean,com.ibm.websphere.samples.daytrader.util.TradeConfig,0.0,16.0,16.0
com.ibm.websphere.samples.daytrader.entities.OrderDataBean,com.ibm.websphere.samples.daytrader.web.jsf.AccountDataJSF,0.0,34.0,34.0
com.ibm.websphere.samples.daytrader.entities.OrderDataBean,com.ibm.websphere.samples.daytrader.web.jsf.OrderDataJSF,0.0,18.0,18.0
com.ibm.websphere.samples.daytrader.entities.OrderDataBean,com.ibm.websphere.samples.daytrader.web.jsf.PortfolioJSF,0.0,16.0,16.0
