subject,stage1_profile,stage2_solution_id,selection_rule,seed,population_size,generations,pareto_front_size,stage2_coupling,stage2_cohesion,stage2_imbalance,stage1_cluster_count,stage2_cluster_count,stage1_average_cluster_size,stage2_average_cluster_size,stage1_max_cluster_size,stage2_max_cluster_size,stage1_max_cluster_ratio,stage2_max_cluster_ratio,stage1_singleton_ratio,stage2_singleton_ratio,stage1_cluster_size_distribution,stage2_cluster_size_distribution,stage1_weighted_modularity,stage2_weighted_modularity,stage1_internal_edge_weight_ratio,stage2_internal_edge_weight_ratio,stage1_internal_external_edge_ratio,stage2_internal_external_edge_ratio,ari_stage1_raw_vs_stage2,nmi_stage1_raw_vs_stage2,changed_class_count,changed_partition_ratio
jpetstore,raw_reference_leiden,seed0_solution000,highest_weighted_modularity_among_feasible_pareto_solutions,0,100,100,980,0.2518518518518518,5.477380952380952,0.2041241452319314,4,4,6.0,6.0,7,7,0.2916666666666667,0.2916666666666667,0.0,0.0,"{""4"": 1, ""6"": 1, ""7"": 2}","{""4"": 1, ""6"": 1, ""7"": 2}",0.44206980643194654,0.44206980643194654,0.7481481481481481,0.7481481481481481,2.9705882352941178,2.9705882352941178,1.0,1.0,0,0.0
