class_id_a,class_id_b,weight,selected_by
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.TradeServices,0.76969881752896496,both
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.direct.TradeDirect,0.77820709294125678,both
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,0.72946113905643395,both
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.util.Log,0.53544860026718677,b
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.util.TradeConfig,0.64593929072628953,b
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.web.TradeServletAction,0.71757580847617342,b
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.web.TradeWebContextListener,0.53180244274788324,b
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.web.jsf.TradeActionProducer,0.61188969641608937,b
com.ibm.websphere.samples.daytrader.TradeServices,com.ibm.websphere.samples.daytrader.direct.TradeDirect,0.69127345687838404,both
com.ibm.websphere.samples.daytrader.TradeServices,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBLocal,0.67896821446192102,b
com.ibm.websphere.samples.daytrader.TradeServices,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBRemote,0.7066982711958959,both
com.ibm.websphere.samples.daytrader.beans.MarketSummaryDataBean,com.ibm.websphere.samples.daytrader.beans.RunStatsDataBean,0.60021116521884665,b
com.ibm.websphere.samples.daytrader.beans.MarketSummaryDataBean,com.ibm.websphere.samples.daytrader.ejb3.MarketSummarySingleton,0.67281770349520287,both
com.ibm.websphere.samples.daytrader.beans.MarketSummaryDataBean,com.ibm.websphere.samples.daytrader.entities.QuoteDataBean,0.62215049275068501,a
com.ibm.websphere.samples.daytrader.beans.MarketSummaryDataBean,com.ibm.websphere.samples.daytrader.web.jsf.MarketSummaryJSF,0.76916445178910575,both
com.ibm.websphere.samples.daytrader.beans.MarketSummaryDataBean,com.ibm.websphere.samples.daytrader.web.jsf.QuoteData,0.60641732277150495,b
com.ibm.websphere.samples.daytrader.beans.MarketSummaryDataBean,com.ibm.websphere.samples.daytrader.web.websocket.MarketSummaryWebSocket,0.57551096434724314,b
com.ibm.websphere.samples.daytrader.beans.MarketSummaryDataBean,com.ibm.websphere.samples.daytrader.web.websocket.RecentStockChangeList,0.39296066084149922,b
com.ibm.websphere.samples.daytrader.beans.RunStatsDataBean,com.ibm.websphere.samples.daytrader.entities.OrderDataBean,0.62981753136916441,a
com.ibm.websphere.samples.daytrader.beans.RunStatsDataBean,com.ibm.websphere.samples.daytrader.entities.QuoteDataBean,0.55037451035665841,a
com.ibm.websphere.samples.daytrader.beans.RunStatsDataBean,com.ibm.websphere.samples.daytrader.util.MDBStats,0.39693598352075343,b
com.ibm.websphere.samples.daytrader.beans.RunStatsDataBean,com.ibm.websphere.samples.daytrader.util.TimerStat,0.42725878218955782,b
com.ibm.websphere.samples.daytrader.direct.KeySequenceDirect,com.ibm.websphere.samples.daytrader.direct.TradeDirect,0.44878733185214215,a
com.ibm.websphere.samples.daytrader.direct.KeySequenceDirect,com.ibm.websphere.samples.daytrader.util.KeyBlock,0.54070428373274049,both
com.ibm.websphere.samples.daytrader.direct.KeySequenceDirect,com.ibm.websphere.samples.daytrader.util.KeyBlock$KeyBlockIterator,0.49368166103208538,both
com.ibm.websphere.samples.daytrader.direct.TradeDirect,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB,0.52057511837918891,b
com.ibm.websphere.samples.daytrader.direct.TradeDirect,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,0.70943392665875427,both
com.ibm.websphere.samples.daytrader.direct.TradeDirect,com.ibm.websphere.samples.daytrader.util.TradeConfig,0.61378233361266199,b
com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB,com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB,0.8416914917970042,both
com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,0.52937837539461108,a
com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB,com.ibm.websphere.samples.daytrader.util.CompleteOrderThread,0.47712835883813814,b
com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,0.44630804853445177,a
com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB,com.ibm.websphere.samples.daytrader.util.MDBStats,0.43314785761252367,both
com.ibm.websphere.samples.daytrader.ejb3.MarketSummarySingleton,com.ibm.websphere.samples.daytrader.web.jsf.MarketSummaryJSF,0.62101308350250584,a
com.ibm.websphere.samples.daytrader.ejb3.MarketSummarySingleton,com.ibm.websphere.samples.daytrader.web.websocket.MarketSummaryWebSocket,0.56444116814037659,both
com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean$quotePriceComparator,0.48273974682871279,b
com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBLocal,0.6995100676517142,both
com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBRemote,0.67759008905830498,b
