source_class_id,rank,target_class_id,weight
com.ibm.websphere.samples.daytrader.TradeAction,1,com.ibm.websphere.samples.daytrader.direct.TradeDirect,0.77820709294125678
com.ibm.websphere.samples.daytrader.TradeAction,2,com.ibm.websphere.samples.daytrader.TradeServices,0.76969881752896496
com.ibm.websphere.samples.daytrader.TradeAction,3,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,0.72946113905643395
com.ibm.websphere.samples.daytrader.TradeServices,1,com.ibm.websphere.samples.daytrader.TradeAction,0.76969881752896496
com.ibm.websphere.samples.daytrader.TradeServices,2,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBRemote,0.7066982711958959
com.ibm.websphere.samples.daytrader.TradeServices,3,com.ibm.websphere.samples.daytrader.direct.TradeDirect,0.69127345687838404
com.ibm.websphere.samples.daytrader.beans.MarketSummaryDataBean,1,com.ibm.websphere.samples.daytrader.web.jsf.MarketSummaryJSF,0.76916445178910575
com.ibm.websphere.samples.daytrader.beans.MarketSummaryDataBean,2,com.ibm.websphere.samples.daytrader.ejb3.MarketSummarySingleton,0.67281770349520287
com.ibm.websphere.samples.daytrader.beans.MarketSummaryDataBean,3,com.ibm.websphere.samples.daytrader.entities.QuoteDataBean,0.62215049275068501
com.ibm.websphere.samples.daytrader.beans.RunStatsDataBean,1,com.ibm.websphere.samples.daytrader.entities.OrderDataBean,0.62981753136916441
com.ibm.websphere.samples.daytrader.beans.RunStatsDataBean,2,com.ibm.websphere.samples.daytrader.beans.MarketSummaryDataBean,0.60021116521884665
com.ibm.websphere.samples.daytrader.beans.RunStatsDataBean,3,com.ibm.websphere.samples.daytrader.entities.QuoteDataBean,0.55037451035665841
com.ibm.websphere.samples.daytrader.direct.KeySequenceDirect,1,com.ibm.websphere.samples.daytrader.util.KeyBlock,0.54070428373274049
com.ibm.websphere.samples.daytrader.direct.KeySequenceDirect,2,com.ibm.websphere.samples.daytrader.util.KeyBlock$KeyBlockIterator,0.49368166103208538
com.ibm.websphere.samples.daytrader.direct.KeySequenceDirect,3,com.ibm.websphere.samples.daytrader.direct.TradeDirect,0.44878733185214215
com.ibm.websphere.samples.daytrader.direct.TradeDirect,1,com.ibm.websphere.samples.daytrader.TradeAction,0.77820709294125678
com.ibm.websphere.samples.daytrader.direct.TradeDirect,2,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,0.70943392665875427
com.ibm.websphere.samples.daytrader.direct.TradeDirect,3,com.ibm.websphere.samples.daytrader.TradeServices,0.69127345687838404
com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB,1,com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB,0.8416914917970042
com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB,2,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,0.52937837539461108
com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB,3,com.ibm.websphere.samples.daytrader.direct.TradeDirect,0.52057511837918891
com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB,1,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB,0.8416914917970042
com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB,2,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,0.44630804853445177
com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB,3,com.ibm.websphere.samples.daytrader.util.MDBStats,0.43314785761252367
com.ibm.websphere.samples.daytrader.ejb3.MarketSummarySingleton,1,com.ibm.websphere.samples.daytrader.beans.MarketSummaryDataBean,0.67281770349520287
com.ibm.websphere.samples.daytrader.ejb3.MarketSummarySingleton,2,com.ibm.websphere.samples.daytrader.web.jsf.MarketSummaryJSF,0.62101308350250584
com.ibm.websphere.samples.daytrader.ejb3.MarketSummarySingleton,3,com.ibm.websphere.samples.daytrader.web.websocket.MarketSummaryWebSocket,0.56444116814037659
com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,1,com.ibm.websphere.samples.daytrader.TradeAction,0.72946113905643395
com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,2,com.ibm.websphere.samples.daytrader.direct.TradeDirect,0.70943392665875427
com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,3,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBLocal,0.6995100676517142
