arm,generation,seed_count,feasible_individual_count_mean,nondominated_front_size_mean,hypervolume_mean,best_so_far_hypervolume_mean,seeded_reference_seed_count,seeded_hypervolume_mean,seeded_best_so_far_hypervolume_mean,seeded_front_size_mean
random_with_repair,30,10,100.0,34.7,0.01620221880654748,0.01620221880654748,3,0.12154900986204743,0.12154900986204743,100.0
random_with_repair,31,10,100.0,34.7,0.016276365633938257,0.016276365633938257,3,0.12169301969268909,0.12169301969268909,100.0
random_with_repair,32,10,100.0,33.1,0.01631526972209594,0.01631526972209594,3,0.12174465302965087,0.12174465302965087,100.0
random_with_repair,33,10,100.0,33.7,0.01631785686364412,0.01631785686364412,3,0.1220382488894113,0.1220382488894113,100.0
random_with_repair,34,10,100.0,34.3,0.0163881293554366,0.0163881293554366,3,0.12209338888486716,0.12209402700502603,100.0
random_with_repair,35,10,100.0,34.7,0.01643664381097086,0.01643664381097086,3,0.12207085269297502,0.12210091921722556,100.0
random_with_repair,36,10,100.0,33.8,0.01648561360682854,0.01648561360682854,3,0.12227780508267815,0.1222829542159314,100.0
random_with_repair,37,10,100.0,33.4,0.0165031515683013,0.0165031515683013,3,0.12242607177717633,0.12242607177717633,100.0
random_with_repair,38,10,100.0,35.8,0.016514612962814722,0.016514612962814722,3,0.1226981819501864,0.1226981819501864,100.0
random_with_repair,39,10,100.0,37.4,0.01651658716817609,0.01651658716817609,3,0.12232985628545039,0.12271973768851584,100.0
random_with_repair,40,10,100.0,38.2,0.01653152199324108,0.01653152199324108,3,0.12235250881866606,0.12271973768851584,100.0
random_with_repair,41,10,100.0,40.1,0.01663978087489921,0.01663978087489921,3,0.1223767060838639,0.12273148477125388,100.0
random_with_repair,42,10,100.0,39.1,0.01669403326455496,0.01669403326455496,3,0.12235833858806312,0.12273148477125388,100.0
random_with_repair,43,10,100.0,39.9,0.016763044159659117,0.016763044159659117,3,0.12238072799927069,0.12273148477125388,100.0
random_with_repair,44,10,100.0,40.6,0.01676362194348083,0.01676362194348083,3,0.1223905754239016,0.12273148477125388,100.0
random_with_repair,45,10,100.0,41.0,0.016765182523290963,0.016765182523290963,3,0.12239742084375349,0.12273148477125388,100.0
random_with_repair,46,10,100.0,37.9,0.01685598118050357,0.01685598118050357,3,0.12239747230722724,0.12273285707343307,100.0
random_with_repair,47,10,100.0,38.8,0.016882174146421812,0.016882174146421812,3,0.12240426863226671,0.1227449693282015,100.0
random_with_repair,48,10,100.0,40.3,0.01700975834562787,0.01700975834562787,3,0.12243530529056244,0.12276600311491666,100.0
random_with_repair,49,10,100.0,41.6,0.01704104439039674,0.01704104439039674,3,0.12243304074901028,0.12276600311491666,100.0
random_with_repair,50,10,100.0,42.3,0.01705228779496902,0.01705228779496902,3,0.12282838672889547,0.1230376030401702,100.0
random_with_repair,51,10,100.0,43.2,0.01708383104761399,0.01708383104761399,3,0.1228504468278628,0.12305770552268165,100.0
random_with_repair,52,10,100.0,42.8,0.01709786599722132,0.01709786599722132,3,0.12287923827232193,0.12308421953127634,100.0
random_with_repair,53,10,100.0,44.9,0.0171273505664609,0.0171273505664609,3,0.12307240265378061,0.12327878007567071,100.0
random_with_repair,54,10,100.0,46.2,0.01718697038813909,0.01718697038813909,3,0.12308730390222873,0.12329270257727937,100.0
random_with_repair,55,10,100.0,46.7,0.01726480194146479,0.01726480194146479,3,0.1231046819594937,0.12330434929205959,100.0
random_with_repair,56,10,100.0,46.5,0.01728785999319743,0.01728785999319743,3,0.1231257442378688,0.12331159820310379,100.0
random_with_repair,57,10,100.0,46.7,0.0173124889659644,0.0173124889659644,3,0.12314906297966137,0.12332959878729029,100.0
random_with_repair,58,10,100.0,48.2,0.01733822906276233,0.01733822906276233,3,0.1234549184968326,0.12362844096807495,100.0
random_with_repair,59,10,100.0,48.4,0.017403495254318092,0.017403495254318092,3,0.12419790543287407,0.1244279951375808,100.0
random_with_repair,60,10,100.0,49.2,0.01741453853896445,0.01741453853896445,3,0.12420740688822396,0.12443075363177164,100.0
random_with_repair,61,10,100.0,50.7,0.017463717396589,0.017463717396589,3,0.12422563264827874,0.12444492453349076,100.0
random_with_repair,62,10,100.0,50.5,0.01751654928343025,0.01751654928343025,3,0.12429682173039287,0.12449760602338533,100.0
random_with_repair,63,10,100.0,51.4,0.017561030339736692,0.017561030339736692,3,0.12389268998289966,0.12453472048580067,100.0
random_with_repair,64,10,100.0,51.9,0.01761468594535073,0.01761468594535073,3,0.12391291649702914,0.12455228417588467,100.0
random_with_repair,65,10,100.0,52.6,0.01761937249514307,0.01761937249514307,3,0.12392578660158414,0.12455228417588467,100.0
random_with_repair,66,10,100.0,54.7,0.01762992170363668,0.01762992170363668,3,0.12397783617167457,0.1245645490661554,100.0
random_with_repair,67,10,100.0,55.6,0.01764054792450121,0.01764054792450121,3,0.1239752509500725,0.12457013595454298,100.0
random_with_repair,68,10,100.0,55.6,0.01769147483370459,0.01769147483370459,3,0.12398016721062406,0.12457239684267553,100.0
random_with_repair,69,10,100.0,57.1,0.017692458788738118,0.017692458788738118,3,0.12401257418400753,0.12461529524806048,100.0
random_with_repair,70,10,100.0,58.1,0.01774616248543968,0.01774616248543968,3,0.1243463574635854,0.12495371167554797,100.0
random_with_repair,71,10,100.0,59.4,0.01776086527858258,0.01776086527858258,3,0.12435559253552236,0.12497596908826873,100.0
random_with_repair,72,10,100.0,59.3,0.01776311149140573,0.01776311149140573,3,0.12442138217099374,0.1251332773428624,100.0
random_with_repair,73,10,100.0,60.4,0.01776383756250545,0.01776383756250545,3,0.12441883470210668,0.1251332773428624,100.0
random_with_repair,74,10,100.0,61.5,0.017855397763193608,0.017855397763193608,3,0.12509943373031215,0.12579119220416748,100.0
random_with_repair,75,10,100.0,62.0,0.01785828077007215,0.01785828077007215,3,0.12522396813686562,0.12589741826272477,100.0
random_with_repair,76,10,100.0,62.4,0.01786017420124107,0.01786017420124107,3,0.12762450210459278,0.1282745906539918,98.0
random_with_repair,77,10,100.0,62.9,0.0179061504472543,0.0179061504472543,3,0.12765129574082373,0.12828913411210371,100.0
random_with_repair,78,10,100.0,62.9,0.01795095260538638,0.01795095260538638,3,0.1276267269602223,0.1282943489596447,100.0
random_with_repair,79,10,100.0,62.3,0.01795878040094962,0.01795878040094962,3,0.129100318837053,0.12976425643948072,100.0
random_with_repair,80,10,100.0,63.0,0.01797363375234094,0.01797363375234094,3,0.1291222857861064,0.12978274753229305,100.0
random_with_repair,81,10,100.0,62.5,0.01798030744373654,0.01798030744373654,3,0.129170702482708,0.12984010291231685,100.0
random_with_repair,82,10,100.0,64.6,0.017985364253632292,0.017985364253632292,3,0.12916872780609068,0.1298413249758036,100.0
random_with_repair,83,10,100.0,65.4,0.017986249920054508,0.017986249920054508,3,0.12917796133472817,0.12984143421581298,100.0
random_with_repair,84,10,100.0,65.4,0.017988748550043978,0.017988748550043978,3,0.1288426195246486,0.12996144550725106,100.0
random_with_repair,85,10,100.0,64.7,0.01799809911461947,0.01799809911461947,3,0.12885691458727042,0.1299680303718958,100.0
random_with_repair,86,10,100.0,65.0,0.01800392134168062,0.01800392134168062,3,0.1289308354585386,0.13004096435426876,100.0
random_with_repair,87,10,100.0,61.1,0.018174399863833908,0.018174399863833908,3,0.1287565507789515,0.13004275024283687,100.0
random_with_repair,88,10,100.0,62.2,0.01818068274018956,0.01818068274018956,3,0.12900497883067494,0.13012693687683247,100.0
random_with_repair,89,10,100.0,62.1,0.01818539108950114,0.01818539108950114,3,0.1290231921435064,0.13014168405812152,100.0
random_with_repair,90,10,100.0,61.8,0.0182101831369669,0.0182101831369669,3,0.12944406475837533,0.13015417169721744,99.66666666666667
random_with_repair,91,10,100.0,63.6,0.01821272709756738,0.01821272709756738,3,0.1294347087071794,0.13015763210757023,100.0
random_with_repair,92,10,100.0,64.7,0.01826669696514151,0.01826669696514151,3,0.12945169116440478,0.13015763210757023,100.0
random_with_repair,93,10,100.0,61.4,0.01830303709877604,0.01830303709877604,3,0.1305102225200848,0.1312086245096087,100.0
random_with_repair,94,10,100.0,62.0,0.01832166578820791,0.01832166578820791,3,0.13051919581490593,0.13121232322596818,100.0
random_with_repair,95,10,100.0,63.1,0.0183502143750643,0.0183502143750643,3,0.1305209391748671,0.13121273753529686,100.0
random_with_repair,96,10,100.0,64.3,0.01838571007332583,0.01838571007332583,3,0.13054326615989045,0.1312195281286731,100.0
random_with_repair,97,10,100.0,65.3,0.01838604341758467,0.01838604341758467,3,0.1305280697359449,0.1312195281286731,100.0
random_with_repair,98,10,100.0,64.1,0.01838693086526745,0.01838693086526745,3,0.13054914105450635,0.1312351605421786,100.0
random_with_repair,99,10,100.0,62.5,0.018466374036443363,0.018466374036443363,3,0.1305726987558883,0.13124562425487632,100.0
random_with_repair,100,10,100.0,63.4,0.01848315013691524,0.01848315013691524,3,0.13058164863552393,0.13125420668674492,100.0
random_without_repair,1,10,0.0,0.0,0.0,0.0,3,0.11119221366878274,0.11119221366878274,15.666666666666666
random_without_repair,2,10,0.0,0.0,0.0,0.0,3,0.11376525903923956,0.11376525903923956,29.0
random_without_repair,3,10,0.0,0.0,0.0,0.0,3,0.11470280031312945,0.11470280031312945,39.333333333333336
random_without_repair,4,10,0.7,0.6,0.00659288890990879,0.00659288890990879,3,0.11539518812221662,0.11539518812221662,49.0
random_without_repair,5,10,44.9,6.5,0.01252086089240759,0.01252086089240759,3,0.1160765934533274,0.1160765934533274,61.666666666666664
random_without_repair,6,10,100.0,9.7,0.012863497769625639,0.012863497769625639,3,0.11654869807958818,0.11654869807958818,70.0
random_without_repair,7,10,100.0,9.4,0.01312209432652249,0.01312209432652249,3,0.11662974506663537,0.11662974506663537,79.33333333333333
random_without_repair,8,10,100.0,10.3,0.013388288506085162,0.013388288506085162,3,0.11793499604511697,0.11793499604511697,90.33333333333333
random_without_repair,9,10,100.0,10.7,0.013589062046339608,0.013589062046339608,3,0.11809251553477486,0.11809251553477486,95.33333333333333
random_without_repair,10,10,100.0,12.4,0.014077857295843849,0.014077857295843849,3,0.1193950549989502,0.1193950549989502,97.33333333333333
random_without_repair,11,10,100.0,13.9,0.01428577406024246,0.01428577406024246,3,0.11934709492447143,0.11943015505759742,100.0
random_without_repair,12,10,100.0,14.4,0.014487972276196059,0.014487972276196059,3,0.11947156179062361,0.11950911223649978,100.0
random_without_repair,13,10,100.0,15.9,0.01467283504142856,0.01467283504142856,3,0.11949857797418277,0.11951258253180837,100.0
random_without_repair,14,10,100.0,18.6,0.01491571245477045,0.01491571245477045,3,0.11937636998309216,0.11954266198293594,100.0
random_without_repair,15,10,100.0,19.6,0.015096535486772922,0.015096535486772922,3,0.11959504785623472,0.1197566092790628,100.0
random_without_repair,16,10,100.0,20.3,0.015267768937009702,0.015267768937009702,3,0.11981992359633693,0.11993095303181422,100.0
random_without_repair,17,10,100.0,21.2,0.01546072617849753,0.01546072617849753,3,0.11985767849532182,0.11994261283074592,100.0
random_without_repair,18,10,100.0,22.4,0.015676270067080462,0.015676270067080462,3,0.11989426945843894,0.11997273270806276,100.0
random_without_repair,19,10,100.0,23.5,0.01573059047237348,0.01573059047237348,3,0.1200212641300283,0.12005355895007014,100.0
random_without_repair,20,10,100.0,26.2,0.01577412628550931,0.01577412628550931,3,0.12043331869701245,0.12043331869701245,100.0
random_without_repair,21,10,100.0,28.4,0.01591816843911769,0.01591816843911769,3,0.12045356053323653,0.12045356053323653,100.0
random_without_repair,22,10,100.0,30.6,0.01615097030953369,0.01615097030953369,3,0.12071186558432738,0.12072716484734418,100.0
random_without_repair,23,10,100.0,32.1,0.0162933571881995,0.0162933571881995,3,0.12078885843512148,0.12080665342635462,100.0
random_without_repair,24,10,100.0,28.8,0.01630564145615379,0.01630564145615379,3,0.12086464701939013,0.12086464701939013,100.0
random_without_repair,25,10,100.0,28.0,0.01637478323936926,0.01637478323936926,3,0.12094478627007284,0.12094478627007284,100.0
random_without_repair,26,10,100.0,29.1,0.01641112590906971,0.01641112590906971,3,0.12103616631341174,0.12103616631341174,100.0
random_without_repair,27,10,100.0,30.8,0.01647091315944885,0.01647091315944885,3,0.12118662442030174,0.12118662442030174,100.0
random_without_repair,28,10,100.0,33.0,0.01659440399651444,0.01659440399651444,3,0.1213046027832801,0.12130539413936148,100.0
random_without_repair,29,10,100.0,30.6,0.01680588388370568,0.01680588388370568,3,0.12150481658239183,0.12150481658239183,100.0
random_without_repair,30,10,100.0,29.4,0.01687953555929064,0.01687953555929064,3,0.12154900986204743,0.12154900986204743,100.0
random_without_repair,31,10,100.0,29.1,0.01701585644376569,0.01701585644376569,3,0.12169301969268909,0.12169301969268909,100.0
random_without_repair,32,10,100.0,29.4,0.01708917978264013,0.01708917978264013,3,0.12174465302965087,0.12174465302965087,100.0
random_without_repair,33,10,100.0,32.4,0.01714391289517586,0.01714391289517586,3,0.1220382488894113,0.1220382488894113,100.0
random_without_repair,34,10,100.0,32.3,0.0172298378660568,0.0172298378660568,3,0.12209338888486716,0.12209402700502603,100.0
random_without_repair,35,10,100.0,35.1,0.01737088972871406,0.01737088972871406,3,0.12207085269297502,0.12210091921722556,100.0
random_without_repair,36,10,100.0,35.4,0.01739215273934258,0.01739215273934258,3,0.12227780508267815,0.1222829542159314,100.0
random_without_repair,37,10,100.0,35.1,0.0175174928052535,0.0175174928052535,3,0.12242607177717633,0.12242607177717633,100.0
random_without_repair,38,10,100.0,34.3,0.0175411787852863,0.0175411787852863,3,0.1226981819501864,0.1226981819501864,100.0
random_without_repair,39,10,100.0,34.0,0.01770133269645947,0.01770133269645947,3,0.12232985628545039,0.12271973768851584,100.0
random_without_repair,40,10,100.0,37.2,0.017779655326310588,0.017779655326310588,3,0.12235250881866606,0.12271973768851584,100.0
random_without_repair,41,10,100.0,35.8,0.01778504461565626,0.01778504461565626,3,0.1223767060838639,0.12273148477125388,100.0
random_without_repair,42,10,100.0,35.6,0.01782582763236458,0.01782582763236458,3,0.12235833858806312,0.12273148477125388,100.0
random_without_repair,43,10,100.0,36.0,0.01785835841879268,0.01785835841879268,3,0.12238072799927069,0.12273148477125388,100.0
random_without_repair,44,10,100.0,32.7,0.01787241531639924,0.01787241531639924,3,0.1223905754239016,0.12273148477125388,100.0
random_without_repair,45,10,100.0,33.8,0.01818750788258688,0.01818750788258688,3,0.12239742084375349,0.12273148477125388,100.0
random_without_repair,46,10,100.0,34.4,0.018201424815553,0.018201424815553,3,0.12239747230722724,0.12273285707343307,100.0
random_without_repair,47,10,100.0,37.0,0.018207835611020982,0.018207835611020982,3,0.12240426863226671,0.1227449693282015,100.0
random_without_repair,48,10,100.0,39.1,0.01821458764259973,0.01821458764259973,3,0.12243530529056244,0.12276600311491666,100.0
random_without_repair,49,10,100.0,41.0,0.01833055278833056,0.01833055278833056,3,0.12243304074901028,0.12276600311491666,100.0
random_without_repair,50,10,100.0,39.2,0.0185023058670442,0.0185023058670442,3,0.12282838672889547,0.1230376030401702,100.0
random_without_repair,51,10,100.0,40.9,0.018505427038272602,0.018505427038272602,3,0.1228504468278628,0.12305770552268165,100.0
random_without_repair,52,10,100.0,42.5,0.01853687904215831,0.01853687904215831,3,0.12287923827232193,0.12308421953127634,100.0
random_without_repair,53,10,100.0,41.4,0.01862042021694324,0.01862042021694324,3,0.12307240265378061,0.12327878007567071,100.0
random_without_repair,54,10,100.0,43.5,0.01865400091041564,0.01865400091041564,3,0.12308730390222873,0.12329270257727937,100.0
random_without_repair,55,10,100.0,45.6,0.01867370353542891,0.01867370353542891,3,0.1231046819594937,0.12330434929205959,100.0
random_without_repair,56,10,100.0,46.2,0.01867690650061121,0.01867690650061121,3,0.1231257442378688,0.12331159820310379,100.0
random_without_repair,57,10,100.0,43.7,0.018755626509567462,0.018755626509567462,3,0.12314906297966137,0.12332959878729029,100.0
random_without_repair,58,10,100.0,43.3,0.018915619513470712,0.018915619513470712,3,0.1234549184968326,0.12362844096807495,100.0
random_without_repair,59,10,100.0,43.1,0.01901038441530669,0.01901038441530669,3,0.12419790543287407,0.1244279951375808,100.0
random_without_repair,60,10,100.0,44.2,0.01901416254756889,0.01901416254756889,3,0.12420740688822396,0.12443075363177164,100.0
random_without_repair,61,10,100.0,45.3,0.01909954248739966,0.01909954248739966,3,0.12422563264827874,0.12444492453349076,100.0
random_without_repair,62,10,100.0,47.5,0.01910282456861734,0.01910282456861734,3,0.12429682173039287,0.12449760602338533,100.0
random_without_repair,63,10,100.0,49.1,0.01910537526265691,0.01910537526265691,3,0.12389268998289966,0.12453472048580067,100.0
random_without_repair,64,10,100.0,48.0,0.01918087731578626,0.01918087731578626,3,0.12391291649702914,0.12455228417588467,100.0
random_without_repair,65,10,100.0,50.3,0.01918280931929621,0.01918280931929621,3,0.12392578660158414,0.12455228417588467,100.0
random_without_repair,66,10,100.0,51.5,0.01921276131594355,0.01921276131594355,3,0.12397783617167457,0.1245645490661554,100.0
random_without_repair,67,10,100.0,51.7,0.019215768803694737,0.019215768803694737,3,0.1239752509500725,0.12457013595454298,100.0
random_without_repair,68,10,100.0,53.0,0.01922861484248104,0.01922861484248104,3,0.12398016721062406,0.12457239684267553,100.0
random_without_repair,69,10,100.0,55.2,0.019329676608802,0.019329676608802,3,0.12401257418400753,0.12461529524806048,100.0
random_without_repair,70,10,100.0,56.3,0.01935579066737908,0.01935579066737908,3,0.1243463574635854,0.12495371167554797,100.0
random_without_repair,71,10,100.0,58.1,0.01935937733282719,0.01935937733282719,3,0.12435559253552236,0.12497596908826873,100.0
random_without_repair,72,10,100.0,55.8,0.01936636927534828,0.01936636927534828,3,0.12442138217099374,0.1251332773428624,100.0
random_without_repair,73,10,100.0,54.7,0.01939477705409733,0.01939477705409733,3,0.12441883470210668,0.1251332773428624,100.0
random_without_repair,74,10,100.0,55.9,0.019414398890204198,0.019414398890204198,3,0.12509943373031215,0.12579119220416748,100.0
random_without_repair,75,10,100.0,58.8,0.01942491367769995,0.01942491367769995,3,0.12522396813686562,0.12589741826272477,100.0
random_without_repair,76,10,100.0,60.9,0.019478531721117652,0.019478531721117652,3,0.12762450210459278,0.1282745906539918,98.0
random_without_repair,77,10,100.0,61.1,0.019485206937769763,0.019485206937769763,3,0.12765129574082373,0.12828913411210371,100.0
random_without_repair,78,10,100.0,58.3,0.01949305781053638,0.01949305781053638,3,0.1276267269602223,0.1282943489596447,100.0
random_without_repair,79,10,100.0,58.7,0.01953153775112727,0.01953153775112727,3,0.129100318837053,0.12976425643948072,100.0
random_without_repair,80,10,100.0,58.7,0.019599064378981602,0.019599064378981602,3,0.1291222857861064,0.12978274753229305,100.0
random_without_repair,81,10,100.0,58.4,0.01960071838217796,0.01960071838217796,3,0.129170702482708,0.12984010291231685,100.0
random_without_repair,82,10,100.0,59.5,0.01961836157499808,0.01961836157499808,3,0.12916872780609068,0.1298413249758036,100.0
random_without_repair,83,10,100.0,58.3,0.019623791952846963,0.019623791952846963,3,0.12917796133472817,0.12984143421581298,100.0
random_without_repair,84,10,100.0,60.4,0.01968252261879254,0.01968252261879254,3,0.1288426195246486,0.12996144550725106,100.0
random_without_repair,85,10,100.0,62.2,0.01972498602566312,0.01972498602566312,3,0.12885691458727042,0.1299680303718958,100.0
random_without_repair,86,10,100.0,63.7,0.019729122672361273,0.019729122672361273,3,0.1289308354585386,0.13004096435426876,100.0
random_without_repair,87,10,100.0,63.8,0.019741000976178917,0.019741000976178917,3,0.1287565507789515,0.13004275024283687,100.0
random_without_repair,88,10,100.0,62.8,0.019748593737936478,0.019748593737936478,3,0.12900497883067494,0.13012693687683247,100.0
random_without_repair,89,10,100.0,65.2,0.019751348767691308,0.019751348767691308,3,0.1290231921435064,0.13014168405812152,100.0
random_without_repair,90,10,100.0,64.9,0.01976707105067588,0.01976707105067588,3,0.12944406475837533,0.13015417169721744,99.66666666666667
random_without_repair,91,10,100.0,67.7,0.01976931048315888,0.01976931048315888,3,0.1294347087071794,0.13015763210757023,100.0
random_without_repair,92,10,100.0,68.0,0.01981070282677715,0.01981070282677715,3,0.12945169116440478,0.13015763210757023,100.0
random_without_repair,93,10,100.0,68.4,0.01981200070899498,0.01981200070899498,3,0.1305102225200848,0.1312086245096087,100.0
random_without_repair,94,10,100.0,68.0,0.01983348967535111,0.01983348967535111,3,0.13051919581490593,0.13121232322596818,100.0
random_without_repair,95,10,100.0,69.2,0.01985718625746971,0.01985718625746971,3,0.1305209391748671,0.13121273753529686,100.0
random_without_repair,96,10,100.0,70.4,0.01985819863041772,0.01985819863041772,3,0.13054326615989045,0.1312195281286731,100.0
random_without_repair,97,10,100.0,71.7,0.0198697178419906,0.0198697178419906,3,0.1305280697359449,0.1312195281286731,100.0
random_without_repair,98,10,100.0,71.4,0.01995051557953513,0.01995051557953513,3,0.13054914105450635,0.1312351605421786,100.0
random_without_repair,99,10,100.0,70.9,0.019951897734329267,0.019951897734329267,3,0.1305726987558883,0.13124562425487632,100.0
random_without_repair,100,10,100.0,71.0,0.019958116964064902,0.019958116964064902,3,0.13058164863552393,0.13125420668674492,100.0
