stage,subject,profile,availability_rate,median_q_loss,median_imbalance_gain,median_semantic_gain,median_coupling,median_cohesion,median_cluster_count,median_singleton_ratio
stage3,jpetstore,budgeted_balance_0.010,0.96666666666666656305,0,0,0,0.25185185185185182677,5.4773809523809520172,4,0
stage3,jpetstore,budgeted_balance_0.025,1,0.011343184780135299322,0.18350341907227391003,0,0.25185185185185182677,4.9690476190476191576,4,0
stage3,jpetstore,budgeted_balance_0.050,1,0.01193965011963789985,0.42264973081037410241,0,0.25802469135802458267,4.9648809523809518396,4,0
stage3,jpetstore,budgeted_balance_0.100,1,0.023679329200598599192,0.42264973081037410241,-0.036946660878884096668,0.27407407407407402555,4.8999999999999994671,4,0
stage3,jpetstore,budgeted_semantic_0.050,1,0.026834044724557099687,-0.29099444873580582183,0.090951864225554193699,0.26666666666666660745,5.1351190476190478051,4,0
stage3,jpetstore,conservative,1,0,0,0,0.25185185185185182677,5.4773809523809520172,4,0
stage3,jpetstore,extreme_balance,1,0.15763923845512028965,1,-0.040287916185810797309,0.33333333333333331483,4.5666666666666664298,4,0
stage3,jpetstore,extreme_semantic,1,0.43566793774694700936,0,0.4406805578098677012,0.45555555555555549141,4.5642857142857140573,4,0
stage3,jpetstore,knee_native,1,0.076188965735996899697,-0.63299316185545251301,0.087693472845203498944,0.31604938271604932076,8.3085714285714296068,5,0
stage3,jpetstore,knee_projected_structural,1,0.042324904668979000666,-0.63299316185545251301,-0.027835208200814198776,0.32592592592592589673,8.7152380952380958945,5,0
stage3,xerces,budgeted_balance_0.010,0.96666666666666656305,0.0028349467741769999313,0.0057565475389753000338,-0.0012960329847230001032,0.21072609633357289316,8.0687653361834232868,31,0.01105651105651100051
stage3,xerces,budgeted_balance_0.025,1,0.018684242526308299237,0.051372034787985597359,-0.038234738801831202881,0.22202731847591661296,5.8641267268148862257,29,0.0073710073710073001352
stage3,xerces,budgeted_balance_0.050,1,0.03927052608421519736,0.082618957677799906292,-0.065595049517878104006,0.23792954708842550815,2.4422337560697706671,28,0.0042997542997542000098
stage3,xerces,budgeted_balance_0.100,1,0.088939446075269906755,0.1164472187470626946,-0.1482506882652739888,0.27414809489575842072,2.4195307774228274056,28,0.0024570024570024001295
stage3,xerces,budgeted_semantic_0.050,1,0.0013571090394112999677,4.0616172152572469552e-05,0.0044707882130384998809,0.20938892882818110897,8.0695281732252244211,31,0.013513513513513500386
stage3,xerces,conservative,1,0.0004621691464195999818,5.4153674311139215038e-05,0.0037878869938404000246,0.20911574406901500822,8.0696162029868432342,31,0.013513513513513500386
stage3,xerces,extreme_balance,1,1.0169421957669348977,0.98372274586496244453,-0.91500270393856275586,0.75089863407620405233,0.10209145505046450519,4,0
stage3,xerces,extreme_semantic,1,0.0013571090394112999677,4.0616172152572469552e-05,0.0044707882130384998809,0.20938892882818110897,8.0695281732252244211,31,0.013513513513513500386
stage3,xerces,knee_native,1,0.039556488274660399351,0.07235794689950650338,-0.039868741449219396999,0.23792954708842550815,8.8149572792614669936,29,0.006756756756756699886
stage3,xerces,knee_projected_structural,1,0.073489821306567795767,0.080311746792840296716,-0.12515244878769971049,0.26455787203450747969,8.9158000139682833662,28,0.0036855036855036001943
